monthly_corr,usd_total_r,chf_base24_total_r,combined_total_r,usd_monthly_dd,chf_monthly_dd,combined_monthly_dd
-0.16166325677793547,41.47021784041191,8.250691710901252,49.72090955131316,3.128434542842495,2.9900020042818127,3.128434542842495
