strategy,period,label,trades,win_rate,total_r,avg_r,median_r,pf,max_dd_r,max_losing_streak,avg_mfe_r,avg_mae_r,oos_trades,oos_total_r
BASE_RR25,OOS_2024_2026,BASE_RR25_OOS_2024_2026,9,66.66666666666666,11.157809174638444,1.2397565749598272,2.4768196298003438,4.675619563429198,1.0220143125475067,1,1.9956862211466282,0.6676884639353453,9,11.157809174638444
BASE_RR2,DEV_2015_2021,BASE_RR2_DEV_2015_2021,27,48.148148148148145,11.033481475383475,0.4086474620512398,-1.0079657852995851,1.7684701995400678,3.0865492191086927,3,1.3616609698462465,0.871555430524748,0,0.0
NO_PROGRESS_8_05R_RR2,DEV_2015_2021,NO_PROGRESS_8_05R_RR2_DEV_2015_2021,27,48.148148148148145,10.458905411247457,0.38736686708323914,-0.011850921120678936,1.9051524666192081,3.0865492191086927,3,1.1945987140963348,0.7679683140181625,0,0.0
BASE_RR2,OOS_2024_2026,BASE_RR2_OOS_2024_2026,9,66.66666666666666,8.894942922956865,0.9883269914396516,1.986205252200214,3.930183310315106,1.0220143125475067,1,1.5749173439700335,0.6592320645698232,9,8.894942922956865
BASE_RR25,DEV_2015_2021,BASE_RR25_DEV_2015_2021,27,40.74074074074074,8.593809115299067,0.31828922649255803,-1.0097758505240912,1.5238279641507653,5.120627562461279,6,1.5189815286199728,0.9555356746101381,0,0.0
NO_PROGRESS_6_05R_RR2,DEV_2015_2021,NO_PROGRESS_6_05R_RR2_DEV_2015_2021,27,48.148148148148145,7.500540091525957,0.27779778116762804,-0.01876395844107264,1.7932749236672736,3.89406820627998,6,0.9189560199051527,0.6784758114600236,0,0.0
RETURN_INSIDE_2_RR2,DEV_2015_2021,RETURN_INSIDE_2_RR2_DEV_2015_2021,27,37.03703703703704,7.069330324304304,0.26182704904830756,-0.2931364545536138,1.5708981312153232,4.550356043094726,7,1.0505100222638089,0.7121868356874103,0,0.0
BASE_RR15,DEV_2015_2021,BASE_RR15_DEV_2015_2021,27,51.85185185185185,7.033481475383508,0.2604993139030929,1.3353145605544894,1.5271300643076295,2.6206275624612783,3,1.0986159686475787,0.8130784684245441,0,0.0
BASE_RR25,VALID_2022_2023,BASE_RR25_VALID_2022_2023,7,57.14285714285714,6.789786321533457,0.9699694745047795,2.4218125295806336,3.2488287897725114,2.0101984586408257,2,1.5832157718360242,0.7077629197054701,0,0.0
RETURN3_PLUS_NOPROG6_RR2,DEV_2015_2021,RETURN3_PLUS_NOPROG6_RR2_DEV_2015_2021,27,37.03703703703704,6.739756118436432,0.2496205969791271,-0.27895522101631554,1.7404247912400208,4.068303379804043,7,0.8716356053817956,0.550600387533789,0,0.0
