strategy,label,trades,win_rate,total_r,avg_r,median_r,pf,max_dd_r,max_losing_streak,avg_mfe_r,avg_mae_r,oos_trades,oos_total_r
BASE_RR25,BASE_RR25,43,48.837209302325576,26.54140461147097,0.6172419677086272,-1.0042573363141651,2.181683748326023,5.120627562461279,6,1.6292136666490948,0.8549534843681426,9,11.157809174638444
BASE_RR2,BASE_RR2,43,53.48837209302325,24.71821071987378,0.5748421097645066,1.8807020891515542,2.2109288791606927,3.0865492191086927,3,1.3774572690281388,0.8004517591449976,9,8.894942922956865
BASE_RR15,BASE_RR15,43,55.81395348837209,15.718210719873802,0.36553978418311167,1.38126027963108,1.8103067316503723,2.6206275624612783,3,1.1292568142097437,0.7637336666634742,9,5.894942922956872
NO_PROGRESS_8_05R_RR2,NO_PROGRESS_8_05R_RR2,43,53.48837209302325,15.523809356727568,0.36101882224947834,0.20378890627159174,1.88154696071809,3.0865492191086927,3,1.0774834277048462,0.7333921780056774,9,3.7189736397089126
RETURN_INSIDE_2_RR2,RETURN_INSIDE_2_RR2,43,37.2093023255814,15.018604024833596,0.3492698610426418,-0.27895522101631554,1.9249777882274275,4.550356043094726,7,0.9940595844700867,0.6072598495005163,9,5.259399722294689
RETURN_INSIDE_3_RR2,RETURN_INSIDE_3_RR2,43,32.55813953488372,12.038470843708577,0.2799644382257809,-0.2861457871183514,1.7854559195673474,4.068303379804043,7,0.8873559714863791,0.5528551788594087,9,5.259399722294689
NO_PROGRESS_6_05R_RR2,NO_PROGRESS_6_05R_RR2,43,46.51162790697674,11.831934295440504,0.2751612626846629,-0.02788690296347624,1.7623012461129564,3.89406820627998,6,0.8923213527472766,0.6644470039048697,9,3.284632716588259
RETURN3_PLUS_NOPROG6_RR2,RETURN3_PLUS_NOPROG6_RR2,43,34.883720930232556,10.713016178444814,0.2491399111266236,-0.27895522101631554,1.8056397113941864,4.068303379804043,7,0.7974273687866404,0.5038529934763719,9,3.5493842331177436
