trades,win_rate,total_r_after_cost,avg_r_after_cost,pf_after_cost,max_dd_after_cost_r,quick_back_inside_3_rate,filter_name,category,symbol
56,33.92857142857143,17.864072827299015,0.31900130048748243,1.4661587602066652,7.628321094872455,21.428571428571427,confirm_1_close_outside,確認型,AUDJPY
48,31.25,9.383439772185167,0.19548832858719098,1.2692545015223307,14.71889919249326,25.0,confirm_1_close_outside,確認型,CHFJPY
47,29.78723404255319,7.694708863105647,0.16371720985331165,1.2267301797051227,9.38253501252903,19.148936170212767,confirm_1_close_outside,確認型,EURJPY
43,37.2093023255814,19.731376290148745,0.45886921604997083,1.710044564477717,5.283625613158644,16.27906976744186,confirm_1_close_outside,確認型,GBPJPY
50,40.0,21.871625036621058,0.4374325007324212,1.631261817816164,7.625479790969514,20.0,confirm_1_close_outside,確認型,SILVER
50,36.0,20.416076424968377,0.40832152849936754,1.618191183080249,9.359845706402062,6.0,confirm_1_close_outside,確認型,USDJPY
56,33.92857142857143,17.38122201836456,0.3103789646136529,1.4502741914474486,12.374200017155358,16.071428571428573,confirm_1_close_outside,確認型,XAUUSD
350,34.57142857142857,114.34252123269256,0.32669291780769305,1.4741106981149388,18.960067031095164,17.71428571428571,confirm_1_close_outside,確認型,ALL
42,33.33333333333333,12.353167737317923,0.29412304136471246,1.4259728960388316,7.45172397009452,14.285714285714285,confirm_1_close_outside_and_follow,確認型,AUDJPY
36,36.11111111111111,13.932987637683215,0.3870274343800893,1.5706305690070177,8.549568730055967,16.666666666666664,confirm_1_close_outside_and_follow,確認型,CHFJPY
28,28.57142857142857,3.2108436543286185,0.11467298765459352,1.1561102627349604,7.142497864941642,25.0,confirm_1_close_outside_and_follow,確認型,EURJPY
32,40.625,19.040744021362023,0.5950232506675632,1.9728078399682711,6.317669703796892,9.375,confirm_1_close_outside_and_follow,確認型,GBPJPY
33,42.42424242424242,17.597193728585864,0.5332482948056323,1.809305362849205,6.5233098692356855,12.121212121212121,confirm_1_close_outside_and_follow,確認型,SILVER
