trades,win_rate,total_r_after_cost,avg_r_after_cost,pf_after_cost,max_dd_after_cost_r,quick_back_inside_3_rate,filter_name,category,symbol
34,32.35294117647059,8.9096073711781,0.26204727562288527,1.3748450917587756,6.23741549958592,5.88235294117647,confirm_1_close_outside_and_follow,確認型,USDJPY
45,35.55555555555556,16.845628757496538,0.3743473057221453,1.5552440233054612,11.366133847710506,8.88888888888889,confirm_1_close_outside_and_follow,確認型,XAUUSD
250,35.6,91.89017290795228,0.3675606916318091,1.5424161845384385,11.366133847710506,12.8,confirm_1_close_outside_and_follow,確認型,ALL
51,31.372549019607842,11.034073105930812,0.21635437462609436,1.3043818706405448,11.560948394277503,13.725490196078432,confirm_2_closes_outside,確認型,AUDJPY
44,36.36363636363637,17.65380051099421,0.401222738886232,1.5978321681699066,10.473882703357477,18.181818181818183,confirm_2_closes_outside,確認型,CHFJPY
42,28.57142857142857,4.832514151658234,0.11505986075376748,1.156586673224192,10.39333131192917,9.523809523809524,confirm_2_closes_outside,確認型,EURJPY
38,44.73684210526316,28.908143008304556,0.7607406054816989,2.337915117541445,4.126320767893751,5.263157894736842,confirm_2_closes_outside,確認型,GBPJPY
44,38.63636363636363,16.61123144649947,0.3775279874204425,1.5289699793710185,6.566866828563398,6.8181818181818175,confirm_2_closes_outside,確認型,SILVER
48,33.33333333333333,14.490957968727137,0.30189495768181535,1.4388947645359147,10.417272477019077,2.083333333333333,confirm_2_closes_outside,確認型,USDJPY
53,30.18867924528302,8.577371953179272,0.16183720666375984,1.2220441324557738,11.332539567736145,11.320754716981133,confirm_2_closes_outside,確認型,XAUUSD
320,34.375,102.10809214529368,0.31908778795404275,1.461405526721654,13.681945462730425,9.6875,confirm_2_closes_outside,確認型,ALL
39,35.8974358974359,15.480193733514442,0.39692804444908825,1.598037583434448,10.386169870534527,7.6923076923076925,confirm_2_closes_outside_and_follow,確認型,AUDJPY
33,42.42424242424242,21.16614768044117,0.6413984145588234,2.053223443051561,5.336662479272348,12.121212121212121,confirm_2_closes_outside_and_follow,確認型,CHFJPY
29,34.48275862068966,10.233283713842678,0.35287185220147166,1.5243534229203008,6.242380229092424,6.896551724137931,confirm_2_closes_outside_and_follow,確認型,EURJPY
33,42.42424242424242,22.04453331373173,0.6680161610221736,2.126414394778427,5.274738219609562,6.0606060606060606,confirm_2_closes_outside_and_follow,確認型,GBPJPY
32,34.375,6.810275999344976,0.2128211249795305,1.279059007172877,5.46356464688712,6.25,confirm_2_closes_outside_and_follow,確認型,SILVER
38,31.57894736842105,8.789499178833301,0.2313026099692974,1.3276697444428842,9.392522607769813,2.631578947368421,confirm_2_closes_outside_and_follow,確認型,USDJPY
45,33.33333333333333,12.850370367676621,0.28556378594836934,1.4092450131156802,11.346347283021334,6.666666666666667,confirm_2_closes_outside_and_follow,確認型,XAUUSD
249,36.144578313253014,97.37430398738493,0.39106146179672663,1.5806563943314544,11.43956794839307,6.827309236947792,confirm_2_closes_outside_and_follow,確認型,ALL
44,40.909090909090914,26.303025889425623,0.5977960429414915,1.9785736612608076,6.197465973470168,0.0,confirm_3_closes_outside,確認型,AUDJPY
36,38.88888888888889,18.157153817294894,0.5043653838137471,1.7851990399445268,7.434352020586228,0.0,confirm_3_closes_outside,確認型,CHFJPY
37,35.13513513513514,13.9680304456998,0.3775143363702648,1.5653339649424607,8.358196628732271,0.0,confirm_3_closes_outside,確認型,EURJPY
36,36.11111111111111,14.995091719470624,0.4165303255408507,1.634526873401228,8.344145403552378,0.0,confirm_3_closes_outside,確認型,GBPJPY
39,41.02564102564102,18.385407592638625,0.47142070750355447,1.6862121897935698,7.814511481523253,0.0,confirm_3_closes_outside,確認型,SILVER
47,34.04255319148936,15.568070698614344,0.3312355467790286,1.4863768317535397,9.362214939689409,0.0,confirm_3_closes_outside,確認型,USDJPY
48,37.5,21.680923601337145,0.45168590836119055,1.6898288700447195,6.579496351062573,0.0,confirm_3_closes_outside,確認型,XAUUSD
287,37.63066202090592,129.05770376448106,0.4496784103292023,1.684391277194355,9.524028277160923,0.0,confirm_3_closes_outside,確認型,ALL
