symbol,filter_name,signal_time,entry_time,exit_time,direction,level_kind,break_level,signal_close,entry,sl,tp,exit_price,pnl_r_clean,pnl_r_after_cost,bars_held,exit_reason,atr,break_atr,signal_range_atr,signal_body_atr,body_ratio,close_strength,adverse_wick_ratio,favorable_wick_ratio,atr_to_avg,pre_range_3_atr,pre_extension_3_atr,same_body_3_ratio,pre_range_6_atr,pre_extension_6_atr,same_body_6_ratio,pre_range_12_atr,pre_extension_12_atr,same_body_12_ratio,pre_range_24_atr,pre_extension_24_atr,same_body_24_ratio,back_inside_close_1,follow_through_close_1,mae_1_atr,mfe_1_atr,back_inside_close_2,follow_through_close_2,mae_2_atr,mfe_2_atr,back_inside_close_3,follow_through_close_3,mae_3_atr,mfe_3_atr,back_inside_close_6,follow_through_close_6,mae_6_atr,mfe_6_atr,quick_back_inside_3
XAUUSD,baseline,2015-02-11 14:00:00,2015-02-11 15:00:00,2015-02-12 08:00:00,short,3m,1224.976,1224.722,1224.691,1231.6426929031318,1203.835921290605,1231.6426929031318,-1.000000000000009,-1.0503474484384268,16,SL,3.47584645156584,0.07307572516205596,3.4575750590438252,2.744367489450734,0.7937260775503382,0.8852554501581044,0.11474454984189567,0.8852554501581044,1.0297076804665841,1.722458136003896,3.011928215437668,0.3333333333333333,1.722458136003896,3.66414344749396,0.6666666666666666,1.8637186913367685,3.7110384994680135,0.5,2.5734738644655937,3.6701851413065554,0.5833333333333334,False,True,0.21836407636997063,1.0098259658215814,False,True,0.21836407636997063,1.0866417871533238,False,True,0.21836407636997063,1.0866417871533238,False,True,0.21836407636997063,1.7981231585142166,False
XAUUSD,baseline,2015-03-06 13:00:00,2015-03-06 14:00:00,2015-03-10 03:00:00,short,3m,1190.388,1182.258,1182.283,1189.4395008221354,1160.8134975335936,1160.8134975335936,3.000000000000011,2.9510934172022325,35,TP,3.5782504110677054,2.2720601036901695,4.428700671977687,3.9362812497511173,0.888811762478706,0.9888937969331778,0.011106203066822182,0.9888937969331778,1.157130478744196,1.515265668168307,3.9723323879277253,0.3333333333333333,1.7572833864703588,4.245370853032957,0.6666666666666666,2.1932506388389434,4.537413018882392,0.5833333333333334,4.63606458304024,5.339480976765682,0.5833333333333334,False,True,0.0966953008458571,1.9104308571742008,False,True,0.0966953008458571,2.511842092492948,False,True,0.0966953008458571,3.0294134715869774,False,True,0.0966953008458571,5.179905783751302,False
XAUUSD,baseline,2015-04-06 07:00:00,2015-04-06 08:00:00,2015-04-06 12:00:00,long,3m,1219.681,1222.167,1222.186,1216.2924846259255,1239.866546122223,1216.2924846259255,-1.0000000000000082,-1.0593873058412362,4,SL,2.9467576870372096,0.8436390989784444,1.937722950590103,1.271567057068486,0.6562171628721487,0.7826619964973683,0.2173380035026317,0.7826619964973683,1.0188542847526165,0.7221496390291033,1.7470048598315255,0.3333333333333333,1.0550579077732267,1.9326326100894715,0.5,6.217341887524045,7.119010868210197,0.5833333333333334,8.097034956406516,6.301502183801882,0.5416666666666666,False,False,0.5616342352410989,0.14286889005228648,True,False,1.625176043848737,0.14286889005228648,True,False,1.760918457200016,0.14286889005228648,True,False,2.0459775252378485,0.19275422695887628,True
XAUUSD,baseline,2015-04-24 14:00:00,2015-04-24 15:00:00,2015-04-27 10:00:00,short,3m,1178.391,1178.323,1178.274,1184.2906324281757,1160.224102715472,1184.2906324281757,-0.9999999999999885,-1.058172076186841,18,SL,3.0083162140879613,0.02260400674687696,1.9549141717413558,1.268483672736747,0.648869239925165,0.6811766706342381,0.3188233293657618,0.6811766706342381,1.21067637530009,3.0488816159177348,3.3234538155195024,1.0,4.228278909122717,4.698641696576214,1.0,4.574984483196262,4.745179357525635,0.6666666666666666,5.265736336431866,4.502518696860568,0.5416666666666666,True,False,0.4839916738743911,0.5468175161561932,True,True,0.4839916738743911,1.0367926035813149,True,True,0.4839916738743911,1.0367926035813149,True,False,0.4839916738743911,1.0367926035813149,True
XAUUSD,baseline,2015-09-24 13:00:00,2015-09-24 14:00:00,2015-09-25 03:00:00,long,3m,1147.861,1152.881,1152.832,1146.690616441401,1171.2561506757972,1146.690616441401,-0.9999999999999956,-1.0569904153779883,12,SL,3.0706917792995365,1.6348107725566345,5.321602158236705,4.654000149523351,0.8745486812312625,0.8745486812312625,0.1254513187687375,0.8745486812312625,1.2730085246931873,1.4654678240049566,5.676245371645885,1.0,1.4980337756495556,5.481500980811464,0.5,2.4369101615620767,6.481275696299269,0.5833333333333334,3.2663649499488905,7.509708449234345,0.5416666666666666,False,True,0.32272858079753125,0.908915710399499,False,True,0.32272858079753125,1.247275947986417,False,False,0.42107775476412995,1.247275947986417,False,True,0.7949348796435876,1.247275947986417,False
XAUUSD,baseline,2015-11-03 10:00:00,2015-11-03 11:00:00,2015-11-03 17:00:00,short,3m,1132.098,1131.738,1131.718,1135.8881405759744,1119.2075782720772,1119.2075782720772,3.000000000000016,2.916069975670233,6,TP,2.0850702879871394,0.17265605004972398,1.4819644295938368,0.8930154588684721,0.6025889967637224,0.6601941747572873,0.33980582524271274,0.6601941747572873,0.7512696717906594,2.7385167938450117,2.513104728502241,1.0,2.8833560358311647,2.6919955803593885,0.6666666666666666,2.8833560358311647,0.7544110186896336,0.5,3.5591126317203527,2.8392328230406205,0.5416666666666666,False,False,0.3793637099704424,0.3208524930092058,True,False,0.48487574055642724,0.3208524930092058,True,True,0.48487574055642724,2.4502771102897527,True,True,0.48487574055642724,5.0818430731316235,True
XAUUSD,baseline,2016-01-26 03:00:00,2016-01-26 04:00:00,2016-01-27 19:00:00,long,3m,1112.949,1112.981,1112.981,1108.1457604588966,1127.48671862331,1127.48671862331,2.9999999999999893,2.927614754755186,38,TP,2.4176197705516804,0.013236159130442291,1.170572823101188,0.7734880491869789,0.660777385158989,0.7321554770317817,0.26784452296821826,0.7321554770317817,0.8754652027721581,1.7165643872332728,1.8704347371249583,0.6666666666666666,2.6600543552522904,1.8414806390270746,0.6666666666666666,3.1944642801451084,2.8453605830788584,0.5,4.977209463030781,5.055799157867893,0.5833333333333334,True,False,0.44341133087080425,0.1894425275549314,True,False,0.6212722191865634,0.1894425275549314,True,True,0.6212722191865634,0.9339764786440267,True,True,0.6212722191865634,1.926274783456638,True
XAUUSD,baseline,2016-03-28 00:00:00,2016-03-28 01:00:00,2016-03-28 07:00:00,short,3m,1211.459,1210.719,1210.889,1217.6952772460231,1190.47016826193,1217.6952772460231,-0.9999999999999882,-1.051423118299295,6,SL,3.403138623011654,0.21744632880841508,1.831250704235162,0.8671406977211213,0.4735237483953844,0.5746148908857381,0.4253851091142618,0.5746148908857381,0.919340779186957,1.4430796226730764,1.8309568578448874,1.0,3.0092808828742545,3.2878472608612084,0.8333333333333334,3.1802994820181327,2.4456835063140367,0.6666666666666666,3.400390428339087,3.3116488184740596,0.5833333333333334,False,True,0.5380327406056515,0.41990649171248695,False,True,0.5380327406056515,0.41990649171248695,False,False,0.5380327406056515,0.41990649171248695,True,False,1.6376059330395312,0.41990649171248695,False
XAUUSD,baseline,2016-04-21 12:00:00,2016-04-21 13:00:00,2016-04-21 13:00:00,long,3m,1262.589,1268.759,1268.85,1260.3619075912632,1294.3142772262102,1260.3619075912632,-0.9999999999999969,-1.041234235343604,0,SL,4.244046204368387,1.4538013261140526,2.4900765663489635,2.1510133397236455,0.8638342165026419,0.8753785011355025,0.12462149886449747,0.8753785011355025,1.2328767518662689,0.945088674075097,2.2077987723968695,0.6666666666666666,2.0848029389719485,2.4874847001273737,0.6666666666666666,4.238879393321152,5.633067796338434,0.5833333333333334,4.469791111245266,4.847025458588606,0.5416666666666666,True,False,4.97873938748618,0.3447182074724123,True,False,5.160170022997976,0.3447182074724123,True,False,5.160170022997976,0.3447182074724123,True,False,5.214599213651514,0.3447182074724123,True
XAUUSD,baseline,2016-04-29 01:00:00,2016-04-29 02:00:00,2016-05-02 09:00:00,long,3m,1270.222,1273.921,1273.921,1265.8337620573666,1298.1827138279004,1298.1827138279004,3.000000000000003,2.956721936156346,30,TP,4.043618971316728,0.9147746180435887,2.388949124168902,1.5876866850067037,0.664596273291943,0.7060041407867536,0.29399585921324645,0.7060041407867536,1.1992018536974953,0.7540275237671885,2.0380258522025034,0.3333333333333333,1.4741745061253697,2.2484808940936047,0.5,4.1025131491551114,4.209100837821458,0.5833333333333334,7.888478174196747,7.382248478837189,0.5416666666666666,False,True,0.14640350740250996,1.6910594317874863,False,True,0.14640350740250996,1.6910594317874863,False,True,0.14640350740250996,1.6910594317874863,False,True,0.6954166601618379,1.6910594317874863,False
XAUUSD,baseline,2016-05-24 15:00:00,2016-05-24 16:00:00,2016-05-27 02:00:00,short,3m,1231.298,1230.859,1230.86,1237.0877673259806,1212.1766980220575,1212.1766980220575,3.000000000000004,2.9438000840943443,55,TP,3.1138836629903945,0.14098150332902543,1.6477815343533317,1.1304211656448258,0.6860261157668921,0.889300331319436,0.11069966868056405,0.889300331319436,0.9820038740740973,2.733242767273615,2.370030739334938,1.0,3.4750816572280185,3.8084274441426786,1.0,4.582701714134013,4.580132575121245,0.8333333333333334,6.073123483951556,5.32807317023112,0.7083333333333334,False,True,0.2087425447923987,0.8439621657143572,False,True,0.2087425447923987,0.8439621657143572,False,True,0.2087425447923987,0.8738284067385202,False,True,0.2087425447923987,1.5735976453578184,False
XAUUSD,baseline,2016-07-05 22:00:00,2016-07-05 23:00:00,2016-07-08 12:00:00,long,3m,1358.229,1359.44,1359.449,1350.7298508548581,1385.6064474354257,1350.7298508548581,-1.0000000000000084,-1.0401415314928086,59,SL,4.359574572570941,0.27777939793007334,1.140248874575046,0.9822059305834879,0.8613960973647454,0.8613960973647454,0.13860390263525454,0.8613960973647454,1.0671535396255327,0.8326500532503077,0.9725719630251866,0.3333333333333333,3.528096547945808,1.9866617386229197,0.6666666666666666,3.528096547945808,3.2110931392428257,0.6666666666666666,4.4754366911755525,1.9774865314245773,0.6666666666666666,False,True,0.1880917475662289,1.1927769357856142,False,True,0.1880917475662289,1.2159443339614235,False,True,0.1880917475662289,2.68833570911679,False,True,0.1880917475662289,2.68833570911679,False
XAUUSD,baseline,2016-08-25 12:00:00,2016-08-25 13:00:00,2016-08-26 02:00:00,short,3m,1320.829,1319.388,1319.409,1324.1072989914935,1305.3141030255201,1324.1072989914935,-1.0000000000000147,-1.0744950461079446,12,SL,2.349149495746667,0.6134134939513568,2.294447420123292,1.592065556820285,0.6938775510204263,0.7441558441558557,0.2558441558441443,0.7441558441558557,0.9025010052081172,1.7934150243004785,1.7027439110377338,0.6666666666666666,1.796394826144724,2.6064752418210313,0.5,1.8181048110105225,2.883596813342451,0.5,6.974439059610467,7.611265282338716,0.625,True,False,1.3111128114991208,0.0808803357742188,True,False,1.489900922158017,0.0808803357742188,True,False,1.8061856036333466,0.0808803357742188,True,False,1.8061856036333466,0.0808803357742188,True
XAUUSD,baseline,2016-10-04 12:00:00,2016-10-04 13:00:00,2016-10-04 16:00:00,short,3m,1306.199,1291.831,1291.86,1298.5264033166166,1271.86079005015,1271.86079005015,2.999999999999986,2.947497926036395,3,TP,3.333201658308342,4.3105702783347875,4.974496505085459,4.775288635875184,0.9599541644050562,0.9756950726735544,0.024304927326445628,0.9756950726735544,1.3338269048092453,0.8490335389537844,4.934594928873202,0.6666666666666666,1.4316565540237394,5.090601091507806,0.6666666666666666,1.590362823319331,5.528318382438391,0.5,3.4213351513174652,7.6560024312934445,0.5833333333333334,False,True,0.40471598729637054,3.0910221031237683,False,True,0.40471598729637054,3.0910221031237683,False,True,0.40471598729637054,5.394513096794049,False,True,0.40471598729637054,7.4885958183124615,False
XAUUSD,baseline,2016-11-11 14:00:00,2016-11-11 15:00:00,2016-11-23 13:00:00,short,3m,1246.058,1235.952,1235.911,1249.967701914633,1193.7408942561015,1193.7408942561015,3.0000000000000018,2.9751008449830065,183,TP,7.028350957316429,1.4378906320094573,3.357686624261934,3.2136983678208604,0.9571168269841965,0.9949150387728339,0.005084961227166032,0.9949150387728339,1.1632745838103757,0.9019185351581112,3.267765104429187,0.3333333333333333,1.1974359349882755,2.7431754784427382,0.5,1.9446951472694556,3.4019359797492834,0.5,4.6793337725635205,5.729651271622882,0.5,False,True,0.836327046799079,0.9534242158218296,False,True,0.836327046799079,1.6453361635224109,False,True,0.836327046799079,1.6453361635224109,False,True,0.836327046799079,2.4063966217272887,False
XAUUSD,baseline,2017-01-05 15:00:00,2017-01-05 16:00:00,2017-01-06 06:00:00,long,3m,1180.189,1181.329,1181.329,1174.0427774095067,1203.18766777148,1174.0427774095067,-0.9999999999999911,-1.048035864352639,14,SL,3.643111295246659,0.31291934492566426,1.6768634018869057,1.1987006835881724,0.7148469471271921,0.8626616467507036,0.1373383532492965,0.8626616467507036,1.2169452205040754,2.268390760057847,2.3276807412016973,1.0,2.3526593906650355,2.3490910121702906,0.6666666666666666,2.4314382082033568,2.187964998598903,0.6666666666666666,5.116780270842027,4.3446380627052275,0.5416666666666666,False,True,0.13093204169255723,1.0180858336223133,False,True,0.13093204169255723,1.0180858336223133,False,True,0.42299009695656464,1.0180858336223133,True,False,0.5520007040750621,1.0180858336223133,False
XAUUSD,baseline,2017-02-02 10:00:00,2017-02-02 11:00:00,2017-02-02 16:00:00,long,3m,1219.931,1222.242,1222.259,1215.839453962366,1241.5176381129022,1215.839453962366,-0.999999999999997,-1.0545209891709273,5,SL,3.2097730188170415,0.7199886055655232,2.0652550697940057,1.4748706442004533,0.7141348619701299,0.7592397043294574,0.24076029567054252,0.7592397043294574,1.1645054861684663,1.9602632220763156,2.4967497555180547,1.0,1.9602632220763156,2.291127739216386,0.6666666666666666,3.0282515128070715,4.330835831227489,0.6666666666666666,6.203865470630358,3.4684695567984725,0.5416666666666666,False,False,0.5589180261291641,0.09533384392171632,False,False,0.8598738863526201,0.09533384392171632,False,True,0.8598738863526201,0.9489767600833809,True,False,2.172739305588092,0.9489767600833809,False
XAUUSD,baseline,2017-02-23 13:00:00,2017-02-23 14:00:00,2017-02-27 16:00:00,long,3m,1244.708,1248.488,1248.468,1243.6603992440914,1262.890802267726,1262.890802267726,2.999999999999987,2.9271986136598307,49,TP,2.403800377954336,1.5725099449467594,2.6915712549750395,2.22522637447633,0.826738794435879,0.9658423493044818,0.03415765069551819,0.9658423493044818,1.142028836587146,2.6707708588777845,4.445460653889266,1.0,3.1566681117079476,4.954238342426259,0.8333333333333334,3.282718512056807,4.734170151718101,0.5833333333333334,5.17513854897819,4.085197793486123,0.5416666666666666,False,False,0.8428320498577416,0.3120059414576926,False,True,1.027539567200679,0.49213737165926413,False,True,1.027539567200679,1.0774605178338645,False,True,1.027539567200679,1.0774605178338645,False
XAUUSD,baseline,2017-05-03 19:00:00,2017-05-03 20:00:00,2017-05-07 22:00:00,short,3m,1243.691,1239.542,1239.568,1245.150214460037,1222.821356619889,1222.821356619889,2.9999999999999916,2.9373008682296553,47,TP,2.791107230018505,1.4865068440858888,2.7447888485277816,2.693912981605567,0.9814645607622958,0.9945176869860441,0.0054823130139558815,0.9945176869860441,1.4274641344176588,2.88165209616357,2.986628356784682,0.6666666666666666,3.0095583249749955,4.315849950315304,0.8333333333333334,3.6189938857824333,5.087228411466632,0.75,4.223055235295237,5.982930293899656,0.7083333333333334,False,True,0.18953051832282672,1.3116658366348608,False,True,0.18953051832282672,1.3116658366348608,False,True,0.18953051832282672,1.3116658366348608,False,False,0.6151680528550365,1.3116658366348608,False
XAUUSD,baseline,2017-08-09 12:00:00,2017-08-09 13:00:00,2017-08-11 12:00:00,long,3m,1274.061,1274.839,1274.839,1269.631668679231,1290.4609939623067,1290.4609939623067,3.0000000000000115,2.9327870691453533,45,TP,2.60366566038445,0.298809486885172,2.6796835347015655,2.1577271173789647,0.8052171420381061,0.8052171420381061,0.19478285796189387,0.8052171420381061,1.234225367469032,1.3254389964533528,2.7269246232450377,0.3333333333333333,2.044809393543233,3.2607873311761537,0.6666666666666666,3.3264639664684132,3.397901710119592,0.5833333333333334,7.091540315999558,4.24401649110675,0.5416666666666666,True,False,1.7171943648632013,0.12021512775718106,True,False,1.7248758426751523,0.12021512775718106,True,False,1.7248758426751523,0.12021512775718106,True,True,1.7248758426751523,1.4783004049113693,True
XAUUSD,baseline,2017-08-28 14:00:00,2017-08-28 15:00:00,2017-08-28 22:00:00,long,3m,1300.828,1303.672,1303.672,1298.525965850609,1319.1101024481732,1319.1101024481732,3.000000000000008,2.9319864598952354,6,TP,2.5730170746955165,1.1053171889022935,2.607833452016279,2.0015413230825634,0.7675111773472523,0.9126676602086424,0.08733233979135761,0.9126676602086424,1.1626077483478097,1.0610112256340463,2.1492278673099663,0.6666666666666666,1.4251751517949356,2.654471308088062,0.8333333333333334,2.195865723381838,3.6742857608586643,0.6666666666666666,9.083111118788729,8.96262999060311,0.5833333333333334,False,True,0.019821088830499142,1.5429357383762508,False,True,0.019821088830499142,1.5429357383762508,False,True,0.019821088830499142,2.4679198838007514,False,True,0.019821088830499142,3.2646499250277596,False
XAUUSD,baseline,2017-11-17 17:00:00,2017-11-17 18:00:00,2017-11-20 13:00:00,long,3m,1291.038,1293.421,1293.399,1288.8026539139905,1307.1880382580277,1288.8026539139905,-1.0000000000000135,-1.0761474426535362,18,SL,2.29817304300465,1.0369106048187238,1.757482976442612,1.526865007263474,0.8687794008417988,0.9752413963852663,0.024758603614733688,0.9752413963852663,1.160241054943564,2.7513158851316746,3.502347233816933,1.0,3.746454178551909,4.529685017273532,0.6666666666666666,3.955315735544355,5.02964736932413,0.5833333333333334,5.60445177929713,5.921660268979413,0.5416666666666666,False,True,0.03916154193614542,1.5316514179445364,False,True,0.17970796466224814,1.5316514179445364,False,True,0.17970796466224814,1.5316514179445364,False,True,0.7610392982912058,1.5316514179445364,False
