trades,win_rate,total_r_after_cost,avg_r_after_cost,pf_after_cost,max_dd_after_cost_r,quick_back_inside_3_rate,filter_name,category,symbol
68,22.058823529411764,-10.696708358036297,-0.15730453467700437,0.8051247551690239,17.953720538557192,45.588235294117645,strong_close_no_big_wick,終値が強く、逆ヒゲが小さい,AUDJPY
56,35.714285714285715,20.785302606218547,0.3711661179681883,1.5470573468550273,9.098735472616884,42.857142857142854,strong_close_no_big_wick,終値が強く、逆ヒゲが小さい,CHFJPY
52,32.69230769230769,14.479354167833836,0.2784491186121892,1.4020019822750123,9.39159686758271,30.76923076923077,strong_close_no_big_wick,終値が強く、逆ヒゲが小さい,EURJPY
57,40.35087719298245,33.16435282567421,0.5818307513276176,1.9438333361092441,6.163523410317843,42.10526315789473,strong_close_no_big_wick,終値が強く、逆ヒゲが小さい,GBPJPY
54,44.44444444444444,32.804104488760565,0.607483416458529,1.940840531863112,4.409989050637499,31.48148148148148,strong_close_no_big_wick,終値が強く、逆ヒゲが小さい,SILVER
56,35.714285714285715,22.150602939807342,0.39554648106798823,1.5962344120554302,9.370884365293918,25.0,strong_close_no_big_wick,終値が強く、逆ヒゲが小さい,USDJPY
69,46.3768115942029,55.40416244500405,0.8029588760145514,2.4288656885736724,6.191470136398017,37.68115942028986,strong_close_no_big_wick,終値が強く、逆ヒゲが小さい,XAUUSD
412,36.650485436893206,168.09117111526226,0.4079882794059764,1.6116111797752815,17.953720538557207,36.89320388349515,strong_close_no_big_wick,終値が強く、逆ヒゲが小さい,ALL
34,26.47058823529412,0.5886464165588186,0.01731312989878878,1.0227355710242272,10.553254037114161,52.94117647058824,not_overextended,直前6本で伸びすぎていない,AUDJPY
27,44.44444444444444,19.370243958751544,0.7174164429167239,2.214597415788682,7.457326587255707,51.85185185185185,not_overextended,直前6本で伸びすぎていない,CHFJPY
12,33.33333333333333,3.6325479378664696,0.3027123281555391,1.4419821065768719,4.1128947742956745,25.0,not_overextended,直前6本で伸びすぎていない,EURJPY
13,23.076923076923077,-1.454240874248344,-0.111864682634488,0.8598120053193092,3.118941130604761,61.53846153846154,not_overextended,直前6本で伸びすぎていない,GBPJPY
17,58.82352941176471,20.03250529156756,1.1783826642098565,3.521591630789523,2.2052815087093744,35.294117647058826,not_overextended,直前6本で伸びすぎていない,SILVER
19,47.368421052631575,16.424540589871558,0.864449504730082,2.5937516293430525,3.114591180774081,21.052631578947366,not_overextended,直前6本で伸びすぎていない,USDJPY
14,35.714285714285715,5.285587428264276,0.377541959161734,1.56295087456698,4.202316414854129,57.14285714285714,not_overextended,直前6本で伸びすぎていない,XAUUSD
136,38.23529411764706,63.879830748631896,0.4697046378575875,1.7253287216101434,10.553254037114158,44.85294117647059,not_overextended,直前6本で伸びすぎていない,ALL
41,21.951219512195124,-6.5508057320813435,-0.1597757495629596,0.8022313275044014,13.598653848732376,43.90243902439025,stagnation_then_break,直前6本が比較的停滞してから抜ける,AUDJPY
36,36.11111111111111,13.911447487242656,0.38642909686785154,1.5715783878016172,9.687196929621608,38.88888888888889,stagnation_then_break,直前6本が比較的停滞してから抜ける,CHFJPY
33,33.33333333333333,10.097418295730026,0.3059823725978796,1.446412602291373,8.598852496056617,24.242424242424242,stagnation_then_break,直前6本が比較的停滞してから抜ける,EURJPY
22,31.818181818181817,5.236631282752107,0.23802869467055032,1.3372091925978633,6.397364313338468,45.45454545454545,stagnation_then_break,直前6本が比較的停滞してから抜ける,GBPJPY
25,68.0,38.23710730943882,1.5294842923775527,5.057725132314066,2.492637420893222,16.0,stagnation_then_break,直前6本が比較的停滞してから抜ける,SILVER
41,43.90243902439025,29.65576080488841,0.7233112391436197,2.250603648198002,5.204295197852819,24.390243902439025,stagnation_then_break,直前6本が比較的停滞してから抜ける,USDJPY
39,48.717948717948715,35.11867509938746,0.9004788487022426,2.682772114365347,5.159583885748379,28.205128205128204,stagnation_then_break,直前6本が比較的停滞してから抜ける,XAUUSD
237,39.66244725738397,125.70623454735812,0.5304060529424394,1.8401893067333124,14.643016917171167,31.645569620253166,stagnation_then_break,直前6本が比較的停滞してから抜ける,ALL
38,23.684210526315788,-3.6241621349021607,-0.09537268776058318,0.8794133589440635,11.58221344927815,52.63157894736842,balanced_fakeout_guard,終値強め＋逆ヒゲ小さめ＋伸びすぎ回避,AUDJPY
38,42.10526315789473,23.66498416062069,0.6227627410689656,2.0133857914470465,5.247568078251749,44.73684210526316,balanced_fakeout_guard,終値強め＋逆ヒゲ小さめ＋伸びすぎ回避,CHFJPY
21,38.095238095238095,10.340197233002113,0.4923903444286721,1.7717304561819365,7.2415372244958505,28.57142857142857,balanced_fakeout_guard,終値強め＋逆ヒゲ小さめ＋伸びすぎ回避,EURJPY
21,33.33333333333333,6.243988825003397,0.29733280119063793,1.4293335709355124,4.1506139868200504,57.14285714285714,balanced_fakeout_guard,終値強め＋逆ヒゲ小さめ＋伸びすぎ回避,GBPJPY
20,50.0,16.3208746445662,0.81604373222831,2.418335732111157,3.732780568453798,45.0,balanced_fakeout_guard,終値強め＋逆ヒゲ小さめ＋伸びすぎ回避,SILVER
24,33.33333333333333,7.185067323119373,0.29937780512997386,1.4351928397637785,6.303075638494553,20.833333333333336,balanced_fakeout_guard,終値強め＋逆ヒゲ小さめ＋伸びすぎ回避,USDJPY
25,48.0,21.61781485406276,0.8647125941625105,2.584447010150572,2.114636577600754,48.0,balanced_fakeout_guard,終値強め＋逆ヒゲ小さめ＋伸びすぎ回避,XAUUSD
187,37.4331550802139,81.74876490547238,0.43715917061749937,1.664570743533965,11.582213449278143,43.31550802139038,balanced_fakeout_guard,終値強め＋逆ヒゲ小さめ＋伸びすぎ回避,ALL
25,24.0,-2.0372099361351577,-0.08148839744540631,0.8965408865021409,6.421597965729876,60.0,strict_fakeout_guard,厳しめ: 終値強い＋逆ヒゲ小＋停滞＋伸びすぎ回避,AUDJPY
20,45.0,14.715181179121128,0.7357590589560564,2.252820860555157,5.36598502726938,55.00000000000001,strict_fakeout_guard,厳しめ: 終値強い＋逆ヒゲ小＋停滞＋伸びすぎ回避,CHFJPY
8,37.5,3.7768009814912427,0.47210012268640533,1.733937186761351,5.145945797019981,25.0,strict_fakeout_guard,厳しめ: 終値強い＋逆ヒゲ小＋停滞＋伸びすぎ回避,EURJPY
10,20.0,-2.370005128150148,-0.23700051281501483,0.7147787774994735,3.1189411306047607,60.0,strict_fakeout_guard,厳しめ: 終値強い＋逆ヒゲ小＋停滞＋伸びすぎ回避,GBPJPY
10,60.0,12.135593058174347,1.2135593058174348,3.664198419031459,2.2484136775030006,30.0,strict_fakeout_guard,厳しめ: 終値強い＋逆ヒゲ小＋停滞＋伸びすぎ回避,SILVER
14,35.714285714285715,5.53565256018036,0.39540375429859714,1.5958722770706926,4.209353171004727,28.57142857142857,strict_fakeout_guard,厳しめ: 終値強い＋逆ヒゲ小＋停滞＋伸びすぎ回避,USDJPY
11,36.36363636363637,4.457732234839653,0.405248384985423,1.611543412348897,2.1025568535235664,54.54545454545454,strict_fakeout_guard,厳しめ: 終値強い＋逆ヒゲ小＋停滞＋伸びすぎ回避,XAUUSD
98,35.714285714285715,36.21374494952143,0.36952800968899413,1.5484746707404862,9.072313551456217,47.95918367346938,strict_fakeout_guard,厳しめ: 終値強い＋逆ヒゲ小＋停滞＋伸びすぎ回避,ALL
