bars,hit_0_5r_rate,hit_0_8r_rate,avg_mfe_r,median_mfe_r,avg_mae_r,avg_close_r,positive_close_rate
1,66.66666666666666,30.0,0.7143288455419363,0.6686543684829254,0.5897665478716407,0.1512701537434181,66.66666666666666
3,86.66666666666667,53.333333333333336,1.0292812117582166,0.8155208842331232,0.8407023868738182,0.03538996692575853,50.0
6,86.66666666666667,66.66666666666666,1.269606409290044,0.9920257324017401,1.0561579892673159,0.1104983127834707,60.0
12,96.66666666666667,83.33333333333334,1.7321317558773224,1.5045747117014812,1.2852097622513163,0.3478812199466664,53.333333333333336
24,96.66666666666667,90.0,3.076162047320502,1.8710227768525303,2.278738305960643,0.4054711553570734,50.0
