symbol,data_source,signal_time,signal_time_tv,entry_time,entry_time_tv,entry,signal_close,stop,target,shelf_high,shelf_low,exit_time,exit_time_tv,exit_reason,r_after_cost,pair_key,v_low_time,v_start_time
EURJPY,tv_oanda,2016-08-30 09:00:00,2016-08-30 18:00:00,2016-08-30 13:00:00,2016-08-30 22:00:00,114.4065,114.4065,113.78187810862319,115.3434328370652,114.3905,113.857,2016-08-31 13:00:00,2016-08-31 22:00:00,TP,1.4799878931997676,5652-5667,2016-08-24 09:00:00,2016-08-21 21:00:00
EURJPY,tv_oanda,2016-10-03 21:00:00,2016-10-04 06:00:00,2016-10-04 01:00:00,2016-10-04 10:00:00,114.3285,114.3285,113.52230513496758,115.53779229754863,114.154,113.634,2016-10-05 05:00:00,2016-10-05 14:00:00,TP,1.4844950637343826,5801-5812,2016-09-27 13:00:00,2016-09-23 17:00:00
EURJPY,tv_oanda,2018-05-22 05:00:00,2018-05-22 14:00:00,2018-05-22 09:00:00,2018-05-22 18:00:00,131.064,131.064,130.4001148983465,132.05982765248024,131.007,130.489,2018-05-23 01:00:00,2018-05-23 10:00:00,SL,-1.018828559292648,8331-8343,2018-05-16 09:00:00,2018-05-14 09:00:00
EURJPY,tv_oanda,2018-07-03 05:00:00,2018-07-03 14:00:00,2018-07-03 09:00:00,2018-07-03 18:00:00,129.336,129.336,128.30035764482292,130.88946353276566,129.27,128.419,2018-07-11 13:00:00,2018-07-11 22:00:00,TP,1.4879301962328133,8513-8526,2018-06-27 21:00:00,2018-06-25 17:00:00
EURJPY,tv_oanda,2022-08-30 13:00:00,2022-08-30 22:00:00,2022-08-30 17:00:00,2022-08-31 02:00:00,139.022,139.022,138.13663868746002,140.35004196880993,138.99,138.264,2022-09-02 09:00:00,2022-09-02 18:00:00,TP,1.4858814702845529,14992-14997,2022-08-24 09:00:00,2022-08-23 13:00:00
EURJPY,tv_oanda,2023-06-09 01:00:00,2023-06-09 10:00:00,2023-06-09 05:00:00,2023-06-09 14:00:00,150.07,150.07,149.49956051215415,150.92565923176875,150.046,149.59,2023-06-13 09:00:00,2023-06-13 18:00:00,TP,1.478087070992917,16208-16220,2023-06-07 05:00:00,2023-06-05 05:00:00
EURJPY,tv_oanda,2023-11-02 09:00:00,2023-11-02 18:00:00,2023-11-02 13:00:00,2023-11-02 22:00:00,159.956,159.956,158.94208884066995,161.47686673899506,159.766,159.068,2023-11-08 14:00:00,2023-11-08 23:00:00,TP,1.487671503676679,16829-16838,2023-10-30 05:00:00,2023-10-26 17:00:00
EURJPY,tv_oanda,2025-04-11 05:00:00,2025-04-11 14:00:00,2025-04-11 09:00:00,2025-04-11 18:00:00,162.742,162.743,160.68289140511817,165.83316289232272,162.676,160.947,2025-05-09 09:00:00,2025-05-09 18:00:00,max_hold,0.3445665768981653,19053-19062,2025-04-06 21:00:00,2025-04-03 09:00:00
EURJPY,tv_oanda,2026-03-24 21:00:00,2026-03-25 06:00:00,2026-03-25 01:00:00,2026-03-25 10:00:00,184.403,184.405,183.5148519959333,185.74022200610005,184.262,183.625,2026-03-30 05:00:00,2026-03-30 14:00:00,SL,-1.0140742308069748,20503-20522,2026-03-16 05:00:00,2026-03-11 01:00:00
