lane_id,symbol,period,strategy,data_source,d1_low_trap_source,d1_low_trap_signal_time,d1_low_trap_age_days,signal_time,signal_time_tv,entry_time,entry_time_tv,entry,signal_close,stop,target,shelf_high,shelf_low,exit_time,exit_time_tv,exit_reason,r_after_cost,param_target_basis,pair_key,v_low_time,v_start_time
B07_DTS_TRAP_SHELF,EURJPY,Research_2015_2024,selected_CURRENT_A30_180_SIGADX30,tv_oanda,CLOSEFAIL_L120_W6_BODY_RR15,2016-06-19,67.70833333333333,2016-08-30 09:00:00,2016-08-30 18:00:00,2016-08-30 13:00:00,2016-08-30 22:00:00,114.4065,114.4065,113.78187810862319,115.3434328370652,114.3905,113.857,2016-08-31 13:00:00,2016-08-31 22:00:00,TP,1.4799878931997676,entry,5652-5667,2016-08-24 09:00:00,2016-08-21 21:00:00
B07_DTS_TRAP_SHELF,EURJPY,Research_2015_2024,selected_CURRENT_A30_180_SIGADX30,tv_oanda,CLOSEFAIL_L120_W6_BODY_RR15,2016-06-19,100.875,2016-10-03 21:00:00,2016-10-04 06:00:00,2016-10-04 01:00:00,2016-10-04 10:00:00,114.3285,114.3285,113.52230513496758,115.53779229754863,114.154,113.634,2016-10-05 05:00:00,2016-10-05 14:00:00,TP,1.4844950637343826,entry,5801-5812,2016-09-27 13:00:00,2016-09-23 17:00:00
B07_DTS_TRAP_SHELF,EURJPY,Research_2015_2024,selected_CURRENT_A30_180_SIGADX30,tv_oanda,WICK_L120_BODY_RR15,2018-03-05,72.20833333333333,2018-05-22 05:00:00,2018-05-22 14:00:00,2018-05-22 09:00:00,2018-05-22 18:00:00,131.064,131.064,130.4001148983465,132.05982765248024,131.007,130.489,2018-05-23 01:00:00,2018-05-23 10:00:00,SL,-1.018828559292648,entry,8331-8343,2018-05-16 09:00:00,2018-05-14 09:00:00
B07_DTS_TRAP_SHELF,EURJPY,Research_2015_2024,selected_CURRENT_A30_180_SIGADX30,tv_oanda,WICK_L120_BODY_RR15,2018-03-05,115.04166666666667,2018-07-03 05:00:00,2018-07-03 14:00:00,2018-07-03 09:00:00,2018-07-03 18:00:00,129.336,129.336,128.30035764482292,130.88946353276566,129.27,128.419,2018-07-11 13:00:00,2018-07-11 22:00:00,TP,1.4879301962328133,entry,8513-8526,2018-06-27 21:00:00,2018-06-25 17:00:00
