source,trade_no,entry_time,entry_price,exit_time,exit_price,net_pl,notes
strategy_tester,1,2018-11-07 03:00:00,113.483,2018-11-07 07:00:00,113.017,-0.466,TVのみ
strategy_tester,2,2018-12-12 11:00:00,113.495,2018-12-17 23:00:00,112.941,-0.554,TVのみ
strategy_tester,3,2020-07-02 22:00:00,107.632,2020-07-07 02:00:00,107.274,-0.358,TVのみ EXTRA
strategy_tester,4,2021-02-01 23:00:00,104.940,2021-02-05 03:00:00,105.507,0.567,Py id16付近
strategy_tester,5,2021-11-12 11:00:00,114.284,2021-11-19 19:00:00,113.740,-0.544,Py id19
strategy_tester,6,2022-07-21 10:00:00,138.470,2022-07-21 22:00:00,137.809,-0.661,TVのみ EXTRA
strategy_tester,7,2023-10-26 02:00:00,149.971,2023-10-26 10:00:00,150.371,0.400,Py id24付近
strategy_tester,8,2024-06-20 06:00:00,158.028,2024-06-20 22:00:00,158.785,0.757,Py id27
strategy_tester,9,2025-05-29 02:00:00,144.918,2025-05-30 06:00:00,143.711,-1.207,TVのみ EXTRA
