lane_id,symbol,period,strategy,data_source,d1_low_trap_source,d1_low_trap_signal_time,d1_low_trap_age_days,signal_time,signal_time_tv,entry_time,entry_time_tv,entry,signal_close,stop,target,shelf_high,shelf_low,exit_time,exit_time_tv,exit_reason,r_after_cost,param_target_basis,pair_key,v_low_time,v_start_time
B07_DTS_TRAP_SHELF,USDJPY,Research_2015_2024,selected_CURRENT_A30_180_SIGADX30,tv_oanda,CLOSEFAIL_L120_W6_BODY_RR15,2020-03-04,115.875,2020-07-02 09:00:00,2020-07-02 18:00:00,2020-07-02 13:00:00,2020-07-02 22:00:00,107.63,107.63,107.27689266471046,108.1596610029343,107.602,107.334,2020-07-06 17:00:00,2020-07-07 02:00:00,SL,-1.0283200007493225,entry,10563-10569,2020-06-26 09:00:00,2020-06-25 09:00:00
B07_DTS_TRAP_SHELF,USDJPY,OOS_2025_2026,selected_CURRENT_A30_180_SIGADX30,tv_oanda,WICK_L120_BODY_RR15,2025-04-22,34.541666666666664,2025-05-28 13:00:00,2025-05-28 22:00:00,2025-05-28 17:00:00,2025-05-29 02:00:00,144.916,144.918,143.71392606540408,146.71911090189388,144.775,143.851,2025-05-29 21:00:00,2025-05-30 06:00:00,SL,-1.0083189558580292,entry,18203-18217,2025-05-27 01:00:00,2025-05-22 17:00:00
