trade_id,lane_id,symbol,period,strategy,d1_low_trap_source,d1_low_trap_signal_time,d1_low_trap_age_days,signal_time,entry_time,entry,signal_close,stop,target,shelf_high,shelf_low,exit_time,exit_reason,r_after_cost,param_rr,param_target_basis,tv_signal_time,tv_entry_time,tv_match,tv_notes
7,B07_DTS_TRAP_SHELF,AUDJPY,OOS_2025_2026,selected_CURRENT_A30_180_SIGADX30,WICK_L120_BODY_RR15,2025-02-09,30.666666666666668,2025-03-17 04:00:00,2025-03-17 08:00:00,94.332,94.33,93.52811678006756,95.53782482989864,94.239,93.632,2025-03-18 04:00:00,TP,1.4844504777683427,1.5,entry,,,,
8,B07_DTS_TRAP_SHELF,USDJPY,OOS_2025_2026,selected_CURRENT_A30_180_SIGADX30,WICK_L120_BODY_RR15,2025-04-22,70.33333333333333,2025-07-07 00:00:00,2025-07-07 04:00:00,144.83,144.833,144.0809776124362,145.95353358134577,144.632,144.181,2025-07-07 16:00:00,TP,1.486649264206239,1.5,entry,,,,
9,B07_DTS_TRAP_SHELF,USDJPY,OOS_2025_2026,selected_CURRENT_A30_180_SIGADX30,WICK_L120_BODY_RR15,2025-04-22,148.33333333333334,2025-09-24 04:00:00,2025-09-24 08:00:00,148.041,148.042,147.37495818692463,149.04006271961305,147.926,147.459,2025-09-25 12:00:00,TP,1.484985927604429,1.5,entry,,,,
