symbol,data_source,signal_time,signal_time_tv,entry_time,entry_time_tv,entry,signal_close,stop,target,shelf_high,shelf_low,exit_time,exit_time_tv,exit_reason,r_after_cost,pair_key,v_low_time,v_start_time
USDJPY,tv_oanda,2018-11-06 14:00:00,2018-11-06 23:00:00,2018-11-06 18:00:00,2018-11-07 03:00:00,113.481,113.481,113.01966216315216,114.17300675527174,113.447,113.076,2018-11-06 22:00:00,2018-11-07 07:00:00,SL,-1.0216760889770446,8002-8010,2018-11-01 21:00:00,2018-10-31 13:00:00
USDJPY,tv_oanda,2018-12-11 22:00:00,2018-12-12 07:00:00,2018-12-12 02:00:00,2018-12-12 11:00:00,113.493,113.493,112.94372940379465,114.31690589430801,113.466,113.008,2018-12-17 14:00:00,2018-12-17 23:00:00,SL,-1.0182059627241586,8153-8158,2018-12-06 14:00:00,2018-12-05 18:00:00
USDJPY,tv_oanda,2020-07-02 09:00:00,2020-07-02 18:00:00,2020-07-02 13:00:00,2020-07-02 22:00:00,107.63,107.63,107.27689266471046,108.1596610029343,107.602,107.334,2020-07-06 17:00:00,2020-07-07 02:00:00,SL,-1.0283200007493225,10563-10569,2020-06-26 09:00:00,2020-06-25 09:00:00
USDJPY,tv_oanda,2021-02-01 10:00:00,2021-02-01 19:00:00,2021-02-01 14:00:00,2021-02-01 23:00:00,104.938,104.938,104.56217355519256,105.50173966721117,104.902,104.609,2021-02-04 18:00:00,2021-02-05 03:00:00,TP,1.4733919735075736,11438-11451,2021-01-21 10:00:00,2021-01-19 06:00:00
USDJPY,tv_oanda,2021-11-11 22:00:00,2021-11-12 07:00:00,2021-11-12 02:00:00,2021-11-12 11:00:00,114.282,114.282,113.74211382632751,115.09182926050872,114.156,113.807,2021-11-19 10:00:00,2021-11-19 19:00:00,SL,-1.018522422850668,12680-12697,2021-11-09 02:00:00,2021-11-04 05:00:00
USDJPY,tv_oanda,2022-07-20 21:00:00,2022-07-21 06:00:00,2022-07-21 01:00:00,2022-07-21 10:00:00,138.468,138.468,137.81116314198383,139.45325528702423,138.375,137.903,2022-07-21 13:00:00,2022-07-21 22:00:00,SL,-1.015224480596588,13744-13750,2022-07-12 13:00:00,2022-07-11 13:00:00
USDJPY,tv_oanda,2023-10-25 13:00:00,2023-10-25 22:00:00,2023-10-25 17:00:00,2023-10-26 02:00:00,149.969,149.969,149.70478489039476,150.36532266440784,149.946,149.747,2023-10-26 01:00:00,2023-10-26 10:00:00,TP,1.4621520509749344,15707-15723,2023-10-17 09:00:00,2023-10-12 17:00:00
USDJPY,tv_oanda,2024-06-19 17:00:00,2024-06-20 02:00:00,2024-06-19 21:00:00,2024-06-20 06:00:00,158.026,158.084,157.52354700528815,158.92467949206778,157.952,157.604,2024-06-20 17:00:00,2024-06-21 02:00:00,TP,1.7686818496870718,16732-16738,2024-06-12 13:00:00,2024-06-11 13:00:00
USDJPY,tv_oanda,2025-05-28 13:00:00,2025-05-28 22:00:00,2025-05-28 17:00:00,2025-05-29 02:00:00,144.916,144.918,143.71392606540408,146.72411090189388,144.775,143.851,2025-05-29 21:00:00,2025-05-30 06:00:00,SL,-1.0083189558580292,18203-18217,2025-05-27 01:00:00,2025-05-22 17:00:00
