tv_index_shift_hours,matched_bars,open_pips_mean,open_pips_max_abs,high_pips_max_abs,low_pips_max_abs,close_pips_mean,close_pips_max_abs,close_pips_median_abs,close_within_1pip_pct,alignment_note
-1,12539,-0.61,368.7,264.6,400.0,-0.49,368.6,5.65,10.5,tv index shifted -1h (min median |close| pip among shifts with n>=500)
