lane_id,symbol,period,strategy,data_source,d1_low_trap_source,d1_low_trap_signal_time,d1_low_trap_age_days,signal_time,signal_time_tv,entry_time,entry_time_tv,entry,signal_close,stop,target,shelf_high,shelf_low,exit_time,exit_time_tv,exit_reason,r_after_cost,param_target_basis,pair_key,v_low_time,v_start_time
B07_DTS_TRAP_SHELF,AUDJPY,Research_2015_2024,selected_CURRENT_A30_180_SIGADX30,tv_oanda,CLOSEFAIL_L120_W6_BODY_RR15,2018-09-12,41.041666666666664,2018-11-01 01:00:00,2018-11-01 10:00:00,2018-11-01 05:00:00,2018-11-01 14:00:00,80.472,80.472,79.75441987270598,81.54837019094101,80.388,79.842,2018-11-02 01:00:00,2018-11-02 10:00:00,TP,1.482580342564494,entry,9020-9028,2018-10-23 13:00:00,2018-10-22 05:00:00
B07_DTS_TRAP_SHELF,AUDJPY,Research_2015_2024,selected_CURRENT_A30_180_SIGADX30,tv_oanda,CLOSEFAIL_L120_W6_BODY_RR15,2019-06-03,44.541666666666664,2019-07-22 09:00:00,2019-07-22 18:00:00,2019-07-22 13:00:00,2019-07-22 22:00:00,76.11,76.11,75.77287296883932,76.615690546741,76.073,75.817,2019-07-23 13:00:00,2019-07-23 22:00:00,SL,-1.0370780116828753,entry,10156-10165,2019-07-18 01:00:00,2019-07-16 13:00:00
B07_DTS_TRAP_SHELF,AUDJPY,Research_2015_2024,selected_CURRENT_A30_180_SIGADX30,tv_oanda,CLOSEFAIL_L120_W6_BODY_RR15,2023-03-26,114.04166666666667,2023-07-25 01:00:00,2023-07-25 10:00:00,2023-07-25 05:00:00,2023-07-25 14:00:00,95.594,95.594,94.78192087807004,96.81211868289492,95.483,94.879,2023-07-26 09:00:00,2023-07-26 18:00:00,SL,-1.015392588803763,entry,16390-16396,2023-07-18 13:00:00,2023-07-17 13:00:00
