symbol,setup,method,method_family,direction,direction_ja,signal_time,entry_time,entry,stop,exit_time,exit,exit_reason,risk,r,max_favorable_r,max_adverse_r,hold_days,score,reason,year,month,yearmonth
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2017-08-18 07:00:00,2017-08-18 08:00:00,1292.949,1284.0021607142858,2017-08-18 16:00:00,1284.0021607142858,initial_stop,8.946839285714304,-1.0,0.8806461978791269,-1.0582508188246909,0.3333333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2017,8,2017-08
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2017-08-21 13:00:00,2017-08-21 14:00:00,1291.771,1283.9353392857142,2017-08-22 07:00:00,1283.9353392857142,initial_stop,7.835660714285723,-1.0,0.1762455076037546,-1.12421917196334,0.7083333333333334,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2017,8,2017-08
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2017-08-28 06:00:00,2017-08-28 07:00:00,1298.018,1289.8931249999998,2017-08-29 15:00:00,1316.459,one_swing_break,8.124875000000202,2.2696964568685147,3.4379605840088985,-0.2679425837320673,1.3333333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2017,8,2017-08
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2017-08-28 11:00:00,2017-08-28 12:00:00,17.228,17.04792857142857,2017-08-29 17:00:00,17.439,one_swing_break,0.1800714285714306,1.1717572391907756,2.3990479968266207,-0.444268147560497,1.2083333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2017,8,2017-08
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2017-08-31 13:00:00,2017-08-31 14:00:00,17.444,17.288875,2017-09-05 07:00:00,17.807,one_swing_break,0.1551249999999981,2.3400483481063903,3.1458501208703,-0.3094278807413301,4.708333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2017,8,2017-08
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2017-09-01 10:00:00,2017-09-01 11:00:00,131.19,130.81089285714285,2017-09-01 12:00:00,130.81089285714285,initial_stop,0.3791071428571513,-1.0,0.3429109750353077,-1.1606217616579992,0.0416666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2017,9,2017-09
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2017-09-07 05:00:00,2017-09-07 06:00:00,1336.279,1330.9947142857145,2017-09-08 12:00:00,1348.859,one_swing_break,5.284285714285716,2.380643417139753,4.015490673154916,-0.4354420113544069,1.25,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2017,9,2017-09
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2017-09-12 06:00:00,2017-09-12 07:00:00,144.49,143.84178571428572,2017-09-13 08:00:00,146.06,one_swing_break,0.648214285714289,2.4220385674930904,3.285950413223117,0.0,1.0416666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2017,9,2017-09
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2017-09-14 01:00:00,2017-09-14 02:00:00,88.645,88.06096428571428,2017-09-14 12:00:00,88.06096428571428,initial_stop,0.5840357142857187,-1.0,0.0,-1.058154467070246,0.4166666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2017,9,2017-09
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2017-09-19 04:00:00,2017-09-19 05:00:00,151.03,150.18678571428572,2017-09-21 08:00:00,151.49,one_swing_break,0.8432142857142821,0.5455315544261023,1.375688267683187,-0.9368911478187154,2.125,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2017,9,2017-09
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2017-09-19 05:00:00,2017-09-19 06:00:00,89.175,88.65776785714284,2017-09-21 05:00:00,89.562,one_swing_break,0.5172321428571536,0.7482133609528595,2.17503883997924,-0.4562748144312087,1.9583333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2017,9,2017-09
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2017-09-20 01:00:00,2017-09-20 02:00:00,133.93,133.50928571428574,2017-09-20 10:00:00,133.50928571428574,initial_stop,0.4207142857142685,-1.0,0.0475382003395172,-1.0220713073005674,0.3333333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2017,9,2017-09
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2017-09-29 14:00:00,2017-09-29 15:00:00,116.324,115.688875,2017-10-02 15:00:00,115.688875,initial_stop,0.6351250000000022,-1.0,0.1590238142097992,-1.1336351111985774,3.0,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2017,9,2017-09
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2017-11-01 01:00:00,2017-11-01 02:00:00,151.18,150.78392857142856,2017-11-02 11:00:00,150.78392857142856,initial_stop,0.3960714285714459,-1.0,1.691614066726675,-1.0856627592425303,1.375,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2017,11,2017-11
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2017-11-06 14:00:00,2017-11-06 15:00:00,16.937,16.817160714285716,2017-11-07 08:00:00,17.033,one_swing_break,0.1198392857142849,0.801072865444798,2.595142303680541,-0.175234689316056,0.7083333333333334,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2017,11,2017-11
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2017-12-04 12:00:00,2017-12-04 13:00:00,152.43,151.41892857142858,2017-12-04 16:00:00,151.41892857142858,initial_stop,1.0110714285714266,-1.0,0.4648534086895087,-1.1571882726951788,0.125,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2017,12,2017-12
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-01-16 01:00:00,2018-01-16 02:00:00,152.87,152.18678571428572,2018-01-16 11:00:00,152.18678571428572,initial_stop,0.6832142857142856,-1.0,0.278097229482485,-1.11238891792994,0.375,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,1,2018-01
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-01-17 02:00:00,2018-01-17 03:00:00,152.53,151.98839285714286,2018-01-19 07:00:00,153.96,one_swing_break,0.5416071428571456,2.6402901417738205,3.711177052423307,-0.3138806462248352,2.1666666666666665,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,1,2018-01
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-01-17 17:00:00,2018-01-17 18:00:00,88.637,88.10433928571429,2018-01-23 11:00:00,88.10433928571429,initial_stop,0.5326607142857114,-1.0,0.8072680948070575,-1.3648462905226604,5.708333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,1,2018-01
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-01-22 06:00:00,2018-01-22 07:00:00,115.196,114.84123214285717,2018-01-23 11:00:00,114.84123214285717,initial_stop,0.3547678571428463,-1.0,0.8258921830171067,-1.0908541802990228,1.1666666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,1,2018-01
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-01-22 07:00:00,2018-01-22 08:00:00,153.84,153.30089285714286,2018-01-23 04:00:00,154.82,one_swing_break,0.5391071428571479,1.817820470354386,2.6896323285855783,-0.2596886386220853,0.8333333333333334,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,1,2018-01
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-01-24 08:00:00,2018-01-24 09:00:00,17.175,16.970125000000003,2018-01-25 19:00:00,17.273,one_swing_break,0.2048749999999977,0.4783404514948143,2.528370957901191,-0.2440512507626663,1.4166666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,1,2018-01
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-01-26 01:00:00,2018-01-26 02:00:00,136.04,135.33928571428572,2018-01-26 15:00:00,135.33928571428572,initial_stop,0.7007142857142696,-1.0,0.0998980632008486,-1.0846075433231517,0.5416666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,1,2018-01
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-01-26 10:00:00,2018-01-26 11:00:00,155.54,154.83535714285716,2018-01-26 15:00:00,154.83535714285716,initial_stop,0.7046428571428294,-1.0,0.3831728332488892,-1.36239229599597,0.1666666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,1,2018-01
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-03-27 06:00:00,2018-03-27 07:00:00,150.41,149.87160714285713,2018-03-27 07:00:00,149.87160714285713,initial_stop,0.5383928571428669,-1.0,0.0557213930348269,-1.5044776119402754,0.0,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,3,2018-03
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-03-28 01:00:00,2018-03-28 02:00:00,1346.222,1339.2005535714286,2018-03-28 07:00:00,1339.2005535714286,initial_stop,7.02144642857138,-1.0,0.0883008944534903,-1.0416657129559874,0.2083333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,3,2018-03
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-04-10 02:00:00,2018-04-10 03:00:00,151.39,150.55732142857144,2018-04-11 10:00:00,151.68,one_swing_break,0.832678571428545,0.3482736435771319,0.97276431481882,-0.2041604117520824,1.2916666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,4,2018-04
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-04-11 06:00:00,2018-04-11 07:00:00,1344.642,1337.8457142857144,2018-04-12 08:00:00,1346.808,one_swing_break,6.796285714285659,0.3187034935048493,3.0207676461933195,-0.3110522554336475,1.0416666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,4,2018-04
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-04-13 01:00:00,2018-04-13 02:00:00,83.389,83.07196428571427,2018-04-17 03:00:00,83.07196428571427,initial_stop,0.3170357142857227,-1.0,2.1606398558070916,-1.0472006308437054,4.041666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,4,2018-04
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-04-17 07:00:00,2018-04-17 08:00:00,132.69,132.41589285714286,2018-04-17 09:00:00,132.41589285714286,initial_stop,0.2741071428571331,-1.0,0.0364820846905218,-1.2403908794788838,0.0416666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,4,2018-04
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-06-01 09:00:00,2018-06-01 10:00:00,110.933,110.29801785714284,2018-06-06 10:00:00,111.497,one_swing_break,0.6349821428571545,0.8882139542731524,1.5606738097246535,-0.6252144323518632,5.0,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,6,2018-06
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-06-04 00:00:00,2018-06-04 01:00:00,83.191,82.68833928571428,2018-06-05 02:00:00,83.892,one_swing_break,0.5026607142857245,1.3945788482716557,1.971508756971788,-0.1870048669579863,1.0416666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,6,2018-06
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-06-22 05:00:00,2018-06-22 06:00:00,111.083,110.78689285714286,2018-06-25 05:00:00,110.78689285714286,initial_stop,0.2961071428571387,-1.0,1.134724399951766,-1.2596791701845709,2.9583333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,6,2018-06
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-06-25 19:00:00,2018-06-25 20:00:00,111.184,110.69992857142856,2018-06-27 08:00:00,110.69992857142856,initial_stop,0.4840714285714256,-1.0,0.0826324332300562,-1.057695145344555,1.5,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,6,2018-06
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-06-25 19:00:00,2018-06-25 20:00:00,128.5,127.77625,2018-06-27 08:00:00,127.77625,initial_stop,0.7237499999999955,-1.0,0.0138169257340117,-1.298791018998278,1.5,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,6,2018-06
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-07-15 22:00:00,2018-07-15 23:00:00,131.29,130.88392857142856,2018-07-17 16:00:00,131.54,one_swing_break,0.4060714285714368,0.6156552330694686,1.6499560246262148,-0.0985048372910953,1.7083333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,7,2018-07
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-07-16 00:00:00,2018-07-16 01:00:00,112.26,111.87491071428572,2018-07-18 05:00:00,112.767,one_swing_break,0.3850892857142867,1.3165777880825138,2.5864131694875763,-0.0908880129840296,2.1666666666666665,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,7,2018-07
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-07-16 00:00:00,2018-07-16 01:00:00,83.549,83.20750000000001,2018-07-18 06:00:00,83.20750000000001,initial_stop,0.3414999999999963,-1.0,0.4011713030746762,-1.355783308931224,2.2083333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,7,2018-07
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-08-01 06:00:00,2018-08-01 07:00:00,130.97,130.52160714285716,2018-08-01 15:00:00,130.52160714285716,initial_stop,0.448392857142835,-1.0,0.2453205894066534,-1.4719235364397305,0.3333333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,8,2018-08
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-09-11 00:00:00,2018-09-11 01:00:00,145.15,144.59678571428572,2018-09-11 12:00:00,144.59678571428572,initial_stop,0.5532142857142901,-1.0,1.1930277598450456,-1.2111039380245512,0.4583333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,9,2018-09
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-09-13 00:00:00,2018-09-13 01:00:00,129.63,129.24392857142857,2018-09-14 15:00:00,130.65,one_swing_break,0.3860714285714266,2.6419981498612795,3.755781683626335,-0.5439407955596903,1.5833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,9,2018-09
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-09-13 12:00:00,2018-09-13 13:00:00,1209.689,1202.9275,2018-09-13 14:00:00,1202.9275,initial_stop,6.761500000000069,-1.0,0.4318568365007492,-1.2112696886785437,0.0416666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,9,2018-09
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-09-14 06:00:00,2018-09-14 07:00:00,1205.948,1201.6226428571429,2018-09-14 12:00:00,1201.6226428571429,initial_stop,4.325357142857229,-1.0,0.5927834200313302,-1.0658079431921477,0.2083333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,9,2018-09
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-09-17 08:00:00,2018-09-17 09:00:00,115.999,115.67775,2018-09-17 20:00:00,116.18,one_swing_break,0.321249999999992,0.5634241245136687,1.4350194552529492,-0.1089494163424045,0.4583333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,9,2018-09
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-09-17 09:00:00,2018-09-17 10:00:00,1197.469,1193.4044285714283,2018-09-20 06:00:00,1202.938,one_swing_break,4.064571428571526,1.3455293125263406,2.2346759454519005,-0.4012723182904655,2.8333333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,9,2018-09
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-09-20 07:00:00,2018-09-20 08:00:00,131.25,130.90196428571429,2018-09-21 10:00:00,132.56,one_swing_break,0.3480357142857144,3.76398152898923,5.286813750641362,-0.2585941508465976,1.0833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,9,2018-09
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-09-20 07:00:00,2018-09-20 08:00:00,147.81,147.27392857142857,2018-09-21 13:00:00,147.27392857142857,initial_stop,0.5360714285714323,-1.0,3.4696868754163375,-1.1379080612924892,1.2083333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,9,2018-09
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-09-26 01:00:00,2018-09-26 02:00:00,82.141,81.78628571428571,2018-09-26 20:00:00,81.78628571428571,initial_stop,0.3547142857142944,-1.0,1.0233588401127405,-1.051550543697128,0.75,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,9,2018-09
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-10-16 07:00:00,2018-10-16 08:00:00,1229.338,1224.5776071428572,2018-10-16 19:00:00,1224.5776071428572,initial_stop,4.760392857142733,-1.0,0.6350316225402021,-1.0690294168398622,0.4583333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,10,2018-10
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-10-18 15:00:00,2018-10-18 16:00:00,1229.329,1220.4910892857142,2018-10-22 13:00:00,1220.4910892857142,initial_stop,8.837910714285726,-1.0,0.1610109047265938,-1.0139274190126546,3.875,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,10,2018-10
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-10-26 07:00:00,2018-10-26 08:00:00,1236.408,1229.593732142857,2018-10-29 08:00:00,1229.593732142857,initial_stop,6.814267857142795,-1.0,1.0228538334744195,-1.2789341691146985,3.0,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,10,2018-10
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-11-05 19:00:00,2018-11-05 20:00:00,81.7,81.37130357142857,2018-11-08 19:00:00,82.636,one_swing_break,0.3286964285714333,2.8476123213994047,4.104090835008373,-0.349866898462564,2.9583333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,11,2018-11
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-11-06 08:00:00,2018-11-06 09:00:00,1233.965,1228.2404464285714,2018-11-06 15:00:00,1228.2404464285714,initial_stop,5.724553571428487,-1.0,0.3324276690322161,-1.0935350541995,0.25,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,11,2018-11
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-11-15 18:00:00,2018-11-15 19:00:00,82.686,82.09758928571429,2018-11-19 15:00:00,82.09758928571429,initial_stop,0.5884107142857147,-1.0,0.353494582865464,-1.085976146399215,3.8333333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,11,2018-11
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-11-21 10:00:00,2018-11-21 11:00:00,113.657,113.38208928571429,2018-11-22 22:00:00,113.38208928571429,initial_stop,0.2749107142857099,-1.0,0.7202338421565831,-1.1385514777525438,1.4583333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,11,2018-11
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-11-28 05:00:00,2018-11-28 06:00:00,82.408,82.08835714285715,2018-11-30 09:00:00,82.876,one_swing_break,0.3196428571428527,1.464134078212322,2.527821229050292,-0.5787709497206855,2.125,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,11,2018-11
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-11-30 08:00:00,2018-11-30 09:00:00,113.919,113.68380357142856,2018-11-30 14:00:00,113.68380357142856,initial_stop,0.2351964285714274,-1.0,0.3699035760382817,-1.2755295725457385,0.2083333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,11,2018-11
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-12-06 00:00:00,2018-12-06 01:00:00,1239.245,1235.0585714285714,2018-12-06 07:00:00,1235.0585714285714,initial_stop,4.186428571428451,-1.0,0.3590172325542193,-1.0892339191264473,0.25,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,12,2018-12
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-12-11 11:00:00,2018-12-11 12:00:00,14.631,14.532089285714289,2018-12-11 16:00:00,14.532089285714289,initial_stop,0.0989107142857133,-1.0,0.8189203827405702,-1.1525546127460022,0.1666666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,12,2018-12
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-12-12 09:00:00,2018-12-12 10:00:00,14.626,14.522732142857144,2018-12-13 10:00:00,14.688,one_swing_break,0.1032678571428569,0.600380425384761,1.665571502680279,-0.1162026629776807,1.0,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2018,12,2018-12
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-01-23 02:00:00,2019-01-23 03:00:00,141.99,141.47660714285715,2019-01-24 09:00:00,143.0,one_swing_break,0.5133928571428612,1.9673043478260537,2.980173913043457,-0.2726956521739396,1.25,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,1,2019-01
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-01-25 13:00:00,2019-01-25 14:00:00,15.473,15.319392857142857,2019-01-28 11:00:00,15.688,one_swing_break,0.1536071428571439,1.3996744943036394,2.187398279469866,0.0,2.875,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,1,2019-01
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-01-29 07:00:00,2019-01-29 08:00:00,15.839,15.695607142857142,2019-01-30 12:00:00,15.886,one_swing_break,0.1433928571428584,0.3277708592776974,0.9275217932752036,-0.3068493150684938,1.1666666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,1,2019-01
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-01-31 15:00:00,2019-01-31 16:00:00,79.34,78.83792857142856,2019-02-01 01:00:00,78.83792857142856,initial_stop,0.5020714285714405,-1.0,0.1035709204723115,-1.208991321667348,0.375,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,1,2019-01
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-02-01 13:00:00,2019-02-01 14:00:00,79.218,78.72835714285713,2019-02-05 15:00:00,79.508,one_swing_break,0.4896428571428686,0.5922684172136825,1.276440554339868,-0.2593727206418806,4.041666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,2,2019-02
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-02-04 08:00:00,2019-02-04 09:00:00,125.67,125.31946428571428,2019-02-05 16:00:00,125.31946428571428,initial_stop,0.3505357142857264,-1.0,0.7417218543046248,-1.0555272542027274,1.2916666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,2,2019-02
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-02-18 02:00:00,2019-02-18 03:00:00,15.818,15.687482142857142,2019-02-21 01:00:00,15.98,one_swing_break,0.1305178571428573,1.2412094677794543,2.9651115063620046,-0.6512518812422959,2.9166666666666665,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,2,2019-02
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-02-20 00:00:00,2019-02-20 01:00:00,125.67,125.16107142857145,2019-02-26 01:00:00,125.95,one_swing_break,0.5089285714285694,0.5501754385964956,1.1985964912280738,-0.7073684210526333,6.0,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,2,2019-02
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-02-22 06:00:00,2019-02-22 07:00:00,110.675,110.47280357142856,2019-02-26 01:00:00,110.869,one_swing_break,0.2021964285714261,0.959463039830458,2.314580941446658,-0.9100061821072138,3.75,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,2,2019-02
