symbol,setup,method,method_family,direction,direction_ja,signal_time,entry_time,entry,stop,exit_time,exit,exit_reason,risk,r,max_favorable_r,max_adverse_r,hold_days,score,reason,year,month,yearmonth
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-03-05 05:00:00,2021-03-05 06:00:00,129.42,128.8607142857143,2021-03-05 14:00:00,128.8607142857143,initial_stop,0.5592857142856928,-1.0,0.2324393358876633,-1.0370370370370483,0.3333333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,3,2021-03
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-03-11 19:00:00,2021-03-11 20:00:00,84.46,84.03699999999999,2021-03-18 12:00:00,84.948,one_swing_break,0.4230000000000018,1.1536643026004667,2.3356973995271755,-0.8203309692671222,6.666666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,3,2021-03
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-03-16 03:00:00,2021-03-16 04:00:00,130.31,130.09803571428571,2021-03-16 11:00:00,130.09803571428571,initial_stop,0.2119642857142878,-1.0,0.2830665543386768,-1.8399326032013992,0.2916666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,3,2021-03
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-03-31 13:00:00,2021-03-31 14:00:00,117.603,117.20432142857145,2021-03-31 17:00:00,117.20432142857145,initial_stop,0.3986785714285616,-1.0,0.1755800412075835,-1.0158559527009146,0.125,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,3,2021-03
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-04-01 13:00:00,2021-04-01 14:00:00,130.18,129.82589285714286,2021-04-05 08:00:00,129.82589285714286,initial_stop,0.3541071428571456,-1.0,0.3106404437720184,-1.0166414523449625,3.75,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,4,2021-04
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-04-02 00:00:00,2021-04-02 01:00:00,84.385,84.01937500000001,2021-04-06 12:00:00,84.01937500000001,initial_stop,0.3656249999999943,-1.0,0.2707692307692064,-1.3292307692308014,4.458333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,4,2021-04
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-04-23 11:00:00,2021-04-23 12:00:00,26.233,25.977767857142855,2021-04-23 14:00:00,25.977767857142855,initial_stop,0.255232142857146,-1.0,0.6464703001469138,-1.551528720352604,0.0833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,4,2021-04
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-04-23 11:00:00,2021-04-23 12:00:00,1791.028,1780.7176964285716,2021-04-23 14:00:00,1780.7176964285716,initial_stop,10.310303571428449,-1.0,0.4684634129866606,-2.052606875576988,0.0833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,4,2021-04
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-05-03 18:00:00,2021-05-03 19:00:00,84.731,84.39925000000001,2021-05-04 09:00:00,84.39925000000001,initial_stop,0.3317499999999853,-1.0,0.0150715900527803,-1.1273549359457775,0.5833333333333334,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,5,2021-05
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-05-05 12:00:00,2021-05-05 13:00:00,1781.688,1773.3837678571429,2021-05-11 00:00:00,1833.808,one_swing_break,8.304232142857245,6.276317798368642,7.65970879736441,-0.3720994243468928,5.458333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,5,2021-05
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-05-05 23:00:00,2021-05-06 00:00:00,152.04,151.72714285714284,2021-05-06 08:00:00,151.72714285714284,initial_stop,0.3128571428571547,-1.0,0.0639269406392996,-1.4703196347030751,0.3333333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,5,2021-05
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-05-07 02:00:00,2021-05-07 03:00:00,120.252,119.92246428571428,2021-05-10 19:00:00,120.748,one_swing_break,0.3295357142857114,1.5051479354069994,2.500487699143833,-0.6433293594884304,3.6666666666666665,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,5,2021-05
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-05-14 00:00:00,2021-05-14 01:00:00,120.935,120.59414285714286,2021-05-17 06:00:00,121.101,one_swing_break,0.3408571428571463,0.4870075440066915,1.3407376362112,-0.3051131601005813,3.2083333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,5,2021-05
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-05-17 07:00:00,2021-05-17 08:00:00,132.72,132.47625,2021-05-19 10:00:00,133.1,one_swing_break,0.2437500000000056,1.558974358974304,2.830769230769155,-0.8205128205127548,2.0833333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,5,2021-05
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-05-20 20:00:00,2021-05-20 21:00:00,133.06,132.7107142857143,2021-05-21 05:00:00,132.7107142857143,initial_stop,0.3492857142857133,-1.0,0.3435582822086029,-1.0020449897750376,0.3333333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,5,2021-05
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-05-26 01:00:00,2021-05-26 02:00:00,133.36,133.09875,2021-05-26 10:00:00,133.09875,initial_stop,0.2612500000000182,-1.0,0.114832535885055,-1.1483253588516382,0.3333333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,5,2021-05
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-05-27 05:00:00,2021-05-27 06:00:00,121.624,121.327625,2021-05-28 10:00:00,122.171,one_swing_break,0.2963749999999976,1.845634753268716,3.0468156895824987,-0.7524251370729677,1.1666666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,5,2021-05
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-06-01 12:00:00,2021-06-01 13:00:00,28.397,28.10223214285714,2021-06-01 14:00:00,28.10223214285714,initial_stop,0.2947678571428582,-1.0,0.5088750227176403,-1.6826800751196354,0.0416666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,6,2021-06
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-06-02 12:00:00,2021-06-02 13:00:00,1904.548,1893.3809464285712,2021-06-03 07:00:00,1893.3809464285712,initial_stop,11.167053571428596,-1.0,0.4432682236489705,-1.2554788879916163,0.75,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,6,2021-06
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-06-03 01:00:00,2021-06-03 02:00:00,28.207,28.009392857142856,2021-06-03 05:00:00,28.009392857142856,initial_stop,0.1976071428571444,-1.0,0.0860292788722178,-1.35622627869148,0.125,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,6,2021-06
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-06-09 09:00:00,2021-06-09 10:00:00,122.208,121.959125,2021-06-10 12:00:00,121.959125,initial_stop,0.2488749999999981,-1.0,1.1853340030135766,-1.0808638874937515,1.0833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,6,2021-06
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-06-15 04:00:00,2021-06-15 05:00:00,155.39,155.16089285714287,2021-06-15 06:00:00,155.16089285714287,initial_stop,0.2291071428571172,-1.0,0.2618862042089246,-1.0038971161341286,0.0416666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,6,2021-06
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-07-29 06:00:00,2021-07-29 07:00:00,1818.648,1807.2193392857143,2021-07-30 12:00:00,1822.718,one_swing_break,11.42866071428557,0.3561222177951923,1.2199154694104113,-0.3176225185740673,1.2083333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,7,2021-07
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-08-11 04:00:00,2021-08-11 05:00:00,153.06,152.86124999999998,2021-08-11 08:00:00,152.86124999999998,initial_stop,0.1987500000000182,-1.0,0.2012578616351616,-1.056603773584849,0.125,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,8,2021-08
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-09-13 08:00:00,2021-09-13 09:00:00,152.23,151.87571428571428,2021-09-14 12:00:00,151.87571428571428,initial_stop,0.3542857142857087,-1.0,1.637096774193609,-1.1854838709677251,1.125,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,9,2021-09
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-10-08 14:00:00,2021-10-08 15:00:00,81.932,81.52539285714286,2021-10-12 01:00:00,83.171,one_swing_break,0.4066071428571405,3.047167325428223,3.994027228809849,-0.1942907334211883,3.4166666666666665,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,10,2021-10
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-10-22 06:00:00,2021-10-22 07:00:00,24.291,24.07107142857143,2021-10-26 13:00:00,24.07107142857143,initial_stop,0.2199285714285714,-1.0,2.391685612211756,-1.4413770704774282,4.25,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,10,2021-10
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-10-22 06:00:00,2021-10-22 07:00:00,1793.027,1781.296857142857,2021-10-26 02:00:00,1804.194,one_swing_break,11.73014285714271,0.951991815956454,1.7664746501686968,-0.8728793949653656,3.7916666666666665,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,10,2021-10
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-10-28 14:00:00,2021-10-28 15:00:00,85.588,85.14939285714286,2021-11-02 04:00:00,85.14939285714286,initial_stop,0.438607142857137,-1.0,1.0715739760606255,-1.1285725918084777,4.541666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,10,2021-10
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-10-28 21:00:00,2021-10-28 22:00:00,132.71,132.26535714285714,2021-10-29 12:00:00,132.26535714285714,initial_stop,0.4446428571428669,-1.0,0.4048192771083763,-1.9566265060240635,0.5833333333333334,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,10,2021-10
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-11-03 08:00:00,2021-11-03 09:00:00,124.785,124.43378571428572,2021-11-04 14:00:00,124.43378571428572,initial_stop,0.3512142857142777,-1.0,1.2556436851739223,-1.4691885295912224,1.2083333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,11,2021-11
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-01-13 07:00:00,2022-01-13 08:00:00,131.29,130.96910714285715,2022-01-13 12:00:00,130.96910714285715,initial_stop,0.3208928571428373,-1.0,0.4051196438508734,-1.2776850306066347,0.1666666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,1,2022-01
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-01-13 07:00:00,2022-01-13 08:00:00,157.24,156.91982142857142,2022-01-13 11:00:00,156.91982142857142,initial_stop,0.3201785714285847,-1.0,0.5621862799776002,-1.4054656999442223,0.125,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,1,2022-01
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-01-14 03:00:00,2022-01-14 04:00:00,1825.958,1817.2751785714288,2022-01-14 17:00:00,1817.2751785714288,initial_stop,8.682821428571515,-1.0,0.3558751064293488,-1.2535095981803042,0.5416666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,1,2022-01
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-01-24 05:00:00,2022-01-24 06:00:00,1838.664,1829.6881071428572,2022-01-24 15:00:00,1829.6881071428572,initial_stop,8.975892857142753,-1.0,0.6176544315129991,-1.0144951755694929,0.375,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,1,2022-01
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-02-18 13:00:00,2022-02-18 14:00:00,1896.368,1885.4512142857145,2022-02-22 09:00:00,1900.518,one_swing_break,10.916785714285652,0.3801485261883836,1.6172342722543986,-0.8166323158962293,3.7916666666666665,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,2,2022-02
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-02-23 07:00:00,2022-02-23 08:00:00,83.355,82.92678571428571,2022-02-24 00:00:00,82.92678571428571,initial_stop,0.4282142857142901,-1.0,1.1162635529607765,-1.4058381984987436,0.6666666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,2,2022-02
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-03-02 19:00:00,2022-03-02 20:00:00,25.299,24.804607142857144,2022-03-07 13:00:00,25.544,one_swing_break,0.4943928571428557,0.4955573213898755,1.6929856245033634,-0.6877122011124773,4.708333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,3,2022-03
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-03-04 09:00:00,2022-03-04 10:00:00,1945.708,1931.9124285714288,2022-03-09 09:00:00,2017.698,one_swing_break,13.795571428571291,5.218341289647869,9.03550828940974,-0.4298480878957104,4.958333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,3,2022-03
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-03-16 00:00:00,2022-03-16 01:00:00,125.863,125.38667857142858,2022-03-21 06:00:00,127.528,one_swing_break,0.4763214285714241,3.495538726850162,4.3605008622629144,-0.5521481592562206,5.208333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,3,2022-03
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-04-05 17:00:00,2022-04-05 18:00:00,133.05,132.65360714285714,2022-04-06 07:00:00,132.65360714285714,initial_stop,0.396392857142871,-1.0,0.6054599513468983,-1.3748986395170657,0.5416666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,4,2022-04
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-04-08 12:00:00,2022-04-08 13:00:00,132.861,132.4799107142857,2022-04-12 07:00:00,134.404,one_swing_break,0.381089285714296,4.048919919403872,5.358324352185792,-0.2886462677474816,3.75,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,4,2022-04
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-04-12 04:00:00,2022-04-12 05:00:00,163.55,163.0351785714286,2022-04-12 10:00:00,163.0351785714286,initial_stop,0.5148214285714232,-1.0,0.0,-1.4762400277489256,0.2083333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,4,2022-04
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-04-12 14:00:00,2022-04-12 15:00:00,93.661,93.11189285714286,2022-04-13 13:00:00,93.11189285714286,initial_stop,0.5491071428571388,-1.0,0.3642276422764306,-1.1800975609756117,0.9166666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,4,2022-04
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-04-13 05:00:00,2022-04-13 06:00:00,134.738,134.34676785714285,2022-04-13 17:00:00,134.34676785714285,initial_stop,0.3912321428571488,-1.0,1.7432105527408257,-1.0505271806106955,0.4583333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,4,2022-04
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-04-17 20:00:00,2022-04-17 21:00:00,136.91,136.45678571428573,2022-04-20 09:00:00,138.42,one_swing_break,0.4532142857142673,3.3317572892042127,6.023640661938756,-0.9708431836091752,2.5,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,4,2022-04
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-05-02 04:00:00,2022-05-02 05:00:00,137.43,136.6630357142857,2022-05-02 07:00:00,136.6630357142857,initial_stop,0.7669642857142946,-1.0,0.2086146682188522,-1.1213038416763723,0.0833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,5,2022-05
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-05-03 10:00:00,2022-05-03 11:00:00,137.25,136.42142857142855,2022-05-06 17:00:00,137.68,one_swing_break,0.8285714285714505,0.5189655172413739,1.0620689655172078,-0.8206896551724003,3.25,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,5,2022-05
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-06-20 05:00:00,2022-06-20 06:00:00,139.79,138.99710714285715,2022-06-22 01:00:00,140.696,one_swing_break,0.7928928571428457,1.1426512319265136,2.1301743164722886,-0.7668123057520093,1.7916666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,6,2022-06
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-07-21 09:00:00,2022-07-21 10:00:00,142.739,142.0274107142857,2022-07-21 19:00:00,142.0274107142857,initial_stop,0.7115892857142967,-1.0,0.5199628597957272,-1.041331024617936,0.375,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,7,2022-07
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-08-10 12:00:00,2022-08-10 13:00:00,20.563,20.316642857142856,2022-08-11 15:00:00,20.316642857142856,initial_stop,0.2463571428571427,-1.0,1.1000289939112824,-1.3516961438097943,1.0833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,8,2022-08
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-08-26 09:00:00,2022-08-26 10:00:00,95.551,95.06458928571428,2022-08-26 15:00:00,95.06458928571428,initial_stop,0.4864107142857108,-1.0,0.444069165534702,-1.5069569367451272,0.2083333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,8,2022-08
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-08-29 12:00:00,2022-08-29 13:00:00,95.559,94.88385714285714,2022-09-01 03:00:00,94.88385714285714,initial_stop,0.675142857142859,-1.0,0.9494286923402508,-1.0190435886584857,2.5833333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,8,2022-08
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-09-13 10:00:00,2022-09-13 11:00:00,144.88,144.07464285714286,2022-09-13 16:00:00,144.07464285714286,initial_stop,0.8053571428571331,-1.0,0.0993348115299502,-1.092682926829276,0.2083333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,9,2022-09
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-09-15 03:00:00,2022-09-15 04:00:00,148.943,148.284625,2022-09-15 20:00:00,149.188,one_swing_break,0.6583750000000066,0.3721283463071557,1.8014049743686604,-0.1458135561040481,0.6666666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,9,2022-09
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-09-22 02:00:00,2022-09-22 03:00:00,149.719,148.6915357142857,2022-09-22 08:00:00,148.6915357142857,initial_stop,1.0274642857143022,-1.0,1.6886231707740833,-5.269282908686336,0.2083333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,9,2022-09
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-09-29 20:00:00,2022-09-29 21:00:00,147.807,146.75855357142856,2022-09-30 16:00:00,146.75855357142856,initial_stop,1.048446428571424,-1.0,0.7143903394478482,-1.0882768722429408,0.7916666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,9,2022-09
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-09-29 23:00:00,2022-09-30 00:00:00,18.89,18.62623214285714,2022-10-05 00:00:00,20.94,one_swing_break,0.2637678571428594,7.7719856475525715,8.882810913275936,-0.4852752014081608,5.0,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,9,2022-09
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-10-20 03:00:00,2022-10-20 04:00:00,146.65,146.17892857142857,2022-10-21 12:00:00,146.86,one_swing_break,0.4710714285714346,0.4457922668688512,3.672479150871804,-0.9552691432903956,1.3333333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,10,2022-10
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-10-31 00:00:00,2022-10-31 01:00:00,95.043,94.27019642857144,2022-11-02 00:00:00,94.27019642857144,initial_stop,0.7728035714285681,-1.0,0.6664047877625564,-1.24223028398458,1.9583333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,10,2022-10
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-11-10 13:00:00,2022-11-10 14:00:00,21.657,20.915678571428572,2022-11-15 13:00:00,21.852,one_swing_break,0.7413214285714282,0.2630437924555576,0.790480319892083,-0.5328322975381795,4.958333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,11,2022-11
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-11-24 01:00:00,2022-11-24 02:00:00,21.621,21.198,2022-11-25 13:00:00,21.198,initial_stop,0.4229999999999982,-1.0,0.0898345153664312,-1.12056737588653,1.4583333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,11,2022-11
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-11-28 08:00:00,2022-11-28 09:00:00,1759.148,1744.9009285714285,2022-11-28 15:00:00,1744.9009285714285,initial_stop,14.247071428571417,-1.0,0.3137486902070121,-1.1377776886477795,0.25,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,11,2022-11
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-12-06 11:00:00,2022-12-06 12:00:00,1778.858,1766.1656607142857,2022-12-12 00:00:00,1793.508,one_swing_break,12.692339285714295,1.1542395511353225,2.138297707700517,-0.9226037640815417,5.5,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,12,2022-12
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2022-12-08 16:00:00,2022-12-08 17:00:00,167.25,166.21589285714285,2022-12-13 12:00:00,167.79,one_swing_break,1.0341071428571524,0.5221896045587856,1.9050250388533745,-0.7349335175271817,4.791666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2022,12,2022-12
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-01-16 01:00:00,2023-01-16 02:00:00,24.476,23.916589285714288,2023-01-17 10:00:00,23.916589285714288,initial_stop,0.5594107142857112,-1.0,0.0393270980304567,-1.01356657196668,1.3333333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,1,2023-01
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-01-26 17:00:00,2023-01-26 18:00:00,161.54,160.56160714285713,2023-01-27 07:00:00,160.56160714285713,initial_stop,0.9783928571428646,-1.0,0.163533491513045,-1.0118634787369682,0.5416666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,1,2023-01
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-02-08 13:00:00,2023-02-08 14:00:00,142.696,142.09425,2023-02-10 07:00:00,142.09425,initial_stop,0.6017500000000098,-1.0,0.7378479434980992,-2.0174491067718803,1.7083333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,2,2023-02
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-02-14 07:00:00,2023-02-14 08:00:00,141.87,141.46625,2023-02-16 15:00:00,143.08,one_swing_break,0.4037500000000023,2.9969040247678045,3.8142414860680702,-0.1981424148607109,2.2916666666666665,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,2,2023-02
