direction_ja,trades,wins,losses,win_rate,total_r,avg_r,median_r,profit_factor,max_drawdown_r,avg_hold_days
買い,378.0,168.0,210.0,44.44,98.838,0.2615,-1.0,1.471,13.205,1.706
