timeframe,risk_model,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,avg_hold_bars
H1,all=1R,81,56.79012345679012,14.781516766771968,0.18248786131817246,1.415316742109529,5.388122233442285,5,1.247449141889095,16.098765432098766
H1,normal=1R half=0.5R,81,56.79012345679012,8.937219273407022,0.11033604041243238,1.3576295526647673,4.574760260792019,5,1.247449141889095,16.098765432098766
