symbol,mode,year,entry_time,exit_time,direction,entry,sl,tp,exit_price,pnl,pnl_r,bars_held
XAUUSD,conservative,2022,2022-12-01 13:00:00,2022-12-02 13:00:00,long,1789.187,1779.2128877008577,1819.1093368974266,1779.2128877008577,-9.974112299142234,-0.9999999999999998,22
XAUUSD,conservative,2022,2022-12-13 13:00:00,2022-12-14 19:00:00,long,1810.858,1800.9049387190346,1840.717183842896,1800.9049387190346,-9.953061280965358,-0.9999999999999989,28
XAUUSD,conservative,2022,2022-12-27 15:00:00,2022-12-27 17:00:00,long,1824.525,1814.4711874723812,1854.686437582857,1814.4711874723812,-10.053812527618902,-0.9999999999999928,1
XAUUSD,conservative,2023,2023-03-12 22:00:00,2023-03-15 12:00:00,long,1883.778,1868.672923353564,1929.0932299393075,1929.0932299393075,45.31522993930753,2.999999999999996,59
XAUUSD,conservative,2023,2023-04-04 14:00:00,2023-04-06 13:00:00,long,2016.035,2002.6359012133996,2056.2322963598017,2002.6359012133996,-13.399098786600462,-0.9999999999999989,44
XAUUSD,conservative,2023,2023-05-03 22:00:00,2023-05-04 06:00:00,long,2056.454,2037.7058406104497,2112.698478168652,2037.7058406104497,-18.748159389550437,-0.9999999999999957,7
XAUUSD,conservative,2023,2023-05-18 12:00:00,2023-05-19 15:00:00,short,1966.878,1974.7364007249291,1943.3027978252123,1974.7364007249291,-7.858400724929197,-1.0000000000000042,25
XAUUSD,conservative,2023,2023-11-27 01:00:00,2023-11-28 16:00:00,long,2011.965,2004.1942433441454,2035.2772699675634,2035.2772699675634,23.312269967563452,2.9999999999999956,37
XAUUSD,conservative,2024,2024-02-13 14:00:00,2024-02-15 14:00:00,short,1995.645,2005.8616777701372,1964.9949666895882,2005.8616777701372,-10.216677770137267,-0.999999999999999,45
XAUUSD,conservative,2024,2024-03-01 15:00:00,2024-03-04 15:00:00,long,2069.064,2057.36441572562,2104.1627528231397,2104.1627528231397,35.098752823139876,2.9999999999999982,22
XAUUSD,conservative,2024,2024-03-20 22:00:00,2024-03-21 14:00:00,long,2200.765,2184.8317510784827,2248.564746764551,2184.8317510784827,-15.933248921517134,-1.0000000000000142,15
XAUUSD,conservative,2024,2024-06-07 13:00:00,2024-06-12 12:00:00,short,2309.415,2330.530863270963,2246.0674101871105,2330.530863270963,-21.11586327096302,-0.9999999999999901,67
XAUUSD,conservative,2024,2024-11-11 13:00:00,2024-11-13 16:00:00,short,2635.375,2651.9409643083973,2585.6771070748086,2585.6771070748086,49.697892925191354,3.0000000000000027,48
XAUUSD,conservative,2024,2024-12-12 00:00:00,2024-12-12 01:00:00,long,2724.915,2711.19320518583,2766.080384442511,2711.19320518583,-13.721794814170153,-0.9999999999999911,0
XAUUSD,conservative,2024,2024-12-18 19:00:00,2024-12-19 07:00:00,short,2604.465,2618.3869043607624,2562.699286917714,2618.3869043607624,-13.921904360762255,-1.0000000000000073,10
USDJPY,conservative,2015,2015-03-06 13:00:00,2015-03-10 03:00:00,long,120.765,120.4191456123355,121.80256316299351,121.80256316299351,1.0375631629935071,3.0000000000000124,38
USDJPY,conservative,2015,2015-03-26 06:00:00,2015-03-26 12:00:00,short,118.603,118.94769664898442,117.56891005304672,118.94769664898442,-0.3446966489844243,-0.9999999999999943,5
USDJPY,conservative,2015,2015-05-19 14:00:00,2015-05-20 18:00:00,long,120.677,120.41588838175579,121.46033485473266,121.46033485473266,0.783334854732658,3.0000000000000124,27
USDJPY,conservative,2015,2015-12-09 13:00:00,2015-12-09 18:00:00,short,122.093,122.38621499438587,121.21335501684241,121.21335501684241,0.8796449831575899,2.999999999999984,4
USDJPY,conservative,2016,2016-04-05 06:00:00,2016-04-05 07:00:00,short,110.417,110.7925832735009,109.29025017949732,110.7925832735009,-0.3755832735008937,-0.9999999999999981,0
USDJPY,conservative,2016,2016-04-29 01:00:00,2016-05-09 10:00:00,short,107.38,108.02164014039741,105.45507957880777,108.02164014039741,-0.6416401403974135,-1.0000000000000069,152
USDJPY,conservative,2016,2016-08-16 02:00:00,2016-08-16 12:00:00,short,100.615,100.95301035762344,99.60096892712967,99.60096892712967,1.0140310728703241,3.000000000000017,9
USDJPY,conservative,2016,2016-08-30 13:00:00,2016-09-01 12:00:00,long,102.72,102.37421573274955,103.75735280175135,103.75735280175135,1.0373528017513536,2.999999999999987,46
USDJPY,conservative,2016,2016-10-05 14:00:00,2016-10-07 13:00:00,long,103.551,103.16165229493437,104.71904311519691,103.16165229493437,-0.38934770506563154,-0.9999999999999841,46
USDJPY,conservative,2016,2016-11-03 03:00:00,2016-11-03 10:00:00,short,102.607,103.0477803741989,101.28465887740332,103.0477803741989,-0.44078037419889426,-0.9999999999999957,6
USDJPY,conservative,2016,2016-11-09 18:00:00,2016-11-15 19:00:00,long,105.764,104.6092339389513,109.22829818314607,109.22829818314607,3.46429818314607,3.0000000000000004,96
USDJPY,conservative,2017,2017-04-11 14:00:00,2017-04-14 14:00:00,short,109.734,110.11890020959399,108.57929937121801,108.57929937121801,1.1547006287819812,2.999999999999992,71
USDJPY,conservative,2017,2017-06-06 00:00:00,2017-06-06 11:00:00,short,110.168,110.42544441862248,109.3956667441326,109.3956667441326,0.7723332558674088,2.9999999999999813,10
USDJPY,conservative,2018,2018-03-22 22:00:00,2018-03-26 19:00:00,short,104.848,105.3347280732594,103.38781578022181,105.3347280732594,-0.4867280732593997,-1.0000000000000082,44
USDJPY,conservative,2018,2018-04-05 14:00:00,2018-04-05 23:00:00,long,107.456,107.15104622039965,108.37086133880105,107.15104622039965,-0.3049537796003534,-1.0000000000000093,8
USDJPY,conservative,2018,2018-09-13 14:00:00,2018-09-21 02:00:00,long,111.849,111.5877831276136,112.6326506171592,112.6326506171592,0.7836506171591964,3.000000000000025,131
USDJPY,conservative,2018,2018-10-26 14:00:00,2018-10-26 16:00:00,short,111.396,111.76268372052034,110.29594883843899,111.76268372052034,-0.36668372052034215,-1.0000000000000193,1
USDJPY,conservative,2018,2018-11-06 06:00:00,2018-11-06 08:00:00,long,113.417,113.25662469491496,113.89812591525514,113.25662469491496,-0.16037530508504005,-0.9999999999999654,1
USDJPY,conservative,2019,2019-02-25 17:00:00,2019-02-26 00:00:00,long,111.191,110.99229705169736,111.78710884490792,110.99229705169736,-0.19870294830263902,-0.9999999999999899,6
USDJPY,conservative,2019,2019-05-05 21:00:00,2019-05-06 05:00:00,short,110.619,110.84813685000401,109.93158944998797,110.84813685000401,-0.22913685000401074,-0.9999999999999963,7
USDJPY,conservative,2019,2019-05-31 04:00:00,2019-06-03 01:00:00,short,109.016,109.3001272712331,108.16361818630074,108.16361818630074,0.8523818136992674,2.999999999999992,20
USDJPY,conservative,2019,2019-06-20 00:00:00,2019-06-25 04:00:00,short,107.642,107.92834605485099,106.78296183544701,106.78296183544701,0.8590381645529845,2.999999999999993,75
USDJPY,conservative,2019,2019-08-02 00:00:00,2019-08-05 21:00:00,short,107.122,107.59136068142043,105.71391795573871,105.71391795573871,1.4080820442612918,3.000000000000015,44
USDJPY,conservative,2019,2019-08-25 21:00:00,2019-08-26 01:00:00,short,104.803,105.221940672519,103.546177982443,105.221940672519,-0.4189406725189997,-1.0000000000000053,3
USDJPY,conservative,2019,2019-09-05 14:00:00,2019-09-06 12:00:00,long,107.046,106.73734961627513,107.97195115117465,106.73734961627513,-0.3086503837248813,-0.9999999999999974,21
USDJPY,conservative,2020,2020-01-02 15:00:00,2020-01-02 17:00:00,short,108.272,108.48595019113746,107.63014942658762,108.48595019113746,-0.2139501911374566,-0.999999999999986,1
USDJPY,conservative,2020,2020-02-28 15:00:00,2020-02-28 16:00:00,short,107.928,108.46911335523119,106.30465993430641,108.46911335523119,-0.5411133552311895,-0.9999999999999891,0
USDJPY,conservative,2020,2020-07-24 00:00:00,2020-07-24 13:00:00,short,106.528,106.73542360016847,105.90572919949462,105.90572919949462,0.6222708005053903,3.0000000000000018,12
USDJPY,conservative,2021,2021-05-27 15:00:00,2021-05-31 14:00:00,long,109.817,109.57960154585932,110.52919536242202,109.57960154585932,-0.23739845414067418,-1.000000000000005,46
USDJPY,conservative,2021,2021-06-16 18:00:00,2021-06-17 14:00:00,long,110.505,110.28150658542359,111.17548024372923,110.28150658542359,-0.22349341457641003,-1.0000000000000089,19
USDJPY,conservative,2021,2021-11-09 02:00:00,2021-11-10 08:00:00,short,112.945,113.16742008025646,112.27773975923057,113.16742008025646,-0.22242008025646953,-0.9999999999999752,29
USDJPY,conservative,2021,2021-11-16 20:00:00,2021-11-17 13:00:00,long,114.823,114.58309492319998,115.54271523040005,114.58309492319998,-0.23990507680001372,-0.9999999999999746,16
USDJPY,conservative,2022,2022-04-11 06:00:00,2022-04-12 12:00:00,long,125.426,125.03798616832118,126.59004149503644,125.03798616832118,-0.3880138316788191,-1.0000000000000127,29
USDJPY,conservative,2022,2022-05-24 13:00:00,2022-05-25 07:00:00,short,126.695,127.24418199358605,125.0474540192418,127.24418199358605,-0.5491819935860605,-0.9999999999999911,17
USDJPY,conservative,2022,2022-08-22 15:00:00,2022-08-23 07:00:00,long,137.571,137.0539112769382,139.12226616918534,137.0539112769382,-0.5170887230617893,-1.0000000000000182,15
USDJPY,conservative,2022,2022-11-10 13:00:00,2022-11-10 21:00:00,short,143.707,144.5892622828638,141.0602131514085,141.0602131514085,2.646786848591489,2.9999999999999996,7
USDJPY,conservative,2022,2022-12-20 03:00:00,2023-01-03 01:00:00,short,133.44,134.55822472285703,130.0853258314289,130.0853258314289,3.3546741685711083,3.0000000000000018,237
USDJPY,conservative,2023,2023-06-15 01:00:00,2023-06-15 13:00:00,long,141.004,140.47795105206572,142.58214684380283,140.47795105206572,-0.5260489479342709,-0.9999999999999905,11
USDJPY,conservative,2023,2023-10-25 20:00:00,2023-10-26 06:00:00,long,150.182,150.01168579474196,150.6929426157741,150.6929426157741,0.5109426157740984,2.999999999999995,9
USDJPY,conservative,2023,2023-11-13 04:00:00,2023-11-13 15:00:00,long,151.759,151.55392437037438,152.3742268888768,151.55392437037438,-0.2050756296256111,-1.00000000000005,10
USDJPY,conservative,2024,2024-01-11 13:00:00,2024-01-11 15:00:00,long,146.244,145.6980578063381,147.8818265809857,145.6980578063381,-0.5459421936618867,-0.9999999999999799,1
USDJPY,conservative,2024,2024-06-14 03:00:00,2024-06-14 08:00:00,long,157.819,157.30738278097425,159.35385165707723,157.30738278097425,-0.5116172190257373,-0.9999999999999755,4
USDJPY,conservative,2024,2024-09-04 23:00:00,2024-09-05 14:00:00,short,143.334,143.93790732842683,141.52227801471955,143.93790732842683,-0.6039073284268284,-1.0000000000000213,14
EURJPY,conservative,2015,2015-03-04 08:00:00,2015-03-06 09:00:00,short,133.21,133.6729161907723,131.82125142768314,131.82125142768314,1.3887485723168709,2.9999999999999907,48
EURJPY,conservative,2015,2015-09-01 08:00:00,2015-09-02 00:00:00,short,135.06,135.64055102380337,133.3183469285899,135.64055102380337,-0.5805510238033662,-1.0000000000000073,15
EURJPY,conservative,2015,2015-11-15 23:00:00,2015-11-16 09:00:00,short,131.38,131.89271990977875,129.84184027066374,131.89271990977875,-0.5127199097787525,-1.0000000000000029,9
EURJPY,conservative,2015,2015-12-03 14:00:00,2015-12-18 05:00:00,long,133.26,132.2934678585089,136.15959642447328,132.2934678585089,-0.9665321414910863,-0.9999999999999895,250
EURJPY,conservative,2015,2015-12-31 18:00:00,2016-01-04 14:00:00,short,130.71,131.1961091642853,129.2516725071441,129.2516725071441,1.458327492855915,2.999999999999981,15
EURJPY,conservative,2016,2016-02-18 20:00:00,2016-02-23 01:00:00,short,125.65,126.24253963549344,123.87238109351968,123.87238109351968,1.7776189064803276,2.999999999999996,50
EURJPY,conservative,2016,2016-02-29 22:00:00,2016-03-01 07:00:00,short,122.28,122.92608776352492,120.34173670942523,122.92608776352492,-0.6460877635249176,-0.9999999999999931,8
EURJPY,conservative,2016,2016-04-07 02:00:00,2016-04-07 13:00:00,short,124.55,125.13618836467057,122.79143490598827,122.79143490598827,1.758565094011729,3.0000000000000036,10
EURJPY,conservative,2016,2016-04-17 22:00:00,2016-04-18 09:00:00,short,122.07,122.6000418184003,120.47987454479907,122.6000418184003,-0.5300418184003064,-0.9999999999999991,10
EURJPY,conservative,2016,2016-06-24 02:00:00,2016-07-12 16:00:00,short,112.22,116.21832636961514,100.22502089115456,116.21832636961514,-3.9983263696151425,-0.999999999999999,298
EURJPY,conservative,2016,2016-11-15 09:00:00,2016-11-23 15:00:00,long,116.71,116.15755502246458,118.36733493260625,118.36733493260625,1.6573349326062612,3.0000000000000004,147
EURJPY,conservative,2016,2016-11-30 09:00:00,2016-12-04 23:00:00,long,120.31,119.7573241992454,121.9680274022638,119.7573241992454,-0.5526758007545993,-0.9999999999999992,59
EURJPY,conservative,2017,2017-02-06 13:00:00,2017-02-10 01:00:00,short,120.46,120.90009543311115,119.13971370066652,120.90009543311115,-0.4400954331111535,-0.9999999999999932,83
EURJPY,conservative,2017,2017-02-22 08:00:00,2017-02-22 16:00:00,short,119.14,119.4775196419848,118.12744107404559,119.4775196419848,-0.3375196419847981,-0.9999999999999875,7
EURJPY,conservative,2017,2017-03-09 09:00:00,2017-03-10 09:00:00,long,121.25,120.8316995835087,122.50490124947393,122.50490124947393,1.2549012494739316,3.000000000000007,23
EURJPY,conservative,2017,2017-03-29 11:00:00,2017-03-30 00:00:00,short,119.15,119.61758093047581,117.74725720857258,119.61758093047581,-0.46758093047580473,-0.9999999999999933,12
EURJPY,conservative,2017,2017-04-23 22:00:00,2017-05-04 07:00:00,long,119.77,118.70653915310075,122.96038254069775,122.96038254069775,3.1903825406977546,3.000000000000002,199
EURJPY,conservative,2017,2017-11-30 18:00:00,2017-12-01 11:00:00,long,134.03,133.54626796387308,135.48119610838074,133.54626796387308,-0.4837320361269235,-1.0000000000000195,16
EURJPY,conservative,2017,2017-12-20 16:00:00,2017-12-22 01:00:00,long,134.61,134.15831591750083,135.96505224749757,134.15831591750083,-0.45168408249918457,-0.9999999999999905,32
EURJPY,conservative,2018,2018-02-01 10:00:00,2018-02-05 20:00:00,long,136.43,135.9523954568814,137.86281362935586,135.9523954568814,-0.4776045431186162,-1.000000000000006,55
EURJPY,conservative,2018,2018-03-22 22:00:00,2018-03-23 12:00:00,short,129.16,129.89312552341264,126.96062342976207,129.89312552341264,-0.7331255234126388,-0.9999999999999947,13
EURJPY,conservative,2018,2018-04-09 13:00:00,2018-04-09 19:00:00,long,131.9,131.47036067826883,133.1889179651935,131.47036067826883,-0.42963932173117314,-1.0000000000000204,5
EURJPY,conservative,2018,2018-04-24 13:00:00,2018-04-24 17:00:00,long,133.43,133.0343447697335,134.6169656907995,133.0343447697335,-0.39565523026649885,-1.000000000000008,3
EURJPY,conservative,2018,2018-05-23 07:00:00,2018-05-28 12:00:00,short,128.87,129.52440171956854,126.90679484129441,126.90679484129441,1.9632051587055912,3.0000000000000027,73
EURJPY,conservative,2018,2018-08-03 13:00:00,2018-08-07 18:00:00,short,128.7,129.1084773667572,127.47456789972833,129.1084773667572,-0.4084773667572108,-0.9999999999999796,50
EURJPY,conservative,2018,2018-08-26 23:00:00,2018-08-27 02:00:00,long,129.58,129.2017968773843,130.71460936784715,129.2017968773843,-0.37820312261570166,-0.9999999999999658,2
EURJPY,conservative,2018,2018-10-08 08:00:00,2018-10-18 17:00:00,short,129.97,130.48905903395524,128.41282289813427,128.41282289813427,1.557177101865733,2.999999999999977,198
EURJPY,conservative,2019,2019-01-02 02:00:00,2019-01-02 09:00:00,short,125.49,125.66499191175882,124.96502426472352,124.96502426472352,0.5249757352764703,3.0000000000000333,6
EURJPY,conservative,2019,2019-03-22 14:00:00,2019-03-25 08:00:00,short,123.94,124.54957324912665,122.11128025262003,124.54957324912665,-0.6095732491266546,-0.9999999999999997,16
