scenario,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_dd_pct_compounded,max_loss_streak,linear_final_jpy_1pct,compound_final_jpy_1pct
trendbreak_only,381,39.37007874015748,194.6070981564405,0.5107797851875079,1.7942140570952136,11.941818281770324,11.314831703224264,11,2946070.9815644044,6486395.858380242
t5_practical_only,30,60.0,25.334576847989222,0.8444858949329741,3.4308696078483205,4.353873957051221,4.280833452555747,5,1253345.768479892,1283153.7989759287
all_trades,411,40.87591240875913,219.94167500442973,0.5351378953879069,1.8609866378524207,11.941818281770324,11.314831703224245,11,3199416.750044297,8323043.487342357
trendbreak_priority_add_t5_when_free,399,40.100250626566414,206.41675944273413,0.5173352366985818,1.8155916697664327,11.941818281770324,11.31483170322424,11,3064167.5944273416,7282304.4760462735
same_symbol_first_wins,399,40.852130325814535,212.73047772185006,0.5331590920347119,1.8582084420706866,11.941818281770324,11.31483170322423,11,3127304.7772185006,7763826.339521793
