symbol,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_dd_pct_compounded,max_loss_streak
XAUUSD,79,45.56962025316456,58.152700156961174,0.7361101285691288,2.2940867737994006,6.194396550002722,6.0367049563249475,6
GBPJPY,64,42.1875,40.076462092071864,0.6261947201886229,2.050211382003529,6.163523410317843,6.00738998543981,6
SILVER,64,43.75,36.61501950655736,0.5721096797899587,1.864623080119021,6.4116375978686335,6.249349086277765,5
USDJPY,68,38.23529411764706,31.88454696724315,0.46889039657710513,1.7365919546350281,9.370884365293918,8.989943114280106,9
CHFJPY,67,37.3134328358209,27.293188913507777,0.40736102855981754,1.6164991465467369,9.370950919527427,9.948129301683336,10
EURJPY,57,31.57894736842105,12.394841806392812,0.2174533650244353,1.3092143681292665,7.409277769382562,7.258918861147231,7
AUDJPY,82,25.609756097560975,-2.0921489349452376,-0.02551401140177119,0.9668579395919578,17.953720538557196,16.609424925010934,12
