scenario,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_dd_pct_compounded,max_loss_streak,linear_final_jpy_1pct,compound_final_jpy_1pct
trendbreak_only,461,36.8763557483731,191.52982587075957,0.415465999719652,1.6235694706970731,14.022501305097421,13.150490467389393,13,2915298.2587075955,6216134.603155962
t5_practical_only,34,61.76470588235294,29.1959248295058,0.8587036714560529,3.554542520110223,4.35387395705122,4.280833452555747,5,1291959.248295058,1333027.6132256754
all_trades,495,38.58585858585858,220.7257507002654,0.4459106074752836,1.692842969857448,14.022501305097421,13.150490467389403,13,3207257.507002654,8286279.073534512
trendbreak_priority_add_t5_when_free,481,37.62993762993763,204.32461050778878,0.4247912900369829,1.6461571086460505,14.022501305097421,13.150490467389412,13,3043246.1050778874,7046231.578342065
same_symbol_first_wins,481,38.66943866943867,215.58998182058667,0.44821202041702013,1.6978632954654078,14.022501305097421,13.150490467389378,13,3155899.818205867,7892485.06517173
