strategy,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_dd_pct_compounded,max_loss_streak
TrendBreakV1,461,36.8763557483731,191.52982587075968,0.41546599971965226,1.6235694706970738,14.022501305097421,13.150490467389393,13
H4 T5 MACD BB,20,55.00000000000001,12.79478463702918,0.639739231851459,2.4115548090944463,3.019919659295775,2.9896219669151165,3
