symbol,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,tp_rate
USDJPY,145,48.275862068965516,24.42589168643764,0.16845442542370787,1.3180068286520816,17.709794142987956,10,47.58620689655172
XAUUSD,180,43.333333333333336,6.149362032404271,0.03416312240224595,1.0582668734017946,14.633608336695438,14,42.77777777777778
EURJPY,146,41.0958904109589,-1.8948034231100062,-0.012978105637739767,0.9787209339754899,12.303279502547678,7,40.41095890410959
SILVER,190,46.31578947368421,-11.103691383786199,-0.05844048096729578,0.9109706407607681,35.43647827133647,8,46.31578947368421
AUDJPY,130,37.69230769230769,-11.970858199463073,-0.09208352461125441,0.8513259645270397,17.68657476896009,7,35.38461538461539
GBPJPY,152,38.15789473684211,-12.747734590870838,-0.08386667493993973,0.8689852921316891,22.65376821366651,10,38.15789473684211
CHFJPY,155,37.41935483870968,-19.395205230963725,-0.12513035632879824,0.8051003029415859,32.81477202613869,7,34.83870967741935
