symbol,timeframe,filter,filter_description,box_bars,box_atr,signal_i,signal_time,direction,close,p0,p1,p2,wave1_atr,retrace,recovery,wave1_bars,adjust_bars,adjust_ratio,setup_age,box_high,box_low,box_width_atr,chase_atr,signal_body_ratio,ema_ok,upper_align,upper_oppose,upper_context,stop,pivots,entry_i,entry_time,entry,target_model,target,planned_rr,exit_i,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,sample,year
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,3620,2014-08-05 04:00:00,short,137.57,137.79,137.42,137.7,4.814473111268609,0.7567567567567506,0.46428571428569615,5,10,2.0,0,137.7,137.6,1.3012089489914258,0.39036268469746477,1.0,True,0,1,H4逆,137.7153703215886,3602-3607-3617,3621,2014-08-05 05:00:00,137.58,fixed_1_5R,137.37694451761712,1.5,3624,2014-08-05 08:00:00,137.37694451761712,TP,3,0.13537032158859574,1.5,1.4076607054389854,IS_2014_2024,2014
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,3810,2014-08-15 04:00:00,long,137.0,136.78,137.23,136.9,5.343818756798127,0.7333333333333165,0.30303030303030043,5,7,1.4,5,136.98,136.88,1.1875152792884354,0.23750305585782205,0.3749999999999556,True,0,0,H4中立,136.86315811143754,3790-3795-3802,3811,2014-08-15 05:00:00,137.01,fixed_1_5R,137.23026283284366,1.5,3814,2014-08-15 08:00:00,137.23026283284366,TP,3,0.14684188856244873,1.5,1.4148744263482238,IS_2014_2024,2014
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,3858,2014-08-19 06:00:00,short,136.91,137.25,136.89,137.12,4.0959117635675995,0.6388888888889152,0.913043478260832,2,8,4.0,4,137.12,136.97,1.7066299014864998,0.6826519605945999,0.6666666666666666,True,1,0,H4順,137.13757850367784,3841-3843-3851,3859,2014-08-19 07:00:00,136.91,fixed_1_5R,136.56863224448324,1.4999999999999376,3876,2014-08-20 00:00:00,137.13757850367784,SL,17,0.22757850367784727,-1.0,-1.0549261015341027,IS_2014_2024,2014
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,4048,2014-08-29 06:00:00,short,136.6,137.19,136.41,136.84,6.628193012053291,0.5512820512820592,0.5581395348837332,3,17,5.666666666666667,0,136.84,136.65,1.6145598362693698,0.42488416743940954,0.7826086956522383,True,1,0,H4順,136.86353582638833,4025-4028-4045,4049,2014-08-29 07:00:00,136.59,fixed_1_5R,136.17969626041753,1.499999999999948,4050,2014-08-29 08:00:00,136.86353582638833,SL,1,0.27353582638832563,-1.0,-1.0456978530565242,IS_2014_2024,2014
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,4327,2014-09-16 05:00:00,long,138.75,138.46,138.82,138.53,3.3346787105698654,0.8055555555555666,0.7586206896551894,2,10,5.0,1,138.73,138.53,1.8525992836498961,0.18525992836509492,0.2500000000000888,True,1,0,H4順,138.5084087145272,4311-4313-4323,4328,2014-09-16 06:00:00,138.75,fixed_1_5R,139.1123869282092,1.5,4356,2014-09-17 10:00:00,139.1123869282092,TP,28,0.24159128547279352,1.5,1.4482597231289773,IS_2014_2024,2014
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,5695,2014-12-05 04:00:00,long,148.59,147.33,148.93,148.1,7.926647498822944,0.5187500000000097,0.5903614457831345,2,4,2.0,6,148.47,148.12,1.733954140367497,0.5944985624117455,0.7647058823528429,True,1,0,H4順,148.05962984350603,5680-5682-5686,5696,2014-12-05 05:00:00,148.6,fixed_1_5R,149.41055523474094,1.5,5706,2014-12-05 15:00:00,149.41055523474094,TP,10,0.5403701564939638,1.5,1.4768677084591584,IS_2014_2024,2014
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,6686,2015-02-09 07:00:00,long,134.91,134.03,135.17,134.45,4.525863020976116,0.6315789473684276,0.6388888888889009,1,8,8.0,4,134.73,134.45,1.1116154788362569,0.714609950680475,0.6976744186046004,True,0,1,H4逆,134.39962286773962,6670-6671-6679,6687,2015-02-09 08:00:00,134.9,fixed_1_5R,135.65056569839058,1.5,6689,2015-02-09 10:00:00,134.39962286773962,SL,2,0.5003771322603825,-1.0,-1.0249811575991126,IS_2014_2024,2015
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,6710,2015-02-10 07:00:00,long,134.54,133.66,134.63,134.1,4.373513714181783,0.5463917525773214,0.830188679245277,2,5,2.5,8,134.46,134.13,1.4878964182268504,0.36070216199430255,0.666666666666638,True,0,1,H4逆,134.05564207347265,6692-6694-6699,6711,2015-02-10 08:00:00,134.55,fixed_1_5R,135.29153688979105,1.5,6712,2015-02-10 09:00:00,134.05564207347265,SL,1,0.494357926527357,-1.0,-1.0252853233036952,IS_2014_2024,2015
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,6943,2015-02-24 04:00:00,long,134.99,134.43,135.05,134.57,2.9323096770420873,0.7741935483871204,0.875,3,5,1.6666666666666667,4,134.96,134.57,1.8445173774942727,0.14188595211494406,0.35714285714290067,True,0,1,H4逆,134.52771251550584,6928-6931-6936,6944,2015-02-24 05:00:00,134.99,fixed_1_5R,135.68343122674128,1.5000000000000306,6956,2015-02-24 17:00:00,134.52771251550584,SL,12,0.4622874844941691,-1.0,-1.0270394514652847,IS_2014_2024,2015
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,7534,2015-03-31 04:00:00,short,129.7,130.36,129.28,130.23,4.9953525199637925,0.8796296296296089,0.5578947368421131,14,18,1.2857142857142858,0,130.23,129.87,1.6651175066545099,0.7863054892536244,0.7187500000000722,True,1,0,H4順,130.27324019158542,7499-7513-7531,7535,2015-03-31 05:00:00,129.69,fixed_1_5R,128.81513971262189,1.4999999999999756,7539,2015-03-31 09:00:00,128.81513971262189,TP,4,0.5832401915854177,1.4999999999999756,1.478568006491418,IS_2014_2024,2015
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,7767,2015-04-14 01:00:00,short,126.76,127.81,126.56,127.43,5.728646773089071,0.6960000000000036,0.7701149425287336,5,3,0.6,7,127.22,126.79,1.9706544899426068,0.13748752255414293,0.7142857142856466,True,1,0,H4順,127.4736403237802,7749-7754-7757,7768,2015-04-14 02:00:00,126.77,fixed_1_5R,125.71453951432969,1.5,7779,2015-04-14 13:00:00,127.4736403237802,SL,11,0.7036403237802062,-1.0,-1.0177647578990843,IS_2014_2024,2015
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,7933,2015-04-23 01:00:00,short,128.42,128.94,128.18,128.78,3.9222984589002867,0.7894736842105283,0.6000000000000284,4,7,1.75,3,128.78,128.47,1.5998848977093583,0.25804595124350166,0.4736842105263394,True,1,0,H4順,128.81875278783414,7916-7920-7927,7934,2015-04-23 02:00:00,128.41,fixed_1_5R,127.79687081824878,1.5,7941,2015-04-23 09:00:00,128.81875278783414,SL,7,0.40875278783414615,-1.0,-1.0305808311821487,IS_2014_2024,2015
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,8265,2015-05-13 03:00:00,long,134.78,133.74,135.27,134.31,7.193971924487578,0.6274509803921616,0.4895833333333281,9,12,1.3333333333333333,3,134.63,134.31,1.5046215789777608,0.7052913651458672,0.8181818181818534,True,1,0,H4順,134.26746438779412,8238-8247-8259,8266,2015-05-13 04:00:00,134.77,fixed_1_5R,135.52380341830883,1.4999999999999718,8271,2015-05-13 09:00:00,134.26746438779412,SL,5,0.5025356122058895,-1.0,-1.0248738590786026,IS_2014_2024,2015
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,8502,2015-05-27 04:00:00,long,134.01,133.08,134.49,133.65,7.323538468673175,0.5957446808510677,0.42857142857140923,12,4,0.3333333333333333,8,133.97,133.77,1.0387997827904647,0.20775995655806342,0.7499999999999112,True,0,0,H4中立,133.61149402352342,8475-8487-8491,8503,2015-05-27 05:00:00,134.02,fixed_1_5R,134.6327589647149,1.5,8508,2015-05-27 10:00:00,134.6327589647149,TP,5,0.40850597647659015,1.5,1.4694006924750465,IS_2014_2024,2015
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,9540,2015-07-28 04:00:00,long,136.85,136.17,137.08,136.46,4.631054361953564,0.6813186813186676,0.6290322580644895,3,10,3.3333333333333335,0,136.84,136.46,1.9338468764200933,0.05089070727416731,0.7857142857142567,True,1,0,H4順,136.42070009423875,9524-9527-9537,9541,2015-07-28 05:00:00,136.84,fixed_1_5R,137.46894985864188,1.5,9547,2015-07-28 11:00:00,136.42070009423875,SL,6,0.41929990576124965,-1.0,-1.0298115974466882,IS_2014_2024,2015
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,9564,2015-07-29 04:00:00,short,136.49,136.94,136.36,136.85,3.535582748994835,0.8448275862068864,0.7346938775510192,2,14,7.0,0,136.85,136.59,1.5849164047218105,0.6095832325852983,0.9199999999999591,True,0,1,H4逆,136.8828093013897,9545-9547-9561,9565,2015-07-29 05:00:00,136.5,fixed_1_5R,135.92578604791544,1.500000000000037,9578,2015-07-29 18:00:00,136.8828093013897,SL,13,0.38280930138969893,-1.0,-1.032653334061138,IS_2014_2024,2015
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,9636,2015-08-03 06:00:00,long,136.32,135.56,137.3,135.94,8.08281302408277,0.7816091954023026,0.2794117647058762,11,6,0.5454545454545454,6,136.25,135.97,1.3006825555995245,0.3251706388998481,0.3928571428570885,True,1,0,H4順,135.89694568228126,9610-9621-9627,9637,2015-08-03 07:00:00,136.31,fixed_1_5R,136.9295814765781,1.4999999999999656,9645,2015-08-03 15:00:00,135.89694568228126,SL,8,0.41305431771874623,-1.0,-1.0302623637225843,IS_2014_2024,2015
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,10393,2015-09-16 07:00:00,short,135.44,136.39,134.99,135.87,8.11495371802794,0.6285714285714356,0.4886363636363739,7,10,1.4285714285714286,10,135.8,135.49,1.796882608991943,0.2898197756439256,0.8076923076922783,True,1,0,H4順,135.90450420171567,10363-10370-10380,10394,2015-09-16 08:00:00,135.45,fixed_1_5R,134.76824369742647,1.5,10399,2015-09-16 13:00:00,135.90450420171567,SL,5,0.45450420171567885,-1.0,-1.027502496022706,IS_2014_2024,2015
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,10858,2015-10-14 00:00:00,short,136.18,136.56,136.02,136.44,3.4679855401277266,0.7777777777777661,0.6190476190476158,2,7,3.5,5,136.44,136.2,1.5413269067235151,0.12844390889350457,0.6874999999999223,True,0,1,H4逆,136.4711419983591,10841-10843-10850,10859,2015-10-14 01:00:00,136.18,fixed_1_5R,135.7432870024614,1.5,10864,2015-10-14 06:00:00,136.4711419983591,SL,5,0.2911419983590804,-1.0,-1.0429343759074283,IS_2014_2024,2015
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,11264,2015-11-06 05:00:00,long,132.54,131.85,132.69,132.0,5.856160738644806,0.8214285714285654,0.782608695652165,6,3,0.5,9,132.52,132.37,1.0457429890437506,0.13943239853903466,0.6153846153843799,True,0,1,H4逆,131.9713122628463,11243-11249-11252,11265,2015-11-06 06:00:00,132.54,fixed_1_5R,133.39303160573053,1.500000000000025,11272,2015-11-06 13:00:00,131.9713122628463,SL,7,0.5686877371536809,-1.0,-1.021980428244421,IS_2014_2024,2015
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,11431,2015-11-17 08:00:00,short,131.33,132.4,130.67,132.18,10.39775483027435,0.8728323699421985,0.5629139072847572,11,12,1.0909090909090908,17,131.78,131.46,1.9232841304553097,0.7813341779974589,0.9117647058823432,True,1,0,H4順,132.2132764145383,11388-11399-11411,11432,2015-11-17 09:00:00,131.33,fixed_1_5R,130.00508537819258,1.499999999999984,11473,2015-11-19 02:00:00,132.2132764145383,SL,41,0.883276414538301,-1.0,-1.0141518552904218,IS_2014_2024,2015
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,11592,2015-11-26 03:00:00,short,130.16,130.71,129.76,130.4,7.227831781536797,0.6736842105263192,0.37500000000000555,4,11,2.75,1,130.4,130.17,1.7498961155300685,0.07608243980557994,1.0,True,1,0,H4順,130.42628727476549,11573-11577-11588,11593,2015-11-26 04:00:00,130.17,fixed_1_5R,129.78556908785174,1.5,11622,2015-11-27 09:00:00,129.78556908785174,TP,29,0.25628727476549784,1.5,1.4512266068948367,IS_2014_2024,2015
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,11785,2015-12-08 08:00:00,long,133.75,133.28,133.82,133.5,3.703218097141949,0.5925925925925887,0.7812500000000167,5,8,1.6,3,133.7,133.5,1.371562258200664,0.34289056455026345,0.7857142857144597,True,1,0,H4順,133.47083617622107,11766-11771-11779,11786,2015-12-08 09:00:00,133.76,fixed_1_5R,134.19374573566836,1.499999999999951,11788,2015-12-08 11:00:00,133.47083617622107,SL,2,0.2891638237789209,-1.0,-1.0432280906948632,IS_2014_2024,2015
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,12354,2016-01-14 06:00:00,long,128.12,127.64,128.48,127.75,4.60770934906958,0.8690476190476181,0.5068493150685065,3,8,2.6666666666666665,4,128.06,127.75,1.7004641645376175,0.3291220963621296,0.7727272727272845,True,0,1,H4逆,127.71353936690171,12336-12339-12347,12355,2016-01-14 07:00:00,128.11,fixed_1_5R,128.70469094964747,1.500000000000018,12358,2016-01-14 10:00:00,128.70469094964747,TP,3,0.39646063309830026,1.500000000000018,1.468471018415384,IS_2014_2024,2016
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,12376,2016-01-15 04:00:00,short,128.12,128.73,127.94,128.4,4.583391871089668,0.5822784810126742,0.608695652173905,6,6,1.0,3,128.4,128.15,1.4504404655347196,0.17405285586417296,0.45454545454543105,True,1,0,H4順,128.43447228699702,12358-12364-12370,12377,2016-01-15 05:00:00,128.13,fixed_1_5R,127.67329156950446,1.5,12391,2016-01-15 19:00:00,127.67329156950446,TP,14,0.3044722869970258,1.5,1.458945360435675,IS_2014_2024,2016
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,12945,2016-02-18 07:00:00,short,126.76,127.36,126.64,127.14,3.6139326761740582,0.6944444444444455,0.7599999999999909,5,2,0.4,5,127.14,126.77,1.8571598474783613,0.05019350939126079,0.3333333333333108,True,1,0,H4順,127.17984578931129,12930-12935-12937,12946,2016-02-18 08:00:00,126.77,fixed_1_5R,126.15523131603305,1.5000000000000173,12950,2016-02-18 12:00:00,126.15523131603305,TP,4,0.4098457893112908,1.5000000000000173,1.4695007236234228,IS_2014_2024,2016
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,13459,2016-03-21 00:00:00,short,125.59,126.18,125.26,125.96,4.444497034896426,0.7608695652173776,0.5285714285714234,3,4,1.3333333333333333,8,125.93,125.61,1.5459120121379204,0.09661950075859857,0.30769230769225725,True,0,0,H4中立,126.00139951012574,13441-13444-13448,13460,2016-03-21 01:00:00,125.59,fixed_1_5R,124.9729007348114,1.5,13472,2016-03-21 13:00:00,126.00139951012574,SL,12,0.41139951012573306,-1.0,-1.030384090628033,IS_2014_2024,2016
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,13846,2016-04-12 05:00:00,long,123.62,122.82,123.71,123.04,3.8064301291409843,0.7528089887640305,0.8656716417910584,6,7,1.1666666666666667,6,123.49,123.09,1.7107551142206296,0.5559954121217578,0.9047619047619209,True,0,1,H4逆,122.99323702420352,13824-13830-13837,13847,2016-04-12 06:00:00,123.63,fixed_1_5R,124.5851444636947,1.5,13896,2016-04-14 07:00:00,122.99323702420352,SL,49,0.6367629757964721,-1.0,-1.0196305383244895,IS_2014_2024,2016
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,14628,2016-05-27 01:00:00,long,122.93,122.25,123.05,122.6,4.806684933336123,0.5625000000000056,0.7333333333333565,10,3,0.3,8,122.92,122.63,1.7424232883343884,0.06008356166673249,0.3333333333333559,True,0,1,H4逆,122.56671302525149,14604-14614-14617,14629,2016-05-27 02:00:00,122.94,fixed_1_5R,123.49993046212276,1.5,14634,2016-05-27 07:00:00,122.56671302525149,SL,5,0.3732869747485097,-1.0,-1.0334863010111994,IS_2014_2024,2016
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,14723,2016-06-02 01:00:00,short,122.18,123.29,121.88,122.61,5.868609840829299,0.5177304964538996,0.5890410958903977,12,4,0.3333333333333333,5,122.61,122.29,1.3318830844434904,0.45783481027745715,0.3695652173912822,True,1,0,H4順,122.65805226580886,14699-14711-14715,14724,2016-06-02 02:00:00,122.17,fixed_1_5R,121.43792160128672,1.4999999999999853,14735,2016-06-02 13:00:00,121.43792160128672,TP,11,0.48805226580886085,1.4999999999999853,1.4743879890009748,IS_2014_2024,2016
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,15247,2016-07-04 02:00:00,long,114.41,113.67,114.56,113.97,3.81292124851258,0.6629213483146101,0.7457627118643986,7,5,0.7142857142857143,4,114.31,113.97,1.4566216005553814,0.42841811781037764,0.9411764705882057,True,0,1,H4逆,113.92331663352097,15228-15235-15240,15248,2016-07-04 03:00:00,114.42,fixed_1_5R,115.16502504971855,1.5,15268,2016-07-04 23:00:00,113.92331663352097,SL,20,0.4966833664790329,-1.0,-1.0251669390271725,IS_2014_2024,2016
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,16931,2016-10-11 00:00:00,long,115.69,115.05,115.72,115.35,4.619078850663881,0.5522388059701546,0.9189189189189169,10,6,0.6,0,115.64,115.35,1.999302786108285,0.34470737691519454,0.7727272727272845,True,1,0,H4順,115.32098988687305,16912-16922-16928,16932,2016-10-11 01:00:00,115.68,fixed_1_5R,116.21851516969045,1.5000000000000198,16938,2016-10-11 07:00:00,115.32098988687305,SL,6,0.3590101131269563,-1.0,-1.034817960672791,IS_2014_2024,2016
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,17462,2016-11-10 09:00:00,long,115.68,114.18,115.8,114.97,4.6897771517557505,0.5123456790123477,0.8554216867469993,7,7,1.0,3,115.66,114.97,1.9974976757478249,0.05789848335503923,0.600000000000019,True,1,0,H4順,114.90091356166492,17442-17449-17456,17463,2016-11-10 10:00:00,115.63,fixed_1_5R,116.72362965750261,1.5000000000000098,17532,2016-11-15 09:00:00,116.72362965750261,TP,69,0.7290864383350737,1.5000000000000098,1.4828552564651645,IS_2014_2024,2016
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,18021,2016-12-14 02:00:00,long,122.54,122.15,122.72,122.27,3.476811222407768,0.7894736842105408,0.600000000000019,1,5,5.0,2,122.52,122.27,1.5249172028104427,0.12199337622489784,0.6000000000000568,True,1,0,H4順,122.23721133455125,18010-18011-18016,18022,2016-12-14 03:00:00,122.52,fixed_1_5R,122.94418299817312,1.5,18028,2016-12-14 09:00:00,122.23721133455125,SL,6,0.2827886654487486,-1.0,-1.0442026202859043,IS_2014_2024,2016
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,18484,2017-01-11 13:00:00,short,122.13,122.91,122.09,122.58,4.41758956865245,0.5975609756097549,0.9183673469387909,10,7,0.7,7,122.58,122.24,1.831683479685196,0.5926034787216721,0.6842105263158486,True,1,0,H4順,122.61712431801355,18457-18467-18474,18485,2017-01-11 14:00:00,122.07,fixed_1_5R,121.24931352297966,1.4999999999999871,18505,2017-01-12 10:00:00,121.24931352297966,TP,20,0.5471243180135588,1.4999999999999871,1.477153272869721,IS_2014_2024,2017
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,20155,2017-04-20 04:00:00,long,116.86,116.27,116.95,116.48,4.685481059605122,0.6911764705882267,0.8085106382978646,11,6,0.5454545454545454,7,116.8,116.53,1.8604115971961053,0.41342479937693405,0.7500000000000444,True,0,1,H4逆,116.45097416502811,20128-20139-20145,20156,2017-04-20 05:00:00,116.84,fixed_1_5R,117.42353875245783,1.4999999999999818,20159,2017-04-20 08:00:00,117.42353875245783,TP,3,0.38902583497188914,1.4999999999999818,1.4678684578855823,IS_2014_2024,2017
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,20318,2017-05-01 01:00:00,long,121.65,120.68,121.98,121.27,6.589548781251195,0.5461538461538534,0.5352112676056414,8,5,0.625,7,121.53,121.28,1.2672209194713864,0.6082660413462885,0.666666666666638,True,1,0,H4順,121.23054358065612,20295-20303-20308,20319,2017-05-01 02:00:00,121.64,fixed_1_5R,122.25418462901582,1.5,20346,2017-05-02 05:00:00,122.25418462901582,TP,27,0.40945641934388277,1.5,1.4694717205312868,IS_2014_2024,2017
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,21083,2017-06-14 04:00:00,long,123.45,123.05,123.69,123.16,5.5256731650651965,0.828125000000001,0.5471698113207654,5,9,1.8,8,123.43,123.24,1.6404342208788316,0.17267728640825286,0.5000000000000888,True,0,1,H4逆,123.13683540155627,21058-21063-21072,21084,2017-06-14 05:00:00,123.45,fixed_1_5R,123.9197468976656,1.5,21092,2017-06-14 13:00:00,123.13683540155627,SL,8,0.3131645984437341,-1.0,-1.039915111931895,IS_2014_2024,2017
EURJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,21602,2017-07-13 23:00:00,long,129.33,128.5,129.44,128.97,5.085713330008932,0.5,0.7659574468085415,3,2,0.6666666666666666,4,129.32,128.97,1.8936166654288316,0.05410333329807206,0.8095238095238546,True,1,0,H4順,128.9330337009185,21590-21593-21595,21603,2017-07-14 00:00:00,129.34,fixed_1_5R,129.9504494486223,1.5000000000000349,21615,2017-07-14 12:00:00,128.9330337009185,SL,12,0.4069662990815175,-1.0,-1.0307150740201336,IS_2014_2024,2017
