all_symbols,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,tp_rate
ALL,1098,41.98542805100182,-26.537039109351934,-0.024168523779009046,0.9605949939464221,79.34499087302487,14,41.07468123861566
