group,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,tp_rate
JPY_FX,728,40.52197802197802,-21.582709757969997,-0.029646579337870876,0.9513010157102273,48.767342619562406,10,39.285714285714285
