spec,candidate,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak
REC10_T5_STAG_OR_REBREAK,Current_060_110,24,54.166666666666664,4.708684589746829,0.1961951912394512,1.4247461215244763,2.270405190283383,2
REC10_T5_STAG_OR_REBREAK,Robust_075_105_width7,19,57.89473684210527,5.334841392557593,0.28078112592408383,1.6611748871167418,3.2610048884189613,2
REC10_T5_STAG_OR_REBREAK,Strict_075_100_width7,15,60.0,5.276826575389812,0.3517884383593208,1.8713720627297228,2.2510045519383404,2
REC15_T5_STAG_OR_REBREAK,Current_060_110,27,59.25925925925925,10.535852467376518,0.39021675805098216,2.0298793163859163,2.0162025134292705,2
REC15_T5_STAG_OR_REBREAK,Robust_075_105_width7,21,61.904761904761905,9.163976287479683,0.4363798232133182,2.2704750802951823,2.0162025134292705,2
REC15_T5_STAG_OR_REBREAK,Strict_075_100_width7,16,62.5,7.114040060648265,0.4446275037905166,2.368066486248881,2.0162025134292705,2
