symbol,timeframe,strategy,family,signal_time,direction,trigger_type,v_start_i,v_extreme_i,candidate_i,v_start,v_extreme,v_move_atr,v_move_bars,v_drop_speed_atr_per_bar,candidate_recovery_bars,candidate_recovery_to_drop_bars,signal_recovery_bars,signal_fib_ratio,candidate_fib_min,candidate_fib_max,trigger_level,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,open,high,low,close,atr,body_ratio,ema20,ema50,ema200,ema20_slope_10_atr,rsi14,adx14,bb_width_atr,bb_pos,donchian20_high_prev,donchian55_high_prev,donchian20_break,donchian55_break,atr50,atr_ratio_50,atr_pctile_252,close_location,range5_atr,macd,macd_signal,macd_hist,macd_hist_slope3,stoch_k14,stoch_d3,cci20,roc10,williams_r14,chop14,aroon_up25,aroon_down25,ichi_tenkan,ichi_kijun,ichi_cloud_top,ichi_cloud_bottom,kc_mid,kc_pos,bb_kc_width_ratio,year,month
GBPJPY,H4,REC10_T5_STAG_OR_REBREAK,V候補後トリガー,2025-01-21 20:00:00,long,rebreak,18816,18830,18840,192.986,189.325,4.9751067893398995,14,0.35536477066713573,10,0.7142857142857143,17,0.7711007921332986,0.618,0.8,192.148,2025-01-22 00:00:00,192.149,189.14103409961749,198.16193180076502,2025-02-06 12:00:00,189.14103409961749,SL,71,3.0079659003825157,-1.0,-1.0066490115454563,191.755,192.28,191.747,192.148,0.7358636015299975,0.7373358348968297,191.09917727892824,191.80589603012197,193.2367788916911,0.6024150251485682,59.60188975311283,28.697574852020704,4.046696283327351,0.9849022763312254,192.006,195.604,True,False,0.811011754167349,0.9073402422946326,42.06349206349206,0.7523452157598345,2.3238002211885456,0.034997190525189126,-0.19397811599630935,0.22897530652149847,0.05449361268732192,94.50686641697855,81.84477532824498,106.42416875643487,0.8418003190864054,-5.493133583021451,52.241028868051586,100.0,32.0,191.3745,190.8025,192.0445,191.0885,191.09917727892824,0.8563237531014776,1.0116740708318377,2025,2025-01
EURJPY,H4,REC10_T5_STAG_OR_REBREAK,V候補後トリガー,2025-01-24 08:00:00,long,rebreak,17238,17249,17260,162.89,159.616,5.234472838976287,11,0.4758611671796625,11,1.0,34,1.24129505192426,0.618,0.8,163.68,2025-01-24 12:00:00,163.68,159.4596327735039,172.12073445299222,2025-02-02 20:00:00,159.4596327735039,SL,34,4.2203672264961085,-1.0,-1.002961827568348,162.545,163.758,162.262,163.68,0.6254689059844798,0.7586898395722007,162.45553220532753,162.06635473258348,162.0600548393121,0.8566724664128849,68.96861756854574,26.87311766905274,3.6297442538129774,1.027244914627854,163.255,163.255,True,True,0.5848936326870807,1.0693720550709207,70.23809523809523,0.9478609625668433,2.952984524614944,0.3766619294753468,0.36348125930645675,0.013180670168890074,0.03660099787107357,95.77693557119639,61.08589540119692,67.86980233198679,0.36114807070899424,-4.223064428803606,56.61037575077604,100.0,4.0,162.8345,162.11950000000002,162.477,161.687,162.45553220532753,0.989419930773852,0.9074360634532443,2025,2025-01
XAUUSD,H4,REC10_T5_STAG_OR_REBREAK,V候補後トリガー,2025-01-30 04:00:00,long,rebreak,17660,17668,17674,2785.825,2730.529,5.463462493892948,8,0.6829328117366185,6,0.75,15,0.6943721064814871,0.618,0.8,2768.925,2025-01-30 08:00:00,2768.955,2727.9987364509316,2850.7775270981374,2025-02-05 00:00:00,2850.7775270981374,TP,23,40.95626354906835,1.997802533917885,1.989256832487368,2761.585,2769.308,2758.475,2768.925,10.121054196273816,0.6775593095172241,2757.112931354086,2744.895903284898,2695.2395853648895,0.6383574365130896,60.67818411673947,14.67259695007492,4.1653031075533,0.84629505145773,2772.415,2785.825,False,False,11.128774149928436,0.9094491504564229,8.333333333333332,0.9646450660020486,2.4017260977566215,3.574413943253603,3.0505641053605306,0.5238498378930725,1.0704076007595171,98.8921029794625,89.32179406973769,93.94319593010205,0.5000457325704533,-1.1078970205374863,47.45693746014023,8.0,40.0,2757.154,2758.1769999999997,2757.6655,2737.5665,2757.112931354086,0.7917697212377061,1.041325776888325,2025,2025-01
CHFJPY,H4,REC10_T5_STAG_OR_REBREAK,V候補後トリガー,2025-02-13 04:00:00,long,rebreak,17833,17852,17870,171.042,165.864,9.094270168072377,19,0.47864579831959886,18,0.9473684210526315,22,0.7342603321745838,0.618,0.8,169.666,2025-02-13 08:00:00,169.67,165.72165762660705,177.55468474678588,2025-02-23 20:00:00,165.72165762660705,SL,41,3.948342373392933,-1.0,-1.005065416853097,169.109,169.743,168.913,169.666,0.5693694935717449,0.671084337349396,168.16306508629248,168.44520094936905,170.56836208972084,1.7007632678764486,69.82897361711908,35.506347824129065,7.528329121282408,0.9688548804683004,169.467,171.042,True,False,0.6327683733886115,0.8998071293017509,63.888888888888886,0.9072289156626511,2.720553204006215,0.3643509904678979,0.03285428029098413,0.33149671017691373,-0.03482569422472814,97.68768768768773,88.35824036216917,126.40062967335473,1.6170956961297334,-2.312312312312269,29.90232987337759,100.0,12.0,168.2235,167.80349999999999,168.453,168.0135,168.16306508629248,1.159911942366011,1.882082280320602,2025,2025-02
AUDJPY,H4,REC10_T5_STAG_OR_REBREAK,V候補後トリガー,2025-03-17 04:00:00,long,stagnation,17961,17980,17990,94.718,91.817,6.981397000127534,19,0.36744194737513336,10,0.5263157894736842,26,0.8662530162013086,0.618,0.8,94.33,2025-03-17 08:00:00,94.332,91.71311678006754,99.56376643986492,2025-04-04 00:00:00,91.71311678006754,SL,84,2.6188832199324565,-1.0,-1.0047730268783466,94.12,94.393,94.117,94.33,0.41553287972980424,0.760869565217379,93.62933466169332,93.52660867908617,94.7455315184845,1.1465397421228976,66.67329546631805,17.484369887478657,4.2822601256627255,0.9288195314764799,94.239,94.718,True,False,0.5668926415257372,0.7330010116402946,38.492063492063494,0.7717391304347708,1.8193506143041702,0.24922791001831968,0.14465459840449138,0.1045733116138283,0.004203537851215036,96.6110812264657,92.40469752966771,106.30296539422099,1.6443256756174307,-3.3889187735342965,38.86002167524632,100.0,8.0,93.65350000000001,93.256,93.45475,93.2675,93.62933466169332,0.9215462677479821,1.0705650314156814,2025,2025-03
CHFJPY,H4,REC10_T5_STAG_OR_REBREAK,V候補後トリガー,2025-03-27 08:00:00,long,stagnation,18023,18033,18043,171.027,167.908,6.331096649429786,10,0.6331096649429785,10,1.0,28,0.9541519717858286,0.618,0.8,170.884,2025-03-27 12:00:00,170.887,167.78483808300885,177.08232383398226,2025-05-07 12:00:00,174.644,max_hold,180,3.1021619169911503,1.2110908780815657,1.2046437613497025,170.272,170.885,170.203,170.884,0.49264766796458787,0.8973607038123249,170.1129841436964,169.61263353523225,168.87273350989935,0.6023072592995762,63.918899641418506,12.422362117349001,2.780683836397378,0.9818244026593104,170.939,171.027,False,False,0.5557956423099563,0.886382746574051,7.936507936507936,0.998533724340169,2.00346020935786,0.24640959134436002,0.23288045622105089,0.013529135123309138,0.0365839774631265,99.91735537190043,60.89017330962093,58.22646301082109,0.6218055915396592,-0.08264462809956957,62.1934537318873,44.0,4.0,170.3195,169.688,170.00375,169.46749999999997,170.1129841436964,0.8912612940446365,0.6951709590993445,2025,2025-03
SILVER,H4,REC10_T5_STAG_OR_REBREAK,V候補後トリガー,2025-03-27 08:00:00,long,stagnation+rebreak,17892,17910,17923,34.226,32.644,6.409428189635403,18,0.3560793438686335,13,0.7222222222222222,24,0.905815423514538,0.618,0.8,34.077,2025-03-27 12:00:00,34.078,32.58229402743921,37.06641194512157,2025-04-03 08:00:00,32.58229402743921,SL,30,1.495705972560792,-1.0,-1.0234003210805398,33.734,34.086,33.632,34.077,0.24682389024316256,0.7555066079295065,33.56459260754091,33.43031208928919,32.694130371792575,1.1676689886118925,69.22766703599308,30.720871890030438,5.520016632624886,0.960743420384712,33.917,34.226,True,False,0.2699558246811121,0.9143121491626477,3.1746031746031744,0.9801762114537438,2.4146771182191378,0.1325940749807515,0.0725023026471017,0.06009177233364979,0.00915188785495881,99.10979228486643,86.79414428273287,97.65515814311675,1.3653399964304702,-0.8902077151335687,46.1350468678713,100.0,4.0,33.788,33.364999999999995,33.576499999999996,33.435,33.56459260754091,1.0190010091347723,1.3800041581562215,2025,2025-03
AUDJPY,H4,REC10_T5_STAG_OR_REBREAK,V候補後トリガー,2025-04-15 00:00:00,long,stagnation+rebreak,18114,18124,18126,91.319,88.284,3.527506630764055,10,0.35275066307640546,2,0.2,11,0.8731466227347593,0.618,0.8,90.934,2025-04-15 04:00:00,90.934,88.0689047274971,96.6641905450058,2025-05-26 04:00:00,93.036,max_hold,180,2.8650952725028986,0.7336579764636352,0.7292951198005585,90.491,91.005,90.491,90.934,0.8603810900116206,0.8618677042801585,90.02510857411396,90.23763974421671,92.53965204132052,0.874497525346563,58.61864979589392,11.8427458773457,2.6737977147774465,0.8909393032364953,91.104,95.306,False,False,1.060108535426134,0.8115971726100398,83.33333333333334,0.8618677042801585,1.0286139598768238,0.3205207359763591,0.19774895354207994,0.12277178243427916,-0.006529667543205775,97.39066519661895,91.81635695977809,58.13909882750347,1.4446836756322634,-2.609334803381045,49.21004956852819,16.0,4.0,90.2825,88.68100000000001,90.6745,89.48175,90.02510857411396,0.7640955956719606,0.6684494286943616,2025,2025-04
SILVER,H4,REC10_T5_STAG_OR_REBREAK,V候補後トリガー,2025-04-16 04:00:00,long,stagnation,17941,17975,18003,34.579,28.108,18.121052553625827,34,0.5329721339301713,28,0.8235294117647058,45,0.728944521712255,0.618,0.8,32.825,2025-04-16 08:00:00,32.833,28.01872538445476,42.437549231090486,2025-05-28 08:00:00,33.246,max_hold,180,4.814274615545237,0.08578654791864834,0.07851650148486389,32.391,32.861,32.355,32.825,0.35709846218095226,0.8577075098814316,32.07932564180857,31.807240785448137,32.252323453136675,1.4805923618252115,70.25724475311563,14.103260166762535,3.6397377019543034,1.017447758252068,32.485,33.21,True,False,0.5389318754277782,0.6626040849736429,77.77777777777779,0.9288537549407229,2.1926725621216065,0.34742925533207014,0.3325047598313445,0.014924495500725665,0.013772982548579948,96.85589519650703,94.24496140819507,50.95947564758314,2.757951414976212,-3.1441048034929593,49.74977619090038,100.0,8.0,32.4695,31.708999999999996,32.08924999999999,30.484499999999997,32.07932564180857,1.0220369430025518,0.9099344254885758,2025,2025-04
USDJPY,H4,REC10_T5_STAG_OR_REBREAK,V候補後トリガー,2025-05-11 20:00:00,long,stagnation,17946,17962,17973,145.924,142.353,6.102859219822241,16,0.38142870123889006,11,0.6875,21,0.9759171100532028,0.618,0.8,145.838,2025-05-12 00:00:00,145.836,142.20671610783674,153.1005677843265,2025-05-27 00:00:00,142.20671610783674,SL,68,3.629283892163272,-1.0,-1.002755364500855,146.213,146.233,145.698,145.838,0.5851355686530175,0.7009345794392569,144.82945275889665,144.22236427432466,144.90245751453577,1.8651009885258532,67.0423759124016,21.281432169010262,7.072522283025489,0.8072938357329231,146.185,146.185,False,False,0.5871001589227085,0.9966537391621629,51.19047619047619,0.26168224299063036,2.4096979837438655,0.4842719307937102,0.39932832262246154,0.08494360817124869,-0.043370270961055446,85.84229390680963,77.26878372383572,91.50791706579541,0.8261720235337888,-14.157706093190372,41.63801962235794,100.0,16.0,145.52800000000002,144.293,144.9105,144.1005,144.82945275889665,0.9309032364179396,1.7681305707563721,2025,2025-05
