symbol,trigger,adx,bb_width,bb_pos,macd,atr,recovery,case,notes,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_losing_streak,research_trades,research_win_rate,research_total_r,research_avg_r,research_pf,research_max_dd_r,research_max_losing_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_losing_streak,score
all,any,any,7_10,0_025,any,any,any,grid,,14,50.0,7.682860719322573,0.548775765665898,2.848480539392984,2.8008053414929535,3,13,53.84615384615385,8.685367351923523,0.6681051809171941,3.7539331129056586,1.7982987088920037,2,1,0.0,-1.0025066326009493,-1.0025066326009493,0.0,0.0,1,12.715059018746455
all,rebreak,ge25,7_10,any,any,any,any,grid,,13,53.84615384615385,6.947981012292157,0.5344600778686275,3.203991964517927,2.8017168046097343,3,12,58.333333333333336,7.951399108009888,0.6626165923341573,4.699986075938014,1.7982987088920037,2,1,0.0,-1.003418095717731,-1.003418095717731,0.0,0.0,1,12.263930005231275
gbp_only,any,any,any,le0,any,any,gt16,grid,,8,62.5,5.522576598847413,0.6903220748559267,3.48225373962881,1.010844190060439,1,7,57.14285714285714,5.371048074610126,0.7672925820871609,3.4141456311732488,1.010844190060439,1,1,100.0,0.1515285242372877,0.1515285242372877,inf,0.0,0,12.254271874743768
gbp_only,not_combo,any,any,le0,any,any,gt16,grid,,8,62.5,5.522576598847413,0.6903220748559267,3.48225373962881,1.010844190060439,1,7,57.14285714285714,5.371048074610126,0.7672925820871609,3.4141456311732488,1.010844190060439,1,1,100.0,0.1515285242372877,0.1515285242372877,inf,0.0,0,12.254271874743768
gbp_aud,any,ge25,any,any,gt_neg001,any,any,grid,,14,50.0,8.588461955657186,0.6134615682612276,2.9946851431117483,2.192429159242124,4,14,50.0,8.588461955657186,0.6134615682612276,2.9946851431117483,2.192429159242124,4,0,0.0,0.0,0.0,,0.0,0,12.211969108226647
gbp_aud,any,any,any,any,neg008_neg005,any,any,grid,,10,70.0,6.115047315195366,0.6115047315195367,3.31359739232841,1.4833744350404041,1,8,75.0,6.590866293750186,0.8238582867187733,4.2696957226865155,1.008187552265965,1,2,50.0,-0.4758189785548198,-0.2379094892774099,0.24153841939736184,0.6273475027921075,1,12.189493478113379
gbp_aud,not_combo,any,any,any,neg008_neg005,any,any,grid,,10,70.0,6.115047315195366,0.6115047315195367,3.31359739232841,1.4833744350404041,1,8,75.0,6.590866293750186,0.8238582867187733,4.2696957226865155,1.008187552265965,1,2,50.0,-0.4758189785548198,-0.2379094892774099,0.24153841939736184,0.6273475027921075,1,12.189493478113379
gbp_only,any,ge25,any,0_025,any,any,any,grid,,9,55.55555555555556,6.035329831956331,0.6705922035507035,3.087204030752321,1.8889772573024892,3,8,62.5,6.662677334748439,0.8328346668435549,3.9425687778392575,1.2616297545103814,2,1,0.0,-0.6273475027921075,-0.6273475027921075,0.0,0.0,1,12.097699429001672
all,rebreak,any,7_10,0_025,any,any,any,grid,,12,50.0,6.68505525653587,0.5570879380446558,3.1212017179416773,2.8008053414929535,3,11,54.54545454545454,7.68756188913682,0.6988692626488018,4.57721597939473,1.7982987088920037,2,1,0.0,-1.0025066326009493,-1.0025066326009493,0.0,0.0,1,12.031535596402236
gbp_aud,rebreak,any,any,any,any,pct_ge80,any,grid,,17,52.94117647058824,9.110595343943483,0.5359173731731461,2.6696442128476914,3.0600794091686456,4,17,52.94117647058824,9.110595343943483,0.5359173731731461,2.6696442128476914,3.0600794091686456,4,0,0.0,0.0,0.0,,0.0,0,11.847810540823176
gbp_only,any,any,any,any,neg008_neg005,any,any,grid,,9,66.66666666666666,5.755477879166593,0.6394975421296214,3.177556104881628,1.4833744350404041,1,7,71.42857142857143,6.2312968577214125,0.8901852653887732,4.091315128301385,1.008187552265965,1,2,50.0,-0.4758189785548198,-0.2379094892774099,0.24153841939736184,0.6273475027921075,1,11.833846807688246
gbp_only,not_combo,any,any,any,neg008_neg005,any,any,grid,,9,66.66666666666666,5.755477879166593,0.6394975421296214,3.177556104881628,1.4833744350404041,1,7,71.42857142857143,6.2312968577214125,0.8901852653887732,4.091315128301385,1.008187552265965,1,2,50.0,-0.4758189785548198,-0.2379094892774099,0.24153841939736184,0.6273475027921075,1,11.833846807688246
gbp_only,not_combo,ge25,any,any,any,any,any,grid,,12,58.333333333333336,6.294402009900316,0.5245335008250264,3.0578022999261094,1.737448733065201,2,10,60.0,6.7702209884551365,0.6770220988455137,3.7844368563805535,1.2616297545103805,2,2,50.0,-0.4758189785548198,-0.2379094892774099,0.24153841939736184,0.6273475027921075,1,11.627382067338516
gbp_aud,not_combo,any,any,any,any,any,gt16,grid,,24,45.83333333333333,8.355837428498173,0.34815989285409055,1.9507091893813224,2.2618334667824698,4,21,47.61904761904761,9.369386631114555,0.44616126814831214,2.2289365005229884,2.2618334667824698,4,3,33.33333333333333,-1.013549202616381,-0.33784973420546033,0.13005872547790912,1.1650777268536687,2,11.594979388793455
gbp_aud,rebreak,ge25,any,any,any,any,any,grid,,20,45.0,8.070715012139596,0.40353575060697977,2.1359246050589813,3.5978096332302076,5,19,47.368421052631575,8.608445236201158,0.45307606506321885,2.3108155061214917,3.0600794091686456,4,1,0.0,-0.5377302240615612,-0.5377302240615612,0.0,0.0,1,11.504756443587434
gbp_only,not_combo,any,any,any,any,any,gt16,grid,,13,53.84615384615385,6.558080550128781,0.5044677346252908,2.593383757938886,2.0175331103144574,2,11,54.54545454545454,7.033899528683602,0.6394454116985092,3.016326564939774,2.0175331103144574,2,2,50.0,-0.4758189785548198,-0.2379094892774099,0.24153841939736184,0.6273475027921075,1,11.27029635913123
all,rebreak,any,any,any,gt0,any,any,grid,,29,48.275862068965516,9.05869441628496,0.31236877297534343,1.7350048973273016,5.701684212995483,5,28,50.0,10.06211251200269,0.3593611611429532,1.8887807331061512,4.698266117277752,5,1,0.0,-1.003418095717731,-1.003418095717731,0.0,0.0,1,11.215206335889883
gbp_aud,any,ge25,any,0_025,any,any,any,grid,,19,42.10526315789473,7.732103945720746,0.4069528392484603,2.079239745752361,3.8511933585977873,6,18,44.44444444444444,8.359451448512853,0.4644139693618252,2.2787801503976075,3.2238458558056795,5,1,0.0,-0.6273475027921075,-0.6273475027921075,0.0,0.0,1,11.075869215995851
all,any,ge25,ge7,any,any,any,any,grid,,18,55.55555555555556,7.130713352074901,0.39615074178193893,2.3819663105935405,2.650188280372447,2,16,56.25,7.982602923555343,0.49891268272220896,2.9205507432977273,1.7982987088920037,2,2,50.0,-0.8518895714804433,-0.42594478574022165,0.1510123495718915,1.003418095717731,1,10.963395715503648
gbp_aud,any,any,any,any,any,any,gt16,grid,,28,42.857142857142854,8.207837074587294,0.29313703837811766,1.7502845080071519,2.398853071496844,5,25,44.0,9.221386277203676,0.36885545108814705,1.9434072580200974,2.398853071496844,5,3,33.33333333333333,-1.013549202616381,-0.33784973420546033,0.13005872547790912,1.1650777268536687,2,10.944036160185664
all,rebreak,30_40,any,any,any,any,any,grid,,20,45.0,7.939323018283275,0.39696615091416376,2.0491878137753066,5.601250656467931,7,17,52.94117647058824,10.262364601490038,0.6036685059700022,2.9569459063832784,3.278209073261168,4,3,0.0,-2.3230415832067632,-0.7743471944022544,0.0,2.0086889890478603,3,10.853091455335814
all,any,any,7_10,any,any,any,any,grid,,17,52.94117647058824,7.094808366715197,0.41734166863030575,2.375034948423477,3.6526949129733968,2,14,57.14285714285714,8.94920457079659,0.6392288979140421,3.8375899145158483,1.7982987088920037,2,3,33.33333333333333,-1.8543962040813926,-0.6181320680271308,0.07554048369716015,2.0059247283186803,2,10.826012675695525
all,any,ge25,ge7,0_025,any,any,any,grid,,15,53.333333333333336,7.718765704682276,0.5145843803121518,2.8570736078735104,1.7982987088920037,2,15,53.333333333333336,7.718765704682276,0.5145843803121518,2.8570736078735104,1.7982987088920037,2,0,0.0,0.0,0.0,,0.0,0,10.789101472338146
gbp_aud,any,any,any,any,any,pct_ge80,any,grid,,19,47.368421052631575,7.476649860688679,0.3935078874046673,2.0544520974273923,3.6874269119607535,5,18,50.0,8.103997363480786,0.4502220757489326,2.2538663250729174,3.0600794091686456,4,1,0.0,-0.6273475027921075,-0.6273475027921075,0.0,0.0,1,10.761156012747255
gbp_aud,not_combo,any,any,any,any,pct_ge80,any,grid,,19,47.368421052631575,7.476649860688679,0.3935078874046673,2.0544520974273923,3.6874269119607535,5,18,50.0,8.103997363480786,0.4502220757489326,2.2538663250729174,3.0600794091686456,4,1,0.0,-0.6273475027921075,-0.6273475027921075,0.0,0.0,1,10.761156012747255
gbp_only,rebreak,any,any,any,any,any,gt16,grid,,9,55.55555555555556,6.052846409549691,0.6725384899499657,3.438909965494286,1.010844190060439,2,9,55.55555555555556,6.052846409549691,0.6725384899499657,3.438909965494286,1.010844190060439,2,0,0.0,0.0,0.0,,0.0,0,10.652279986781718
all,any,any,ge7,0_025,any,any,any,grid,,16,50.0,6.716259072081327,0.4197661920050829,2.301873061855762,2.8008053414929535,3,15,53.333333333333336,7.718765704682276,0.5145843803121518,2.8570736078735104,1.7982987088920037,2,1,0.0,-1.0025066326009493,-1.0025066326009493,0.0,0.0,1,10.556802025663913
gbp_aud,any,any,any,any,any,any,gt24,grid,,14,50.0,6.064899612495704,0.4332071151782646,2.7113803044446603,3.0694028471067156,3,11,54.54545454545454,7.078448815112085,0.6434953468283714,3.9756552402886314,2.055853644490335,3,3,33.33333333333333,-1.013549202616381,-0.33784973420546033,0.13005872547790912,1.1650777268536687,2,10.328434923410343
gbp_aud,not_combo,any,any,any,any,any,gt24,grid,,14,50.0,6.064899612495704,0.4332071151782646,2.7113803044446603,3.0694028471067156,3,11,54.54545454545454,7.078448815112085,0.6434953468283714,3.9756552402886314,2.055853644490335,3,3,33.33333333333333,-1.013549202616381,-0.33784973420546033,0.13005872547790912,1.1650777268536687,2,10.328434923410343
all,any,any,7_10,0_025,gt0,any,any,grid,,10,50.0,6.3294003198308495,0.6329400319830849,3.159128297155889,1.7982987088920037,2,10,50.0,6.3294003198308495,0.6329400319830849,3.159128297155889,1.7982987088920037,2,0,0.0,0.0,0.0,,0.0,0,10.293569035123763
all,any,ge25,7_10,0_025,gt0,any,any,grid,,10,50.0,6.3294003198308495,0.6329400319830849,3.159128297155889,1.7982987088920037,2,10,50.0,6.3294003198308495,0.6329400319830849,3.159128297155889,1.7982987088920037,2,0,0.0,0.0,0.0,,0.0,0,10.293569035123763
all,any,ge25,7_10,0_025,gt_neg001,any,any,grid,,10,50.0,6.3294003198308495,0.6329400319830849,3.159128297155889,1.7982987088920037,2,10,50.0,6.3294003198308495,0.6329400319830849,3.159128297155889,1.7982987088920037,2,0,0.0,0.0,0.0,,0.0,0,10.293569035123763
all,rebreak,any,any,any,gt0,any,gt16,grid,,19,52.63157894736842,7.165488732298465,0.3771309859104455,2.1527950718130957,4.692327152062536,4,18,55.55555555555556,8.168906828016196,0.45382815711201085,2.5672261896301163,3.688909056344805,4,1,0.0,-1.003418095717731,-1.003418095717731,0.0,0.0,1,10.265473303251282
all,rebreak,ge25,ge7,0_025,any,any,any,grid,,12,50.0,6.684953205135365,0.5570794337612804,3.12110065225935,1.7982987088920037,2,12,50.0,6.684953205135365,0.5570794337612804,3.12110065225935,1.7982987088920037,2,0,0.0,0.0,0.0,,0.0,0,10.231791284422716
all,not_combo,ge25,7_10,0_025,any,any,any,grid,,12,50.0,6.682792005469002,0.5568993337890835,3.118961863650641,1.7982987088920037,2,12,50.0,6.682792005469002,0.5568993337890835,3.118961863650641,1.7982987088920037,2,0,0.0,0.0,0.0,,0.0,0,10.22659079628666
gbp_aud,any,ge25,any,any,any,any,gt16,grid,,16,43.75,6.383654839016374,0.39897842743852335,2.3609794525637917,3.205978361858506,4,13,46.15384615384615,7.397204041632755,0.5690156955102119,3.09825467644068,2.192429159242125,4,3,33.33333333333333,-1.013549202616381,-0.33784973420546033,0.13005872547790912,1.1650777268536687,2,10.098330756401081
all,rebreak,any,7_10,0_025,gt0,any,any,grid,,8,50.0,5.331594857044147,0.6664493571305183,3.7672287015246146,1.7982987088920037,2,8,50.0,5.331594857044147,0.6664493571305183,3.7672287015246146,1.7982987088920037,2,0,0.0,0.0,0.0,,0.0,0,10.071410602442953
all,rebreak,ge25,7_10,0_025,gt0,any,any,grid,,8,50.0,5.331594857044147,0.6664493571305183,3.7672287015246146,1.7982987088920037,2,8,50.0,5.331594857044147,0.6664493571305183,3.7672287015246146,1.7982987088920037,2,0,0.0,0.0,0.0,,0.0,0,10.071410602442953
all,rebreak,ge25,7_10,0_025,gt_neg001,any,any,grid,,8,50.0,5.331594857044147,0.6664493571305183,3.7672287015246146,1.7982987088920037,2,8,50.0,5.331594857044147,0.6664493571305183,3.7672287015246146,1.7982987088920037,2,0,0.0,0.0,0.0,,0.0,0,10.071410602442953
all,not_combo,ge25,7_10,any,any,any,any,grid,,15,53.333333333333336,6.094739652861627,0.40631597685744175,2.4660603650071193,2.650188280372447,2,13,53.84615384615385,6.94662922434207,0.5343560941801593,3.2026186652608297,1.7982987088920037,2,2,50.0,-0.8518895714804433,-0.42594478574022165,0.1510123495718915,1.003418095717731,1,10.062342246081466
all,rebreak,ge25,ge7,any,any,any,any,grid,,14,50.0,5.945372328290702,0.42466945202076445,2.4308746355024637,2.8017168046097343,3,13,53.84615384615385,6.948790424008433,0.534522340308341,3.2048148204620612,1.7982987088920037,2,1,0.0,-1.003418095717731,-1.003418095717731,0.0,0.0,1,9.939250862975042
all,any,any,any,0_025,gt0,any,gt16,grid,,28,53.57142857142857,9.069315992857291,0.3239041426020461,1.9670607835702938,3.8259286610591783,5,28,53.57142857142857,9.069315992857291,0.3239041426020461,1.9670607835702938,3.8259286610591783,5,0,0.0,0.0,0.0,,0.0,0,9.89071175722598
all,rebreak,any,any,any,neg008_neg005,any,any,grid,,17,64.70588235294117,6.494131803746512,0.38200775316155955,2.075643576791686,3.016977324639445,3,15,73.33333333333333,8.507634315626154,0.5671756210417436,3.1142569399867086,1.008187552265965,1,2,0.0,-2.0135025118796452,-1.0067512559398226,0.0,1.0110605913989354,2,9.876418681418107
all,rebreak,any,7_10,any,any,any,any,grid,,14,50.0,5.945474379691207,0.4246767414065148,2.4309343410555346,3.804223437210684,4,12,58.333333333333336,7.951399108009888,0.6626165923341573,4.699986075938014,1.7982987088920037,2,2,0.0,-2.0059247283186803,-1.0029623641593401,0.0,1.003418095717731,2,9.738947740337178
gbp_aud,not_combo,ge25,any,any,gt_neg001,any,any,grid,,12,50.0,6.722906213917037,0.5602421844930864,2.612728520059957,2.055409554527751,3,12,50.0,6.722906213917037,0.5602421844930864,2.612728520059957,2.055409554527751,3,0,0.0,0.0,0.0,,0.0,0,9.725763745536876
all,rebreak,any,ge7,0_025,any,any,any,grid,,13,46.15384615384615,5.682446572534415,0.4371112748103396,2.3678962754673334,2.8008053414929535,3,12,50.0,6.684953205135365,0.5570794337612804,3.12110065225935,1.7982987088920037,2,1,0.0,-1.0025066326009493,-1.0025066326009493,0.0,0.0,1,9.675738153754857
all,not_combo,any,7_10,0_025,any,any,any,grid,,13,46.15384615384615,5.6802853728680525,0.4369450286821579,2.3666650162663667,2.8008053414929535,3,12,50.0,6.682792005469002,0.5568993337890835,3.118961863650641,1.7982987088920037,2,1,0.0,-1.0025066326009493,-1.0025066326009493,0.0,0.0,1,9.671514464246618
all,rebreak,any,any,le0,any,pct_ge80,any,grid,,18,61.111111111111114,7.425862372364707,0.41254790957581705,2.577619027139127,2.0278395067183546,3,18,61.111111111111114,7.425862372364707,0.41254790957581705,2.577619027139127,2.0278395067183546,3,0,0.0,0.0,0.0,,0.0,0,9.660653046039247
all,any,30_40,any,any,any,any,any,grid,,28,42.857142857142854,7.761573088327918,0.2771990388688542,1.6593704342775863,5.738270261182304,8,25,48.0,10.08461467153468,0.40338458686138723,2.0673643950638505,3.4152286779755414,5,3,0.0,-2.3230415832067632,-0.7743471944022544,0.0,2.0086889890478603,3,9.659284664713315
all,any,any,7_10,0_025,gt_neg001,any,any,grid,,11,45.45454545454545,5.3268936872299,0.4842630624754454,2.3540766557278983,2.8008053414929535,3,10,50.0,6.3294003198308495,0.6329400319830849,3.159128297155889,1.7982987088920037,2,1,0.0,-1.0025066326009493,-1.0025066326009493,0.0,0.0,1,9.542124587036435
all,any,any,7_10,any,gt0,any,any,grid,,11,45.45454545454545,5.325982224113119,0.4841802021921017,2.353531364751201,2.8017168046097343,3,10,50.0,6.3294003198308495,0.6329400319830849,3.159128297155889,1.7982987088920037,2,1,0.0,-1.003418095717731,-1.003418095717731,0.0,0.0,1,9.540071238902883
all,any,ge25,7_10,any,gt0,any,any,grid,,11,45.45454545454545,5.325982224113119,0.4841802021921017,2.353531364751201,2.8017168046097343,3,10,50.0,6.3294003198308495,0.6329400319830849,3.159128297155889,1.7982987088920037,2,1,0.0,-1.003418095717731,-1.003418095717731,0.0,0.0,1,9.540071238902883
all,any,ge25,7_10,any,gt_neg001,any,any,grid,,11,45.45454545454545,5.325982224113119,0.4841802021921017,2.353531364751201,2.8017168046097343,3,10,50.0,6.3294003198308495,0.6329400319830849,3.159128297155889,1.7982987088920037,2,1,0.0,-1.003418095717731,-1.003418095717731,0.0,0.0,1,9.540071238902883
all,any,any,any,any,gt0,any,gt16,grid,,35,48.57142857142857,7.583687089998552,0.21667677399995863,1.5595945553970603,3.8447183687373574,5,34,50.0,8.587105185716283,0.2525619172269495,1.6843028026067672,3.2074321068160057,5,1,0.0,-1.003418095717731,-1.003418095717731,0.0,0.0,1,9.457721841647933
all,rebreak,any,any,0_025,gt0,any,gt16,grid,,17,52.94117647058824,7.477978099327821,0.4398810646663424,2.434669701771235,3.688909056344805,4,17,52.94117647058824,7.477978099327821,0.4398810646663424,2.434669701771235,3.688909056344805,4,0,0.0,0.0,0.0,,0.0,0,9.374271313161806
gbp_aud,any,ge25,any,any,any,pct_ge80,any,grid,,16,43.75,6.147978793954838,0.3842486746221774,2.0105231635832346,3.6874269119607535,5,15,46.666666666666664,6.775326296746947,0.4516884197831298,2.2416734488200634,3.0600794091686456,4,1,0.0,-0.6273475027921075,-0.6273475027921075,0.0,0.0,1,9.342259948256808
gbp_aud,not_combo,ge25,any,any,any,pct_ge80,any,grid,,16,43.75,6.147978793954838,0.3842486746221774,2.0105231635832346,3.6874269119607535,5,15,46.666666666666664,6.775326296746947,0.4516884197831298,2.2416734488200634,3.0600794091686456,4,1,0.0,-0.6273475027921075,-0.6273475027921075,0.0,0.0,1,9.342259948256808
all,rebreak,ge25,any,any,gt0,any,any,grid,,21,42.857142857142854,6.927207655730971,0.3298670312252843,1.750136155633814,5.077314037945392,6,20,45.0,7.9306257514487015,0.39653128757243505,1.9634856138230106,4.0738959422276615,5,1,0.0,-1.003418095717731,-1.003418095717731,0.0,0.0,1,9.311216159902129
all,not_combo,any,any,any,neg008_neg005,any,any,grid,,20,65.0,6.395843561360316,0.3197921780680158,1.9596472689053825,3.4927963031942646,3,16,75.0,8.88516505179478,0.5553228157371738,3.20807820091429,1.008187552265965,1,4,25.0,-2.489321490434465,-0.6223303726086162,0.05737869375217892,2.6408500146717526,3,9.255892459966924
gbp_aud,any,ge25,any,any,gt0,any,any,grid,,13,46.15384615384615,6.600719916269253,0.5077476858668656,2.5330286166257605,2.192429159242125,4,13,46.15384615384615,6.600719916269253,0.5077476858668656,2.5330286166257605,2.192429159242125,4,0,0.0,0.0,0.0,,0.0,0,9.234001130380916
gbp_aud,any,ge25,any,0_025,gt_neg001,any,any,grid,,13,46.15384615384615,6.596289387002019,0.5074068759232323,2.5319996185407594,2.192429159242125,4,13,46.15384615384615,6.596289387002019,0.5074068759232323,2.5319996185407594,2.192429159242125,4,0,0.0,0.0,0.0,,0.0,0,9.226837553310515
all,not_combo,any,any,le0,any,pct_ge80,any,grid,,20,60.0,7.271970489352551,0.3635985244676275,2.388196898271736,2.18173138973051,3,20,60.0,7.271970489352551,0.3635985244676275,2.388196898271736,2.18173138973051,3,0,0.0,0.0,0.0,,0.0,0,9.041813732016324
all,not_combo,any,any,any,gt0,any,any,grid,,44,47.72727272727273,7.697250211269317,0.17493750480157538,1.394245344772537,4.717055824955931,5,43,48.837209302325576,8.700668306987048,0.20234112341830343,1.4697834801557066,4.07976956303458,5,1,0.0,-1.003418095717731,-1.003418095717731,0.0,0.0,1,9.022771915058545
all,any,any,ge7,any,any,any,any,grid,,19,52.63157894736842,6.128206719473951,0.3225371957617869,1.9944612825681083,3.6526949129733968,2,16,56.25,7.982602923555343,0.49891268272220896,2.9205507432977273,1.7982987088920037,2,3,33.33333333333333,-1.8543962040813926,-0.6181320680271308,0.07554048369716015,2.0059247283186803,2,9.004814998256315
all,any,ge25,any,any,gt_neg001,pct_ge80,any,grid,,16,50.0,7.046369869486106,0.4403981168428816,2.135352563043088,2.055409554527751,3,16,50.0,7.046369869486106,0.4403981168428816,2.135352563043088,2.055409554527751,3,0,0.0,0.0,0.0,,0.0,0,8.972631105838053
all,rebreak,ge25,any,le0,any,pct_ge80,any,grid,,10,60.0,4.769442926850342,0.4769442926850342,3.848320499599833,0.49771834954115446,2,10,60.0,4.769442926850342,0.4769442926850342,3.848320499599833,0.49771834954115446,2,0,0.0,0.0,0.0,,0.0,0,8.902941219967115
all,not_combo,30_40,any,any,any,any,any,grid,,25,44.0,6.905847345782393,0.2762338938312957,1.6500026015636733,5.601250656467931,7,22,50.0,9.228888928989155,0.4194949513176889,2.111740679473192,3.278209073261168,4,3,0.0,-2.3230415832067632,-0.7743471944022544,0.0,2.0086889890478603,3,8.816769285208958
gbp_aud,rebreak,any,any,any,any,any,gt16,grid,,19,42.10526315789473,5.857340187558747,0.30828106250309195,1.8186335700838612,2.2618334667824698,4,18,44.44444444444444,6.395070411620308,0.35528168953446154,1.966418261119704,2.2618334667824698,4,1,0.0,-0.5377302240615612,-0.5377302240615612,0.0,0.0,1,8.765012376801574
all,rebreak,30_40,any,0_025,any,any,any,grid,,13,46.15384615384615,5.665049666331344,0.4357730512562572,2.0106096537188556,5.6055764413935805,7,11,54.54545454545454,6.984673153820376,0.6349702867109432,2.6296663143390933,4.285952953904548,5,2,0.0,-1.3196234874890322,-0.6598117437445161,0.0,1.005270893330129,2,8.73340928805277
all,not_combo,any,any,any,neg008_neg005,pct_ge80,any,grid,,8,75.0,3.503486132778219,0.4379357665972774,3.146657745439862,0.6273475027921074,1,7,85.71428571428571,4.130833635570326,0.5901190907957609,5.111435728305888,0.0,1,1,0.0,-0.6273475027921075,-0.6273475027921075,0.0,0.0,1,8.714353210646047
all,any,30_40,any,0_025,any,any,any,grid,,20,45.0,6.490966718520694,0.3245483359260347,1.7371086362681856,5.742596046107954,8,18,50.0,7.810590206009726,0.43392167811165144,2.0433094144077835,4.4229725586189215,6,2,0.0,-1.3196234874890322,-0.6598117437445161,0.0,1.005270893330129,2,8.702297825197462
gbp_aud,not_combo,ge25,any,0_025,any,any,any,grid,,17,41.17647058823529,5.866548203980598,0.3450910708223881,1.834813098318635,3.714173753883414,5,16,43.75,6.4938957067727054,0.4058684816732941,2.0146661786735223,3.0868262510913063,4,1,0.0,-0.6273475027921075,-0.6273475027921075,0.0,0.0,1,8.68398190563449
gbp_aud,rebreak,ge25,any,any,any,pct_ge80,any,grid,,15,46.666666666666664,6.775326296746947,0.4516884197831298,2.2416734488200634,3.0600794091686456,4,15,46.666666666666664,6.775326296746947,0.4516884197831298,2.2416734488200634,3.0600794091686456,4,0,0.0,0.0,0.0,,0.0,0,8.663425962648931
all,rebreak,any,7_10,0_025,gt_neg001,any,any,grid,,9,44.44444444444444,4.329088224443197,0.48100980271591076,2.4779091916604994,2.8008053414929535,3,8,50.0,5.331594857044147,0.6664493571305183,3.7672287015246146,1.7982987088920037,2,1,0.0,-1.0025066326009493,-1.0025066326009493,0.0,0.0,1,8.65188536138466
all,rebreak,any,7_10,any,gt0,any,any,grid,,9,44.44444444444444,4.328176761326416,0.48090852903626846,2.4771383934754923,2.8017168046097343,3,8,50.0,5.331594857044147,0.6664493571305183,3.7672287015246146,1.7982987088920037,2,1,0.0,-1.003418095717731,-1.003418095717731,0.0,0.0,1,8.649514439061305
