year,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak
2015,1,0.0,-0.2223437927847249,-0.2223437927847249,0.0,0.0,1
2016,4,75.0,4.543351912549036,1.135837978137259,164.41106905533533,0.027803207817032938,1
2017,1,100.0,1.9561666658451455,1.9561666658451455,inf,0.0,0
2018,3,66.66666666666666,3.2086858124193673,1.0695619374731224,32.89892121763684,0.0,1
2022,1,0.0,-0.7948152687659745,-0.7948152687659745,0.0,0.0,1
2024,1,0.0,-1.0034834401260293,-1.0034834401260293,0.0,0.0,1
