symbol,timeframe,strategy,family,signal_time,direction,trigger_type,v_start_i,v_extreme_i,candidate_i,v_start,v_extreme,v_move_atr,v_move_bars,v_drop_speed_atr_per_bar,candidate_recovery_bars,candidate_recovery_to_drop_bars,signal_recovery_bars,signal_fib_ratio,candidate_fib_min,candidate_fib_max,trigger_level,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,period,open,high,low,close,atr,body_ratio,ema20,ema50,ema200,ema20_slope_10_atr,rsi14,adx14,bb_width_atr,bb_pos,donchian20_high_prev,donchian55_high_prev,donchian20_break,donchian55_break,atr50,atr_ratio_50,atr_pctile_252,close_location,range5_atr,macd,macd_signal,macd_hist,macd_hist_slope3,stoch_k14,stoch_d3,cci20,roc10,williams_r14,chop14,aroon_up25,aroon_down25,ichi_tenkan,ichi_kijun,ichi_cloud_top,ichi_cloud_bottom,kc_mid,kc_pos,bb_kc_width_ratio,month,year
AUDJPY,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2015-07-07 08:00:00,short,rebreak,2389,2404,2414,92.668,94.986,4.619616225727185,15,0.307974415048479,10,0.6666666666666666,25,1.7648835202761053,0.618,0.8,90.895,2015-07-07 12:00:00,90.895,95.11144332076174,82.46211335847651,2015-08-17 12:00:00,91.82,max_hold,180,4.216443320761741,-0.2193792088809312,-0.2223437927847249,Research_2015_2024,91.29,91.387,90.834,90.895,0.5017732830469301,0.7142857142857363,92.2876619778496,93.34222446328644,94.5807474313131,-2.322364215213032,23.911378582918303,45.52997560674513,7.497562117174925,0.0995562406267962,94.402,95.99,False,False,0.4302163784805902,1.1663277089055972,98.015873015873,0.11030741410487,2.885765442128102,-0.7209107434602942,-0.6504439288560347,-0.0704668146042594,-0.0173310066810411,2.6872246696032134,12.71278509184588,-86.1544198753671,-1.4207472479800476,-97.3127753303968,47.14919297478129,4.0,100.0,91.625,92.91,93.3205,92.2675,92.2876619778496,-0.1938701326388405,1.8743905292937313,2015-07,2015
GBPJPY,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2016-06-02 00:00:00,short,rebreak,5367,5377,5380,160.13,163.86,4.100123318188916,10,0.4100123318188916,3,0.3,12,1.8096514745308223,0.618,0.8,157.11,2016-06-02 04:00:00,157.1,164.0874321837744,143.15513563245122,2016-06-24 00:00:00,143.15513563245122,TP,98,6.987432183774416,1.9957065772931977,1.992844295488671,Research_2015_2024,157.72,157.78,156.96,157.11,0.9097287350975612,0.7439024390243784,159.7783562759915,160.18046472660777,158.90925407642112,-2.409083088371212,26.968357180731076,28.019504915874155,9.460354442074747,0.0831569269019438,163.86,163.86,False,False,0.7401885259934966,1.2290500367815136,91.26984126984128,0.1829268292683011,3.011886834272787,-1.000819807549675,-0.4679700214702716,-0.5328497860794034,0.0369017214502972,2.1739130434783416,5.222388805597251,-141.61281258780582,-3.316923076923073,-97.82608695652166,31.225100577375756,52.0,100.0,158.97500000000002,160.41000000000005,160.41000000000005,159.69250000000002,159.7783562759915,-0.2332834978839448,2.365088610518687,2016-06,2016
CHFJPY,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2016-06-02 12:00:00,short,rebreak,3859,3872,3876,110.463,112.334,4.561302715924499,13,0.3508694396864999,4,0.3076923076923077,12,1.3548904329235618,0.618,0.8,109.799,2016-06-02 16:00:00,109.8,112.43654745828796,104.5239050834241,2016-06-24 00:00:00,104.5239050834241,TP,95,2.636547458287964,2.001137851697128,1.9935521737161987,Research_2015_2024,110.321,110.327,109.636,109.799,0.410189833151819,0.7554269175108386,110.86062439227491,111.06110090183353,111.84700487436452,-1.5900291995720937,30.746964134943497,32.30108500148627,7.08233329033751,0.0191561509304422,112.334,112.334,False,False,0.3287302227006449,1.247800794773149,59.12698412698413,0.2358900144717949,3.12050640106004,-0.2904484391782915,-0.1255478857913525,-0.164900553386939,-0.0135987560620331,6.04151223128282,4.8307388188782,-128.23762895817637,-1.4274299975760574,-93.95848776871718,33.63188751266907,52.0,100.0,110.5045,110.985,110.985,110.74475,110.86062439227491,-0.1470323655498683,1.7705833225843777,2016-06,2016
USDJPY,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2016-08-02 04:00:00,short,rebreak,4119,4124,4129,103.994,106.545,4.157697333267583,5,0.8315394666535166,5,1.0,26,1.9145433163465295,0.618,0.8,101.661,2016-08-02 08:00:00,101.663,106.69839019386936,91.58621961226127,2016-09-12 08:00:00,101.793,max_hold,180,5.035390193869361,-0.0258172644015325,-0.0278032078170331,Research_2015_2024,102.469,102.583,101.623,101.661,0.6135607754774062,0.8416666666666646,102.98706246698868,104.00918481391076,104.65438599823248,-2.102024063874341,28.302312494188953,27.741969578587945,7.630941209045346,0.1942896466478054,105.618,107.492,False,False,0.5896198996845466,1.0406039141583725,79.76190476190477,0.0395833333333301,1.967205284693823,-0.7802067904504497,-0.764278659471818,-0.0159281309786317,0.0508009410308939,1.619088197699054,8.155347921814966,-61.55335527822368,-0.3684937816674338,-98.38091180230094,42.50669672343022,12.0,100.0,102.2265,103.879,104.5575,103.05275,102.98706246698868,-0.0403142280228407,1.9077353022613368,2016-08,2016
XAUUSD,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2016-08-08 04:00:00,short,rebreak,4107,4123,4141,1328.462,1367.198,6.358535312422486,16,0.3974084570264053,18,1.125,23,0.9373451053283792,0.618,0.8,1330.889,2016-08-08 08:00:00,1330.89,1368.7209922496586,1255.2250155006825,2016-09-16 12:00:00,1308.418,max_hold,180,37.83099224965849,0.5940103249658504,0.584758651161199,Research_2015_2024,1336.959,1338.249,1330.799,1330.889,6.091968998634434,0.8147651006711579,1347.677157805465,1346.6413318806017,1328.976802929809,-1.4225652291409987,32.25713402312823,26.201229357415567,7.8504017484282,0.0534978341797787,1366.45,1367.198,False,False,6.2521062080852525,0.9743866780056092,16.26984126984127,0.0120805369127406,1.536613203727473,-4.443795977591435,-0.7393355161523745,-3.704460461439061,-0.1321142940065649,0.2635509092503963,7.756729337181862,-154.653316676881,-2.1713738827972784,-99.7364490907496,36.32398094250034,8.0,100.0,1347.724,1348.9985,1348.36125,1341.48,1347.677157805465,-0.188946291799425,1.96260043710705,2016-08,2016
SILVER,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2017-06-13 00:00:00,short,rebreak,5448,5467,5485,17.0,17.738,7.713166898649022,19,0.4059561525604748,18,0.9473684210526316,28,1.1409214092140911,0.618,0.8,16.896,2017-06-13 04:00:00,16.895,17.761920135843592,15.164159728312818,2017-07-06 20:00:00,15.164159728312818,TP,109,0.8669201358435927,1.9965394736193496,1.9561666658451455,Research_2015_2024,16.941,16.948,16.876,16.896,0.0956805433743773,0.6249999999999815,17.19248002709961,17.30676119572442,17.239460091258508,-2.8116495103748407,16.93723511382926,44.95359595705997,9.414130676303806,0.1069382862944738,17.683,17.738,False,False,0.1086589691204503,0.8805581734197556,6.746031746031746,0.277777777777775,3.135433698637786,-0.1486131783165021,-0.1094403997543313,-0.0391727785621708,0.003327800969839,3.584229390680928,5.665363137913466,-99.93457115712064,-1.8815331010452852,-96.41577060931908,31.133295063842414,12.0,100.0,17.053,17.301000000000002,17.307000000000002,17.177,17.19248002709961,-0.2746612232842985,2.3535326690759515,2017-06,2017
AUDJPY,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2018-06-18 12:00:00,short,rebreak,7136,7148,7160,82.586,84.157,5.655901421050947,12,0.4713251184209122,12,1.0,27,1.4201145767027354,0.618,0.8,81.926,2018-06-18 16:00:00,81.925,84.2264407435282,77.3251185129436,2018-07-27 20:00:00,82.144,max_hold,180,2.301440743528204,-0.0951577834953387,-0.1005891638318255,Research_2015_2024,82.21,82.259,81.919,81.926,0.2777629741128132,0.8352941176470263,82.6371804145744,83.03566657196465,82.99901084350518,-2.3453518533149413,24.852274413760156,26.453289999302743,7.901296153078313,0.1313370386171786,83.988,84.535,False,False,0.2982364661284327,0.9313514799803096,55.95238095238096,0.0205882352941321,1.78569516539868,-0.3797851732983019,-0.3237696701266576,-0.0560155031716443,0.0191885855574749,0.4820936639121908,7.251833967870674,-77.58549062105823,-0.8231847565552064,-99.5179063360878,37.76783446040427,28.0,100.0,82.3355,82.95949999999999,83.227,82.6475,82.6371804145744,-0.1400964859030858,1.9753240382695785,2018-06,2018
XAUUSD,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2018-06-19 08:00:00,short,rebreak,7097,7104,7109,1291.409,1309.271,3.825394808831327,7,0.5464849726901896,5,0.7142857142857143,18,2.055872802597709,0.618,0.8,1272.549,2018-06-19 12:00:00,1272.549,1310.4383304908793,1196.7703390182414,2018-07-30 12:00:00,1223.522,max_hold,180,37.889330490879274,1.2939526606784946,1.2847152316855386,Research_2015_2024,1281.958,1282.532,1272.129,1272.549,4.669321963516953,0.9044506392386896,1284.9283522954463,1290.8827895086622,1300.6121348290071,-2.0299079377103206,27.652781906018102,33.64747973224872,9.511317617456823,0.1679107484212231,1309.271,1309.271,False,False,3.681891201366194,1.2681857524155968,87.6984126984127,0.0403729693357754,2.548335731177067,-5.130542240554405,-4.502811560454593,-0.6277306800998117,0.4915592573255383,1.4478265365923422,18.908582619218063,-82.58907944608934,-0.5477672758874563,-98.55217346340766,36.61608523936315,28.0,100.0,1278.0785,1290.6999999999998,1290.6999999999998,1284.38925,1284.9283522954463,-0.1628024578392094,2.3778294043642063,2018-06,2018
EURJPY,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2018-08-03 04:00:00,short,rebreak,7260,7272,7282,129.11,131.1,6.717598623550817,12,0.5597998852959014,10,0.8333333333333334,16,0.9447236180904592,0.618,0.8,129.22,2018-08-03 08:00:00,129.24,131.17405920298003,125.31188159403992,2018-08-13 00:00:00,125.31188159403992,TP,34,1.9340592029800232,2.031022835240815,2.024559744565654,Research_2015_2024,129.41,129.51,129.21,129.22,0.2962368119201647,0.6333333333333617,129.82975919051984,130.01644319550027,129.87393073003352,-1.6203601712560012,33.57983885745408,28.40987771514388,8.30336976840306,0.1302490489963725,131.1,131.1,False,False,0.288306946835055,1.0275049393438531,28.174603174603178,0.0333333333333049,1.2827575261051782,-0.1989034993898997,-0.0675094376609275,-0.1313940617289721,0.0151395281556015,0.5347593582882824,4.807882749058454,-83.1574170070465,-0.8440761203192149,-99.46524064171172,31.552046349611334,36.0,100.0,129.75,130.155,130.10500000000002,129.9525,129.82975919051984,-0.0145876254941626,2.075842442100765,2018-08,2018
AUDJPY,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2022-04-26 12:00:00,short,rebreak,13323,13334,13347,93.076,95.741,4.250316958293143,11,0.3863924507539221,13,1.181818181818182,28,1.7868667917448364,0.618,0.8,90.979,2022-04-26 16:00:00,90.979,95.89775301548984,81.14149396902035,2022-06-06 16:00:00,94.876,max_hold,180,4.918753015489827,-0.7922739742629522,-0.7948152687659745,Research_2015_2024,91.848,91.897,90.901,90.979,0.62701206195931,0.8724899598393491,92.6069081666987,93.23392689136368,91.30109403702832,-2.3018565866025944,28.88575418070252,40.126856935370505,7.49089357542077,0.1076864313842978,95.529,95.741,False,False,0.4224029699933486,1.48439311865914,94.84126984126983,0.0783132530120504,2.6841588896087702,-0.7295246001744289,-0.5963680514871487,-0.1331565486872802,0.040633591474863,2.6440677966102673,17.349816869417264,-79.167767489931,-2.179429284132206,-97.35593220338971,45.23659746465529,12.0,100.0,91.7425,93.2425,93.321,92.4925,92.6069081666987,-0.1490737042648544,1.8727233938551928,2022-04,2022
