symbol,timeframe,entry_mode,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,avg_hold_bars
USDJPY,M5,B_confirmed,8,62.5,3.383954744687997,0.42299434308599965,2.0326392196939094,1.1463149270728799,2,1.5101600271332818,16.625
USDJPY,H1,A_early,1,0.0,-1.0076936905537877,-1.0076936905537877,0.0,0.0,1,1.1205860291601941,5.0
USDJPY,M15,A_early,1,0.0,-1.0279104038871152,-1.0279104038871152,0.0,0.0,1,1.188983205592153,7.0
USDJPY,M5,A_early,3,33.33333333333333,-1.1818225750189293,-0.3939408583396431,0.4469225148877575,1.0528763228882825,2,1.0283592722755903,5.333333333333333
USDJPY,H1,B_confirmed,2,0.0,-2.033090847875934,-1.016545423937967,0.0,1.0253971573221463,2,1.1101414706050545,11.0
USDJPY,M30,B_confirmed,2,0.0,-2.0669916557291876,-1.0334958278645938,0.0,1.0376410087760528,2,1.016675340132796,6.0
USDJPY,M15,B_confirmed,5,20.0,-3.2739681340759796,-0.6547936268151959,0.22832586663789278,3.1800356926268174,4,1.1285452645907879,8.8
