symbol,timeframe,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,avg_hold_bars
USDJPY,M5,11,54.54545454545454,2.202132169669068,0.2001938336062789,1.4067621410440196,2.1764194330638666,3,1.3787598212630021,13.545454545454545
USDJPY,M30,2,0.0,-2.0669916557291876,-1.0334958278645938,0.0,1.0376410087760528,2,1.016675340132796,6.0
USDJPY,H1,3,0.0,-3.0407845384297216,-1.0135948461432405,0.0,2.033090847875934,3,1.1136229901234345,9.0
USDJPY,M15,6,16.666666666666664,-4.301878537963095,-0.7169797563271825,0.1837960480705088,4.207946096513933,5,1.138618254757682,8.5
