structure,filter,target_model,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,median_planned_rr,avg_hold_bars,tp_rate
classic_6pivot,strict_synapse,fixed_1_5R,5,80.0,3.729647493246908,0.7459294986493816,4.492049729454994,1.0680396277830202,1,1.5000000000000018,1.5,30.2,60.0
classic_6pivot,diag_break,fixed_1_5R,13,53.84615384615385,3.2172628421003733,0.2474817570846441,1.60543364833155,3.0622703561529123,3,1.499999999999999,1.5,30.0,38.46153846153847
classic_6pivot,context,fixed_1_5R,7,57.14285714285714,3.1043281799026055,0.4434754542718008,2.4564290362173544,2.042083860503778,2,1.5000000000000002,1.5,35.285714285714285,42.857142857142854
classic_6pivot,basic_role,fixed_2R,23,43.47826086956522,2.896848845851145,0.125949949819615,1.2426475762765699,3.3386384615224385,4,2.0,2.0,27.26086956521739,26.08695652173913
classic_6pivot,basic_role,fixed_1_5R,25,48.0,2.8397491311980976,0.1135899652479239,1.2378647560108564,3.3386384615224385,4,1.4999999999999998,1.5,27.0,32.0
classic_6pivot,observe_loose,fixed_2R,34,47.05882352941176,2.783473060480034,0.081866854720001,1.1551360309473884,6.322103049308669,6,2.0,2.0,29.147058823529413,23.52941176470588
classic_6pivot,strict_synapse,fixed_2R,5,60.0,2.2296474932469104,0.4459294986493821,2.057782722734229,1.0680396277830202,1,2.0,2.0,42.0,40.0
role_ab_5pivot,strict_synapse,fixed_1_5R,7,57.14285714285714,1.897919580705376,0.27113136867219656,1.8488919343283992,1.1822497993031749,2,1.5,1.5,37.57142857142857,28.57142857142857
ihs_5pivot,strict_synapse,fixed_1_5R,3,66.66666666666666,1.8565817044455617,0.6188605681485205,2.737700415071128,1.068412994750633,1,1.5000000000000024,1.5000000000000018,26.0,66.66666666666666
role_ab_5pivot,strict_synapse,fixed_2R,7,57.14285714285714,0.9499459106103167,0.13570655865861667,1.4248870340784616,1.9239398658119529,2,2.0,2.0,41.857142857142854,14.285714285714285
ihs_5pivot,observe_loose,half_wave,6,66.66666666666666,0.4509415857226995,0.07515693095378324,1.213464396027138,1.0014497902889516,1,0.765407751392194,0.7401024427189229,17.333333333333332,50.0
ihs_5pivot,strict_synapse,fixed_2R,3,33.33333333333333,-0.14341829555444452,-0.047806098518148175,0.9324405471738553,1.0684129947506327,2,2.0,2.0,32.0,33.33333333333333
role_ab_5pivot,observe_loose,half_wave,2,50.0,-0.3566709323534073,-0.17833546617670365,0.6614482605261536,0.0,1,0.6287791874492645,0.6287791874492645,9.5,50.0
classic_6pivot,observe_loose,half_wave,1,0.0,-1.0364380923575884,-1.0364380923575884,0.0,0.0,1,0.9388274495931185,0.9388274495931185,5.0,0.0
ihs_5pivot,context,fixed_2R,48,37.5,-2.037439969642918,-0.042446666034227455,0.9274907264968884,5.023257606528923,5,1.9999999999999998,2.0,29.604166666666668,25.0
ihs_5pivot,diag_break,fixed_2R,77,37.66233766233766,-5.206653389843279,-0.06761887519276985,0.8857560930921331,11.970917604610099,5,2.0,2.0,30.454545454545453,19.480519480519483
ihs_5pivot,observe_loose,fixed_2R,176,37.5,-6.384422684187605,-0.03627512888742957,0.9348648609571781,16.203699697576205,10,2.0,2.0,33.69886363636363,17.613636363636363
ihs_5pivot,context,fixed_1_5R,49,38.775510204081634,-6.561493196064058,-0.13390802440947058,0.7662340729471979,6.510183002622123,5,1.4999999999999998,1.5,28.46938775510204,26.53061224489796
ihs_5pivot,basic_role,fixed_2R,133,38.34586466165413,-7.01647505981072,-0.05275545157752421,0.908628220043365,14.707313913173945,8,2.0,2.0,32.97744360902256,17.293233082706767
ihs_5pivot,basic_role,fixed_1_5R,132,39.39393939393939,-10.273975477244987,-0.07783314755488627,0.8622955495550163,14.495113339754836,8,1.4999999999999998,1.5,29.333333333333332,29.545454545454547
ihs_5pivot,diag_break,fixed_1_5R,78,37.17948717948718,-13.0338858003182,-0.1671011000040795,0.7202965315454413,15.053046679322733,6,1.4999999999999993,1.5,28.53846153846154,25.64102564102564
ihs_5pivot,observe_loose,fixed_1_5R,178,38.20224719101123,-13.532021030201635,-0.07602259005731256,0.8632179786579156,15.868526567030136,9,1.5,1.5,30.297752808988765,28.651685393258425
