structure,filter,target_model,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,median_planned_rr,avg_hold_bars,tp_rate
role_ab_5pivot,basic_role,fixed_2R,57,50.877192982456144,12.05604895049153,0.2115096307103777,1.4338225114332623,6.569536379041963,6,2.0,2.0,33.19298245614035,26.31578947368421
role_ab_5pivot,observe_loose,fixed_2R,59,44.06779661016949,11.188255477792165,0.18963144877613838,1.4014457052053721,5.772644271722416,5,2.0,2.0,34.69491525423729,27.11864406779661
role_ab_5pivot,diag_break,fixed_2R,38,55.26315789473685,9.939102607045198,0.2615553317643473,1.6374929979751003,5.018109772474895,5,2.0,2.0,36.3421052631579,21.052631578947366
role_ab_5pivot,basic_role,fixed_1_5R,59,52.54237288135594,8.727964598258428,0.14793160336031233,1.314065373926895,6.866404790576992,6,1.5000000000000002,1.5,31.0,35.59322033898305
classic_6pivot,observe_loose,fixed_1_5R,38,55.26315789473685,7.4937858261765475,0.19720489016254072,1.4426850758603125,6.733844082505587,6,1.5000000000000002,1.5,27.342105263157894,34.21052631578947
role_ab_5pivot,diag_break,fixed_1_5R,39,53.84615384615385,6.721245665219313,0.17233963244152084,1.4027534628623126,5.018109772474895,5,1.5000000000000004,1.5,31.974358974358974,33.33333333333333
role_ab_5pivot,observe_loose,fixed_1_5R,61,45.90163934426229,6.6822830738973416,0.1095456241622515,1.2313019200468784,6.821505476103966,6,1.5,1.5,31.40983606557377,34.42622950819672
role_ab_5pivot,context,fixed_2R,18,61.111111111111114,5.903059241048659,0.3279477356138144,1.926438715087157,2.054951989038328,2,2.0,2.0,37.611111111111114,22.22222222222222
role_ab_5pivot,context,fixed_1_5R,18,61.111111111111114,5.853520142335335,0.32519556346307416,1.918663943213041,2.0549519890383294,2,1.5000000000000007,1.5,32.888888888888886,33.33333333333333
classic_6pivot,context,fixed_2R,7,57.14285714285714,4.604328179902608,0.6577611685575154,3.1601702090963686,2.042083860503778,2,2.0,2.0,38.285714285714285,42.857142857142854
classic_6pivot,diag_break,fixed_2R,13,53.84615384615385,4.572522033914478,0.3517324641472675,1.860470167635397,3.0622703561529123,3,2.0,2.0,35.61538461538461,30.76923076923077
