symbol,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,median_planned_rr,avg_hold_bars,tp_rate
XAGUSD,1419,43.26990838618745,44.115567696012775,0.031089194993666507,1.0593963141550853,23.90099047577903,10,1.741218345548164,1.5000000000000049,31.338266384778013,26.286116983791402
