trades,win_rate,total_r,pf,max_dd_r,shelf_bars,drop_win,shelf_atr,move_atr,rr
140,42.142857142857146,5.159437721711546,1.0627289391167265,18.116582195096484,4,6,2.0,2.0,1.5
139,33.093525179856115,-4.440202831891012,0.9529934645388118,16.61658219509652,4,6,2.0,2.0,2.0
93,43.01075268817204,5.422742869337488,1.1008301047530813,12.938759876349666,4,6,2.0,2.5,1.5
92,33.69565217391305,-1.6768976842650578,0.9729350987389515,11.269120467028419,4,6,2.0,2.5,2.0
50,34.0,-8.352252980490945,0.7503530733482773,13.768160670220379,4,6,2.0,3.0,1.5
50,28.000000000000004,-9.970862812417801,0.7272870270845323,13.557673068418321,4,6,2.0,3.0,2.0
25,28.000000000000004,-7.972647237831948,0.5631784116312445,14.694461446411784,4,6,2.0,3.5,1.5
25,24.0,-7.472647237831973,0.6135778062259906,14.194461446411784,4,6,2.0,3.5,2.0
142,42.25352112676056,5.643088605620946,1.0677783626670188,19.124827371710456,4,6,2.5,2.0,1.5
141,33.33333333333333,-3.4565519479816107,0.963793421351274,17.624827371710495,4,6,2.5,2.0,2.0
93,43.01075268817204,5.422742869337488,1.1008301047530813,12.938759876349666,4,6,2.5,2.5,1.5
92,33.69565217391305,-1.6768976842650578,0.9729350987389515,11.269120467028419,4,6,2.5,2.5,2.0
50,34.0,-8.352252980490945,0.7503530733482773,13.768160670220379,4,6,2.5,3.0,1.5
50,28.000000000000004,-9.970862812417801,0.7272870270845323,13.557673068418321,4,6,2.5,3.0,2.0
25,28.000000000000004,-7.972647237831948,0.5631784116312445,14.694461446411784,4,6,2.5,3.5,1.5
25,24.0,-7.472647237831973,0.6135778062259906,14.194461446411784,4,6,2.5,3.5,2.0
143,41.95804195804196,4.628834001976713,1.0549271631385582,19.12482737171046,4,6,3.0,2.0,1.5
142,33.098591549295776,-4.470806551625849,0.9536616424836857,17.624827371710495,4,6,3.0,2.0,2.0
93,43.01075268817204,5.422742869337488,1.1008301047530813,12.938759876349666,4,6,3.0,2.5,1.5
92,33.69565217391305,-1.6768976842650578,0.9729350987389515,11.269120467028419,4,6,3.0,2.5,2.0
50,34.0,-8.352252980490945,0.7503530733482773,13.768160670220379,4,6,3.0,3.0,1.5
50,28.000000000000004,-9.970862812417801,0.7272870270845323,13.557673068418321,4,6,3.0,3.0,2.0
25,28.000000000000004,-7.972647237831948,0.5631784116312445,14.694461446411784,4,6,3.0,3.5,1.5
25,24.0,-7.472647237831973,0.6135778062259906,14.194461446411784,4,6,3.0,3.5,2.0
220,40.45454545454545,-2.939396624782634,0.977975935991066,20.846705688362164,4,9,2.0,2.0,1.5
211,35.07109004739337,4.050339681220862,1.029013678610272,18.475998138639692,4,9,2.0,2.0,2.0
169,40.828402366863905,0.3199936567334358,1.0031400064890041,21.228158221659065,4,9,2.0,2.5,1.5
167,32.93413173652694,-6.261494396916179,0.9451270537412887,18.673510960848716,4,9,2.0,2.5,2.0
129,36.434108527131784,-14.038844120764004,0.8320669675538417,24.572764087173425,4,9,2.0,3.0,1.5
128,28.90625,-20.653810605815615,0.777396266792124,29.4195937695832,4,9,2.0,3.0,2.0
74,29.72972972972973,-20.474039014914087,0.6134940006193496,25.974453680784908,4,9,2.0,3.5,1.5
74,24.324324324324326,-21.47403901491413,0.6239798977637416,24.974453680784954,4,9,2.0,3.5,2.0
226,40.707964601769916,-1.5274159098965452,0.9888091052978024,21.85495086497614,4,9,2.5,2.0,1.5
