trades,win_rate,total_r,pf,max_dd_r,shelf_bars,drop_win,shelf_atr,move_atr,rr
96,34.375,-14.617324712305686,0.7705565021605795,20.394803126870507,4,6,2.0,2.0,1.5
93,27.956989247311824,-16.61215711222476,0.7547965213667835,22.38127778303822,4,6,2.0,2.0,2.0
56,30.357142857142854,-14.204103469832846,0.6398892172576516,21.227409177309017,4,6,2.0,2.5,1.5
56,26.785714285714285,-12.223311696059517,0.7051713330544339,20.26244905392284,4,6,2.0,2.5,2.0
23,34.78260869565217,-3.241990432939807,0.7860754259459829,7.188501101426483,4,6,2.0,3.0,1.5
23,26.08695652173913,-5.761198659166475,0.664464442583039,10.196163214017425,4,6,2.0,3.0,2.0
11,27.27272727272727,-3.6271889535318023,0.5515502867873433,5.57336103632128,4,6,2.0,3.5,1.5
11,18.181818181818183,-5.127188953531807,0.43657968882884024,5.073361036321284,4,6,2.0,3.5,2.0
8,37.5,-0.5771062594848944,0.8854539260340417,3.54770506854941,4,6,2.0,4.0,1.5
8,25.0,-2.077106259484899,0.6566784169734357,3.0477050685494147,4,6,2.0,4.0,2.0
113,36.283185840707965,-11.854820566212789,0.8372755195491938,17.92997598502879,4,6,2.5,2.0,1.5
110,30.909090909090907,-11.178233816112757,0.8546257931338128,20.225984803551526,4,6,2.5,2.0,2.0
65,32.30769230769231,-13.308068278214535,0.7010756033205298,20.74198090757187,4,6,2.5,2.5,1.5
65,29.230769230769234,-10.65585735442211,0.7710149958858404,19.277020784185694,4,6,2.5,2.5,2.0
28,39.285714285714285,-0.8028183890190514,0.953308174124032,7.102288435518346,4,6,2.5,3.0,1.5
28,32.142857142857146,-3.150607465226626,0.8359853946049746,8.109950548109289,4,6,2.5,3.0,2.0
12,25.0,-4.647179904776728,0.48978488537674464,5.5733610363212795,4,6,2.5,3.5,1.5
12,16.666666666666664,-6.147179904776732,0.3925774435274402,5.127188953531807,4,6,2.5,3.5,2.0
9,33.33333333333333,-1.5970972107298198,0.736373994300614,3.5477050685494103,4,6,2.5,4.0,1.5
9,22.22222222222222,-3.0970972107298236,0.5619395269118237,3.0477050685494147,4,6,2.5,4.0,2.0
118,34.74576271186441,-16.88244768091093,0.7832241108829824,18.934743552501942,4,6,3.0,2.0,1.5
115,29.565217391304348,-16.205860930810903,0.8021756470862985,20.225984803551526,4,6,3.0,2.0,2.0
68,30.88235294117647,-16.324088078445012,0.6565942871643223,21.746748475045024,4,6,3.0,2.5,1.5
68,27.941176470588236,-13.671877154652591,0.7240858253673289,20.281788351658847,4,6,3.0,2.5,2.0
30,36.666666666666664,-2.8127362426987617,0.8535330666468238,8.107056002991499,4,6,3.0,3.0,1.5
30,30.0,-5.160525318906336,0.7567995755018867,9.242847632094838,4,6,3.0,3.0,2.0
13,23.076923076923077,-5.654664189647062,0.4410045091952295,6.580845321191614,4,6,3.0,3.5,1.5
13,15.384615384615385,-7.154664189647066,0.3570337508756087,6.134673238402141,4,6,3.0,3.5,2.0
9,33.33333333333333,-1.5970972107298198,0.736373994300614,3.5477050685494103,4,6,3.0,4.0,1.5
9,22.22222222222222,-3.0970972107298236,0.5619395269118237,3.0477050685494147,4,6,3.0,4.0,2.0
119,34.45378151260504,-17.888097593456077,0.7732393803656993,19.940393465047087,4,6,3.5,2.0,1.5
116,29.310344827586203,-17.211510843356056,0.7924476142354943,21.231634716096675,4,6,3.5,2.0,2.0
69,30.434782608695656,-17.329737990990164,0.6429914160977037,22.75239838759017,4,6,3.5,2.5,1.5
69,27.536231884057973,-14.67752706719774,0.7096826947166344,21.287438264203995,4,6,3.5,2.5,2.0
31,35.483870967741936,-3.8183861552439087,0.8110603007430849,9.112705915536646,4,6,3.5,3.0,1.5
31,29.03225806451613,-6.166175231451486,0.7225552740837695,10.248497544639989,4,6,3.5,3.0,2.0
14,21.428571428571427,-6.66031410219221,0.40112681813001755,7.586495233736761,4,6,3.5,3.5,1.5
14,14.285714285714285,-8.160314102192213,0.32744140858192056,7.140323150947288,4,6,3.5,3.5,2.0
9,33.33333333333333,-1.5970972107298198,0.736373994300614,3.5477050685494103,4,6,3.5,4.0,1.5
9,22.22222222222222,-3.0970972107298236,0.5619395269118237,3.0477050685494147,4,6,3.5,4.0,2.0
169,42.01183431952663,6.221616694321031,1.0627663526241298,18.152081148651753,4,9,2.0,2.0,1.5
160,37.5,16.79047397128202,1.1659922674419931,18.157187965397434,4,9,2.0,2.0,2.0
