trades,win_rate,total_r,pf,max_dd_r,decline_bars,drop_atr_cap,spike_atr,use_down_d1,rr
19,47.368421052631575,7.685622839869229,1.7559999538204338,4.074917361074036,36,3.0,2.2,False,2.0
2,0.0,-2.0115631603604642,0.0,1.0074740799574178,36,3.0,2.5,True,1.5
2,0.0,-2.0115631603604642,0.0,1.0074740799574178,36,3.0,2.5,True,2.0
9,22.22222222222222,-4.145097393071943,0.4181901085488898,4.596678528684832,36,3.0,2.5,False,1.5
9,22.22222222222222,-3.1450973930719424,0.5585510786972726,4.096678528684832,36,3.0,2.5,False,2.0
3,33.33333333333333,-0.5369588708700017,0.7352603596054621,1.0048484513934666,36,3.0,3.0,False,1.5
3,33.33333333333333,-0.036958870870001714,0.9817779746004397,1.0048484513934666,36,3.0,3.0,False,2.0
36,30.555555555555557,-8.986108527376913,0.6449565033403372,14.325830026732486,36,3.5,1.5,True,1.5
36,27.77777777777778,-6.486108527376926,0.7535579736640746,14.325830026732492,36,3.5,1.5,True,2.0
73,39.726027397260275,-1.7471191125145447,0.9609326377995897,7.338835237671217,36,3.5,1.5,False,1.5
73,35.61643835616438,3.7528808874854604,1.0785726608556798,7.426407835993719,36,3.5,1.5,False,2.0
22,36.36363636363637,-2.2304379737106954,0.842366938410015,6.052357975090311,36,3.5,1.8,True,1.5
22,31.818181818181817,-1.2304379737107016,0.9188294757012758,6.168326844746944,36,3.5,1.8,True,2.0
41,46.34146341463415,5.875781946522226,1.263296575999547,6.100771765828492,36,3.5,1.8,False,1.5
41,43.90243902439025,12.37578194652223,1.5305725561265537,6.100771765828492,36,3.5,1.8,False,2.0
8,50.0,1.9344337044603612,1.4793184164165991,2.024237756537853,36,3.5,2.2,True,1.5
8,50.0,3.934433704460364,1.9748829997997377,2.024237756537853,36,3.5,2.2,True,2.0
19,47.368421052631575,3.18562283986922,1.3133553089981487,4.074917361074036,36,3.5,2.2,False,1.5
19,47.368421052631575,7.685622839869229,1.7559999538204338,4.074917361074036,36,3.5,2.2,False,2.0
2,0.0,-2.0115631603604642,0.0,1.0074740799574178,36,3.5,2.5,True,1.5
2,0.0,-2.0115631603604642,0.0,1.0074740799574178,36,3.5,2.5,True,2.0
9,22.22222222222222,-4.145097393071943,0.4181901085488898,4.596678528684832,36,3.5,2.5,False,1.5
9,22.22222222222222,-3.1450973930719424,0.5585510786972726,4.096678528684832,36,3.5,2.5,False,2.0
3,33.33333333333333,-0.5369588708700017,0.7352603596054621,1.0048484513934666,36,3.5,3.0,False,1.5
3,33.33333333333333,-0.036958870870001714,0.9817779746004397,1.0048484513934666,36,3.5,3.0,False,2.0
36,30.555555555555557,-8.986108527376913,0.6449565033403372,14.325830026732486,36,4.0,1.5,True,1.5
36,27.77777777777778,-6.486108527376926,0.7535579736640746,14.325830026732492,36,4.0,1.5,True,2.0
73,39.726027397260275,-1.7471191125145447,0.9609326377995897,7.338835237671217,36,4.0,1.5,False,1.5
73,35.61643835616438,3.7528808874854604,1.0785726608556798,7.426407835993719,36,4.0,1.5,False,2.0
22,36.36363636363637,-2.2304379737106954,0.842366938410015,6.052357975090311,36,4.0,1.8,True,1.5
22,31.818181818181817,-1.2304379737107016,0.9188294757012758,6.168326844746944,36,4.0,1.8,True,2.0
41,46.34146341463415,5.875781946522226,1.263296575999547,6.100771765828492,36,4.0,1.8,False,1.5
41,43.90243902439025,12.37578194652223,1.5305725561265537,6.100771765828492,36,4.0,1.8,False,2.0
8,50.0,1.9344337044603612,1.4793184164165991,2.024237756537853,36,4.0,2.2,True,1.5
8,50.0,3.934433704460364,1.9748829997997377,2.024237756537853,36,4.0,2.2,True,2.0
19,47.368421052631575,3.18562283986922,1.3133553089981487,4.074917361074036,36,4.0,2.2,False,1.5
19,47.368421052631575,7.685622839869229,1.7559999538204338,4.074917361074036,36,4.0,2.2,False,2.0
2,0.0,-2.0115631603604642,0.0,1.0074740799574178,36,4.0,2.5,True,1.5
2,0.0,-2.0115631603604642,0.0,1.0074740799574178,36,4.0,2.5,True,2.0
9,22.22222222222222,-4.145097393071943,0.4181901085488898,4.596678528684832,36,4.0,2.5,False,1.5
9,22.22222222222222,-3.1450973930719424,0.5585510786972726,4.096678528684832,36,4.0,2.5,False,2.0
3,33.33333333333333,-0.5369588708700017,0.7352603596054621,1.0048484513934666,36,4.0,3.0,False,1.5
3,33.33333333333333,-0.036958870870001714,0.9817779746004397,1.0048484513934666,36,4.0,3.0,False,2.0
