timeframe,trap_kind,strategy,trades,win_rate,total_r_after_cost,avg_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_hold_bars,avg_break_depth_atr,avg_reclaim_atr,avg_range_atr,avg_activity_ratio,avg_mfe_16_atr,avg_mae_16_atr,avg_mfe_r,avg_mae_r,hit_1atr_first_16
H4,wick,WICK_L20_STRICT_RR15,501,34.5309381237525,-87.63960264865459,-0.17492934660410098,0.7319881258533711,97.31715283995764,12,11.666666666666666,0.2857061005689877,1.2579805795257457,1.7503552779682454,1.8736964240848542,1.990051483514226,2.2964403307724237,0.9877179379130078,0.9919041915979663,46.10778443113773
H4,close_fail,CLOSEFAIL_L20_W6_ACTIVITY_RR15,1111,38.613861386138616,-93.82332123813646,-0.08444943405772859,0.8614637329573607,133.50421136370673,13,12.063006300630063,1.0107949200235125,0.5628770901549546,1.615646599638115,1.7142279521275166,2.0316817418517883,2.2397321869617506,0.9919371170652316,0.9506624153206085,48.784878487848786
H4,close_fail,CLOSEFAIL_L55_W6_BODY_RR15,2265,40.3532008830022,-110.32777576168414,-0.04870983477337048,0.9200857994996926,142.11303273207912,18,9.490949227373068,0.8792838657607597,0.48376819544608174,1.2573322122984416,1.3179538013702201,2.2378489065412093,2.2380391595741838,1.0871793903930544,0.9918860275590853,49.05077262693157
H4,wick,WICK_L55_ACTIVITY_RR15,700,35.57142857142857,-112.24226153914272,-0.16034608791306101,0.752608052101533,120.38728137056768,12,10.631428571428572,0.30967159057061744,1.1426251830325314,1.6887106193808703,1.7884918973283968,2.1156146765049484,2.286063521711826,1.0107460213720787,1.001120703459237,47.14285714285714
H4,wick,WICK_L55_BODY_RR15,1118,37.0304114490161,-144.8186433703361,-0.12953367027758148,0.7997475728957765,154.9346231256379,12,8.17262969588551,0.25865507484322464,0.9351539288585469,1.4054204663857095,1.4731679841014136,2.16720296617189,2.251504921104613,1.0791937782944037,1.0298242293645437,48.211091234347045
H4,wick,WICK_L20_ACTIVITY_RR15,1121,36.931311329170384,-145.22134117109744,-0.12954624546931082,0.797451924209507,160.51438305461193,12,10.305084745762711,0.30468701203934745,1.124679127641519,1.6668336570149245,1.7518365911376383,2.1091870379841144,2.2586184432515455,1.0287155918488948,0.9894596080853976,49.24174843889384
H4,wick,WICK_L20_BODY_RR15,1857,37.21055465805062,-236.85226114303754,-0.1275456441265684,0.8034500009654434,252.1861179501493,12,7.802907915993538,0.25132827183987627,0.9115837693138991,1.3675015814201343,1.4200880333058494,2.1237335531877837,2.258695130560903,1.067708616665125,1.029116504715839,47.872913301023154
H4,wick,WICK_L120_RAW_RR15,2906,39.84858912594632,-249.4536892074676,-0.08584091163367777,0.8671556803845937,297.76298511900177,17,4.113558155540262,0.3081470577576979,0.4364014737898666,1.2889496775622695,1.3501093819285084,2.329844336286124,2.3423518723302723,1.243202757053569,1.1557038876483785,49.34618031658638
H4,close_fail,CLOSEFAIL_L20_W6_BODY_RR15,3611,38.881196344502904,-304.2836210203941,-0.08426574938255167,0.8646135900201637,320.07337621129136,19,9.61008031016339,0.8803949710254193,0.47974216898387256,1.2417132350074103,1.293294011895589,2.1452088546619374,2.2458375082112947,1.0561200783739402,0.9976994113268445,48.435336471891446
H4,wick,WICK_L55_RAW_RR15,4568,38.5507880910683,-533.8464811735815,-0.11686656768248282,0.8228936268043615,554.6359932750272,19,4.215630472854641,0.3038403309461161,0.44663839092868884,1.2892092149261225,1.3476669103449554,2.2725617131953357,2.339035415865822,1.2150627415351254,1.1695916815301413,49.01488616462347
H4,wick,WICK_L20_RAW_RR15,7414,38.46776369031562,-895.7846745940234,-0.12082339824575443,0.8174452548016048,899.0852399946335,19,4.1132991637442675,0.2976913146486204,0.4386408649695269,1.2414711220305508,1.2853993441438953,2.203944873284895,2.313723554317243,1.201893324811049,1.161727191967484,48.40841650930672
