timeframe,trap_kind,strategy,trades,win_rate,total_r_after_cost,avg_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_hold_bars,avg_break_depth_atr,avg_reclaim_atr,avg_range_atr,avg_activity_ratio,avg_mfe_16_atr,avg_mae_16_atr,avg_mfe_r,avg_mae_r,hit_1atr_first_16
D1,close_fail,CLOSEFAIL_L20_W6_BODY_RR15,779,44.929396662387674,43.84153097348627,0.05627924386840343,1.1086708904139286,21.87149833507284,17,8.713735558408215,0.8609040904366394,0.5327207792791179,1.3178933897163954,1.3648927710425747,2.2908218189969243,2.255392649397416,1.0556737507879406,0.9010826668198091,54.557124518613605
D1,close_fail,CLOSEFAIL_L120_W6_BODY_RR15,287,49.825783972125436,42.269148672831854,0.14727926366840366,1.3051246507697267,10.5464732243979,7,8.550522648083623,0.8718368246086762,0.5507696857017889,1.3726920911767648,1.432415001461184,2.48515019555448,2.285972758069461,1.1050176801681328,0.866064686500515,56.44599303135889
D1,close_fail,CLOSEFAIL_L55_W6_BODY_RR15,446,45.51569506726457,27.442195379283728,0.06152958605220567,1.1196854489862638,16.389721292815956,13,8.52914798206278,0.8712007430715375,0.5435098640581071,1.344245669202027,1.4027534593182625,2.3156177823945723,2.3417846579190464,1.0363170033513662,0.8900299740425414,53.139013452914796
D1,close_fail,CLOSEFAIL_L20_W6_ACTIVITY_RR15,257,47.081712062256805,20.341871792382115,0.07915125211043625,1.1594374319290404,17.012261007479804,10,9.821011673151752,0.964262233229461,0.5656270698468955,1.5960703349320289,1.6835978101798468,2.3717038163437247,2.269672552354209,1.034621339562029,0.8296335457662932,58.36575875486382
D1,wick,WICK_L120_BODY_RR15,132,48.484848484848484,18.966036738202952,0.14368209650153752,1.2855220783433785,6.624489720895525,6,7.204545454545454,0.22710572990065397,0.942447790028884,1.4151758615671184,1.476923956735936,2.4617919760480893,2.563322440092905,1.1414294068245154,0.9159757546084455,59.84848484848485
D1,wick,WICK_L120_ACTIVITY_RR15,90,50.0,12.373145016487333,0.1374793890720815,1.2809204130618774,5.624653132472337,4,8.955555555555556,0.2656963262651356,1.1356041035818443,1.6926303297259115,1.7852062892262301,2.471931127213127,2.6905076340017864,1.0737168019374603,0.8634781013180344,64.44444444444444
D1,close_fail,CLOSEFAIL_L120_W6_ACTIVITY_RR15,92,46.73913043478261,7.792019863695514,0.08469586808364689,1.1647275630727973,7.013674049281754,5,9.445652173913043,1.0083131523498363,0.5414040601867167,1.645662019447665,1.7649224568411892,2.6068801378547173,2.564403320750251,1.0948055128125482,0.8558222004687481,58.69565217391305
D1,close_fail,CLOSEFAIL_L55_W6_ACTIVITY_RR15,146,45.20547945205479,6.052086849419248,0.041452649653556495,1.079502083711398,13.949329308006519,6,9.273972602739725,0.9739099922551904,0.5568238997508187,1.6111782174084526,1.7167880798286486,2.4013299220524944,2.5237064640458904,1.0285034204192587,0.8512465328485003,56.16438356164384
D1,wick,WICK_L55_STRICT_RR15,67,50.74626865671642,5.407179811747618,0.08070417629474057,1.1748628892707909,9.95941836967459,7,10.373134328358208,0.2692079049771716,1.2296203342483365,1.7171420493736682,1.8393768876521484,2.0856154214253166,2.91829952534042,1.0125423462556435,0.8357862393544877,67.16417910447761
D1,wick,WICK_L120_STRICT_RR15,42,52.38095238095239,4.798833789358041,0.11425794736566765,1.251770018907146,6.809969179881794,6,11.095238095238095,0.28139487302799465,1.2336272719294648,1.7629533040476082,1.8920571306019158,2.194649949860389,3.4020262219173105,1.1237226180400173,0.8308011987831724,76.19047619047619
D1,close_fail,CLOSEFAIL_L120_W8_STRICT_RR15,48,45.83333333333333,3.599298752077294,0.07498539066827696,1.1428918205775944,7.485125799995502,6,10.145833333333334,1.1039299816113957,0.5539754081491558,1.67653451974942,1.8383005118297306,2.3704562859254694,3.089299684982539,1.0331435662684523,0.7800054007562055,62.5
D1,wick,WICK_L20_STRICT_RR15,95,47.368421052631575,3.203588218020502,0.03372198124232107,1.0691705601112431,13.08588508675917,9,10.442105263157895,0.3012888393700257,1.2561806466834144,1.7571741076493446,1.8927966471039201,1.9213911021796712,2.6940527581937905,0.9659940614487441,0.8278423990944589,64.21052631578948
D1,wick,WICK_L55_ACTIVITY_RR15,146,44.52054794520548,2.2412826926726535,0.01535125131967571,1.0282504414437021,12.4376843401312,5,8.13013698630137,0.2695269745599749,1.0869716283686754,1.6351560034860702,1.722144404148999,2.343057629037097,2.694418263350151,1.0034238274380343,0.8951254348778334,60.273972602739725
D1,wick,WICK_L20_ACTIVITY_RR15,235,43.40425531914894,1.5045448911462955,0.006402318685728917,1.0117036764655811,21.501680909195613,9,8.242553191489362,0.2908421281434141,1.0727275851670328,1.6157490501937537,1.700177307474112,2.1635443017528573,2.51627555560196,0.9899129928532561,0.8894382865175368,56.17021276595745
D1,wick,WICK_L55_BODY_RR15,212,41.9811320754717,-3.489477473688569,-0.016459799404191365,0.9712685646212857,18.309553396708594,8,6.64622641509434,0.2293092505791284,0.9241990144966534,1.3876238449909917,1.447066925386714,2.4373823806713975,2.596230219482114,1.0412526387226344,0.9557117301628756,55.188679245283026
D1,wick,WICK_L20_BODY_RR15,380,41.8421052631579,-3.9939880744360448,-0.010510494932726433,0.9817484840218524,26.758152196752384,10,6.347368421052631,0.23984260536972624,0.8682869485601244,1.327226807873955,1.375922787608858,2.285496433167146,2.4047701805790664,1.0475871690222618,0.9636419865585119,52.368421052631575
D1,close_fail,CLOSEFAIL_L55_W8_STRICT_RR15,72,41.66666666666667,-5.039300238392253,-0.0699902810887813,0.8731130521649422,13.695824995355656,6,10.444444444444445,1.0476421883139766,0.6049411408520098,1.6766316907584602,1.8191208261261949,2.023270235074356,2.8958410769447354,0.891907426163556,0.8349725603644017,55.55555555555556
D1,close_fail,CLOSEFAIL_L20_W8_STRICT_RR15,101,40.5940594059406,-8.76669208455067,-0.08679893153020465,0.8406496201856326,14.636511832750978,7,10.801980198019802,1.0241278044550717,0.6370023245954674,1.6997576469172833,1.8388404021471192,1.9368293936377832,2.595073921805762,0.876211967137989,0.8324214079107057,55.44554455445545
