timeframe,strategy,symbol,trades,win_rate,total_r_after_cost,avg_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_hold_bars,avg_break_depth_atr,avg_reclaim_atr,avg_range_atr,avg_activity_ratio,avg_mfe_16_atr,avg_mae_16_atr,avg_mfe_r,avg_mae_r,hit_1atr_first_16
D1,CLOSEFAIL_L120_W6_BODY_RR15,EURJPY,58,44.827586206896555,1.0288714131088121,0.01773916229497952,1.03393692454047,8.004924004261884,5,8.155172413793103,0.8931238372155285,0.6305972770505801,1.4319746822278325,1.482853062179445,2.1742259522310103,2.238497570524493,0.9846742126084157,0.8849841045066865,55.172413793103445
D1,WICK_L20_BODY_RR15,EURJPY,55,43.63636363636363,1.00930383729996,0.018350978859999274,1.0330597488284572,7.664720372710063,5,6.9818181818181815,0.26061646219295126,0.9118917084938598,1.4591253298696596,1.547719840964487,1.9206283604737842,2.3380514108389208,1.1120797072509863,0.8977872207012528,52.72727272727272
D1,CLOSEFAIL_L120_W8_STRICT_RR15,USDJPY,4,50.0,0.968659085398236,0.242164771349559,1.479737995855929,1.0133964208390616,1,8.75,1.231227169457716,0.32300702054383457,1.871181615199445,2.0437553043979575,5.903137726426055,2.440372508252625,1.1372799305536183,0.760401718396763,75.0
H4,CLOSEFAIL_L120_W8_STRICT_RR15,GBPJPY,39,41.02564102564102,0.9021012069851224,0.023130800179105702,1.0406913314319113,6.593583218395756,7,14.025641025641026,1.0782896511206075,0.6664688582105688,1.70108669733083,1.8540504548884207,2.1318949829727245,2.0023712267828424,0.9709371485308006,0.9049207661020809,46.15384615384615
D1,CLOSEFAIL_L20_W6_ACTIVITY_RR15,USDJPY,41,46.34146341463415,0.8857407898507561,0.02160343389879893,1.0436849001554724,8.125917793952691,4,10.487804878048781,0.9419715028966095,0.5735040729188214,1.578194549074062,1.6682492588208906,2.7994971534242006,1.8246489603804008,0.9714321722653202,0.8484919527132552,53.65853658536586
D1,WICK_L120_STRICT_RR15,USDJPY,3,66.66666666666666,0.8340981975906498,0.2780327325302166,1.8230719789794025,1.0133964208390616,1,14.0,0.37075415910629217,1.4040502621538333,2.139734363342341,2.3817809703010377,1.7260138989510228,2.571866952742772,1.1415261528313652,0.6008781158617734,100.0
D1,CLOSEFAIL_L55_W8_STRICT_RR15,USDJPY,7,57.14285714285714,0.6500505784322002,0.09286436834745716,1.2147719093111988,1.0133964208390616,2,11.428571428571429,1.0760540675159098,0.6531062952694648,2.008833577196666,2.219102609409577,4.02068685396471,2.3505503922069004,0.9601311750713977,0.810933355600266,71.42857142857143
D1,WICK_L120_ACTIVITY_RR15,EURJPY,16,43.75,0.5442795301542707,0.034017470634641916,1.0598453417537523,4.898235888314445,3,7.1875,0.26196363599691597,1.17730501689406,1.7666507812636052,1.857416531254438,2.1830363713799317,2.2174062802303114,1.0231713507042375,0.8513023868574751,50.0
H4,CLOSEFAIL_L55_W6_ACTIVITY_RR15,USDJPY,91,41.75824175824176,0.5095754348110169,0.005599730052868317,1.009703010864504,8.12986902402885,8,11.516483516483516,1.0272590455159718,0.5316218490778736,1.5412903164304246,1.640914260845928,2.228885618714508,1.895222171226396,0.9959401740167929,0.8792416299149878,52.74725274725275
D1,WICK_L120_RAW_RR15,USDJPY,67,41.7910447761194,0.502504357164903,0.007500065032311986,1.0129592861408077,9.36623952040825,8,4.08955223880597,0.3403440674613364,0.4865261083267023,1.3708119559270397,1.448496441308121,2.3109012766855592,2.433791793637193,1.0652989547120015,1.172752569459712,50.74626865671642
D1,WICK_L120_BODY_RR15,AUDJPY,14,50.0,0.48875981861251394,0.03491141561517957,1.0761796657746947,1.348149726528002,3,9.642857142857142,0.3571483862436943,0.9351381069833734,1.4439819571504935,1.4753427073429815,2.134518867960062,1.7779586653656805,1.1597948713368154,0.9533615025171083,50.0
D1,CLOSEFAIL_L120_W8_STRICT_RR15,AUDJPY,7,42.857142857142854,0.38183154158010635,0.054547363082872335,1.1133749133207955,1.0139839324221647,2,10.285714285714286,0.683064355671472,0.7243506477557254,1.5976587212835303,1.7121373433421325,2.0478215835163356,1.8019267028877268,1.1529096683620386,0.865331072859151,42.857142857142854
D1,CLOSEFAIL_L20_W8_STRICT_RR15,SILVER,13,46.15384615384615,0.34010421013050934,0.026161862317731488,1.0534787276167394,4.2564198749689925,3,11.461538461538462,0.8544211813093912,0.5517520147405548,1.5260330334572674,1.6100206259765932,1.803580923530936,5.4143388870117555,0.9608122740345493,0.7598024771264217,61.53846153846154
D1,WICK_L20_ACTIVITY_RR15,EURJPY,36,44.44444444444444,0.31634150830360075,0.008787264119544466,1.0163349359372162,6.55948599341255,5,8.63888888888889,0.28463605645921664,1.1199194368126997,1.6763626539120469,1.8083319929056847,2.0111783116861717,2.4909029710463275,1.0380896693151511,0.8594236100298294,58.333333333333336
D1,CLOSEFAIL_L55_W8_STRICT_RR15,SILVER,9,44.44444444444444,0.2838573488652729,0.03153970542947477,1.0602560668352405,2.994726092745422,2,10.555555555555555,0.81256409607417,0.47412909826870464,1.4381300227018126,1.4982603635604894,1.7190443718799828,7.3003448531845025,1.0026052304046744,0.8183182927837531,55.55555555555556
D1,CLOSEFAIL_L55_W6_ACTIVITY_RR15,GBPJPY,19,47.368421052631575,0.217717563246967,0.011458819118261422,1.02433212396437,5.951314307375355,4,13.578947368421053,1.3084471096175245,0.5302228553627677,1.6802115210962754,1.850440744405171,2.4956740421543517,1.6962118431954594,1.0204795590541094,0.8072496719528766,52.63157894736842
D1,WICK_L120_RAW_RR15,AUDJPY,57,42.10526315789473,0.08465179757029251,0.001485119255619167,1.0026177896634172,8.700170278280119,6,4.7368421052631575,0.3478444595814464,0.5193723509533219,1.4093937566576407,1.5110884316232933,2.497004024509059,2.0455620338234213,1.885783839163331,1.1903601347236135,49.122807017543856
D1,WICK_L120_STRICT_RR15,AUDJPY,6,50.0,0.0202645718251432,0.0033774286375238666,1.0086191518412035,1.011678620131859,2,14.833333333333334,0.359636315726578,1.2385674509301021,1.8254934065112731,1.927922985578929,2.461738346671068,1.525187616865308,1.2316110540514196,0.816299568550008,50.0
D1,CLOSEFAIL_L55_W6_BODY_RR15,XAUUSD,56,44.642857142857146,0.01858421734258764,0.0003318610239747793,1.000603806735456,6.293937350290202,4,8.125,0.9065354220004826,0.5253246983873995,1.4234177463013842,1.5012770090701788,2.301071909422565,2.5077743206171803,0.9613243418623896,0.9700064742861753,50.0
D1,WICK_L20_STRICT_RR15,USDJPY,10,50.0,-0.024317754496369526,-0.0024317754496369524,0.9951754426979433,2.3435195502550616,3,11.3,0.2998990940638127,1.4418605507351758,1.9322195289613677,2.107757732195678,1.5392718789743705,2.6971327397599745,0.8504693189141992,0.8041115268077608,70.0
D1,CLOSEFAIL_L20_W8_STRICT_RR15,USDJPY,10,50.0,-0.038569512308632925,-0.0038569512308632924,0.9923638940798839,2.348682650139266,2,12.2,1.0282612869801449,0.6513437545188714,1.9098485213839431,2.1172618852032934,3.2997193278577313,2.2059404150076465,0.8996003991054206,0.908769048548179,60.0
D1,WICK_L20_STRICT_RR15,GBPJPY,19,42.10526315789473,-0.07837981236838965,-0.004125253282546823,0.9919704451850065,4.566008699358833,4,10.157894736842104,0.3444486015604884,1.2602257514377158,1.802025170996473,1.9510694973208744,1.9293028488506958,2.584041393199268,0.8932575822012074,0.8669853685464087,57.89473684210527
D1,CLOSEFAIL_L120_W8_STRICT_RR15,SILVER,7,42.857142857142854,-0.11152122905713724,-0.015931604151019605,0.9695794743969839,2.1989520292640474,2,12.857142857142858,0.951045155042033,0.4597695728374762,1.4482910925806105,1.5394804495296845,1.6318426224184657,8.542133165684334,1.03541740310112,0.7423403055264279,71.42857142857143
D1,WICK_L55_ACTIVITY_RR15,USDJPY,23,43.47826086956522,-0.12307791797926848,-0.005351213825185586,0.9903456449876165,4.043060144003908,2,8.217391304347826,0.24190292760278967,1.1689838641561807,1.7414723617890144,1.8680526623262153,2.737083480225141,2.17499727517327,0.9992915868754849,0.8898448129484879,60.86956521739131
H4,CLOSEFAIL_L55_W8_STRICT_RR15,SILVER,47,44.680851063829785,-0.13357050137532211,-0.002841925561177066,0.9947961326976846,9.131993095810387,6,15.46808510638298,1.2748235648414639,0.5699578853027498,1.8920871986580885,2.0618873750776596,2.136330860824216,1.8979879051983946,1.0849151304065408,0.9108423891100781,38.297872340425535
H4,WICK_L55_STRICT_RR15,CHFJPY,49,38.775510204081634,-0.15977686819013504,-0.003260752412043572,0.9942880369851029,10.478515811174521,8,13.73469387755102,0.28780561339730637,1.2245989235809724,1.7045164841503404,1.8289123105137073,2.224899033983974,1.9197540871864986,1.0941756084426355,0.9024263499826317,55.10204081632652
D1,CLOSEFAIL_L55_W6_BODY_RR15,CHFJPY,67,40.298507462686565,-0.1663251878036739,-0.002482465489607073,0.9954584155996374,6.996211501808222,5,7.417910447761194,0.7016036624534445,0.5989605759762564,1.3220588389967587,1.3553934669320127,2.061088211367421,2.2438613898537163,0.9957732391833344,0.8826935851109499,53.73134328358209
H4,WICK_L120_STRICT_RR15,SILVER,33,45.45454545454545,-0.1698976696914396,-0.005148414233073927,0.9911321620918238,6.767800024386133,5,12.393939393939394,0.30465433637664224,1.3249490385189568,1.9112879561001208,2.0339546565672304,2.4724609497092254,1.8361552946978321,1.1246118940174588,0.9521661668118191,48.484848484848484
H4,CLOSEFAIL_L55_W8_STRICT_RR15,AUDJPY,49,40.816326530612244,-0.317312865674898,-0.00647577276887547,0.9889347210725443,12.261655729571673,7,11.959183673469388,1.0307718679136642,0.5437525789790545,1.6106278534614131,1.7333938214126166,2.2134306597222184,2.510041243962024,0.9567254641267545,0.922804256575901,44.89795918367347
D1,WICK_L55_STRICT_RR15,USDJPY,8,50.0,-0.35470994771408204,-0.044338743464260255,0.912095762361819,1.332004927805097,2,10.5,0.2222673921292308,1.3501997584152217,1.8328844751143356,2.0038796265994403,1.8121860508252556,2.4725426805674466,0.8839586310292149,0.8689338308639338,75.0
D1,CLOSEFAIL_L120_W8_STRICT_RR15,GBPJPY,7,42.857142857142854,-0.4002909653732316,-0.05718442362474737,0.9004474262313581,3.017516897120915,4,12.285714285714286,1.8622140724214737,0.3556698912431118,1.6888972168934644,1.9501748091502937,1.9322646798752203,2.369954174471849,0.8732587488361803,0.88023159482388,28.57142857142857
D1,WICK_L120_BODY_RR15,EURJPY,22,40.909090909090914,-0.5539903518190552,-0.025181379628138875,0.9579047064079104,4.596083999304082,4,6.590909090909091,0.23311539521493865,1.0385697272262902,1.553706080089453,1.6147009279921152,2.0687792440344044,2.134175766967434,1.0530673012607557,0.9489274738702183,45.45454545454545
D1,WICK_L20_RAW_RR15,CHFJPY,214,41.1214953271028,-0.6130152119254904,-0.0028645570650723848,0.9951766309015538,22.212099710212403,8,3.5,0.27317832379642115,0.39659619268967705,1.1579843882545902,1.1892418780655951,2.399907173680598,2.1105508374905875,1.3519467265563003,1.1506809081554854,50.467289719626166
D1,WICK_L20_ACTIVITY_RR15,AUDJPY,30,43.333333333333336,-0.6442679109770528,-0.021475597032568426,0.9609053818132379,8.652523188077788,5,8.333333333333334,0.4149532662490602,1.092902234994564,1.6837402222624596,1.7448123542653542,2.1488215626781115,2.385701076079622,0.9880791163072299,0.8564783911921546,50.0
H4,CLOSEFAIL_L55_W6_ACTIVITY_RR15,SILVER,86,45.348837209302324,-0.648400010112361,-0.0075395350013065235,0.9864370914312696,17.638471237200577,9,15.976744186046512,1.2021343640103717,0.5100932499978198,1.7822534237867314,1.930474269805031,2.137963792583886,1.7434750873558633,1.1032630670340549,0.8607512131173414,46.51162790697674
D1,WICK_L55_RAW_RR15,AUDJPY,110,40.909090909090914,-0.7063858424171046,-0.006421689476519133,0.9890173370633265,14.633899155436678,15,4.409090909090909,0.3265530433248614,0.4950588517316119,1.402161156998965,1.4929239850557094,2.213219360266631,2.3399546079879694,1.1411792737282211,1.1424133224592212,51.81818181818182
D1,WICK_L55_BODY_RR15,USDJPY,36,41.66666666666667,-0.8282233783107871,-0.023006204953077418,0.9602986720222807,4.827892571340351,3,6.694444444444445,0.21562746783829623,0.939515892382808,1.4142746202415841,1.4923411529537318,2.54952416230999,2.3092597957823924,1.0134637755019733,0.9962414177119422,61.111111111111114
D1,CLOSEFAIL_L55_W8_STRICT_RR15,GBPJPY,10,40.0,-1.0213930150906774,-0.10213930150906773,0.7915022111440879,4.112125272869721,5,14.6,1.695698722721951,0.4892855683813567,1.7305018241989027,1.9441447014083455,1.7594436558346689,2.004747055810074,0.7904889261244382,0.7860321151011906,40.0
H4,CLOSEFAIL_L120_W6_ACTIVITY_RR15,GBPJPY,68,39.705882352941174,-1.0448131933900737,-0.015364899902795201,0.9741170112332517,8.273651515346891,6,11.823529411764707,1.0175593946990729,0.5917378409358001,1.583300826532355,1.6787771190785683,2.0892876900174366,2.00372228520352,1.0231069612209025,0.8720276101921657,55.88235294117647
D1,WICK_L20_ACTIVITY_RR15,USDJPY,34,41.17647058823529,-1.0540045564071303,-0.03100013401197442,0.9439610399963241,7.126498211500314,5,8.5,0.26717117044004995,1.1214884807994865,1.6613226829534338,1.7635424187211124,2.3043276200589573,2.231376328144514,0.9468280369737014,0.8810666162757345,55.88235294117647
D1,WICK_L55_STRICT_RR15,CHFJPY,7,42.857142857142854,-1.058933441607762,-0.151276205943966,0.7390033779000375,2.033930112680012,3,13.285714285714286,0.30470717340367276,1.0656665433394001,1.6175226200347996,1.7327008063465161,1.742280442917517,2.0883038956177717,1.0554113763019035,1.0047325910290505,85.71428571428571
H4,CLOSEFAIL_L55_W8_STRICT_RR15,USDJPY,51,41.17647058823529,-1.133536399088563,-0.02222620390369731,0.9628748509570964,7.929298139659883,6,13.098039215686274,1.041831323171321,0.5833085593853299,1.590877500374209,1.7089252438075506,2.17351012170468,1.8102881571753202,0.9959684798374528,0.9058632158869802,45.09803921568628
D1,CLOSEFAIL_L55_W8_STRICT_RR15,XAUUSD,17,41.17647058823529,-1.1981311436459219,-0.07047830256740717,0.8814661818531218,4.345881454046989,4,8.705882352941176,0.99381295322248,0.7067543701544405,1.7971997321541335,1.9497470803268533,2.042634395099405,2.7778936721805447,0.8140593920320035,0.8892553312861106,52.94117647058824
H4,CLOSEFAIL_L120_W8_STRICT_RR15,SILVER,31,45.16129032258064,-1.440499205809812,-0.04646771631644555,0.9162892869961635,9.571693570782937,5,15.064516129032258,1.2387739752247735,0.5600158799306102,1.8726623706656444,2.034055998468682,1.8518326512432435,1.9701342894546128,1.0213547323306247,0.8923341518179918,38.70967741935484
D1,WICK_L55_ACTIVITY_RR15,EURJPY,23,43.47826086956522,-1.4519069879580646,-0.06312639078078541,0.8893578654330611,5.404222212752779,2,7.521739130434782,0.25555155248807326,1.1416875688380932,1.6856048840882052,1.7923727216619343,1.8957887842505705,2.746219741702287,0.9293438622219763,0.9104110032351567,47.82608695652174
D1,WICK_L55_BODY_RR15,SILVER,28,39.285714285714285,-1.7175360616437225,-0.06134057363013295,0.9016517692875946,10.775679848890855,7,6.607142857142857,0.16135514609427118,0.9216399453051303,1.3277078821690667,1.369841516801696,2.389849778253891,4.001939932421926,1.0070416040201913,0.9264661511879805,57.14285714285714
D1,CLOSEFAIL_L55_W6_ACTIVITY_RR15,CHFJPY,19,36.84210526315789,-1.7679981812660894,-0.09305253585610997,0.8544791779031329,3.033235069076304,3,7.368421052631579,0.7536004601446835,0.5624229514751861,1.5273684337372895,1.622425269921625,1.9598743108995316,2.4464317507634825,1.1625271604097729,0.9865452755956708,63.1578947368421
D1,WICK_L120_BODY_RR15,GBPJPY,21,38.095238095238095,-1.8044010437809146,-0.0859238592276626,0.8632107072768891,7.65867349587193,6,5.523809523809524,0.169475513740806,0.9491471955342092,1.391185536734712,1.4724882178116456,2.249272930314089,3.0784118984205753,1.0417885366311583,1.091010214822715,52.38095238095239
D1,WICK_L20_BODY_RR15,SILVER,53,41.509433962264154,-1.905825984286017,-0.03595898083558523,0.9392453052289174,10.199816530340726,8,7.226415094339623,0.20149349838983482,0.9187118195692121,1.3358644717915844,1.3778889508605332,2.2479961952315723,3.258086949255411,1.010065843062207,0.9683548987219959,52.83018867924528
D1,CLOSEFAIL_L20_W6_ACTIVITY_RR15,CHFJPY,34,38.23529411764706,-2.0465787011329915,-0.060193491209793865,0.898022279953863,4.386223344324852,4,8.235294117647058,0.8762057355249123,0.58077792655434,1.5643537437963018,1.660835119529361,2.1990202255123044,2.148542690614839,1.0957896078369362,0.8872038911730127,64.70588235294117
H4,WICK_L20_STRICT_RR15,USDJPY,48,39.58333333333333,-2.108167662956393,-0.04392015964492485,0.928687082088129,8.291833814891596,6,10.145833333333334,0.31494777881320096,1.2073178324087495,1.7418263325307246,1.8698325111978988,2.43734696112189,2.223895976142518,0.9860931227478954,0.969533099679594,47.91666666666667
D1,CLOSEFAIL_L120_W6_ACTIVITY_RR15,GBPJPY,14,42.857142857142854,-2.1451443319391768,-0.15322459513851264,0.7341770159536718,4.32682893874323,3,12.642857142857142,1.4110232661197433,0.441691040140903,1.7029489214043037,1.9055174869267473,2.6031818035038117,1.8591586911983229,0.9699117645636981,0.8506094895810464,50.0
D1,CLOSEFAIL_L20_W8_STRICT_RR15,AUDJPY,15,33.33333333333333,-2.1565334249079484,-0.14376889499386322,0.7573731177288824,4.033086072692254,4,9.6,0.871725851938921,0.721125702721974,1.6617878791045386,1.7367088550054202,1.719805329958383,1.7327730619907986,0.8706662822541819,0.8574466111918927,46.666666666666664
D1,WICK_L120_STRICT_RR15,CHFJPY,6,33.33333333333333,-2.528584958477735,-0.4214308264129558,0.37677656883376165,2.033930112680012,3,14.166666666666666,0.2909815665196796,1.1266890030769077,1.6626682092899887,1.7785928479928363,1.5357308770212983,2.408467350772175,0.9700634134080364,1.152208604806633,83.33333333333334
H4,WICK_L120_ACTIVITY_RR15,CHFJPY,68,39.705882352941174,-2.555064423253522,-0.03757447681255179,0.9359153139263674,13.087171851114974,9,11.073529411764707,0.28287548944913743,1.0597494735289241,1.5332953639421114,1.5865813289615418,2.377690865741054,1.7437072486062897,1.056336345631397,0.9131364955751871,48.529411764705884
D1,WICK_L120_STRICT_RR15,GBPJPY,7,28.57142857142857,-2.5729472030196296,-0.3675638861456614,0.4923538030986293,2.568811622087242,3,6.142857142857143,0.24094679693231943,1.1255505959090615,1.6078041000802892,1.716152600902935,1.4977573352947877,4.033455908871494,0.8378664604273217,1.1630329232664072,57.14285714285714
D1,WICK_L55_ACTIVITY_RR15,GBPJPY,20,35.0,-2.656605101310552,-0.1328302550655276,0.7747434307241129,5.649995573043299,4,7.8,0.2547240769184488,1.168558311279152,1.729649653076605,1.861997567132308,2.3274086603782798,2.8603891477297196,0.8316020085626097,0.9919750871922428,55.00000000000001
D1,CLOSEFAIL_L20_W6_ACTIVITY_RR15,GBPJPY,40,40.0,-2.7673992801805043,-0.0691849820045126,0.8689171742743121,9.80998999421515,9,12.05,1.091461434748161,0.6111753573188752,1.6492758567169155,1.7680234488005553,2.2829312549018708,2.0683833950325106,0.9569069559340802,0.9811422064103595,52.5
D1,WICK_L55_STRICT_RR15,AUDJPY,9,33.33333333333333,-3.006554923199255,-0.33406165813325056,0.4409456143700699,3.0296242963755406,4,11.444444444444445,0.348125873399405,1.2975167365624078,1.838625862282453,1.9448811234328771,2.047598656665502,2.00888140219804,0.8903192732348408,0.9413379739213747,33.33333333333333
D1,WICK_L55_BODY_RR15,EURJPY,32,40.625,-3.0847538658815483,-0.09639855830879838,0.8394534293954086,7.037069090676263,3,7.03125,0.23205914186893184,0.9904571754457405,1.4728429293565268,1.5428440331604347,1.8547600249142273,2.4256618086643287,1.0291603609978508,0.9636085005795209,46.875
H4,CLOSEFAIL_L55_W6_ACTIVITY_RR15,AUDJPY,103,40.77669902912621,-3.096727011276922,-0.03006531078909633,0.9490425948797853,22.92149646180181,7,10.699029126213592,1.0071633517273981,0.5274199208559557,1.5791924567596933,1.6814473665805931,2.2250030107189063,2.3503686178003718,0.9920895018305379,0.922733080400248,45.63106796116505
H4,CLOSEFAIL_L20_W8_STRICT_RR15,AUDJPY,80,40.0,-3.1269801626352267,-0.039087252032940334,0.9344286601303737,16.553873742516487,9,12.775,1.046828408987429,0.5773256950442307,1.6130621968827898,1.7296667959622816,2.1178178432954944,2.4941200180692946,0.9521854721122507,0.9114493319143968,48.75
D1,CLOSEFAIL_L120_W6_BODY_RR15,CHFJPY,44,38.63636363636363,-3.141486599243661,-0.0713974227100832,0.8799436308015159,6.702784402603015,6,6.7727272727272725,0.7268368317284183,0.6192256681865449,1.357030029962963,1.3925316006017354,2.1322215716313297,2.4981938115935662,1.0166599280206803,0.9299142030951248,54.54545454545454
H4,CLOSEFAIL_L120_W8_STRICT_RR15,CHFJPY,29,34.48275862068966,-3.233565659900483,-0.11150226413449942,0.8195074812270042,11.825501349501934,9,12.793103448275861,0.9530594745889007,0.6662964314801771,1.6202785117869187,1.7404394321492835,2.1778791042692776,1.735418049886639,0.9891182441571624,0.8627547005456926,51.724137931034484
H4,WICK_L55_STRICT_RR15,EURJPY,60,38.333333333333336,-3.3410568551912188,-0.05568428091985365,0.9082788137633218,8.20133249435191,5,8.9,0.29452383838136964,1.1746984598867227,1.6477081492842958,1.7672982294385091,2.253499329392929,2.7296801073772152,1.0007281630656724,0.9302897902933063,51.66666666666667
D1,WICK_L20_STRICT_RR15,AUDJPY,12,33.33333333333333,-3.5308480047287887,-0.2942373337273991,0.5224167378687865,3.3110502284376477,3,10.416666666666666,0.35874266466685784,1.2950507980933954,1.8303449956576687,1.9303834097713584,1.7029057022893863,1.9822907255579674,0.8071705166032608,0.9167612791808043,33.33333333333333
D1,CLOSEFAIL_L55_W8_STRICT_RR15,CHFJPY,6,16.666666666666664,-3.5827329716622733,-0.5971221619437123,0.29088275451041873,2.576833699703234,3,10.0,0.8196614583873131,0.6077261104123343,1.5376556400887635,1.7013156273707775,1.3375100796964488,2.277473853443118,0.7289267259021175,1.063290455360872,66.66666666666666
D1,CLOSEFAIL_L55_W8_STRICT_RR15,AUDJPY,14,28.57142857142857,-3.6529957045911488,-0.2609282646136535,0.5892648418321655,3.846546387944067,6,10.142857142857142,0.8740742498236809,0.6968447042637261,1.6267075332901473,1.7123607649408241,1.7998268418575252,1.8480966258880538,0.8725524525469538,0.9127456579110138,42.857142857142854
H4,WICK_L55_STRICT_RR15,USDJPY,30,36.666666666666664,-3.7567173678056447,-0.12522391226018817,0.8061515327858032,8.51771823945856,5,11.033333333333333,0.32755904010684606,1.278403041223803,1.807571043346729,1.9345425025205638,2.2927271252279504,2.4371133735337493,0.9112267652808919,1.0043910301904662,40.0
H4,WICK_L120_STRICT_RR15,EURJPY,36,36.11111111111111,-3.872346702365561,-0.10756518617682115,0.8252560394085018,5.3544746928430405,3,9.944444444444445,0.3081807433736483,1.1685590976879636,1.6623423634141519,1.767844486910548,2.016465166998485,2.799126993877096,1.0019623266811326,0.941906489464185,47.22222222222222
D1,WICK_L20_STRICT_RR15,CHFJPY,13,30.76923076923077,-4.0095415518234105,-0.3084262732171854,0.5275025086129426,4.423507480411622,5,10.23076923076923,0.32946495847458357,1.1699724075196474,1.728732195905734,1.8510962674486797,1.4980185366929382,2.1245831033163967,0.808253371407418,0.9673446340529132,69.23076923076923
D1,CLOSEFAIL_L120_W8_STRICT_RR15,CHFJPY,4,0.0,-4.046485216573207,-1.0116213041433018,0.0,3.0319558364497983,4,8.75,0.7675935958410716,0.5929411502983124,1.6198200473208386,1.7964789374951649,1.1961017654240171,2.8868339146549253,0.6878732340316089,1.2633662770442682,75.0
H4,CLOSEFAIL_L120_W8_STRICT_RR15,EURJPY,32,34.375,-4.29523137408071,-0.13422598044002218,0.7761477492215889,6.4474383539151505,5,12.96875,1.0142444000754,0.6158010765012005,1.6757092775223856,1.8321636879296008,1.9753754174215536,2.530484833440295,1.0059973342785522,0.9963319179040504,50.0
D1,CLOSEFAIL_L55_W6_ACTIVITY_RR15,XAUUSD,25,36.0,-4.318865337999352,-0.17275461351997407,0.7334414283224487,7.00549825084202,4,7.44,0.9368199486377385,0.6415075348363206,1.6857003257188723,1.8009759506193788,1.8569710339452785,3.021339360137423,0.7622503205818965,1.020856588874885,44.0
H4,CLOSEFAIL_L20_W8_STRICT_RR15,USDJPY,87,40.229885057471265,-4.4647289481315,-0.05131872354174138,0.9153769645849136,13.739544583928016,6,12.448275862068966,1.0798418590717584,0.5751070191356386,1.6062451622613463,1.73141012088044,2.120994203135473,2.0424503493840467,0.9596220803215264,0.9025369337550052,47.12643678160919
H4,CLOSEFAIL_L55_W8_STRICT_RR15,EURJPY,51,37.254901960784316,-4.561216051059745,-0.08943560884430872,0.8498881171171419,8.496263436380223,7,10.980392156862745,0.9955041298670352,0.6904611518798404,1.715612864921104,1.8458557737614527,2.093052732977927,2.510271533570736,0.9476233033674286,0.9709862452333339,47.05882352941176
D1,CLOSEFAIL_L120_W6_ACTIVITY_RR15,CHFJPY,12,25.0,-4.6444603514511815,-0.3870383626209318,0.4895615329997171,5.112900833419541,4,7.0,0.7711282628264967,0.5797799120278981,1.5849326831008723,1.700595159147826,2.002420099577954,2.8797027930623105,1.2098958897516188,1.137998705612448,58.333333333333336
H4,WICK_L120_ACTIVITY_RR15,SILVER,65,43.07692307692308,-4.7222578271917754,-0.072650120418335,0.882275167405726,11.59509379840259,7,11.753846153846155,0.3162161205042469,1.1677261397963132,1.7685411823381298,1.880277045056415,2.2913643666267687,1.8340352467588008,1.1250446895421313,0.9280444526776082,47.69230769230769
H4,WICK_L20_STRICT_RR15,CHFJPY,66,36.36363636363637,-5.187150455554372,-0.07859318872052079,0.8713677438481375,15.765350112825937,10,12.212121212121213,0.27575867218130695,1.2214975317059773,1.6859616167018618,1.7930655854560402,2.1125415892050823,2.019312647646839,1.058896742620862,0.9064833288904375,53.03030303030303
H4,WICK_L120_ACTIVITY_RR15,EURJPY,63,38.095238095238095,-5.349238060878895,-0.08490854064887135,0.8612321022251509,9.049891758935168,5,10.047619047619047,0.2956808235440488,1.0468335307383196,1.5418651231964309,1.6228054642499108,2.1283859365436144,2.3705887072185297,1.050881147905446,0.9676123168730283,52.38095238095239
D1,CLOSEFAIL_L55_W6_BODY_RR15,USDJPY,66,39.39393939393939,-5.3621883761913995,-0.08124527842714242,0.8594217720270634,9.951791515139835,4,8.151515151515152,0.8327206362249551,0.5001180714636628,1.3253088190160336,1.3773771792728466,2.6054393344876527,2.471559992823531,1.012267795647103,1.0646384667393276,53.03030303030303
H4,WICK_L55_STRICT_RR15,SILVER,48,39.58333333333333,-5.426806866961729,-0.11305847639503602,0.8172933062693748,11.157208616832307,8,13.25,0.3049399559433245,1.3517943894259588,1.933184847186529,2.0739981037172015,2.215722521872776,1.9478641214083598,1.0712026028881596,0.9962048483984282,39.58333333333333
D1,WICK_L55_ACTIVITY_RR15,AUDJPY,20,35.0,-5.553291304799122,-0.2776645652399561,0.554023911615297,5.63421227883758,4,9.05,0.37212457219889317,1.0994500652940276,1.6288523827495023,1.682890808207961,1.9918119524762965,2.9053247159641518,0.942408346361565,0.945140707381638,50.0
H4,CLOSEFAIL_L120_W6_BODY_RR15,CHFJPY,226,41.150442477876105,-5.609054169248352,-0.02481882375773607,0.9589396169106776,27.905675494150216,9,9.18141592920354,0.8249084606698572,0.4805744709424956,1.1886671517437963,1.2375888980674994,2.39307123323991,2.0095220698767693,1.2504547756672109,0.9640250262031574,52.21238938053098
D1,CLOSEFAIL_L20_W8_STRICT_RR15,GBPJPY,19,31.57894736842105,-5.652103211254087,-0.2974791163817941,0.498125282682268,8.754096628886792,7,12.578947368421053,1.352658352053076,0.5854561256735787,1.7538545311613687,1.9342536410883118,1.6365712134613926,2.2511719293453254,0.7085292134767994,0.8965337436081287,36.84210526315789
