timeframe,strategy,period,trades,win_rate,total_r_after_cost,avg_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_hold_bars,avg_break_depth_atr,avg_reclaim_atr,avg_range_atr,avg_activity_ratio,avg_mfe_16_atr,avg_mae_16_atr,avg_mfe_r,avg_mae_r,hit_1atr_first_16
H4,WICK_L55_BODY_RR15,OOS_2025_2026,111,43.24324324324324,4.465160699039948,0.040226672964323855,1.0700226547911487,21.67169643365994,7,7.333333333333333,0.25566449354899706,0.8280335756605541,1.3329888423866094,1.3877779975089652,2.884880266420158,1.978330976821331,1.3388143771932046,0.9901022567400483,54.054054054054056
D1,WICK_L120_ACTIVITY_RR15,Research_2015_2024,77,45.45454545454545,4.270050637846491,0.05545520308891546,1.1040957183463267,5.624653132472337,4,8.597402597402597,0.2531022677889439,1.1397297690436419,1.6818695274962907,1.771185169173886,2.3536279321759337,2.2286677492656537,1.0233813804537404,0.8858695411966835,62.33766233766234
H4,WICK_L120_BODY_RR15,OOS_2025_2026,74,44.5945945945946,3.850580235664167,0.05203486804951577,1.0913215021484968,14.966745460522471,7,7.054054054054054,0.26016076162826723,0.830712826797566,1.3411750631283714,1.397972594916488,3.1227137612363784,1.9378538736708713,1.4092377765627682,0.9767393121201572,54.054054054054056
D1,CLOSEFAIL_L20_W6_ACTIVITY_RR15,OOS_2025_2026,26,50.0,3.766171140017187,0.1448527361545072,1.30151094525904,5.054490274517063,6,8.961538461538462,0.9492378292139162,0.48090257424314764,1.6075166864608417,1.7108964320672195,2.475725963545879,3.8083944817703452,1.1767225418214395,0.8079357669670221,53.84615384615385
D1,WICK_L55_RAW_RR15,OOS_2025_2026,86,43.02325581395349,3.7386841407159657,0.04347307140367402,1.0764815602062112,7.227664746824987,6,4.0,0.2811289185361034,0.4676984233338255,1.2550819132219808,1.3112804288103654,2.2612081393170227,3.0888452105798745,1.3731037167340732,0.959324255723991,56.97674418604651
H4,WICK_L120_ACTIVITY_RR15,OOS_2025_2026,38,47.368421052631575,3.673136088450045,0.09666147601184329,1.1796228911399222,8.208671555591168,8,9.894736842105264,0.2960912318658385,1.0685410801923412,1.6533199189262582,1.7599019175724535,3.211168682086353,1.9790141977251217,1.3097748713234092,0.8707715866176229,47.368421052631575
D1,WICK_L55_ACTIVITY_RR15,OOS_2025_2026,20,55.00000000000001,3.534668286618288,0.1767334143309144,1.3889539274544294,2.0371420908760527,3,8.4,0.3071959700826338,1.1012204047981504,1.707897076725152,1.8479103919245905,2.4703078698766694,4.363618978217953,1.0648020582264706,0.9060759073568787,60.0
D1,CLOSEFAIL_L55_W6_ACTIVITY_RR15,OOS_2025_2026,18,50.0,3.493510944018916,0.19408394133438422,1.3845684426200633,5.054490274517063,5,7.777777777777778,0.905129702627665,0.48046821716047855,1.646138397823212,1.7890514937975128,2.6929557571148943,4.8132493532514875,1.2622841170487733,0.8463592779777538,55.55555555555556
D1,WICK_L20_RAW_RR15,OOS_2025_2026,141,42.5531914893617,3.4235652831705323,0.02428060484518108,1.0427594692507378,9.896071398275716,9,4.283687943262412,0.29473752965997707,0.47657117770746366,1.304773731437731,1.3595593805725832,2.514891296110147,2.5001645714839698,1.3153388721175876,1.0335920550946,56.02836879432624
D1,WICK_L20_STRICT_RR15,OOS_2025_2026,19,57.89473684210527,3.2126525834646014,0.16908697807708428,1.4409984625955965,2.0371420908760527,3,11.31578947368421,0.35719328932159805,1.1874701854345397,1.7685007733121911,1.9292033331472873,1.5876536013012814,4.338950761978224,0.9321105359476961,0.7940701508164213,57.89473684210527
D1,CLOSEFAIL_L120_W8_STRICT_RR15,OOS_2025_2026,6,66.66666666666666,3.156661914682741,0.5261103191137901,2.5625182773335626,2.0202399936528,2,9.5,0.9138368119315485,0.42441272644829603,1.7081450773987115,1.8744069354942379,1.7748451524722304,9.949256274523647,1.339817035859577,0.5853662101490263,83.33333333333334
D1,WICK_L55_BODY_RR15,OOS_2025_2026,27,48.148148148148145,2.8300095211264704,0.10481516744912854,1.2040892626217798,2.7376104633722695,3,7.888888888888889,0.25406540204176487,0.9742342364336977,1.4914806531125349,1.5949868271601648,2.245897478167047,4.014825992358616,1.1907858155751483,0.9146143545281008,51.85185185185185
D1,WICK_L55_STRICT_RR15,Research_2015_2024,52,48.07692307692308,2.7370285747734275,0.05263516489948899,1.1101324445975207,9.95941836967459,7,10.346153846153847,0.2551889214419728,1.249059465741414,1.7104613964091142,1.8182693822868434,2.1981260576061805,2.2837741047784905,1.0300264062119717,0.8313928428692775,71.15384615384616
D1,WICK_L55_STRICT_RR15,OOS_2025_2026,15,60.0,2.6701512369741907,0.17801008246494604,1.4398755233439005,2.0371420908760527,3,10.466666666666667,0.31780704789919434,1.1622313450723347,1.7403016463174557,1.9125495729185382,1.6955785493316549,5.11798764995511,0.9519309384070378,0.8510166805032172,53.333333333333336
D1,CLOSEFAIL_L55_W6_ACTIVITY_RR15,Research_2015_2024,128,44.53125,2.558575905400332,0.019988874260940093,1.038164547198082,13.949329308006519,6,9.484375,0.983582220484061,0.5675614176150854,1.606261942037627,1.706626037239277,2.360320038996844,2.201739495251353,0.9956280099557331,0.851933803064699,56.25
D1,CLOSEFAIL_L120_W6_ACTIVITY_RR15,OOS_2025_2026,14,50.0,2.529600882222222,0.18068577730158727,1.3577152464332458,5.054490274517063,5,8.357142857142858,0.9238018028569126,0.38139796736430703,1.6133665097669845,1.7276607749535968,2.7360295804035166,5.338582353473781,1.3276922143661238,0.8549130745273547,64.28571428571429
D1,WICK_L120_RAW_RR15,OOS_2025_2026,63,42.857142857142854,2.410038787523095,0.03825458392893801,1.0675437512675698,8.770289716028351,6,3.6984126984126986,0.26230366502878144,0.40851218381134324,1.2003744192088532,1.2306506958056511,2.4303891955156063,3.5879358478447876,2.054709852056257,0.9425522069752104,57.14285714285714
D1,CLOSEFAIL_L55_W8_STRICT_RR15,OOS_2025_2026,7,57.14285714285714,2.1508889076681426,0.30726984395259177,1.7107996255117728,2.0202399936528,2,8.714285714285714,0.9112207689302959,0.5083455794332197,1.749555021569206,1.9289338414708368,1.6341603627020214,8.85231282799262,1.162995568453664,0.6521045571138125,71.42857142857143
D1,WICK_L20_ACTIVITY_RR15,OOS_2025_2026,33,48.484848484848484,1.7903622003860276,0.0542534000116978,1.1093214250507462,3.8050199503818005,3,8.969696969696969,0.30907387562470123,1.064065513863875,1.6424439048967157,1.7365509720322634,1.9219831330573993,3.418655030587821,0.9520121562869547,0.9381010854291617,57.57575757575758
D1,WICK_L20_BODY_RR15,OOS_2025_2026,42,45.23809523809524,1.5586426199690238,0.03711053857069104,1.0702819629476181,3.8353188609339357,4,8.285714285714286,0.27672282134071446,0.9240932215504782,1.4617109875775556,1.5376400061293398,1.895670894811254,3.220853336452546,1.0848900241291954,0.9724412262351475,54.761904761904766
D1,CLOSEFAIL_L20_W8_STRICT_RR15,OOS_2025_2026,12,50.0,1.5090589067542945,0.1257549088961912,1.2781648014022013,2.399040417835868,4,9.916666666666666,0.9164048228128278,0.48623246407247805,1.6163679745588801,1.7599847047125692,1.7266889271184513,5.849921916377514,1.0818308502711105,0.7000978822968112,66.66666666666666
H4,WICK_L55_STRICT_RR15,OOS_2025_2026,23,43.47826086956522,0.9096065019975719,0.03954810878250312,1.0721159039047208,6.89686418869541,5,12.695652173913043,0.35437883787431873,1.2946064615441297,1.9223012416355372,2.125284036742012,3.1291025994414987,2.6593385867189103,1.1285942996509823,0.8335599498450774,60.86956521739131
D1,CLOSEFAIL_L120_W8_STRICT_RR15,Research_2015_2024,42,42.857142857142854,0.4426368373945544,0.010538972318917962,1.0191049188946428,7.485125799995502,6,10.238095238095237,1.1310861487085166,0.5724843626778501,1.6720187257995212,1.8331424513062295,2.455543590704503,2.1093058864766667,0.9893330706125774,0.807810999414374,59.523809523809526
D1,CLOSEFAIL_L55_W6_BODY_RR15,OOS_2025_2026,53,41.509433962264154,0.34821574888141416,0.006570108469460645,1.0121255627659047,10.216991719329513,4,8.433962264150944,0.7840596932460744,0.5470805342579337,1.3729996396376682,1.4579198457469627,2.0624139160944623,3.2410596716054214,1.1119185946377304,0.8766393920895821,52.83018867924528
H4,WICK_L120_STRICT_RR15,OOS_2025_2026,18,44.44444444444444,0.3449668773431156,0.019164826519061977,1.0337713324381639,5.983050760282866,4,11.38888888888889,0.3246143107768267,1.2450631437688235,1.8613607066183253,2.049276014985288,3.450927933997084,2.1522015793652503,1.1565516561456586,0.8288430264627421,55.55555555555556
D1,WICK_L120_STRICT_RR15,Research_2015_2024,33,45.45454545454545,0.11917265303064073,0.003611292516080022,1.00699311567562,6.809969179881794,6,10.606060606060606,0.26574530536177066,1.2514499912055999,1.7457559225685833,1.8661918912605582,2.2621545268553183,2.3798041819962124,1.0965259147603772,0.8605523827755467,75.75757575757575
D1,WICK_L20_STRICT_RR15,Research_2015_2024,76,44.73684210526316,-0.009064365444099387,-0.00011926796636972878,0.9997677553257198,13.08588508675917,6,10.223684210526315,0.28731272688213266,1.2733582619956334,1.7543424412336333,1.8836949755930776,2.004825477399268,2.282828257247682,0.9744649428240059,0.8362854611639683,65.78947368421053
H4,WICK_L55_RAW_RR15,OOS_2025_2026,491,41.955193482688394,-0.24219392726771005,-0.0004932666543130551,0.9991811981599812,26.90491651007801,12,3.4012219959266803,0.29332144220162903,0.39297794578408324,1.2115923689397714,1.2531175746071257,2.612380666546947,2.23876799242532,1.3258034498033064,1.0942115019944267,52.54582484725051
D1,WICK_L20_ACTIVITY_RR15,Research_2015_2024,202,42.57425742574257,-0.28581730923973225,-0.00141493717445412,0.9974520667661793,18.17833646599359,9,8.123762376237623,0.2878636743469662,1.0741426760234893,1.611388009573963,1.694235075145305,2.2030072649555805,2.3688571265201115,0.9961047136784439,0.881488423329004,55.940594059405946
H4,WICK_L20_STRICT_RR15,OOS_2025_2026,42,40.476190476190474,-0.34114431443974014,-0.00812248367713667,0.9859087992556972,8.050362348724704,7,11.857142857142858,0.3330632244194514,1.14941680714908,1.6992756642502527,1.8506910560538519,2.431855340521191,2.5090351711835455,1.0258098795831496,0.9033619081772735,54.761904761904766
D1,CLOSEFAIL_L20_W6_BODY_RR15,OOS_2025_2026,86,41.86046511627907,-0.4748090989619791,-0.005521036034441617,0.9896576844977422,9.587562041661496,5,8.430232558139535,0.8246894354227611,0.5265001198289156,1.2920310015787246,1.349558119856965,2.2645543301872766,2.8253476057026674,1.1889455730028755,0.9554135266813394,51.162790697674424
H4,CLOSEFAIL_L55_W8_STRICT_RR15,OOS_2025_2026,26,38.46153846153847,-1.0422019845642347,-0.04008469171400903,0.9332208715561257,8.045119201337902,8,12.23076923076923,0.9895331460779637,0.5242987477839206,1.54730287643519,1.6554358696295894,2.7432471833071066,2.461763902954037,0.9823671780857521,0.9123342148642839,53.84615384615385
D1,CLOSEFAIL_L120_W6_BODY_RR15,OOS_2025_2026,42,40.476190476190474,-1.2521635866025358,-0.029813418728631805,0.947895548835565,10.5464732243979,5,7.928571428571429,0.80873341385386,0.4778155339903247,1.3441240878563288,1.409617704521669,2.0483888786528697,3.6185807477777776,1.09379336689,0.9125345155830293,50.0
D1,WICK_L55_ACTIVITY_RR15,Research_2015_2024,126,42.857142857142854,-1.293385593945637,-0.010264965031314579,0.9815884433087873,11.85687259017076,5,8.087301587301587,0.26354776892145765,1.0847099178243147,1.6236098013846285,1.7021815489465242,2.322859178110181,2.4294657689266916,0.9936812511224093,0.8933872646430644,60.317460317460316
H4,WICK_L20_BODY_RR15,OOS_2025_2026,218,40.36697247706422,-5.0816483344956875,-0.02331031346098939,0.9611452304405802,41.10711150369117,10,7.26605504587156,0.25454969764505925,0.7957809228105456,1.2583870722968729,1.2980022554791302,2.3042221930633247,2.163931160275612,1.1720479496629632,0.9872119124297888,51.8348623853211
D1,WICK_L20_BODY_RR15,Research_2015_2024,338,41.42011834319527,-5.55263069440507,-0.016427901462736892,0.9717643929162089,26.758152196752384,10,6.106508875739645,0.23525985663960342,0.861352441265465,1.3105157559581233,1.3558277486211057,2.3339362929628487,2.303363397896563,1.0429519030030572,0.9625485899123027,52.071005917159766
D1,WICK_L55_BODY_RR15,Research_2015_2024,185,41.08108108108108,-6.319486994815038,-0.034159389161162367,0.9412605336761019,17.728741646748155,8,6.464864864864865,0.22569619063593285,0.9168965767004361,1.3724663648867668,1.4254786153981565,2.465328825901762,2.389191917494733,1.0194288777765919,0.9617097255257885,55.67567567567567
H4,CLOSEFAIL_L120_W8_STRICT_RR15,OOS_2025_2026,21,28.57142857142857,-6.632513904203625,-0.31583399543826784,0.5653815108338713,9.286647192011332,9,10.380952380952381,0.9893571258132043,0.4950290093831563,1.5025376973596514,1.635369685022263,2.8547192425430086,2.847913539220999,0.9040503761803319,1.0277987758803986,47.61904761904761
H4,CLOSEFAIL_L20_W6_BODY_RR15,OOS_2025_2026,374,41.17647058823529,-7.030106270082361,-0.01879707558845551,0.9679581869212806,25.554659760690104,14,9.917112299465241,0.8560437151088668,0.45310386903046834,1.1908146592906488,1.239140558679773,2.288508875478106,2.1917995346335717,1.087456376502509,1.0093618604650776,54.81283422459893
D1,CLOSEFAIL_L55_W8_STRICT_RR15,Research_2015_2024,65,40.0,-7.190189146060397,-0.11061829455477534,0.8040226035298227,13.695824995355656,6,10.63076923076923,1.0623337257860652,0.6153437397740331,1.6687784089788416,1.80729480908908,2.0651743751759923,2.2543748883703483,0.8627133185323136,0.854666037637542,53.84615384615385
D1,CLOSEFAIL_L20_W8_STRICT_RR15,Research_2015_2024,89,39.325842696629216,-10.275750991304964,-0.11545787630679735,0.7927864120128443,14.636511832750978,6,10.92134831460674,1.0386522514180707,0.6573308451154208,1.7110011982465065,1.849472631014699,1.9651629396853334,2.1562180124253016,0.8484880727829613,0.8502627821507813,53.93258426966292
H4,CLOSEFAIL_L120_W8_STRICT_RR15,Research_2015_2024,210,39.04761904761905,-14.589793934741916,-0.06947520921305675,0.8823049359262655,26.959322455205516,10,13.747619047619047,1.0906432231187517,0.614212206728583,1.7031443925654026,1.8413880647918155,2.011591013154377,2.1120262988484977,0.9799836765500983,0.9313642121026733,44.761904761904766
H4,CLOSEFAIL_L55_W8_STRICT_RR15,Research_2015_2024,334,39.52095808383233,-15.955127930351717,-0.04776984410284945,0.9188680949327406,32.64343658678071,12,13.089820359281438,1.0612478216812091,0.6346659218994154,1.7218144743956734,1.862120979138425,2.031343606836861,2.193813090016341,0.9765940773609261,0.9331366038556499,42.51497005988024
H4,CLOSEFAIL_L120_W6_ACTIVITY_RR15,Research_2015_2024,387,39.276485788113696,-28.890008869730195,-0.07465118570989715,0.876354192238641,51.229885972074506,11,12.37467700258398,1.0575032188493063,0.5552950474398627,1.621943545818166,1.7318007413980423,2.0556384609354335,2.0837244879402954,0.9756175618258726,0.9086904390300686,48.320413436692505
H4,CLOSEFAIL_L55_W6_ACTIVITY_RR15,Research_2015_2024,629,39.42766295707472,-36.55150109256883,-0.05811049458278033,0.9031710233575893,56.21457056087743,10,12.031796502384738,1.0246027161658473,0.5701669535038312,1.6324133560117928,1.741426208346686,2.0740295956928887,2.150364925937866,1.0000607053672652,0.9180787498439131,47.85373608903021
H4,WICK_L120_STRICT_RR15,Research_2015_2024,184,32.608695652173914,-40.29648871253346,-0.2190026560463775,0.6717497058885079,46.27186167867252,9,11.652173913043478,0.2851818446718276,1.2411089982077121,1.7307760326465413,1.8593523485388368,1.968066558263692,2.3642572616663107,0.992909006263258,1.0421758370946141,44.565217391304344
H4,WICK_L20_RAW_RR15,OOS_2025_2026,852,39.906103286384976,-43.64824418556043,-0.051230333551127265,0.9178563762061797,61.436675242786535,10,3.505868544600939,0.2841537676111022,0.39443961467158967,1.165254018314922,1.1941761556773896,2.3248664322849093,2.2829839848342592,1.2266804965169913,1.1052856832971554,50.82159624413145
D1,WICK_L55_RAW_RR15,Research_2015_2024,745,39.06040268456376,-51.343363006553744,-0.06891726578060905,0.889301026489947,52.22329527961465,11,3.6268456375838927,0.30582304296267343,0.4610739956173148,1.2808159596325546,1.3454228963744934,2.4284861912951876,2.3847081033296575,1.1661711222183986,1.1396506645235476,50.06711409395973
D1,WICK_L120_RAW_RR15,Research_2015_2024,436,37.15596330275229,-51.826794917201504,-0.11886879568165483,0.814228906813924,54.71595104795422,11,3.729357798165138,0.30825328082739717,0.4848561958691842,1.310001123813504,1.3840985527570797,2.4528455831678984,2.4787567551826446,1.1319768013363647,1.2113608303428196,49.08256880733945
H4,CLOSEFAIL_L20_W8_STRICT_RR15,Research_2015_2024,522,37.93103448275862,-53.41736903189505,-0.10233212458217443,0.8323847269867255,73.205963801307,10,13.183908045977011,1.0559446454515804,0.6448985286035025,1.7351284075615458,1.8694171784041789,1.9734267554652232,2.266801709184462,0.9520429927313857,0.9527418193658638,44.252873563218394
H4,WICK_L55_STRICT_RR15,Research_2015_2024,310,32.903225806451616,-64.64492695523207,-0.20853202243623248,0.6870490487015914,71.36437146536778,9,11.706451612903226,0.28820581402845596,1.270355726952407,1.7597795332519186,1.8924527351994314,1.9330054383785786,2.3562286353494395,0.9618551595413519,1.025459677966283,42.90322580645161
H4,WICK_L120_ACTIVITY_RR15,Research_2015_2024,378,35.18518518518518,-68.05522226104779,-0.18004027053187246,0.7243274087087146,68.67573040449817,14,10.645502645502646,0.30194382978075834,1.1349146695064112,1.668960762334902,1.7638527517381295,2.055772648189153,2.230472242358209,0.9942246008082898,1.0114615467060197,46.03174603174603
H4,CLOSEFAIL_L120_W6_BODY_RR15,Research_2015_2024,1282,40.09360374414976,-82.89528893411338,-0.06466091180508064,0.8953564364684252,97.27959799547641,19,9.593603744149766,0.8922410874728213,0.48772919568449036,1.266903849304101,1.331126084189621,2.2136149560807072,2.26114658908159,1.099015317948149,0.9952978831360969,48.28393135725429
H4,WICK_L20_STRICT_RR15,Research_2015_2024,459,33.98692810457516,-87.29845833421484,-0.19019271968238527,0.7116857063916473,95.0969834014489,12,11.649237472766885,0.2813727689748277,1.2679145194817807,1.755029229550284,1.875801490440632,1.9496249867946343,2.2769872081204254,0.9842324007667204,1.000006099884827,45.31590413943355
H4,WICK_L120_BODY_RR15,Research_2015_2024,604,36.75496688741722,-87.91877666023026,-0.145560888510315,0.7767349245027134,89.1829457685198,11,7.945364238410596,0.24877682398013276,0.921791403291133,1.3738220421053717,1.4399482489809434,2.0959688992081356,2.2834028240238764,1.0584534203443268,1.0363799026317921,47.51655629139073
D1,WICK_L20_RAW_RR15,Research_2015_2024,1322,39.03177004538578,-93.1845531957598,-0.07048755914959139,0.8871446598143915,95.94473714045348,14,3.425869894099849,0.2909726691406482,0.4289345614212123,1.1989646634529665,1.2377254634025938,2.3089671069995465,2.2912837231360728,1.1972730997841572,1.1429181306289078,49.319213313161875
H4,CLOSEFAIL_L20_W6_ACTIVITY_RR15,Research_2015_2024,1003,37.28813559322034,-116.19472673824272,-0.11584718518269464,0.8141872428956971,131.49386234898637,13,11.9740777666999,1.0181165463220185,0.5686275395233948,1.6302118320930796,1.7301206239802998,1.9946645458230223,2.2655559580863054,0.9688763611547311,0.9603320075200547,47.25822532402791
H4,WICK_L55_ACTIVITY_RR15,Research_2015_2024,645,34.57364341085271,-119.2470201893236,-0.18487910106871877,0.7192456861052354,119.67347692791917,12,10.677519379844961,0.30995643256520206,1.150591621578644,1.6935078730082103,1.7928450296670213,2.035150708109941,2.305359511348082,0.9876191506031065,1.0127178283422245,46.666666666666664
H4,CLOSEFAIL_L55_W6_BODY_RR15,Research_2015_2024,2038,39.842983316977424,-126.22071524391006,-0.061933618863547625,0.8994874481029845,142.11303273207912,18,9.408243375858685,0.8823730619980458,0.4874380786454045,1.2624967662362963,1.3237702246608167,2.207930063656644,2.264452704739108,1.0791856727329432,0.992552530572941,47.93915603532876
H4,WICK_L55_BODY_RR15,Research_2015_2024,1007,36.34558093346574,-149.28380406937606,-0.14824608149888388,0.7736111009855748,154.9346231256379,12,8.265143992055611,0.25898472183792104,0.9469616341266476,1.4134044884948456,1.4825803858012765,2.0880945447939783,2.281616448230179,1.050576214761368,1.0342027188991205,47.56703078450844
H4,WICK_L20_ACTIVITY_RR15,Research_2015_2024,1013,36.229022704837114,-151.46621435766033,-0.14952242286047418,0.7691978328559006,159.30807161741706,12,10.37314906219151,0.30511037383078976,1.1402100370359531,1.6835649844510185,1.7690556889814502,2.0926332057699226,2.2578538689596184,1.0196820962072177,0.9971896113405463,48.864758144126355
H4,WICK_L20_BODY_RR15,Research_2015_2024,1639,36.790726052471015,-231.77061280854187,-0.14140976986488216,0.7842514553066617,241.28058849393184,12,7.87431360585723,0.2508997966565145,0.9269864664083048,1.3820146765933323,1.4363264101003739,2.099727132508791,2.271299490244975,1.0538306577917094,1.034690147863099,47.34594264795607
H4,WICK_L120_RAW_RR15,Research_2015_2024,2585,39.110251450676984,-279.2776168545075,-0.10803776280638588,0.8353765275822709,297.76298511900177,17,4.197678916827853,0.3100032393423077,0.4432483647915526,1.2978170219948708,1.3608722448646722,2.2871916547136797,2.382465670064242,1.2219177027645174,1.1667491991016128,48.82011605415861
H4,CLOSEFAIL_L20_W6_BODY_RR15,Research_2015_2024,3237,38.61600247142416,-297.25351475031175,-0.09182993968190045,0.8534336393084659,308.3901564592935,19,9.574606116774792,0.8832084927161177,0.48281993363712344,1.2475940095882165,1.2995508520261778,2.1286521021796245,2.2520810059308087,1.0524995113365336,0.9963519426899279,47.69848625270312
