base_strategy,filter,family,description,pass_rate,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_ls,train_trades,train_win_rate,train_total_r,train_avg_r,train_pf,train_max_dd_r,train_max_ls,test_trades,test_win_rate,test_total_r,test_avg_r,test_pf,test_max_dd_r,test_max_ls,base_all_avg_r,base_test_avg_r,base_all_total_r,base_test_total_r,base_all_max_dd_r,base_test_max_dd_r,all_avg_r_delta,test_avg_r_delta,all_dd_delta,test_dd_delta,robust_score
T4_REBREAK_ONLY,EMA_stack,EMA,EMA20 > EMA50 > EMA200,45.059288537549406,114,45.614035087719294,18.763543278175128,0.16459248489627304,1.3197606265385629,7.0729773589546685,7,67,44.776119402985074,9.064103587642348,0.1352851281737664,1.2704683025819508,6.496431847150159,6,47,46.808510638297875,9.699439690532783,0.20637105724537835,1.3853978896605914,7.072977358954666,7,0.1804690682431602,0.3373156783911291,45.65867426551953,31.70767376876613,11.340884533144584,10.363003267993935,-0.015876583346887158,-0.13094462114575073,-4.267907174189915,-3.2900259090392696,0.1974756140292473
T5_STAG_OR_REBREAK,MACD_hist_rising,MACD,MACDヒストグラムが3本前より上,70.06802721088435,206,48.54368932038835,57.989990662884104,0.2815048090431267,1.585901664750164,12.890304597478856,10,125,43.2,17.378828771456348,0.1390306301716508,1.263601636820753,12.890304597478856,10,81,56.79012345679012,40.61116189142776,0.5013723690299724,2.228881447384145,10.298096218682087,5,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.11467569965160093,0.20821583044301245,-2.501886223671523,-0.7460715984051909,46.29838124956682
T5_STAG_OR_REBREAK,EMA_close_gt_200,EMA,終値 > EMA200,70.06802721088435,206,46.116504854368934,40.91801933758242,0.19863116183292437,1.3976704282052588,15.74662412656231,9,119,40.33613445378151,7.64933707450995,0.06428014348327689,1.1192655237868236,15.74662412656231,9,87,54.02298850574713,33.268682263072456,0.38239864670198226,1.8583857616540236,7.073217584461389,7,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.03180205244139861,0.08924210811502231,0.35443330541193063,-3.9709502326258885,35.42587448047753
T5_STAG_OR_REBREAK,BB_width_2_6ATR,Bollinger,BB幅が2〜6ATR,80.95238095238095,238,47.05882352941176,51.51286538932957,0.216440610879536,1.4317678395321825,12.15907724985688,12,147,44.21768707482993,16.56992925506237,0.11272060717729503,1.215107572410716,12.15907724985688,12,91,51.64835164835166,34.942936134267214,0.3839883091677716,1.8265438150596827,9.456657952749644,6,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.049611501488010246,0.09083177058081165,-3.233113571293499,-1.5875098643376333,35.39203119874556
T5_STAG_OR_REBREAK,Combo_BB_CloseLoc,Combo,BB位置0.60〜1.10 + 終値位置65%以上,79.93197278911565,235,45.95744680851064,46.42239043631732,0.19754208696305242,1.398730581259138,14.396253157067541,9,138,41.30434782608695,12.420998271609196,0.09000723385224055,1.1686010206744104,14.396253157067541,9,97,52.57731958762887,34.001392164708136,0.3505298161310117,1.795270446235214,7.0509090210268965,7,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.030712977571526662,0.05737327754405175,-0.9959376640828381,-3.993258796060381,34.58187427614055
T5_STAG_OR_REBREAK,Candle_CloseLoc75,Candle,終値が足の上側25%以内,87.07482993197279,256,47.265625,51.44035692855099,0.2009388942521523,1.4115695201920027,12.102059211533962,12,155,43.87096774193549,17.29631184175603,0.11158910865649051,1.2173143772142205,12.102059211533962,12,101,52.475247524752476,34.144045086794954,0.3380598523445045,1.7521604745713342,8.08512668970167,8,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.034109784860626546,0.04490331375754453,-3.2901316096164166,-2.959041127385607,33.32536575739593
T5_STAG_OR_REBREAK,BB_pos_60_110,Bollinger,BB位置が0.60〜1.10,81.97278911564626,241,45.643153526970956,46.3327265114289,0.19225197722584605,1.3845642064040409,14.396253157067541,9,141,41.13475177304964,12.36984247378997,0.08772937924673738,1.1634147211495547,14.396253157067541,9,100,52.0,33.962884037638936,0.33962884037638935,1.7583521424544872,8.003494887528753,7,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.025422867834320295,0.046472301789429404,-0.9959376640828381,-3.040672929558525,33.28387796146384
T5_STAG_OR_REBREAK,Combo_MACD_CloseLoc,Combo,MACDヒストグラム>0 + 終値位置65%以上,90.1360544217687,265,46.41509433962264,49.59475194478144,0.18715000733879789,1.3800605086721685,12.329013020033992,11,158,43.037974683544306,14.551346106609339,0.09209712725702113,1.1782096162006874,12.329013020033992,11,107,51.4018691588785,35.04340583817211,0.32750846577730947,1.7175328581290477,9.091604880598464,9,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.020320897947272126,0.03435192719034952,-3.063177801116387,-1.952562936488814,32.942298537240745
T5_STAG_OR_REBREAK,Combo_EMA_BB,Combo,EMA20>50 + BB位置0.60〜1.10,50.68027210884354,149,46.97986577181208,34.270063127156746,0.23000042367219292,1.4702940258641135,8.923203859449258,8,87,40.229885057471265,8.001237251170318,0.0919682442663255,1.1693258915043823,8.923203859449258,8,62,56.451612903225815,26.26882587598643,0.423690739935265,2.0254865245031874,5.030697917970846,5,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.06317131428066716,0.13053420134830507,-6.4689869617011215,-6.013469899116432,32.02251250492355
T5_STAG_OR_REBREAK,RSI_55_75,RSI,RSI14が55〜75,94.5578231292517,278,45.68345323741007,48.44829784111181,0.17427445266586983,1.3481976574839594,15.226425466303578,13,170,42.35294117647059,12.950836926295775,0.0761813936840928,1.1450111090819481,15.226425466303578,13,108,50.92592592592593,35.49746091481604,0.32868019365570406,1.7123577958702607,11.044167817087278,8,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.007445343274344068,0.03552365506874411,-0.16576535484680122,0.0,31.990517805437783
T5_STAG_OR_REBREAK,ADX_lt_25,ADX,ADX14 < 25,65.64625850340136,193,48.704663212435236,50.513585971193635,0.26172842472121055,1.5372509301777992,10.394739628976687,8,116,45.689655172413794,20.40639057450741,0.17591716012506387,1.3484164044224995,10.394739628976687,8,77,53.246753246753244,30.107195396686233,0.3910025376193017,1.8492056670261938,8.15512938586621,8,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.09489931532968479,0.09784599903234176,-4.997451192173692,-2.889038431221067,31.883148308903664
T5_STAG_OR_REBREAK,MACD_hist_gt_0,MACD,MACDヒストグラム > 0,92.51700680272108,272,45.955882352941174,48.9951600503786,0.1801292648910978,1.3627730880588005,12.329013020033992,11,162,42.592592592592595,13.990262339275686,0.086359644069603,1.1661788920028426,12.329013020033992,11,110,50.90909090909091,35.00489771110292,0.3182263428282084,1.6881333155542741,10.03450038533553,8,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.01330015549957203,0.02506980424124844,-3.063177801116387,-1.0096674317517476,31.732512634163697
T5_STAG_OR_REBREAK,CHOP_lt_50,Choppiness,Choppiness < 50,70.06802721088435,206,47.57281553398058,41.2210488121838,0.20010217869992136,1.423524529060099,10.158254768466326,8,121,42.97520661157025,10.48772321494149,0.08667539847059082,1.1703384095008929,10.158254768466326,8,85,54.11764705882353,30.73332559724231,0.3615685364381448,1.8594649422188876,7.307660671893359,6,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.0332730693083956,0.06841199785118485,-5.233936052684053,-3.7365071451939187,31.673179985881532
T5_STAG_OR_REBREAK,CCI_-50_150,CCI,CCI20が-50〜150,82.6530612244898,243,46.913580246913575,56.12256989455208,0.23095707775535834,1.4778357102201218,14.36918945882443,9,142,43.66197183098591,22.50655657357419,0.1584968772786915,1.3141139605879264,14.36918945882443,9,101,51.48514851485149,33.61601332097789,0.3328318150591871,1.7339632707116766,10.021097813848932,6,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.06412796836383258,0.03967527647222713,-1.0230013623259495,-1.0230700032383453,31.08395378420255
T5_STAG_OR_REBREAK,Stoch_K_gt_D,Stochastic,Stoch K > D,98.29931972789116,289,45.674740484429066,48.97590883477479,0.1694668125770754,1.3359527688906991,15.392190821150379,13,175,42.285714285714285,14.257482262092335,0.0814713272119562,1.1534877489085817,15.392190821150379,13,114,50.877192982456144,34.71842657268246,0.3045476015147584,1.6564010905912845,10.038743181905208,8,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.0026377031855496502,0.011391062927798457,0.0,-1.0054246351820701,30.758922332643476
