symbol,setup,method,method_family,direction,direction_ja,signal_time,entry_time,entry,stop,exit_time,exit,exit_reason,risk,r,max_favorable_r,max_adverse_r,hold_days,score,reason
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2016-06-26 22:00:00,2016-06-26 23:00:00,17.855,17.526767857142858,2016-06-28 11:00:00,17.526767857142858,initial_stop,0.32823214285714286,-1.0,0.12795821772481858,-1.0328056144932334,1.5,0.78,SuddenReversalStagnation with short-mid alignment and momentum
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2016-06-29 01:00:00,2016-06-29 02:00:00,17.93,17.729303571428574,2016-06-29 19:00:00,18.253,one_swing_break,0.2006964285714261,1.6093958537236626,2.6258563929175565,-0.2042886377791662,0.7083333333333334,0.78,SuddenReversalStagnation with short-mid alignment and momentum
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2016-06-29 02:00:00,2016-06-29 03:00:00,1320.009,1308.6646607142857,2016-07-05 01:00:00,1342.71,one_swing_break,11.34433928571434,2.0010861301183804,3.2994429254363697,-0.6364407673430574,5.916666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2016-06-29 05:00:00,2016-06-29 06:00:00,135.91,137.26232142857143,2016-06-29 08:00:00,137.26232142857143,initial_stop,1.352321428571429,-1.0,0.044368150006604073,-1.2127294335138097,0.08333333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum
XAGUSD,VShapeStagnation,V字＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2016-06-30 13:00:00,2016-06-30 14:00:00,18.458,18.261714285714287,2016-07-05 01:00:00,19.835,one_swing_break,0.19628571428571107,7.015283842794887,13.531295487627599,-0.5196506550218261,4.458333333333333,0.9,VShapeStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-06-30 15:00:00,2016-06-30 16:00:00,136.1,138.94482142857143,2016-07-06 16:00:00,131.3,one_swing_break,2.8448214285714357,1.6872763793860923,2.5730964785637975,-0.565940618919092,6.0,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-07-05 00:00:00,2016-07-05 01:00:00,76.979,77.37453571428571,2016-07-06 14:00:00,75.543,one_swing_break,0.3955357142857139,3.6305191873589022,6.153679458239278,-0.1820316027088107,1.5416666666666667,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2016-07-05 13:00:00,2016-07-05 14:00:00,1350.429,1340.2066607142858,2016-07-06 18:00:00,1363.138,one_swing_break,10.22233928571427,1.243257501515399,2.411581078555181,-0.8080342247633425,1.1666666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-07-05 23:00:00,2016-07-06 00:00:00,20.227,19.58294642857143,2016-07-07 14:00:00,19.58294642857143,initial_stop,0.6440535714285716,-1.0,0.4161144536556973,-1.2017633848116018,1.5833333333333333,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2016-07-07 15:00:00,2016-07-07 16:00:00,75.445,76.30442857142857,2016-07-11 04:00:00,76.30442857142857,initial_stop,0.8594285714285803,-1.0,0.4654255319148789,-1.3764960106382917,3.5,0.78,SuddenReversalStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-07-08 03:00:00,2016-07-08 04:00:00,102.659,103.25514285714286,2016-07-11 06:00:00,103.25514285714286,initial_stop,0.5961428571428513,-1.0,0.9578241073568474,-1.667385573927646,3.0833333333333335,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-07-10 22:00:00,2016-07-10 23:00:00,1372.559,1349.350517857143,2016-07-12 11:00:00,1349.350517857143,initial_stop,23.208482142857065,-1.0,0.012064554600187374,-1.1310519937676764,1.5,0.76,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-07-13 02:00:00,2016-07-13 03:00:00,105.401,106.29658928571429,2016-07-13 10:00:00,106.29658928571429,initial_stop,0.8955892857142942,-1.0,0.1708372380515512,-1.169062668235186,0.2916666666666667,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-07-13 15:00:00,2016-07-13 16:00:00,137.21,139.68625,2016-07-14 06:00:00,139.68625,initial_stop,2.476249999999993,-1.0,0.3432609793033808,-1.2559313478041367,0.5833333333333334,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-07-14 23:00:00,2016-07-15 00:00:00,107.116,108.14533928571429,2016-07-15 02:00:00,108.14533928571429,initial_stop,1.0293392857142862,-1.0,0.027201915236894747,-1.3056919313706716,0.08333333333333333,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-07-15 13:00:00,2016-07-15 14:00:00,140.79,142.77517857142857,2016-07-20 08:00:00,139.99,one_swing_break,1.9851785714285768,0.4029864171988749,1.2744445443914696,-0.23675452010434347,4.75,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-07-15 15:00:00,2016-07-15 16:00:00,107.415,108.58075,2016-07-20 21:00:00,108.58075,initial_stop,1.1657499999999885,-1.0,0.8595324898134415,-1.1846450782758,5.208333333333333,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-07-19 08:00:00,2016-07-19 09:00:00,1333.899,1324.8733928571428,2016-07-20 07:00:00,1324.8733928571428,initial_stop,9.025607142857098,-1.0,0.4930416236343495,-1.0834728174202815,0.9166666666666666,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-07-19 15:00:00,2016-07-19 16:00:00,116.88,117.80499999999999,2016-07-20 19:00:00,117.80499999999999,initial_stop,0.9249999999999972,-1.0,0.38918918918918977,-1.0918918918919007,1.125,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-07-20 09:00:00,2016-07-20 10:00:00,79.927,79.26264285714285,2016-07-21 09:00:00,79.26264285714285,initial_stop,0.6643571428571562,-1.0,0.7932480378453572,-1.3245887538974184,0.9583333333333334,0.68,WideStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-07-21 15:00:00,2016-07-21 16:00:00,19.636,19.252803571428572,2016-07-28 14:00:00,20.223,one_swing_break,0.3831964285714271,1.5318514376252441,2.270376065986311,-0.8977119157463042,6.916666666666667,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-07-22 07:00:00,2016-07-22 08:00:00,117.04,116.32375,2016-07-22 17:00:00,116.32375,initial_stop,0.7162500000000023,-1.0,0.29319371727747723,-1.0750436300174628,0.375,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-07-22 08:00:00,2016-07-22 09:00:00,107.742,107.07153571428572,2016-07-25 23:00:00,107.07153571428572,initial_stop,0.6704642857142886,-1.0,0.3355883449635015,-1.0231715761998676,3.5833333333333335,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-07-26 13:00:00,2016-07-26 14:00:00,78.78,78.0915,2016-07-28 22:00:00,78.0915,initial_stop,0.6885000000000048,-1.0,1.1503267973856153,-1.6732026143790748,2.3333333333333335,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-07-27 00:00:00,2016-07-27 01:00:00,105.967,105.30425000000001,2016-07-28 06:00:00,106.201,one_swing_break,0.6627499999999884,0.35307431158053376,2.12749905695967,-0.12372689551112044,1.2083333333333333,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-07-27 00:00:00,2016-07-27 01:00:00,115.55,114.79142857142857,2016-07-29 03:00:00,114.79142857142857,initial_stop,0.7585714285714289,-1.0,2.0037664783427434,-2.1355932203389694,2.0833333333333335,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-07-27 00:00:00,2016-07-27 01:00:00,138.09,137.20642857142857,2016-07-28 22:00:00,137.20642857142857,initial_stop,0.8835714285714289,-1.0,1.9579628132578697,-1.4939369442198787,1.875,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-07-28 12:00:00,2016-07-28 13:00:00,107.008,106.01792857142857,2016-07-28 22:00:00,106.01792857142857,initial_stop,0.9900714285714258,-1.0,0.5514753625279643,-1.6069547651684566,0.375,0.68,WideStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-08-01 01:00:00,2016-08-01 02:00:00,20.573,20.121,2016-08-04 04:00:00,20.121,initial_stop,0.45200000000000173,-1.0,0.44026548672565774,-1.1924778761061934,3.0833333333333335,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-08-01 02:00:00,2016-08-01 03:00:00,135.96,134.79749999999999,2016-08-01 09:00:00,134.79749999999999,initial_stop,1.1625000000000227,-1.0,0.051612903225807395,-1.2043010752687986,0.25,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,SimpleStagnation,高値停滞,高安値停滞,long,買い,2016-08-02 01:00:00,2016-08-02 02:00:00,114.54,114.15857142857143,2016-08-02 06:00:00,114.15857142857143,initial_stop,0.38142857142857167,-1.0,0.6029962546816208,-1.205992509363316,0.16666666666666666,0.65,SimpleStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-08-03 00:00:00,2016-08-03 01:00:00,134.9,134.20303571428573,2016-08-03 04:00:00,134.20303571428573,initial_stop,0.696964285714273,-1.0,0.15782731232383512,-1.0760953112990204,0.125,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-08-03 13:00:00,2016-08-03 14:00:00,1359.37,1367.8001071428573,2016-08-09 13:00:00,1339.521,one_swing_break,8.430107142857423,2.354537097054264,3.4995996492163344,-0.6616760505501136,5.958333333333333,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-08-04 00:00:00,2016-08-04 01:00:00,77.094,76.58155357142857,2016-08-09 01:00:00,78.262,one_swing_break,0.5124464285714225,2.2792626406941885,3.081297696623392,-0.4878558734362534,5.0,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-08-05 11:00:00,2016-08-05 12:00:00,133.07,132.44232142857143,2016-08-05 13:00:00,132.44232142857143,initial_stop,0.6276785714285609,-1.0,0.19118065433855955,-1.370128022759601,0.041666666666666664,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-08-07 22:00:00,2016-08-07 23:00:00,133.6,132.74803571428572,2016-08-09 09:00:00,132.74803571428572,initial_stop,0.8519642857142742,-1.0,0.4460280863550625,-1.0094319849088205,1.4166666666666667,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-08-08 23:00:00,2016-08-09 00:00:00,104.062,104.47508928571428,2016-08-11 17:00:00,104.47508928571428,initial_stop,0.4130892857142783,-1.0,1.9099987031513803,-1.1087191458090335,2.7083333333333335,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-08-09 02:00:00,2016-08-09 03:00:00,78.098,78.51396428571428,2016-08-11 17:00:00,78.51396428571428,initial_stop,0.41596428571428135,-1.0,0.6010131364299883,-1.0121061217481158,2.5833333333333335,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-08-09 10:00:00,2016-08-09 11:00:00,113.27,113.66160714285714,2016-08-10 10:00:00,113.14,one_swing_break,0.39160714285713993,0.3319653442772367,1.2512539899680766,-0.43410852713179054,0.9583333333333334,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-08-09 10:00:00,2016-08-09 11:00:00,132.66,133.24,2016-08-11 03:00:00,131.88,one_swing_break,0.5800000000000125,1.3448275862068695,2.0862068965516927,-0.22413793103447008,1.6666666666666667,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-08-11 07:00:00,2016-08-11 08:00:00,112.86,113.3625,2016-08-11 16:00:00,113.3625,initial_stop,0.5024999999999977,-1.0,0.3383084577114477,-1.1343283582089752,0.3333333333333333,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-08-11 14:00:00,2016-08-11 15:00:00,1351.378,1340.9734464285716,2016-08-11 18:00:00,1340.9734464285716,initial_stop,10.404553571428323,-1.0,0.18270846384225023,-1.037045936274489,0.125,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-08-12 12:00:00,2016-08-12 13:00:00,77.991,78.57903571428571,2016-08-15 15:00:00,77.654,one_swing_break,0.5880357142857093,0.5730944427573745,1.12068023079261,-0.11904038870332362,3.0833333333333335,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-08-12 12:00:00,2016-08-12 13:00:00,131.37,132.55928571428572,2016-08-15 02:00:00,130.94,one_swing_break,1.1892857142857167,0.36156156156156655,0.8576576576576646,-0.09249249249247987,2.5416666666666665,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-08-15 06:00:00,2016-08-15 07:00:00,103.746,104.05494642857144,2016-08-15 16:00:00,104.05494642857144,initial_stop,0.3089464285714456,-1.0,0.7606496734292377,-1.2429339344545884,0.375,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-08-15 07:00:00,2016-08-15 08:00:00,130.62,131.23125000000002,2016-08-17 00:00:00,131.23125000000002,initial_stop,0.6112500000000125,-1.0,2.2903885480572224,-1.0633946830265724,1.6666666666666667,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-08-16 00:00:00,2016-08-16 01:00:00,1345.76,1337.558142857143,2016-08-17 18:00:00,1337.558142857143,initial_stop,8.20185714285708,-1.0,1.4934422517548436,-1.2009475205963789,1.7083333333333333,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-08-16 01:00:00,2016-08-16 02:00:00,103.664,104.1640357142857,2016-08-16 13:00:00,104.1640357142857,initial_stop,0.5000357142857013,-1.0,0.7819441468466849,-1.397900149989319,0.4583333333333333,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-08-16 01:00:00,2016-08-16 02:00:00,112.81,113.31375,2016-08-17 00:00:00,113.31375,initial_stop,0.5037499999999966,-1.0,0.9131513647642899,-1.3697270471464067,0.9166666666666666,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-08-17 13:00:00,2016-08-17 14:00:00,104.268,104.93410714285714,2016-08-19 00:00:00,104.93410714285714,initial_stop,0.6661071428571432,-1.0,0.8662270119564602,-1.3075974478580157,1.4166666666666667,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2016-08-17 13:00:00,2016-08-17 14:00:00,130.56,131.85482142857143,2016-08-18 08:00:00,131.85482142857143,initial_stop,1.2948214285714243,-1.0,0.42476899737968193,-1.0194455937112104,0.75,0.78,SuddenReversalStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-08-19 02:00:00,2016-08-19 03:00:00,76.471,77.05426785714286,2016-08-26 15:00:00,77.05426785714286,initial_stop,0.5832678571428573,-1.0,0.6960781312188202,-1.2412821847350028,7.5,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-08-19 12:00:00,2016-08-19 13:00:00,131.17,131.94517857142856,2016-08-22 08:00:00,131.94517857142856,initial_stop,0.7751785714285688,-1.0,1.0965215388159373,-1.2126238193964902,2.7916666666666665,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-08-19 13:00:00,2016-08-19 14:00:00,104.407,104.91351785714286,2016-08-25 09:00:00,104.137,one_swing_break,0.5065178571428675,0.5330512956107692,1.739326634937388,-0.8133967918209016,5.791666666666667,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-08-23 07:00:00,2016-08-23 08:00:00,1340.041,1334.8220892857144,2016-08-24 12:00:00,1334.8220892857144,initial_stop,5.218910714285585,-1.0,0.8793022627190809,-2.257750830598924,1.1666666666666667,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-08-23 17:00:00,2016-08-23 18:00:00,113.25,113.58571428571429,2016-08-26 14:00:00,113.58571428571429,initial_stop,0.33571428571428896,-1.0,1.3404255319148892,-1.489361702127645,2.8333333333333335,0.68,WideStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-08-24 13:00:00,2016-08-24 14:00:00,18.614,18.94607142857143,2016-08-26 14:00:00,18.94607142857143,initial_stop,0.33207142857142813,-1.0,0.45472144547214455,-1.3129705312970548,2.0,0.76,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-08-25 10:00:00,2016-08-25 11:00:00,132.49,132.96142857142857,2016-08-26 07:00:00,132.96142857142857,initial_stop,0.47142857142856087,-1.0,0.27575757575757226,-1.0606060606060843,0.8333333333333334,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-08-26 11:00:00,2016-08-26 12:00:00,103.786,104.13194642857142,2016-08-26 15:00:00,104.13194642857142,initial_stop,0.3459464285714233,-1.0,1.0810922417797992,-1.049295411139229,0.125,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-08-29 01:00:00,2016-08-29 02:00:00,1316.801,1329.3693571428573,2016-09-01 15:00:00,1313.318,one_swing_break,12.568357142857394,0.2771245247418306,1.1416766596384063,-0.6865654676994916,3.5416666666666665,0.76,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-08-29 14:00:00,2016-08-29 15:00:00,104.264,104.75116071428572,2016-08-30 15:00:00,104.75116071428572,initial_stop,0.4871607142857215,-1.0,0.4926505626626412,-1.100252923279925,1.0,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-08-29 19:00:00,2016-08-29 20:00:00,114.01,114.28321428571428,2016-08-30 07:00:00,114.28321428571428,initial_stop,0.27321428571427475,-1.0,0.6222222222222534,-1.1346405228758187,0.4583333333333333,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2016-08-31 12:00:00,2016-08-31 13:00:00,115.16,114.78214285714286,2016-09-05 02:00:00,115.76,one_swing_break,0.37785714285713823,1.5879017013232934,3.1228733459357843,-0.39697542533079516,4.541666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2016-09-02 01:00:00,2016-09-02 02:00:00,137.36,136.76982142857142,2016-09-05 02:00:00,137.98,one_swing_break,0.590178571428595,1.0505295007563473,2.4229954614219547,-0.49137670196673217,3.0,0.78,SuddenReversalStagnation with short-mid alignment and momentum
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2016-09-02 06:00:00,2016-09-02 07:00:00,105.686,105.23578571428571,2016-09-02 20:00:00,105.944,one_swing_break,0.45021428571429567,0.5730604474059746,1.3860066634935333,-0.8862446454069315,0.5416666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2016-09-02 06:00:00,2016-09-02 07:00:00,1310.489,1316.591964285714,2016-09-02 12:00:00,1316.591964285714,initial_stop,6.102964285714052,-1.0,1.2077737399273805,-3.2115541042702813,0.20833333333333334,0.78,SuddenReversalStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-09-05 23:00:00,2016-09-06 00:00:00,105.598,105.32530357142858,2016-09-06 14:00:00,105.32530357142858,initial_stop,0.27269642857142173,-1.0,0.8324274769170673,-2.3872699888678346,0.5833333333333334,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-09-05 23:00:00,2016-09-06 00:00:00,115.39,115.08785714285715,2016-09-06 14:00:00,115.08785714285715,initial_stop,0.3021428571428544,-1.0,0.8936170212765907,-1.9858156028368787,0.5833333333333334,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,SimpleStagnation,高値停滞,高安値停滞,long,買い,2016-09-05 23:00:00,2016-09-06 00:00:00,137.74,137.32357142857143,2016-09-06 14:00:00,137.32357142857143,initial_stop,0.4164285714285825,-1.0,1.224699828473359,-1.6809605488850736,0.5833333333333334,0.65,SimpleStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-09-07 07:00:00,2016-09-07 08:00:00,19.88,20.141660714285713,2016-09-12 17:00:00,19.029,one_swing_break,0.26166071428571414,3.252303282604243,4.502013239609629,-0.5159353033508559,5.375,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-09-07 14:00:00,2016-09-07 15:00:00,1344.489,1351.9721428571427,2016-09-13 02:00:00,1330.508,one_swing_break,7.483142857142639,1.8683326333473869,3.221908289107056,-0.6469206979496822,5.458333333333333,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,SimpleStagnation,高値停滞,高安値停滞,long,買い,2016-09-07 23:00:00,2016-09-08 00:00:00,105.002,104.78864285714285,2016-09-08 04:00:00,104.78864285714285,initial_stop,0.21335714285714857,-1.0,0.389019082691646,-1.3779712085704208,0.16666666666666666,0.65,SimpleStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-09-08 10:00:00,2016-09-08 11:00:00,105.096,104.67369642857143,2016-09-12 09:00:00,104.67369642857143,initial_stop,0.42230357142857144,-1.0,1.4515624339295519,-1.3189564040762873,3.9166666666666665,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-09-08 10:00:00,2016-09-08 11:00:00,135.87,135.34839285714284,2016-09-08 13:00:00,135.34839285714284,initial_stop,0.5216071428571638,-1.0,0.019171516603884567,-1.5528928449160666,0.08333333333333333,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-09-09 10:00:00,2016-09-09 11:00:00,115.61,114.96410714285715,2016-09-11 22:00:00,114.96410714285715,initial_stop,0.6458928571428544,-1.0,0.4954382084600633,-1.0373237489632363,2.4583333333333335,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-09-09 10:00:00,2016-09-09 11:00:00,136.65,135.66250000000002,2016-09-11 22:00:00,135.66250000000002,initial_stop,0.987499999999983,-1.0,0.45569620253164195,-1.0227848101266195,2.4583333333333335,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-09-12 21:00:00,2016-09-12 22:00:00,77.1,76.55253571428571,2016-09-13 07:00:00,76.55253571428571,initial_stop,0.547464285714284,-1.0,0.05662469828430872,-1.1982516798225473,0.375,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-09-13 10:00:00,2016-09-13 11:00:00,105.123,104.54542857142857,2016-09-14 09:00:00,105.284,one_swing_break,0.5775714285714315,0.27875340093989703,1.1946574325995447,-0.7271827850605979,0.9166666666666666,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-09-13 10:00:00,2016-09-13 11:00:00,114.77,114.14267857142858,2016-09-14 09:00:00,115.33,one_swing_break,0.6273214285714204,0.8926843153999584,2.0563620836891916,-0.1275263307714194,0.9166666666666666,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-09-13 10:00:00,2016-09-13 11:00:00,1325.869,1332.436625,2016-09-14 08:00:00,1322.478,one_swing_break,6.567625000000135,0.5163205877314523,1.8804362307530738,-0.2054014959745924,0.875,0.68,WideStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2016-09-13 11:00:00,2016-09-13 12:00:00,19.055,19.25473214285714,2016-09-14 05:00:00,18.961,one_swing_break,0.19973214285714036,0.47063030844882725,1.3868573983013188,-0.3905230219043381,0.7083333333333334,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2016-09-14 01:00:00,2016-09-14 02:00:00,135.82,135.04107142857143,2016-09-14 13:00:00,135.04107142857143,initial_stop,0.7789285714285654,-1.0,0.9756992205410686,-1.1297569922054131,0.4583333333333333,0.68,WideStagnation with short-mid alignment and momentum
