symbol,setup,method,method_family,direction,direction_ja,signal_time,entry_time,entry,stop,exit_time,exit,exit_reason,risk,r,max_favorable_r,max_adverse_r,hold_days,score,reason
EURJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-04-26 04:00:00,2023-04-26 05:00:00,147.08,146.34214285714287,2023-04-27 08:00:00,147.53,one_swing_break,0.7378571428571377,0.6098741529525542,1.2333010648596363,-0.17618586640855247,1.125,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-04-26 04:00:00,2023-04-26 05:00:00,166.26,165.48767857142857,2023-04-27 21:00:00,167.17,one_swing_break,0.7723214285714164,1.1782658959537713,1.5926011560694129,-0.3366473988439242,1.6666666666666667,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-04-26 13:00:00,2023-04-26 14:00:00,2002.944,1990.1930357142858,2023-04-26 16:00:00,1990.1930357142858,initial_stop,12.75096428571419,-1.0,0.08634641077566511,-1.3802093399098718,0.08333333333333333,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-04-27 05:00:00,2023-04-27 06:00:00,88.605,88.07023214285715,2023-05-02 00:00:00,91.018,one_swing_break,0.5347678571428531,4.5122382876415275,5.093799044979482,-0.6301799846395407,4.75,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-04-27 22:00:00,2023-04-27 23:00:00,147.89,147.32767857142858,2023-04-28 01:00:00,147.32767857142858,initial_stop,0.5623214285714084,-1.0,0.2134010797078595,-1.6360749444268385,0.08333333333333333,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-04-28 01:00:00,2023-04-28 02:00:00,150.129,149.32176785714285,2023-04-28 03:00:00,149.32176785714285,initial_stop,0.8072321428571456,-1.0,0.07432806105519557,-1.3180842827120762,0.041666666666666664,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,VShapeStagnation,V字＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-04-28 11:00:00,2023-04-28 12:00:00,149.79,148.22928571428574,2023-05-02 07:00:00,150.45,one_swing_break,1.5607142857142549,0.4228832951945142,1.1212814645309146,-0.02562929061784438,3.7916666666666665,0.9,VShapeStagnation with short-mid alignment and momentum
CHFJPY,VShapeStagnation,V字＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-04-28 13:00:00,2023-04-28 14:00:00,152.215,150.62558928571428,2023-05-02 08:00:00,153.155,one_swing_break,1.5894107142857195,0.5914141584369735,1.0966328491017494,-0.0037749839900233875,3.75,0.9,VShapeStagnation with short-mid alignment and momentum
GBPJPY,VShapeStagnation,V字＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-04-30 22:00:00,2023-04-30 23:00:00,171.61,170.85857142857142,2023-05-02 11:00:00,170.85857142857142,initial_stop,0.7514285714285904,-1.0,0.8650190114067919,-1.1311787072243362,1.5,0.9,VShapeStagnation with short-mid alignment and momentum
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-05-01 10:00:00,2023-05-01 11:00:00,25.205,24.954696428571427,2023-05-01 15:00:00,24.954696428571427,initial_stop,0.25030357142857085,-1.0,2.784618677320414,-1.298423343083399,0.16666666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum
AUDJPY,VShapeStagnation,V字＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-05-02 04:00:00,2023-05-02 05:00:00,92.171,90.93123214285714,2023-05-02 14:00:00,90.93123214285714,initial_stop,1.2397678571428656,-1.0,0.21213648868594923,-1.0405173779653427,0.375,0.9,VShapeStagnation with short-mid alignment and momentum
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-05-04 14:00:00,2023-05-04 15:00:00,25.902,25.388910714285714,2023-05-05 13:00:00,25.388910714285714,initial_stop,0.5130892857142868,-1.0,0.430724254341697,-1.4500400236661644,0.9166666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum
GBPJPY,SimpleStagnation,高値停滞,高安値停滞,long,買い,2023-05-05 01:00:00,2023-05-05 02:00:00,168.99,168.52232142857142,2023-05-08 13:00:00,170.27,one_swing_break,0.4676785714285927,2.736922489499687,4.383352424589302,-0.5345551737304072,3.4583333333333335,0.65,SimpleStagnation with short-mid alignment and momentum
AUDJPY,SimpleStagnation,高値停滞,高安値停滞,long,買い,2023-05-05 02:00:00,2023-05-05 03:00:00,90.132,89.67126785714287,2023-05-09 01:00:00,91.504,one_swing_break,0.4607321428571396,2.977869074842081,3.780938723305304,-0.08030696484633768,3.9166666666666665,0.65,SimpleStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-05-05 04:00:00,2023-05-05 05:00:00,148.05,147.55642857142857,2023-05-08 12:00:00,148.57,one_swing_break,0.49357142857144254,1.0535455861070244,2.4109985528219244,-0.7496382054992644,3.2916666666666665,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-05-07 22:00:00,2023-05-07 23:00:00,151.571,150.98539285714287,2023-05-10 15:00:00,150.98539285714287,initial_stop,0.5856071428571283,-1.0,1.3251204488626476,-1.0638531438677907,2.6666666666666665,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-05-08 12:00:00,2023-05-08 13:00:00,2026.045,2018.5868035714286,2023-05-08 13:00:00,2018.5868035714286,initial_stop,7.458196428571455,-1.0,0.08983405122358482,-1.1049588300503463,0.0,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-05-09 10:00:00,2023-05-09 11:00:00,2030.794,2020.6104107142858,2023-05-11 13:00:00,2020.6104107142858,initial_stop,10.183589285714334,-1.0,1.7007755825636692,-1.9393947895861774,2.0833333333333335,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-05-09 13:00:00,2023-05-09 14:00:00,170.51,169.77053571428573,2023-05-10 11:00:00,169.77053571428573,initial_stop,0.7394642857142628,-1.0,0.8519681236416526,-1.298237140787262,0.875,0.78,SuddenReversalStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-05-09 21:00:00,2023-05-09 22:00:00,148.32,147.89125,2023-05-10 10:00:00,147.89125,initial_stop,0.42874999999997954,-1.0,0.7696793002916111,-1.352769679300319,0.5,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-05-09 23:00:00,2023-05-10 00:00:00,91.545,91.17319642857143,2023-05-10 12:00:00,91.17319642857143,initial_stop,0.3718035714285719,-1.0,0.37923250564335476,-1.2291436530426207,0.5,0.78,SuddenReversalStagnation with short-mid alignment and momentum
EURJPY,SimpleStagnation,高値停滞,高安値停滞,long,買い,2023-05-12 00:00:00,2023-05-12 01:00:00,146.99,146.68125,2023-05-12 11:00:00,146.68125,initial_stop,0.3087500000000034,-1.0,1.4898785425100387,-1.1336032388664579,0.4166666666666667,0.65,SimpleStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-05-12 01:00:00,2023-05-12 02:00:00,150.633,149.85930357142857,2023-05-16 05:00:00,151.707,one_swing_break,0.7736964285714407,1.388141343734811,2.0124171994367934,-0.30632169317056546,4.125,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-05-12 02:00:00,2023-05-12 03:00:00,168.54,168.03089285714287,2023-05-16 03:00:00,169.99,one_swing_break,0.5091071428571183,2.8481234654508896,4.026657313223646,-0.23570676955456255,4.0,0.68,WideStagnation with short-mid alignment and momentum
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2023-05-12 09:00:00,2023-05-12 10:00:00,23.773,24.07530357142857,2023-05-12 13:00:00,24.07530357142857,initial_stop,0.30230357142857045,-1.0,0.1488569909622485,-1.4191033138401674,0.125,0.78,SuddenReversalStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-05-12 13:00:00,2023-05-12 14:00:00,147.19,146.58571428571426,2023-05-16 03:00:00,147.73,one_swing_break,0.6042857142857372,0.8936170212765487,1.5886524822694565,-0.04964539007092199,3.5416666666666665,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-05-15 00:00:00,2023-05-15 01:00:00,90.377,89.89414285714285,2023-05-16 02:00:00,90.956,one_swing_break,0.4828571428571422,1.1991124260355206,1.9426035502958656,-0.12840236686390055,1.0416666666666667,0.68,WideStagnation with short-mid alignment and momentum
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2023-05-16 05:00:00,2023-05-16 06:00:00,23.899,24.115321428571427,2023-05-19 02:00:00,23.652,one_swing_break,0.2163214285714261,1.1418193825326193,2.8198778273072773,-0.721149083704807,2.8333333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-05-16 07:00:00,2023-05-16 08:00:00,152.043,151.58773214285713,2023-05-18 05:00:00,152.821,one_swing_break,0.45526785714287143,1.7088840949205006,2.6028633065306157,-0.729241027652444,1.875,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-05-17 03:00:00,2023-05-17 04:00:00,148.47,148.02517857142857,2023-05-19 03:00:00,148.92,one_swing_break,0.44482142857143003,1.0116419108791361,2.158169409875563,-0.719389803291833,1.9583333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-05-17 03:00:00,2023-05-17 04:00:00,170.49,170.0275,2023-05-17 22:00:00,171.63,one_swing_break,0.4625000000000057,2.464864864864805,3.2216216216215403,-0.8648648648648666,0.75,0.78,SuddenReversalStagnation with short-mid alignment and momentum
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-05-17 09:00:00,2023-05-17 10:00:00,91.084,90.61866071428572,2023-05-19 15:00:00,91.69,one_swing_break,0.46533928571427907,1.3022756053570812,2.724893510879199,-0.2020031467055735,2.2083333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-05-18 10:00:00,2023-05-18 11:00:00,171.83,171.11089285714286,2023-05-23 02:00:00,172.09,one_swing_break,0.7191071428571547,0.36155947355349516,1.056866153464087,-0.9178048174820161,4.625,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-05-18 12:00:00,2023-05-18 13:00:00,153.311,152.716,2023-05-23 04:00:00,154.04,one_swing_break,0.5949999999999989,1.2252100840335907,1.9899159663865542,-0.7663865546218792,4.625,0.68,WideStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2023-05-22 05:00:00,2023-05-22 06:00:00,23.643,23.94976785714286,2023-05-25 08:00:00,23.094,one_swing_break,0.3067678571428587,1.789626870015706,2.4415856569066836,-0.867105186564982,3.0833333333333335,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2023-05-23 00:00:00,2023-05-23 01:00:00,1967.195,1979.8283035714285,2023-05-24 05:00:00,1979.8283035714285,initial_stop,12.633303571428542,-1.0,1.037812471288325,-1.0498441619020165,1.1666666666666667,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-05-24 04:00:00,2023-05-24 05:00:00,149.45,149.01928571428573,2023-05-24 08:00:00,149.01928571428573,initial_stop,0.4307142857142594,-1.0,0.2321724709785081,-1.4394693200663675,0.125,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-05-24 04:00:00,2023-05-24 05:00:00,172.6,171.74875,2023-05-24 07:00:00,171.74875,initial_stop,0.8512499999999932,-1.0,0.023494860499277993,-1.2687224669603439,0.08333333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-05-24 20:00:00,2023-05-24 21:00:00,153.857,153.27392857142857,2023-05-26 05:00:00,154.377,one_swing_break,0.5830714285714294,0.8918289844420108,1.4595124341541066,-0.622565233370083,1.3333333333333333,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-05-25 04:00:00,2023-05-25 05:00:00,172.47,171.75982142857143,2023-05-29 00:00:00,173.51,one_swing_break,0.7101785714285711,1.4644204174000397,2.0276590394769904,-0.7040482775961784,3.7916666666666665,0.78,SuddenReversalStagnation with short-mid alignment and momentum
XAGUSD,VShapeStagnation,逆V字＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2023-05-25 12:00:00,2023-05-25 13:00:00,22.869,23.162392857142855,2023-05-26 11:00:00,23.162392857142855,initial_stop,0.29339285714285523,-1.0,0.7225806451612942,-1.203164942178954,0.9166666666666666,0.9,VShapeStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-05-26 10:00:00,2023-05-26 11:00:00,91.306,90.82748214285714,2023-05-29 09:00:00,91.711,one_swing_break,0.47851785714286166,0.8463633988879296,1.4670298914057367,-0.08986080531401044,2.9166666666666665,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,VShapeStagnation,V字＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-05-26 10:00:00,2023-05-26 11:00:00,154.73,154.17269642857144,2023-05-30 01:00:00,155.013,one_swing_break,0.5573035714285481,0.5078022365343821,1.4641930212439376,-0.06280239674452533,3.5833333333333335,0.9,VShapeStagnation with short-mid alignment and momentum
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-05-29 22:00:00,2023-05-29 23:00:00,91.88,91.60744642857142,2023-05-30 02:00:00,91.60744642857142,initial_stop,0.27255357142857406,-1.0,0.0,-1.1777501146563396,0.125,0.78,SuddenReversalStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2023-05-29 22:00:00,2023-05-29 23:00:00,23.14,23.361339285714287,2023-05-31 05:00:00,23.361339285714287,initial_stop,0.2213392857142864,-1.0,1.0255748285599013,-1.0075030254134654,1.25,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2023-05-30 03:00:00,2023-05-30 04:00:00,1939.284,1947.0617321428572,2023-05-30 09:00:00,1947.0617321428572,initial_stop,7.777732142857076,-1.0,0.9487341379809369,-1.7487102602897928,0.20833333333333334,0.78,SuddenReversalStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-06-01 02:00:00,2023-06-01 03:00:00,90.814,90.20407142857142,2023-06-05 09:00:00,92.406,one_swing_break,0.6099285714285685,2.6101417027755343,2.9921536479681654,-0.3361049303197084,4.25,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2023-06-01 06:00:00,2023-06-01 07:00:00,1961.455,1970.0089285714284,2023-06-01 13:00:00,1970.0089285714284,initial_stop,8.553928571428514,-1.0,0.9586238570414448,-1.4997787148762365,0.25,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-06-01 07:00:00,2023-06-01 08:00:00,173.93,173.22660714285715,2023-06-05 12:00:00,173.22660714285715,initial_stop,0.7033928571428589,-1.0,1.0093932470169777,-1.5638486925615518,4.166666666666667,0.68,WideStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2023-06-01 07:00:00,2023-06-01 08:00:00,23.315,23.63144642857143,2023-06-01 13:00:00,23.63144642857143,initial_stop,0.31644642857142813,-1.0,0.2749280514643639,-1.238756277862423,0.20833333333333334,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,SimpleStagnation,高値停滞,高安値停滞,long,買い,2023-06-01 22:00:00,2023-06-01 23:00:00,149.51,149.19642857142858,2023-06-04 23:00:00,149.76,one_swing_break,0.3135714285714073,0.7972665148064322,1.4988610478360889,-0.8291571753986605,3.0,0.65,SimpleStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-06-02 00:00:00,2023-06-02 01:00:00,153.492,152.69092857142857,2023-06-06 07:00:00,153.759,one_swing_break,0.8010714285714187,0.3333036112349522,1.101025412394135,-0.551761034329004,4.25,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2023-06-05 02:00:00,2023-06-05 03:00:00,1944.795,1954.9468749999999,2023-06-05 14:00:00,1954.9468749999999,initial_stop,10.15187499999979,-1.0,0.6649018038539816,-1.6794927045496824,0.4583333333333333,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-06-05 04:00:00,2023-06-05 05:00:00,150.04,149.6875,2023-06-05 10:00:00,149.6875,initial_stop,0.35249999999999204,-1.0,0.39716312056742675,-1.3049645390070637,0.20833333333333334,0.68,WideStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2023-06-05 06:00:00,2023-06-05 07:00:00,23.415,23.671357142857143,2023-06-05 14:00:00,23.671357142857143,initial_stop,0.2563571428571443,-1.0,0.7138478684870391,-1.0337141264976282,0.2916666666666667,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-06-06 04:00:00,2023-06-06 05:00:00,92.942,92.09569642857143,2023-06-13 02:00:00,94.064,one_swing_break,0.8463035714285638,1.3257654083936563,1.740510201928586,-0.3710252568944731,6.875,0.78,SuddenReversalStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2023-06-07 05:00:00,2023-06-07 06:00:00,23.513,23.659267857142854,2023-06-07 11:00:00,23.659267857142854,initial_stop,0.14626785714285262,-1.0,0.8682700524966862,-1.2511292882432312,0.20833333333333334,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2023-06-07 06:00:00,2023-06-07 07:00:00,1957.425,1967.2846785714287,2023-06-07 13:00:00,1967.2846785714287,initial_stop,9.85967857142873,-1.0,0.26167181630811204,-1.2840175172328734,0.25,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-06-08 07:00:00,2023-06-08 08:00:00,149.97,149.5298214285714,2023-06-19 01:00:00,154.77,one_swing_break,0.4401785714285893,10.904665314401205,12.108722109533005,-0.8860040567950649,10.708333333333334,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,VShapeStagnation,V字＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-06-08 22:00:00,2023-06-08 23:00:00,174.51,174.25214285714287,2023-06-12 08:00:00,175.04,one_swing_break,0.25785714285711947,2.0554016620500524,4.731301939058596,0.0,3.375,0.9,VShapeStagnation with short-mid alignment and momentum
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-06-09 01:00:00,2023-06-09 02:00:00,154.791,154.1238392857143,2023-06-11 21:00:00,154.1238392857143,initial_stop,0.6671607142856999,-1.0,0.6894890393726346,-1.2950402826477152,2.7916666666666665,0.78,SuddenReversalStagnation with short-mid alignment and momentum
XAGUSD,SimpleStagnation,安値停滞,高安値停滞,short,売り,2023-06-12 01:00:00,2023-06-12 02:00:00,24.105,24.34176785714286,2023-06-13 12:00:00,24.34176785714286,initial_stop,0.23676785714285842,-1.0,1.5458179349875458,-1.2248284184327525,1.4166666666666667,0.65,SimpleStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2023-06-12 01:00:00,2023-06-12 02:00:00,1955.805,1966.3611964285715,2023-06-12 10:00:00,1966.3611964285715,initial_stop,10.556196428571411,-1.0,0.1534643667311291,-1.047725861756886,0.3333333333333333,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-06-12 07:00:00,2023-06-12 08:00:00,154.58,154.10041071428572,2023-06-12 09:00:00,154.10041071428572,initial_stop,0.4795892857142974,-1.0,0.1438731057079814,-1.0091968574300867,0.041666666666666664,0.78,SuddenReversalStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-06-13 14:00:00,2023-06-13 15:00:00,94.919,94.19289285714285,2023-06-19 00:00:00,97.318,one_swing_break,0.7261071428571455,3.3039201219812,3.792828685258957,-0.45034676110372907,5.375,0.76,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-06-14 06:00:00,2023-06-14 07:00:00,176.82,176.37017857142857,2023-06-15 10:00:00,178.19,one_swing_break,0.4498214285714255,3.0456530369194437,4.868598650258067,-0.20007939658595575,1.125,0.76,WideStagnation with short-mid alignment and momentum
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-06-14 10:00:00,2023-06-14 11:00:00,155.077,154.556875,2023-06-16 01:00:00,156.901,one_swing_break,0.5201250000000073,3.5068493150684676,4.687334775294312,-0.19802931987504388,1.5833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum
GBPJPY,VShapeStagnation,V字＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-06-16 00:00:00,2023-06-16 01:00:00,179.7,178.8369642857143,2023-06-18 23:00:00,181.77,one_swing_break,0.8630357142857008,2.3985102420857234,2.769294434098964,-0.6141113180219434,2.9166666666666665,0.9,VShapeStagnation with short-mid alignment and momentum
CHFJPY,VShapeStagnation,V字＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-06-16 02:00:00,2023-06-16 03:00:00,157.64,156.787625,2023-06-19 03:00:00,158.23,one_swing_break,0.852374999999995,0.6921836046341187,1.3503446253116496,-0.5056459891479521,3.0,0.9,VShapeStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-06-16 11:00:00,2023-06-16 12:00:00,24.088,23.795482142857143,2023-06-20 10:00:00,23.795482142857143,initial_stop,0.29251785714285816,-1.0,0.38288260789938855,-1.2238569073927086,3.9166666666666665,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2023-06-19 09:00:00,2023-06-19 10:00:00,1950.305,1959.3233928571428,2023-06-23 04:00:00,1916.408,one_swing_break,9.018392857142771,3.758651961269681,4.461992356889733,-0.7063342771716478,3.75,0.78,SuddenReversalStagnation with short-mid alignment and momentum
EURJPY,SimpleStagnation,高値停滞,高安値停滞,long,買い,2023-06-19 22:00:00,2023-06-19 23:00:00,155.15,154.87535714285713,2023-06-20 00:00:00,154.87535714285713,initial_stop,0.2746428571428794,-1.0,0.4369310793237783,-2.111833550064894,0.041666666666666664,0.65,SimpleStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-06-20 22:00:00,2023-06-20 23:00:00,180.76,180.02017857142857,2023-06-21 08:00:00,180.02017857142857,initial_stop,0.7398214285714175,-1.0,1.094858797972503,-1.1489258991069369,0.375,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-06-21 00:00:00,2023-06-21 01:00:00,96.09,95.63392857142857,2023-06-22 02:00:00,96.207,one_swing_break,0.456071428571434,0.25653876272511256,0.9231010180109352,-0.6862960062646799,1.0416666666666667,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-06-21 02:00:00,2023-06-21 03:00:00,154.74,154.22017857142856,2023-06-23 05:00:00,155.24,one_swing_break,0.5198214285714471,0.9618687736172794,4.155273102026641,-0.2885606320851947,2.0833333333333335,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-06-21 14:00:00,2023-06-21 15:00:00,158.702,157.7749642857143,2023-06-23 01:00:00,159.477,one_swing_break,0.9270357142856938,0.8359979966868528,1.389374735138926,-0.41530223061216565,1.4166666666666667,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-06-22 06:00:00,2023-06-22 07:00:00,181.34,180.64357142857142,2023-06-23 05:00:00,181.52,one_swing_break,0.6964285714285836,0.25846153846154374,1.6943589743589544,-0.8184615384615144,0.9166666666666666,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-06-22 18:00:00,2023-06-22 19:00:00,96.686,96.12216071428571,2023-06-23 02:00:00,96.12216071428571,initial_stop,0.5638392857142946,-1.0,0.2819952494061568,-1.3017893903404543,0.2916666666666667,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,VShapeStagnation,V字＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-06-23 12:00:00,2023-06-23 13:00:00,182.61,181.12696428571428,2023-07-03 07:00:00,183.15,one_swing_break,1.4830357142857338,0.3641180012040838,0.8293798916315295,-0.6405779650812794,9.75,0.9,VShapeStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2023-06-26 11:00:00,2023-06-26 12:00:00,160.582,159.59044642857143,2023-06-29 21:00:00,160.863,one_swing_break,0.9915535714285681,0.28339366434347946,0.7402524897797582,-0.6999117546418766,3.375,0.76,WideStagnation with short-mid alignment and momentum
