case,notes,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_losing_streak,research_trades,research_win_rate,research_total_r,research_avg_r,research_pf,research_max_dd_r,research_max_losing_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_losing_streak
TrendBreak pine_auto_fallback_current,NAS100専用最適化なし/現行PineはNAS100で手動初期値にフォールバック,201,32.83582089552239,43.50107459763423,0.2164232567046479,1.2934195591818876,20.66372447086637,6,181,33.14917127071823,40.0706801647115,0.22138497328569887,1.2994017616503475,20.66372447086637,6,20,30.0,3.430394432922737,0.17151972164613685,1.2378960773265026,5.296627847602626,5
TrendBreak index_conservative_H1_mid,NAS100専用最適化なし/現行PineはNAS100で手動初期値にフォールバック,86,27.906976744186046,3.8465301860571843,0.044727095186711446,1.0582990560414298,14.84089052919007,9,78,28.205128205128204,4.046111579541661,0.051873225378739236,1.067632270820357,14.84089052919007,9,8,25.0,-0.19958139348447568,-0.02494767418555946,0.9675694946318844,2.050110661497221,3
TrendBreak index_conservative_H1_any,NAS100専用最適化なし/現行PineはNAS100で手動初期値にフォールバック,97,27.835051546391753,3.974527707650836,0.04097451245000862,1.0531939325934772,16.929519338969392,9,88,28.40909090909091,5.196634052168558,0.05905265968373361,1.0769403929046928,16.929519338969392,9,9,22.22222222222222,-1.2221063445177214,-0.13578959383530237,0.8297107560966457,3.072635612530467,3
