combo,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_mfe_r,hit_1r_within_6_rate,retest_mid_6_rate
danger_wide_zone_or_big_risk,171,45.614035087719294,52.62074186288611,0.30772363662506497,1.5340970405385348,42.25842703869454,39,1.3386738307674508,38.59649122807017,64.91228070175438
close_near_low_large_body,108,50.0,48.51432367406183,0.4492067006857577,1.8465460423206137,33.63556189508904,31,1.3682895092466343,37.03703703703704,64.81481481481481
fast_followthrough_1r_6bars,75,57.333333333333336,47.33915439935225,0.6311887253246967,2.310434587251934,22.28650081963245,20,1.8280263908296839,100.0,24.0
support_age_60_119_clean_break,26,69.23076923076923,26.91705222569511,1.0352712394498118,4.195592168776584,6.381395518674566,6,1.6462245671469473,38.46153846153847,69.23076923076923
tight_or_mid_zone_clean_break_no_mid_retest,7,42.857142857142854,1.0687926806813652,0.15268466866876645,1.2197295084029285,3.6480967728790534,4,1.967466826419425,42.857142857142854,0.0
danger_mid_retest_6,129,29.457364341085274,-20.253099138221604,-0.15700076851334577,0.7850849573649952,50.77000487348936,49,0.9034238584583245,13.953488372093023,100.0
