sample,group,bucket,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_mfe_r,hit_1r_within_3_rate,hit_1r_within_6_rate,retest_mid_6_rate,giveback_1r_to_loss_rate
all_stagnation,symbol,CHFJPY,151,23.178807947019866,-70.18183660273698,-0.4647803748525628,0.37807185393133325,74.15537915796772,28,0.9617089248060113,6.622516556291391,17.218543046357617,56.95364238410596,23.841059602649008
all_stagnation,symbol,USDJPY,186,25.268817204301076,-78.95573768180986,-0.4244932133430638,0.4376137058142054,82.47456028857286,29,0.9587961973668778,7.526881720430108,13.978494623655912,56.98924731182796,13.440860215053762
all_stagnation,period,oos_2025_2026,47,12.76595744680851,-33.454763193259915,-0.7118034721970194,0.16648691907083057,40.1370583842137,41,0.596305763642614,2.127659574468085,8.51063829787234,63.829787234042556,2.127659574468085
all_stagnation,period,test_2021_2024,358,31.843575418994412,-58.23973622758268,-0.16268082745134826,0.7608464685678369,94.35489022856203,29,1.0733953352046877,15.363128491620111,19.832402234636874,64.80446927374301,13.40782122905028
all_stagnation,period,train_2015_2020,918,27.124183006535947,-292.3969123219173,-0.3185151550347683,0.5621938583165553,319.46154611090844,82,1.003959170894668,10.130718954248366,16.44880174291939,53.92156862745098,16.666666666666664
all_stagnation,zone_range_bucket,01_mid_0.40-0.70,178,28.651685393258425,-36.424255442672425,-0.20463064855433946,0.7118422148363408,48.08628047115721,23,0.9994886894447276,13.48314606741573,18.53932584269663,55.0561797752809,8.98876404494382
all_stagnation,zone_range_bucket,02_wide_0.70-1.00,1145,27.77292576419214,-347.6671563000874,-0.30363943781667024,0.5786496807752995,385.35734218332163,72,1.0096309458992356,10.91703056768559,16.85589519650655,57.554585152838435,16.24454148471616
all_stagnation,break_depth_bucket,02_strong_0.20-0.40,285,34.73684210526316,-39.349317542788846,-0.1380677808518907,0.7833772118590059,70.43780736650123,36,1.1191137844841792,14.035087719298245,17.192982456140353,71.2280701754386,12.631578947368421
all_stagnation,break_depth_bucket,01_clean_0.05-0.20,289,20.415224913494807,-152.55728077456803,-0.5278798642718617,0.34664702225429017,154.60483634879319,41,0.8238884488258995,18.33910034602076,25.259515570934255,71.280276816609,15.22491349480969
all_stagnation,break_depth_bucket,03_too_deep_>0.40,749,28.17089452603471,-192.184813425403,-0.25658853594846864,0.6417015575630087,215.57505036427386,57,1.0372299459106946,7.476635514018691,13.885180240320427,46.461949265687586,16.288384512683578
