symbol,signal_time,entry_time,exit_time,entry,stop,target,exit,exit_reason,r_after_cost,rr,shelf_bars,shelf_range_atr,drop_atr,risk_atr,is_oos
NAS100,2019-01-04 14:00:00,2019-01-04 18:00:00,2019-01-17 18:00:00,6417.3,6203.701541022665,6737.6976884660035,6737.6976884660035,target,1.4906366365676273,1.5,7,1.6264728960370647,4.568363940858515,2.352565643229616,False
NAS100,2019-02-21 02:00:00,2019-02-21 06:00:00,2019-02-21 14:00:00,7087.4,7040.172845749058,7158.240731376412,7040.172845749058,stop,-1.042348518171834,1.5,7,1.0535930558637139,4.751948424011208,1.4010409933358892,False
NAS100,2019-04-02 21:00:00,2019-04-03 01:00:00,2019-04-12 09:00:00,7523.8,7449.322944735297,7635.515582897055,7635.515582897055,target,1.4731460918682655,1.5,7,1.4858649729867766,5.233530019164313,2.277013327346135,False
NAS100,2019-08-13 13:00:00,2019-08-13 17:00:00,2019-08-14 13:00:00,7722.7,7568.821157240784,7953.518264138824,7568.821157240784,stop,-1.012997238373631,1.5,7,1.7832851095490072,7.39289086360774,2.1046031850351623,False
NAS100,2019-09-04 01:00:00,2019-09-04 05:00:00,2019-09-05 13:00:00,7676.9,7563.2557179737405,7847.366423039388,7847.366423039388,target,1.4824012263147712,1.5,7,1.7895943398682077,5.925613192809737,2.113245649791626,False
NAS100,2019-10-11 01:00:00,2019-10-11 05:00:00,2019-10-15 17:00:00,7790.5,7686.756414153564,7946.115378769654,7946.115378769654,target,1.4807216997206898,1.5,7,1.7632788984603494,3.3366644004454864,1.7591308336891378,False
NAS100,2020-03-26 17:00:00,2020-03-26 21:00:00,2020-04-12 22:00:00,7877.6,7319.2404221195775,8715.139366820635,8126.8,time,0.4427254582761714,1.5,7,1.5599020565008357,3.7292336027784985,2.301201217477612,False
NAS100,2020-04-28 09:00:00,2020-04-28 13:00:00,2020-04-28 13:00:00,8930.6,8764.256829478112,9180.114755782834,8764.256829478112,stop,-1.0120233370190381,1.5,7,1.3972068574360297,4.185183835944432,1.9214279436747108,False
NAS100,2020-06-02 05:00:00,2020-06-02 09:00:00,2020-06-09 13:00:00,9644.3,9462.482621427069,9917.026067859395,9917.026067859395,target,1.4889999514034475,1.5,7,1.4430196454814272,2.97914039469221,2.1124480609554834,False
NAS100,2020-06-19 05:00:00,2020-06-19 09:00:00,2020-06-26 17:00:00,10070.7,9853.375379907002,10396.686930139498,9853.375379907002,stop,-1.0092028229435954,1.5,7,1.7140249178087645,5.912330434845308,2.369991511433909,False
NAS100,2020-09-30 13:00:00,2020-09-30 17:00:00,2020-10-02 13:00:00,11476.5,11275.577078822374,11777.884381766438,11275.577078822374,stop,-1.0099540659088462,1.5,7,1.586299430556492,4.455090638297614,1.7247833755425754,False
NAS100,2020-10-05 18:00:00,2020-10-05 21:00:00,2020-10-06 17:00:00,11490.7,11277.202787753957,11810.945818369066,11277.202787753957,stop,-1.0093678038179492,1.5,7,1.586299430556492,3.695325000486146,1.9410805205967234,False
NAS100,2020-10-09 01:00:00,2020-10-09 05:00:00,2020-10-12 06:00:00,11607.1,11465.898470847658,11818.902293728514,11818.902293728514,target,1.4858358474443842,1.5,7,1.4683209451306092,3.222647762798497,1.782709911770039,False
NAS100,2020-12-18 10:00:00,2020-12-18 14:00:00,2020-12-18 18:00:00,12789.4,12670.871551148874,12967.192673276688,12670.871551148874,stop,-1.0168735862097718,1.5,7,1.7045894257333178,5.6057090326949846,2.158445759904649,False
NAS100,2021-05-24 10:00:00,2021-05-24 14:00:00,2021-06-07 18:00:00,13585.4,13378.613425099189,13895.579862351216,13823.7,time,1.1427240869642878,1.5,7,1.793821150231986,3.703758009638708,2.201114634361464,False
NAS100,2021-08-04 13:00:00,2021-08-04 17:00:00,2021-08-16 14:00:00,15081.1,14929.181092210627,15308.978361684061,14929.181092210627,stop,-1.0131649182389653,1.5,7,1.7677060707801773,4.319727465255154,2.3858249227813357,False
NAS100,2022-05-17 17:00:00,2022-05-17 21:00:00,2022-05-18 13:00:00,12578.4,12149.744494572966,13221.383258140551,12149.744494572966,stop,-1.0046657513426955,1.5,7,1.6775387520049307,3.9352044164518603,2.4269652293720507,False
NAS100,2022-06-02 17:00:00,2022-06-02 21:00:00,2022-06-03 13:00:00,12902.1,12635.849681631882,13301.475477552178,12635.849681631882,stop,-1.007511728107062,1.5,7,1.532954826965472,5.223043351576983,1.7821154544386726,False
NAS100,2022-10-05 21:00:00,2022-10-06 01:00:00,2022-10-07 09:00:00,11645.4,11372.210386569335,12055.184420145997,11372.210386569335,stop,-1.0073209225449107,1.5,7,1.6768758885014903,2.956189943133662,2.162020865103978,False
NAS100,2023-06-12 06:00:00,2023-06-12 10:00:00,2023-06-13 01:00:00,14612.6,14454.95477881112,14849.067831783323,14849.067831783323,target,1.4873132849513857,1.5,7,1.4934796489193556,4.173376756492912,2.0372631004019737,False
NAS100,2023-11-29 06:00:00,2023-11-29 10:00:00,2023-11-30 14:00:00,16075.3,15952.074934463702,16260.137598304445,15952.074934463702,stop,-1.0162304640804665,1.5,7,1.7683531476651637,3.0168968338093562,2.277716607094872,False
NAS100,2024-02-29 18:00:00,2024-02-29 22:00:00,2024-03-01 18:00:00,18037.1,17851.85570853152,18314.96643720272,18314.96643720272,target,1.4892034459785752,1.5,7,1.6357723499301764,6.091096522373905,2.0361624775739013,False
NAS100,2024-05-28 05:00:00,2024-05-28 09:00:00,2024-05-29 05:00:00,18907.0,18746.424971390217,19147.862542914674,18746.424971390217,stop,-1.012455236765738,1.5,7,1.799951199345784,4.527402587113372,2.4366426367603617,False
NAS100,2024-09-19 01:00:00,2024-09-19 05:00:00,2024-09-26 01:00:00,19625.7,19302.212066034517,20110.931900948228,20110.931900948228,target,1.4938173891820905,1.5,7,1.767334924362322,6.133398598852036,2.4740622511280126,False
NAS100,2024-11-24 23:00:00,2024-11-25 03:00:00,2024-12-04 06:00:00,20881.2,20579.015224431685,21334.477163352472,21334.477163352472,target,1.493381532884175,1.5,7,1.3935993041137815,2.8078280211883997,2.2628935676828976,False
NAS100,2025-02-06 22:00:00,2025-02-07 02:00:00,2025-02-07 14:00:00,21793.0,21530.019163120407,22187.47125531939,21530.019163120407,stop,-1.0076051168736515,1.5,7,1.508683173637555,7.9314149232729365,1.879463588770096,True
NAS100,2025-02-12 22:00:00,2025-02-13 02:00:00,2025-02-17 03:00:00,21800.6,21541.600151558196,22189.099772662703,22189.099772662703,target,1.4922779877593273,1.5,7,1.6200755696514741,3.273185707832269,1.9862043906749907,True
NAS100,2025-03-25 17:00:00,2025-03-25 21:00:00,2025-03-26 13:00:00,20315.9,20041.725878700883,20727.16118194868,20041.725878700883,stop,-1.007294634484551,1.5,7,1.682524206136237,4.741918250836252,2.0977926138331235,True
NAS100,2025-05-27 05:00:00,2025-05-27 09:00:00,2025-05-28 21:00:00,21257.6,21051.489287243603,21566.76606913459,21566.76606913459,target,1.4902964772026972,1.5,7,1.1880368942075632,3.613886453482596,1.493092262475703,True
NAS100,2025-06-06 17:00:00,2025-06-08 22:00:00,2025-06-12 21:00:00,21787.5,21564.300485186483,22122.299272220276,21564.300485186483,stop,-1.0089605929550116,1.5,7,1.3697778263730005,4.827885226043809,1.701240979344859,True
NAS100,2025-06-16 10:00:00,2025-06-16 14:00:00,2025-06-17 21:00:00,21914.4,21648.9903471586,22312.514479262103,21648.9903471586,stop,-1.0075355209525674,1.5,7,1.623040462557421,3.291077524017751,1.8025818797107473,True
NAS100,2025-06-25 09:00:00,2025-06-25 13:00:00,2025-07-03 09:00:00,22287.0,21993.141675843333,22727.787486235,22727.787486235,target,1.4931939991635774,1.5,7,1.6718011316121493,3.001392609862972,2.4687069289385177,True
NAS100,2025-07-25 13:00:00,2025-07-25 17:00:00,2025-07-30 21:00:00,23304.1,23127.83923252765,23568.49115120852,23568.49115120852,target,1.4886531754701808,1.5,7,1.697137295369434,3.4294430418610506,2.218705391391909,True
NAS100,2025-12-23 18:00:00,2025-12-23 22:00:00,2025-12-31 06:00:00,25574.6,25360.885344997972,25895.171982503038,25360.885344997972,stop,-1.0093582725994201,1.5,7,1.383468501872079,3.6261936376030643,1.8288308982871329,True
NAS100,2026-01-26 11:00:00,2026-01-26 15:00:00,2026-02-01 23:00:00,25706.1,25351.041856675787,26238.687214986316,25351.041856675787,stop,-1.0056328802411771,1.5,7,1.2407960165393104,4.744465198714899,2.1206037530982353,True
NAS100,2026-02-20 14:00:00,2026-02-20 18:00:00,2026-02-23 15:00:00,24972.4,24616.529687273058,25506.20546909042,24616.529687273058,stop,-1.0056200248474634,1.5,7,1.4582769904037491,2.9740375166666415,1.973972950237678,True
NAS100,2026-06-01 14:00:00,2026-06-01 18:00:00,2026-06-04 09:00:00,30614.8,30156.815266365113,31301.77710045233,30156.815266365113,stop,-1.0043669577894587,1.5,7,1.746304045099163,3.190141321124262,2.442078146382489,True
NAS100,2017-05-24 09:00:00,2017-05-24 13:00:00,2017-05-31 09:00:00,5720.4,5672.609433478434,5815.981133043131,5815.981133043131,target,1.9581507367338387,2.0,7,1.7901643475491262,7.055247977975045,2.2163981434217903,False
NAS100,2017-06-26 06:00:00,2017-06-26 10:00:00,2017-06-27 05:00:00,5827.2,5752.674408407027,5976.251183185946,5752.674408407027,stop,-1.0268364189703203,2.0,7,1.4705926910402642,3.7317885014343912,2.4116467553359358,False
NAS100,2017-07-14 09:00:00,2017-07-14 13:00:00,2017-07-20 09:00:00,5825.3,5771.466496011741,5932.967007976519,5932.967007976519,target,1.9628484149863963,2.0,7,1.4536098765698995,6.305961672283045,2.268200379353597,False
NAS100,2017-11-24 10:00:00,2017-11-24 14:00:00,2017-11-29 14:00:00,6396.2,6369.275695298039,6450.048609403922,6369.275695298039,stop,-1.0742823267727446,2.0,7,1.262161386723538,4.532881617954031,2.0876054832526396,False
NAS100,2017-12-11 15:00:00,2017-12-11 19:00:00,2017-12-18 15:00:00,6395.4,6329.225410814629,6527.749178370741,6527.749178370741,target,1.9697769185329201,2.0,7,1.6705040605124497,3.8735211053078045,2.4420148356841778,False
NAS100,2018-03-08 10:00:00,2018-03-08 14:00:00,2018-03-19 14:00:00,6961.0,6843.767249606471,7195.465500787059,6843.767249606471,stop,-1.01706007914415,2.0,7,1.5145955769262185,5.1442185374801515,2.456113354577181,False
NAS100,2018-05-09 13:00:00,2018-05-09 17:00:00,2018-05-23 17:00:00,6869.2,6787.128153700273,7033.343692599453,6956.6,time,1.040551709877704,2.0,7,1.3031212514493062,4.930770895680579,2.14357407468176,False
NAS100,2018-06-01 09:00:00,2018-06-01 13:00:00,2018-06-04 06:00:00,7012.4,6960.539189236475,7116.121621527049,7116.121621527049,target,1.9614352346105883,2.0,7,1.1561297616432369,4.9891318459817695,1.7613824220462844,False
NAS100,2018-07-23 21:00:00,2018-07-24 01:00:00,2018-07-27 13:00:00,7421.8,7356.606605842241,7552.186788315518,7356.606605842241,stop,-1.0306779548118061,2.0,7,1.7731228329763253,3.2884740357279854,1.9189440919270109,False
NAS100,2018-11-02 01:00:00,2018-11-02 05:00:00,2018-11-05 15:00:00,7061.0,6888.633049202828,7405.7339015943435,6888.633049202828,stop,-1.0116031524068292,2.0,7,1.6913147122074812,3.664465018991168,2.2022714804149257,False
NAS100,2019-01-04 14:00:00,2019-01-04 18:00:00,2019-01-18 18:00:00,6417.3,6203.701541022665,6844.496917954671,6793.2,time,1.7504807936824764,2.0,7,1.6264728960370647,4.568363940858515,2.352565643229616,False
NAS100,2019-02-21 02:00:00,2019-02-21 06:00:00,2019-02-21 14:00:00,7087.4,7040.172845749058,7181.854308501883,7040.172845749058,stop,-1.042348518171834,2.0,7,1.0535930558637139,4.751948424011208,1.4010409933358892,False
NAS100,2019-04-02 21:00:00,2019-04-03 01:00:00,2019-04-17 01:00:00,7523.8,7449.322944735297,7672.754110529407,7672.754110529407,target,1.9731460918682715,2.0,7,1.4858649729867766,5.233530019164313,2.277013327346135,False
NAS100,2019-08-13 13:00:00,2019-08-13 17:00:00,2019-08-14 13:00:00,7722.7,7568.821157240784,8030.457685518432,7568.821157240784,stop,-1.012997238373631,2.0,7,1.7832851095490072,7.39289086360774,2.1046031850351623,False
NAS100,2019-09-04 01:00:00,2019-09-04 05:00:00,2019-09-11 21:00:00,7676.9,7563.2557179737405,7904.188564052518,7904.188564052518,target,1.9824012263147752,2.0,7,1.7895943398682077,5.925613192809737,2.113245649791626,False
NAS100,2019-10-11 01:00:00,2019-10-11 05:00:00,2019-10-25 05:00:00,7790.5,7686.756414153564,7997.987171692872,7927.3,time,1.299357438825517,2.0,7,1.7632788984603494,3.3366644004454864,1.7591308336891378,False
NAS100,2020-03-26 17:00:00,2020-03-26 21:00:00,2020-04-12 22:00:00,7877.6,7319.2404221195775,8994.319155760846,8126.8,time,0.4427254582761714,2.0,7,1.5599020565008357,3.7292336027784985,2.301201217477612,False
NAS100,2020-04-28 09:00:00,2020-04-28 13:00:00,2020-04-28 13:00:00,8930.6,8764.256829478112,9263.286341043777,8764.256829478112,stop,-1.0120233370190381,2.0,7,1.3972068574360297,4.185183835944432,1.9214279436747108,False
NAS100,2020-06-02 05:00:00,2020-06-02 09:00:00,2020-06-10 01:00:00,9644.3,9462.482621427069,10007.93475714586,10007.93475714586,target,1.9889999514034475,2.0,7,1.4430196454814272,2.97914039469221,2.1124480609554834,False
NAS100,2020-06-19 05:00:00,2020-06-19 09:00:00,2020-06-26 17:00:00,10070.7,9853.375379907002,10505.349240185998,9853.375379907002,stop,-1.0092028229435954,2.0,7,1.7140249178087645,5.912330434845308,2.369991511433909,False
NAS100,2020-09-30 13:00:00,2020-09-30 17:00:00,2020-10-02 13:00:00,11476.5,11275.577078822374,11878.345842355251,11275.577078822374,stop,-1.0099540659088462,2.0,7,1.586299430556492,4.455090638297614,1.7247833755425754,False
NAS100,2020-10-05 18:00:00,2020-10-05 21:00:00,2020-10-06 17:00:00,11490.7,11277.202787753957,11917.694424492089,11277.202787753957,stop,-1.0093678038179492,2.0,7,1.586299430556492,3.695325000486146,1.9410805205967234,False
NAS100,2020-10-09 01:00:00,2020-10-09 05:00:00,2020-10-12 06:00:00,11607.1,11465.898470847658,11889.503058304685,11889.503058304685,target,1.9858358474443842,2.0,7,1.4683209451306092,3.222647762798497,1.782709911770039,False
NAS100,2020-12-18 10:00:00,2020-12-18 14:00:00,2020-12-18 18:00:00,12789.4,12670.871551148874,13026.456897702252,12670.871551148874,stop,-1.0168735862097718,2.0,7,1.7045894257333178,5.6057090326949846,2.158445759904649,False
NAS100,2021-05-24 10:00:00,2021-05-24 14:00:00,2021-06-07 18:00:00,13585.4,13378.613425099189,13998.97314980162,13823.7,time,1.1427240869642878,2.0,7,1.793821150231986,3.703758009638708,2.201114634361464,False
NAS100,2021-08-04 13:00:00,2021-08-04 17:00:00,2021-08-16 14:00:00,15081.1,14929.181092210627,15384.937815578747,14929.181092210627,stop,-1.0131649182389653,2.0,7,1.7677060707801773,4.319727465255154,2.3858249227813357,False
NAS100,2022-05-17 17:00:00,2022-05-17 21:00:00,2022-05-18 13:00:00,12578.4,12149.744494572966,13435.711010854067,12149.744494572966,stop,-1.0046657513426955,2.0,7,1.6775387520049307,3.9352044164518603,2.4269652293720507,False
NAS100,2022-06-02 17:00:00,2022-06-02 21:00:00,2022-06-03 13:00:00,12902.1,12635.849681631882,13434.600636736237,12635.849681631882,stop,-1.007511728107062,2.0,7,1.532954826965472,5.223043351576983,1.7821154544386726,False
NAS100,2022-10-05 21:00:00,2022-10-06 01:00:00,2022-10-07 09:00:00,11645.4,11372.210386569335,12191.779226861328,11372.210386569335,stop,-1.0073209225449107,2.0,7,1.6768758885014903,2.956189943133662,2.162020865103978,False
NAS100,2023-06-12 06:00:00,2023-06-12 10:00:00,2023-06-13 13:00:00,14612.6,14454.95477881112,14927.890442377762,14927.890442377762,target,1.98731328495138,2.0,7,1.4934796489193556,4.173376756492912,2.0372631004019737,False
NAS100,2023-11-29 06:00:00,2023-11-29 10:00:00,2023-11-30 14:00:00,16075.3,15952.074934463702,16321.750131072593,15952.074934463702,stop,-1.0162304640804665,2.0,7,1.7683531476651637,3.0168968338093562,2.277716607094872,False
NAS100,2024-02-29 18:00:00,2024-02-29 22:00:00,2024-03-05 18:00:00,18037.1,17851.85570853152,18407.588582936958,17851.85570853152,stop,-1.0107965540214248,2.0,7,1.6357723499301764,6.091096522373905,2.0361624775739013,False
NAS100,2024-05-28 05:00:00,2024-05-28 09:00:00,2024-05-29 05:00:00,18907.0,18746.424971390217,19228.150057219565,18746.424971390217,stop,-1.012455236765738,2.0,7,1.799951199345784,4.527402587113372,2.4366426367603617,False
NAS100,2024-09-19 01:00:00,2024-09-19 05:00:00,2024-09-26 05:00:00,19625.7,19302.212066034517,20272.675867930968,20272.675867930968,target,1.993817389182085,2.0,7,1.767334924362322,6.133398598852036,2.4740622511280126,False
NAS100,2024-11-24 23:00:00,2024-11-25 03:00:00,2024-12-04 18:00:00,20881.2,20579.015224431685,21485.569551136632,21485.569551136632,target,1.993381532884181,2.0,7,1.3935993041137815,2.8078280211883997,2.2628935676828976,False
NAS100,2025-02-06 22:00:00,2025-02-07 02:00:00,2025-02-07 14:00:00,21793.0,21530.019163120407,22318.961673759186,21530.019163120407,stop,-1.0076051168736515,2.0,7,1.508683173637555,7.9314149232729365,1.879463588770096,True
NAS100,2025-02-12 22:00:00,2025-02-13 02:00:00,2025-02-24 11:00:00,21800.6,21541.600151558196,22318.599696883604,21541.600151558196,stop,-1.0077220122406727,2.0,7,1.6200755696514741,3.273185707832269,1.9862043906749907,True
NAS100,2025-03-25 17:00:00,2025-03-25 21:00:00,2025-03-26 13:00:00,20315.9,20041.725878700883,20864.248242598238,20041.725878700883,stop,-1.007294634484551,2.0,7,1.682524206136237,4.741918250836252,2.0977926138331235,True
NAS100,2025-05-27 05:00:00,2025-05-27 09:00:00,2025-05-28 21:00:00,21257.6,21051.489287243603,21669.82142551279,21669.82142551279,target,1.9902964772026972,2.0,7,1.1880368942075632,3.613886453482596,1.493092262475703,True
NAS100,2025-06-06 17:00:00,2025-06-08 22:00:00,2025-06-12 21:00:00,21787.5,21564.300485186483,22233.899029627035,21564.300485186483,stop,-1.0089605929550116,2.0,7,1.3697778263730005,4.827885226043809,1.701240979344859,True
NAS100,2025-06-16 10:00:00,2025-06-16 14:00:00,2025-06-17 21:00:00,21914.4,21648.9903471586,22445.219305682804,21648.9903471586,stop,-1.0075355209525674,2.0,7,1.623040462557421,3.291077524017751,1.8025818797107473,True
NAS100,2025-06-25 09:00:00,2025-06-25 13:00:00,2025-07-03 13:00:00,22287.0,21993.141675843333,22874.716648313333,22874.716648313333,target,1.9931939991635774,2.0,7,1.6718011316121493,3.001392609862972,2.4687069289385177,True
NAS100,2025-07-25 13:00:00,2025-07-25 17:00:00,2025-07-31 01:00:00,23304.1,23127.83923252765,23656.621534944694,23656.621534944694,target,1.9886531754701808,2.0,7,1.697137295369434,3.4294430418610506,2.218705391391909,True
NAS100,2025-12-23 18:00:00,2025-12-23 22:00:00,2025-12-31 06:00:00,25574.6,25360.885344997972,26002.02931000405,25360.885344997972,stop,-1.0093582725994201,2.0,7,1.383468501872079,3.6261936376030643,1.8288308982871329,True
NAS100,2026-01-26 11:00:00,2026-01-26 15:00:00,2026-02-01 23:00:00,25706.1,25351.041856675787,26416.21628664842,25351.041856675787,stop,-1.0056328802411771,2.0,7,1.2407960165393104,4.744465198714899,2.1206037530982353,True
NAS100,2026-02-20 14:00:00,2026-02-20 18:00:00,2026-02-23 15:00:00,24972.4,24616.529687273058,25684.14062545389,24616.529687273058,stop,-1.0056200248474634,2.0,7,1.4582769904037491,2.9740375166666415,1.973972950237678,True
NAS100,2026-06-01 14:00:00,2026-06-01 18:00:00,2026-06-04 09:00:00,30614.8,30156.815266365113,31530.769467269773,30156.815266365113,stop,-1.0043669577894587,2.0,7,1.746304045099163,3.190141321124262,2.442078146382489,True
CHFJPY,2017-05-25 01:00:00,2017-05-25 05:00:00,2017-05-26 09:00:00,114.808,114.05624349803834,115.9356347529425,114.05624349803834,stop,-1.0186230514315178,1.5,7,1.5725458709357012,5.715682221024562,2.048237688583291,False
CHFJPY,2017-06-23 01:00:00,2017-06-23 05:00:00,2017-06-27 09:00:00,114.666,114.03888577551893,115.60667133672159,115.60667133672159,target,1.4776755183450112,1.5,7,1.7162168680860603,4.630729118202144,2.0872019541356623,False
CHFJPY,2017-08-17 13:00:00,2017-08-17 17:00:00,2017-08-18 05:00:00,114.1,113.36686586803023,115.19970119795464,113.36686586803023,stop,-1.0190960963205944,1.5,7,1.7066723491571207,3.706255870219006,2.0795976416413278,False
CHFJPY,2018-04-09 09:00:00,2018-04-09 13:00:00,2018-04-12 09:00:00,111.684,111.05574143659128,112.62638784511307,111.05574143659128,stop,-1.0222838188214272,1.5,7,1.6235872328530383,4.055479832962944,2.2355230911633632,False
CHFJPY,2018-06-29 01:00:00,2018-06-29 05:00:00,2018-07-11 13:00:00,111.363,110.69040124828062,112.37189812757907,112.37189812757907,target,1.4791852126335139,1.5,7,1.3621993339346206,3.4886554651177697,2.1393429825729293,False
CHFJPY,2018-11-21 06:00:00,2018-11-21 10:00:00,2018-12-04 14:00:00,113.573,112.98640092734982,114.45289860897526,112.98640092734982,stop,-1.0238663861788255,1.5,7,1.7289818284024778,3.4193911944924427,2.3426827579704312,False
CHFJPY,2019-02-18 10:00:00,2019-02-18 14:00:00,2019-02-20 22:00:00,110.259,109.81652796381607,110.92270805427589,110.92270805427589,target,1.4683595824026323,1.5,7,1.5629669446127987,2.887788149329891,2.1081325805277285,False
CHFJPY,2019-06-28 05:00:00,2019-06-28 09:00:00,2019-07-01 13:00:00,110.532,109.96611791962088,111.38082312056866,109.96611791962088,stop,-1.0247401366564404,1.5,7,1.7100021092456332,3.5571909089317204,2.3624850572846734,False
CHFJPY,2019-10-15 13:00:00,2019-10-15 17:00:00,2019-10-17 09:00:00,109.005,108.37708281638524,109.94687577542213,109.94687577542213,target,1.4777040661327092,1.5,7,1.784731004000809,4.776334967882247,2.311334003396431,False
CHFJPY,2020-03-19 01:00:00,2020-03-19 05:00:00,2020-04-01 13:00:00,112.616,110.92260015167768,115.15609977248347,110.92260015167768,stop,-1.008267391788112,1.5,7,1.7619992777657534,5.438709928362827,2.081368130666993,False
CHFJPY,2020-08-11 05:00:00,2020-08-11 09:00:00,2020-08-12 09:00:00,116.043,115.49872406451819,116.85941390322273,116.85941390322273,target,1.4742777530892972,1.5,7,1.7157931046612103,3.5737765935311834,2.084519859671255,False
CHFJPY,2021-03-15 21:00:00,2021-03-16 01:00:00,2021-03-19 09:00:00,117.733,117.14598946002191,118.61351580996714,117.14598946002191,stop,-1.023849656942331,1.5,7,1.775460098374382,3.8041585233842925,2.1577925280668726,False
CHFJPY,2021-04-05 13:00:00,2021-04-05 17:00:00,2021-04-07 05:00:00,117.621,117.22555833263374,118.21416250104937,118.21416250104937,target,1.4645965482260361,1.5,7,1.199968630010181,6.172856358715829,1.7210575767449792,False
CHFJPY,2021-05-18 09:00:00,2021-05-18 13:00:00,2021-05-19 09:00:00,121.427,120.90448445750008,122.21077331374991,120.90448445750008,stop,-1.0267934613639016,1.5,7,1.765005743658757,3.529649375876894,2.0895425425626617,False
CHFJPY,2021-08-23 05:00:00,2021-08-23 09:00:00,2021-09-06 09:00:00,120.266,119.62212091710228,121.2318186243466,119.855,time,-0.6600618210601484,1.5,7,1.6725522203194838,2.8379756823475963,2.443412440551478,False
CHFJPY,2021-12-14 06:00:00,2021-12-14 10:00:00,2021-12-20 06:00:00,123.4,122.73462483377438,124.39806274933845,122.73462483377438,stop,-1.0210407612286247,1.5,7,1.383301806606991,4.05947519860288,2.2670312056930038,False
CHFJPY,2022-02-07 22:00:00,2022-02-08 02:00:00,2022-02-22 02:00:00,124.789,124.17679207312605,125.70731189031093,125.254,time,0.7366778184380677,1.5,7,1.7203140911099823,3.5770257831754235,2.149367190388768,False
CHFJPY,2022-04-05 13:00:00,2022-04-05 17:00:00,2022-04-11 09:00:00,132.944,132.0766440463733,134.24503393044,134.24503393044,target,1.483858991292461,1.5,7,1.3920605478248982,4.09965178633616,1.964905211549692,False
CHFJPY,2022-05-25 21:00:00,2022-05-26 01:00:00,2022-05-31 13:00:00,132.568,131.5699198422002,134.06512023669973,134.06512023669973,target,1.4859730705087997,1.5,7,1.5141664697473358,6.804979020533789,2.113141141571337,False
CHFJPY,2022-07-19 09:00:00,2022-07-19 13:00:00,2022-07-25 05:00:00,142.219,141.21029615991733,143.73205576012398,141.21029615991733,stop,-1.0138791976829025,1.5,7,1.4907158812016827,5.1382611979165285,2.1424616209931937,False
CHFJPY,2022-08-18 21:00:00,2022-08-19 01:00:00,2022-08-24 01:00:00,142.295,141.37662151235105,143.6725677314734,141.37662151235105,stop,-1.0152442595164115,1.5,7,1.6250927333829748,3.3472841908663646,2.1381808119965307,False
CHFJPY,2022-09-05 17:00:00,2022-09-05 21:00:00,2022-09-06 05:00:00,143.478,142.66306812312192,144.70039781531716,144.70039781531716,target,1.4828206499252083,1.5,7,1.6855690296693449,4.22647779375991,1.9987169417398645,False
