entry_time,close,Trade SL,Trade TP
2015-04-24 14:00:00,180.962,,
2016-06-21 14:00:00,154.1475,,
2016-09-02 18:00:00,137.8955,,
2018-06-06 06:00:00,147.262,,
2018-09-13 18:00:00,145.923,,
2018-11-05 11:00:00,147.116,,
2019-10-11 14:00:00,134.985,,
2021-09-01 14:00:00,151.829,,
2021-09-27 14:00:00,151.973,,
2022-09-30 14:00:00,161.843,,
2024-09-20 14:00:00,191.276,,
