symbol,timeframe,strategy,note,signal_time,period,pair_key,v_start_i,v_extreme_i,v_start,v_extreme,trigger_level,v_move_atr,v_move_bars,v_recovery_bars,drop_speed_atr_per_bar,recovery_speed_atr_per_bar,right_left_speed_ratio,fib_ratio_at_signal,close_location,body_ratio,ema50_stretch_atr,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,year
USDJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2017-12-07 16:00:00,Research_2015_2024,6316-6326,6316,6326,113.089,111.993,113.089,3.6424478159890583,10,9,0.36424478159890583,0.422071964079023,1.158759124087588,1.0428832116788294,0.990384615384597,0.7673076923076789,2.6255180981338633,2017-12-07 20:00:00,113.136,111.91777586122242,114.96333620816635,2018-01-10 04:00:00,111.91777586122242,SL,136,1.2182241387775719,-1.0,-1.008208670048211,2017
EURJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2018-02-01 08:00:00,Research_2015_2024,6463-6476,6463,6476,136.11,134.14,136.11,4.828498401063218,13,12,0.37142295392793984,0.4391400830070136,1.1823181049069242,1.0913705583756224,0.7532467532467504,0.714285714285709,2.3490369549076866,2018-02-01 12:00:00,136.31,134.0380014159492,139.66799787607619,2018-02-07 16:00:00,134.0380014159492,SL,26,2.271998584050806,-1.0,-1.0055017639921686,2018
GBPJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2018-02-01 08:00:00,Research_2015_2024,8042-8054,8042,8054,155.81,151.99,155.81,6.075043642188385,12,12,0.5062536368490321,0.5354096054633742,1.057591623036649,1.057591623036649,0.719008264462809,0.7107438016528992,2.977316202211282,2018-02-01 12:00:00,156.05,151.83279948322215,162.32580077516678,2018-02-06 00:00:00,151.83279948322215,SL,16,4.217200516777865,-1.0,-1.0047424825830342,2018
SILVER,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2018-03-06 12:00:00,Research_2015_2024,6624-6644,6624,6644,16.76,16.147,16.76,5.395869732926819,20,19,0.269793486646341,0.2988182345443288,1.1075813514209665,1.0522022838499183,0.8866396761133656,0.736842105263167,2.5801950433491743,2018-03-06 16:00:00,16.793,16.118598647190304,17.80210202921455,2018-03-20 12:00:00,16.118598647190304,SL,61,0.6744013528096957,-1.0,-1.0518978792883242,2018
USDJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2018-06-11 20:00:00,Research_2015_2024,7126-7136,7126,7136,110.266,109.198,110.266,4.252015229305867,10,10,0.4252015229305866,0.47496761877920346,1.1170411985018716,1.1170411985018713,0.9201773835920161,0.8070953436807055,2.7134477922777687,2018-06-12 00:00:00,110.394,109.13520624560331,112.27469063159504,2018-07-12 00:00:00,112.27469063159504,TP,136,1.2587937543966916,1.4940419151478854,1.4860978020117477,2018
GBPJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2018-07-01 20:00:00,Research_2015_2024,8695-8712,8695,8712,146.11,143.77,146.11,5.097648514201935,17,9,0.29986167730599617,0.5857696773204464,1.9534662867996073,1.0341880341880274,0.7894736842105656,0.7894736842105656,1.6285522478960779,2018-07-02 00:00:00,146.22,143.65524120516153,149.9921381922577,2018-08-08 04:00:00,143.65524120516153,SL,163,2.5647587948384682,-1.0,-1.0077980042568648,2018
XAUUSD,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2018-07-03 12:00:00,Research_2015_2024,7173-7182,7173,7182,1255.569,1237.949,1255.569,3.941526609760708,9,3,0.43794740108452307,1.3846793254494238,3.161748013620894,1.053916004540298,0.9682523051131718,0.9169111483654753,0.020878282420355842,2018-07-03 16:00:00,1256.518,1236.8314127207232,1286.0503809189154,2018-07-13 12:00:00,1236.8314127207232,SL,48,19.686587279276864,-1.0,-1.0177786020011994,2018
EURJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2018-07-31 04:00:00,Research_2015_2024,7250-7260,7250,7260,130.26,129.11,130.26,4.057122917336586,10,10,0.4057122917336586,0.48332681710879444,1.1913043478260898,1.1913043478260898,0.8765432098765155,0.8271604938271427,1.602356217811926,2018-07-31 08:00:00,130.49,129.03913697567026,132.64129453649457,2018-08-03 12:00:00,129.03913697567026,SL,19,1.450863024329749,-1.0,-1.0086155617659105,2018
USDJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2018-08-14 16:00:00,Research_2015_2024,7409-7421,7409,7421,111.183,110.11,111.183,3.4840629269780092,12,9,0.2903385772481675,0.39866309768154573,1.3730972351661959,1.029822926374647,0.7416020671834775,0.7338501291989811,0.6918493472730238,2018-08-14 20:00:00,111.214,110.03300655710812,112.98799016433782,2018-08-20 20:00:00,110.03300655710812,SL,25,1.1809934428918751,-1.0,-1.0084674475207112,2018
USDJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2018-08-23 12:00:00,Research_2015_2024,7442-7457,7442,7457,111.121,109.775,111.121,4.972151838046942,15,15,0.33147678920312945,0.33787975838536194,1.0193164933135295,1.0193164933135295,0.7235294117647183,0.6196078431372709,1.8031114992256025,2018-08-23 16:00:00,111.145,109.7073230643471,113.30651540347938,2018-09-27 12:00:00,113.30651540347938,TP,154,1.4376769356529024,1.5034778327982012,1.4965221672018483,2018
XAUUSD,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2018-08-24 12:00:00,Research_2015_2024,7408-7417,7408,7417,1201.558,1183.118,1201.558,3.5062243796662194,9,3,0.3895804866295799,1.5978292952166533,4.101409978308021,1.3671366594360066,0.9890240992603215,0.9770937723693619,3.0788685846410284,2018-08-24 16:00:00,1208.321,1181.803195383748,1248.1152069243778,2018-09-28 04:00:00,1181.803195383748,SL,152,26.51780461625185,-1.0,-1.0131986793426193,2018
AUDJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2018-08-26 20:00:00,Research_2015_2024,7461-7474,7461,7474,81.487,80.571,81.487,3.3162919459067552,13,7,0.2550993804543658,0.5901261868807921,2.3133187772925954,1.2456331877729359,0.8504273504273616,0.8205128205128703,2.4043484979263416,2018-08-27 00:00:00,81.712,80.50194697217998,83.52707954173005,2018-08-30 16:00:00,80.50194697217998,SL,22,1.2100530278200239,-1.0,-1.010330125798295,2018
EURJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2018-09-13 12:00:00,Research_2015_2024,7428-7444,7428,7444,129.91,127.86,129.91,4.749971213871852,16,20,0.29687320086699076,0.31743710063436265,1.0692682926829262,1.336585365853658,0.8487394957983133,0.8067226890756385,3.3316513964153995,2018-09-13 16:00:00,130.62,127.7521046092862,134.87184308607067,2018-10-24 20:00:00,127.7521046092862,SL,175,2.867895390713798,-1.0,-1.0043585969141215,2018
CHFJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2018-09-20 12:00:00,Research_2015_2024,7583-7589,7583,7589,116.91,115.744,116.91,3.4202954231470906,6,6,0.5700492371911817,0.6018272821460923,1.0557461406517994,1.0557461406517992,0.68378812199036,0.6484751203852368,3.643895825033851,2018-09-20 16:00:00,116.975,115.65877344382966,118.9493398342555,2018-10-02 04:00:00,115.65877344382966,SL,47,1.316226556170335,-1.0,-1.0151949524998203,2018
SILVER,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2018-09-28 12:00:00,Research_2015_2024,7556-7568,7556,7568,14.549,14.171,14.549,3.3805012823732636,12,6,0.28170844019777197,0.7229026110895223,2.566137566137572,1.283068783068786,0.9012658227848108,0.8860759493670931,3.0380808763834612,2018-09-28 16:00:00,14.656,14.143045565995568,15.425431651006651,2018-11-08 16:00:00,14.387,max_hold,180,0.512954434004433,-0.5244130514674047,-0.592645232885097,2018
XAUUSD,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2018-10-11 12:00:00,Research_2015_2024,7600-7613,7600,7613,1206.702,1182.542,1206.702,4.430310712561709,13,18,0.34079313173551606,0.376191325613425,1.103870033112583,1.5284354304635765,0.930774425934263,0.8841737955875738,4.383938977915395,2018-10-11 16:00:00,1219.458,1181.1786644707618,1276.9045032938575,2018-11-21 16:00:00,1226.678,max_hold,180,38.279335529238324,0.1886135143198942,0.17947019991380161,2018
CHFJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2018-11-20 00:00:00,Research_2015_2024,7834-7849,7834,7849,113.282,112.19,113.282,3.85185026255161,15,10,0.2567900175034407,0.44268059336101273,1.7239010989010946,1.1492673992673965,0.7829181494661717,0.7366548042704245,1.8199922403712876,2018-11-20 04:00:00,113.445,112.11912497075647,115.43381254386527,2018-12-21 12:00:00,112.11912497075647,SL,144,1.3258750292435195,-1.0,-1.015084377908091,2018
SILVER,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2018-12-03 04:00:00,Research_2015_2024,7841-7852,7841,7852,14.385,14.046,14.385,3.545930748755924,11,5,0.3223573407959931,0.7698539914703125,2.3882005899705008,1.0855457227138638,0.9020979020978948,0.7692307692307616,1.371341745322381,2018-12-03 08:00:00,14.415,14.022099364030238,15.001850953954643,2018-12-26 12:00:00,15.001850953954643,TP,100,0.3929006359697613,1.493637068074914,1.4045560211236592,2018
GBPJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2019-01-11 20:00:00,Research_2015_2024,9544-9557,9544,9557,139.35,137.42,139.35,3.655975553334734,13,8,0.28122888871805646,0.4664683834241837,1.658678756476677,1.0207253886010321,1.0,0.5333333333333081,1.732471807912279,2019-01-13 20:00:00,139.52,137.28802428162848,142.54296357755726,2019-01-23 12:00:00,142.54296357755726,TP,47,2.2319757183715296,1.35438909692209,1.3454284259634588,2019
AUDJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2019-01-25 12:00:00,Research_2015_2024,8139-8144,8139,8144,78.54,77.509,78.54,3.3578222805573725,5,4,0.6715644561114745,0.8777236708149458,1.3069835111542152,1.0455868089233722,0.8391376451078025,0.7296849087893894,1.536494197025189,2019-01-25 16:00:00,78.588,77.43223893926952,80.31914159109573,2019-03-07 16:00:00,78.186,max_hold,180,1.1557610607304696,-0.3478227582316304,-0.3586381425049925,2019
EURJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2019-01-25 16:00:00,Research_2015_2024,8035-8041,8035,8041,124.89,123.78,124.89,3.204346204088585,6,6,0.5340577006814308,0.6639636278742094,1.2432432432432399,1.2432432432432399,0.7894736842105211,0.754385964912258,1.9899723849660327,2019-01-25 20:00:00,125.16,123.69339887068197,127.35990169397704,2019-03-01 12:00:00,127.35990169397704,TP,153,1.466601129318022,1.5000000000000049,1.491476891875984,2019
XAUUSD,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2019-02-15 08:00:00,Research_2015_2024,8167-8173,8167,8173,1318.078,1302.288,1318.078,3.9092101211799446,6,5,0.6515350201966574,0.7970431326236053,1.2233312222925916,1.0194426852438263,0.8481504189658832,0.7950132842836862,1.9203123216739666,2019-02-15 12:00:00,1318.335,1301.2782052134235,1344.045192179865,2019-02-20 00:00:00,1344.045192179865,TP,16,17.056794786576575,1.5073284577532922,1.4868087760440662,2019
GBPJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2019-02-19 12:00:00,Research_2015_2024,9706-9717,9706,9717,143.26,141.01,143.26,5.4348938456971245,11,14,0.49408125869973857,0.526235753313533,1.065079365079369,1.3555555555555605,0.9905660377358576,0.9150943396226384,3.840406941918997,2019-02-19 16:00:00,144.0,140.9065021183541,148.79024682246887,2019-03-14 08:00:00,148.79024682246887,TP,103,3.0934978816459022,1.5484887999729975,1.5420236266432714,2019
USDJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2019-02-28 12:00:00,Research_2015_2024,8280-8290,8280,8290,111.234,110.351,111.234,3.683130421789809,10,7,0.3683130421789809,0.5642977688780095,1.5321145445720878,1.0724801812004614,0.8069164265129686,0.7305475504322811,2.4357774106674315,2019-02-28 16:00:00,111.299,110.29106457151394,112.80840314272909,2019-03-22 12:00:00,110.29106457151394,SL,98,1.0079354284860642,-1.0,-1.0099212704677036,2019
USDJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2019-04-11 16:00:00,Research_2015_2024,8468-8478,8468,8478,111.579,110.843,111.579,4.184419467046367,10,6,0.41844194670463664,0.7533092111190928,1.8002717391304632,1.0801630434782779,0.7314814814815077,0.7083333333333799,2.2247456153881973,2019-04-11 20:00:00,111.638,110.79902735302973,112.89645897045543,2019-05-05 20:00:00,110.79902735302973,SL,100,0.8389726469702765,-1.0,-1.0119193397259174,2019
USDJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2019-06-26 16:00:00,Research_2015_2024,8799-8810,8799,8810,107.734,106.778,107.734,3.8698911421054443,11,9,0.35180828564594946,0.4623719309721537,1.3142724314272476,1.0753138075313844,0.8036529680365081,0.767123287671168,0.4518588851160279,2019-06-26 20:00:00,107.804,106.71624115686366,109.4406382647045,2019-08-02 12:00:00,106.71624115686366,SL,165,1.087758843136342,-1.0,-1.009193214160556,2019
XAUUSD,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2019-08-02 04:00:00,Research_2015_2024,8902-8907,8902,8907,1434.258,1400.418,1434.258,3.6311450252407775,5,4,0.7262290050481555,1.037623297697347,1.4287825059101615,1.1430260047281293,0.8931647225553234,0.8920745666630319,1.658537891010929,2019-08-02 08:00:00,1439.098,1398.0881563993744,1500.6127654009383,2019-08-07 12:00:00,1500.6127654009383,TP,20,41.00984360062557,1.5,1.4914654636723659,2019
AUDJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2019-08-13 12:00:00,Research_2015_2024,9010-9021,9010,9021,72.358,70.899,72.358,3.3721869286122828,11,7,0.306562448055662,0.5147595634687682,1.679134436502491,1.0685400959561302,0.7527501309586134,0.667365112624409,0.6781013815264364,2019-08-13 16:00:00,72.458,70.79083577075602,74.95874634386597,2019-08-25 20:00:00,70.79083577075602,SL,51,1.66716422924398,-1.0,-1.0074977616366307,2019
CHFJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2019-09-04 16:00:00,Research_2015_2024,9100-9117,9100,9117,108.284,106.855,108.284,5.645312713231879,17,9,0.33207721842540466,0.7031950055670165,2.117564730580809,1.1210636808957224,0.6708860759493273,0.6297468354430269,2.8503344837444042,2019-09-04 20:00:00,108.457,106.7917174117454,110.95492388238189,2019-10-04 04:00:00,106.7917174117454,SL,132,1.6652825882545983,-1.0,-1.0120099736471588,2019
EURJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2019-09-05 08:00:00,Research_2015_2024,9001-9018,9001,9018,117.9,115.85,117.9,6.377062142565771,17,13,0.3751213025038689,0.5120792864949598,1.3651031894934262,1.0439024390243847,0.8499999999999929,0.7000000000000095,2.678784114127972,2019-09-05 12:00:00,117.98,115.76963383944792,121.32054924082811,2019-10-16 16:00:00,120.44,max_hold,180,2.210366160552084,1.1129377765110005,1.107282604882393,2019
GBPJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2019-11-18 00:00:00,Research_2015_2024,10906-10918,10906,10918,140.55,139.37,140.55,4.252945124552429,12,12,0.3544120937127024,0.39646098618708653,1.118644067796598,1.1186440677965979,0.9687500000000278,0.9062499999999944,2.617309106867228,2019-11-18 04:00:00,140.68,139.30063630228923,142.77404554656613,2019-11-22 16:00:00,139.30063630228923,SL,27,1.3793636977107724,-1.0,-1.0144994391494966,2019
XAUUSD,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2019-11-20 04:00:00,Research_2015_2024,9373-9385,9373,9385,1474.535,1456.285,1474.535,3.506490489771583,12,10,0.29220754081429856,0.41199822231327127,1.409950684931506,1.1749589041095883,0.9736538461538572,0.6390384615384738,1.3690207866084567,2019-11-20 08:00:00,1477.725,1454.9838414731742,1511.8442377902388,2019-11-25 12:00:00,1454.9838414731742,SL,20,22.741158526825757,-1.0,-1.015390596727395,2019
SILVER,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2019-11-20 16:00:00,Research_2015_2024,9373-9386,9373,9386,17.097,16.723,17.097,3.3483839412138607,13,14,0.2575679954779893,0.2647499907682457,1.0278838808250543,1.106951871657751,0.8787878787878745,0.4646464646464574,0.5186634981657064,2019-11-20 20:00:00,17.138,16.69507608158397,17.799885877624046,2019-12-06 12:00:00,16.69507608158397,SL,71,0.4429239184160316,-1.0,-1.0790203430990268,2019
CHFJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2019-12-10 16:00:00,Research_2015_2024,9533-9543,9533,9543,110.241,109.468,110.241,4.389586050783242,10,11,0.43895860507832424,0.5503115053669259,1.2536751734681968,1.3790426908150166,0.9585635359116017,0.8342541436464067,3.7882288876216177,2019-12-10 20:00:00,110.534,109.42397534761496,112.19903697857758,2019-12-27 08:00:00,112.19903697857758,TP,75,1.11002465238505,1.5,1.4819823821416602,2019
XAUUSD,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2020-03-23 20:00:00,Research_2015_2024,9902-9916,9902,9916,1553.808,1454.898,1553.808,4.169715105605631,14,13,0.2978367932575451,0.36292667419026275,1.218542108987969,1.1315033869174003,0.9643425076452685,0.8053211009174445,1.5404255184893911,2020-03-24 00:00:00,1566.815,1448.96773872945,1743.585891905825,2020-04-14 12:00:00,1743.585891905825,TP,90,117.84726127055,1.5,1.4970300540188488,2020
AUDJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2020-05-07 20:00:00,Research_2015_2024,10188-10196,10188,10196,68.986,67.63,68.986,3.901129728838693,8,6,0.48764121610483663,0.7273861601091812,1.4916420845624387,1.1187315634218291,0.8090614886731458,0.6860841423948383,1.2504632773209867,2020-05-08 00:00:00,69.147,67.54310209514593,71.55284685728112,2020-05-26 12:00:00,71.55284685728112,TP,78,1.6038979048540796,1.5,1.4922064864838602,2020
GBPJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2020-05-26 08:00:00,Research_2015_2024,11731-11746,11731,11746,132.47,130.65,132.47,4.577290381555117,15,14,0.30515269210367446,0.3449135609335087,1.1302982731554132,1.054945054945052,0.6666666666666516,0.6031746031746004,2.9771704656630673,2020-05-26 12:00:00,132.58,130.55059621259042,135.59910568111434,2020-06-02 12:00:00,135.59910568111434,TP,31,2.029403787409592,1.487681110996657,1.4778259997940164,2020
USDJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2020-06-02 12:00:00,Research_2015_2024,10294-10304,10294,10304,107.947,107.079,107.947,3.4732502264234353,10,15,0.34732502264234355,0.4041454756552573,1.163594470046071,1.7453917050691066,0.9121887287024812,0.9030144167758692,3.78845473720904,2020-06-02 16:00:00,108.594,107.01652249741491,110.96021625387762,2020-06-10 16:00:00,107.01652249741491,SL,37,1.577477502585083,-1.0,-1.0063392346221125,2020
XAUUSD,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2020-06-30 12:00:00,Research_2015_2024,10335-10348,10335,10348,1779.388,1747.368,1779.388,3.925138159923694,13,13,0.3019337046095149,0.33437130435519724,1.1074328544659606,1.1074328544659606,0.851586288183874,0.8402907376485622,2.8571548020519653,2020-06-30 16:00:00,1782.828,1745.3285813416371,1839.0771279875444,2020-07-21 12:00:00,1839.0771279875444,TP,91,37.499418658362856,1.500000000000003,1.4906665219749489,2020
AUDJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2020-11-03 20:00:00,Research_2015_2024,10956-10975,10956,10975,74.943,73.135,74.943,4.932182180748265,19,21,0.2595885358288561,0.27305749430923,1.0518857985672134,1.1626106194690256,0.805592543275629,0.7270306258322226,2.9894152962525284,2020-11-04 00:00:00,75.236,73.04335699423994,78.52746450864007,2020-12-10 16:00:00,78.52746450864007,TP,165,2.192643005760061,1.5011401764871901,1.4954392940511751,2020
USDJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2020-11-09 12:00:00,Research_2015_2024,11004-11018,11004,11018,105.344,103.176,105.344,5.52725318276972,14,8,0.39480379876926575,0.703654002972531,1.782287822878234,1.0184501845018479,0.9448223733938067,0.8926681783824666,3.0099608106355693,2020-11-09 16:00:00,105.384,103.0779404427339,108.84308933589915,2020-12-17 08:00:00,103.0779404427339,SL,171,2.306059557266096,-1.0,-1.0043364014465637,2020
SILVER,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2020-12-01 12:00:00,Research_2015_2024,11018-11035,11018,11035,23.513,21.881,23.513,5.354640297528808,17,8,0.3149788410311063,0.7390519160651731,2.346354166666664,1.1041666666666654,0.920716112531972,0.8721227621483443,1.2363500988697074,2020-12-01 16:00:00,23.674,21.804804405650124,26.500293391524814,2020-12-21 00:00:00,26.500293391524814,TP,83,1.8691955943498755,1.5120372635523072,1.49331263135983,2020
GBPJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2020-12-01 16:00:00,Research_2015_2024,12571-12583,12571,12583,139.82,138.26,139.82,3.3835242181141902,12,12,0.28196035150951587,0.3144942382221535,1.1153846153846196,1.1153846153846196,0.6190476190476158,0.5238095238095367,2.3750272602455316,2020-12-01 20:00:00,140.01,138.14473556716038,142.78289664925944,2020-12-07 04:00:00,138.14473556716038,SL,21,1.8652644328396093,-1.0,-1.0107223403008518,2020
GBPJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2021-01-12 08:00:00,Research_2015_2024,12762-12768,12762,12768,141.34,140.31,141.34,3.2216281181567843,6,6,0.5369380196927973,0.7298186675436102,1.359223300970878,1.3592233009708778,0.9322033898305223,0.881355932203402,3.5667380679747116,2021-01-12 12:00:00,141.72,140.23007146990406,143.92989279514393,2021-02-01 04:00:00,143.92989279514393,TP,85,1.4899285300959377,1.4832206716664675,1.4697972089996414,2021
CHFJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2021-01-28 00:00:00,Research_2015_2024,11340-11351,11340,11351,117.306,116.646,117.306,3.3545177031884563,11,11,0.3049561548353142,0.3118869765361171,1.0227272727272736,1.0227272727272736,0.9620253164556939,0.9282700421941085,2.0582950278245464,2021-01-28 04:00:00,117.321,116.59681260121442,118.40728109817836,2021-02-04 08:00:00,116.59681260121442,SL,32,0.724187398785574,-1.0,-1.027617161018749,2021
GBPJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2021-02-10 08:00:00,Research_2015_2024,12891-12898,12891,12898,144.9,144.01,144.9,3.4565105134704783,7,6,0.49378721621006827,0.595503683968697,1.2059925093632968,1.03370786516854,0.8000000000000285,0.7250000000000923,3.8120756238121998,2021-02-10 12:00:00,144.94,143.94562872176058,146.40655691735913,2021-02-15 08:00:00,146.40655691735913,TP,18,0.994371278239413,1.4748584854097402,1.454745273737544,2021
EURJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2021-03-17 20:00:00,Research_2015_2024,11466-11475,11466,11475,130.46,129.49,130.46,4.163814381823681,9,8,0.46264604242485335,0.5794999397383394,1.2525773195876118,1.113402061855655,1.0,0.6999999999999715,3.4514147221374087,2021-03-18 00:00:00,130.57,129.43176013199374,132.27735980200936,2021-03-19 08:00:00,129.43176013199374,SL,8,1.1382398680062522,-1.0,-1.0109818680151168,2021
SILVER,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2021-04-15 12:00:00,Research_2015_2024,11590-11606,11590,11606,25.608,24.669,25.608,4.116105238217439,16,15,0.2572565773885899,0.3676294206373826,1.4290379836705702,1.3397231096911597,0.903591682419656,0.903591682419656,3.170768176610711,2021-04-15 16:00:00,25.924,24.611967930503724,27.899548104244413,2021-05-17 12:00:00,27.899548104244413,TP,136,1.3120320694962757,1.5057163236893132,1.479040146472519,2021
CHFJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2021-05-07 00:00:00,Research_2015_2024,11780-11792,11780,11792,120.177,119.262,120.177,3.7589660336990223,12,10,0.31324716947491854,0.4042429046076276,1.2904918032786725,1.0754098360655606,0.908163265306118,0.5357142857142391,3.133607240173759,2021-05-07 04:00:00,120.247,119.20114549960036,121.81328175059946,2021-05-25 08:00:00,121.81328175059946,TP,76,1.045854500399642,1.4976096101331022,1.4784864911979465,2021
SILVER,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2021-06-01 04:00:00,Research_2015_2024,11801-11813,11801,11813,28.222,27.385,28.222,4.262127561364576,12,11,0.35517729678038135,0.4337583930703377,1.2212447051156703,1.1194743130226976,0.7307692307692242,0.5048076923076982,2.4784530633782045,2021-06-01 08:00:00,28.33,27.33590480118502,29.801142798222468,2021-06-03 12:00:00,27.33590480118502,SL,13,0.9940951988149784,-1.0,-1.0352078956238018,2021
GBPJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2021-06-15 00:00:00,Research_2015_2024,13431-13438,13431,13438,155.17,154.3,155.17,3.237263036544655,7,5,0.46246614807780784,0.7739663351739098,1.6735632183908375,1.1954022988505983,0.7999999999999432,0.7999999999999432,1.4448761192260815,2021-06-15 04:00:00,155.33,154.23281361522228,157.00077957716658,2021-06-17 08:00:00,154.23281361522228,SL,13,1.0971863847777286,-1.0,-1.0182284434782094,2021
USDJPY,H4,RS100_BODY45_CLOSE60_RR15,RS100に実体45%以上、終値位置60%以上を追加、RR1.5,2021-08-06 00:00:00,Research_2015_2024,12184-12202,12184,12202,109.826,108.721,109.826,5.484682863505847,18,9,0.3047046035281026,0.6254027518567812,2.052488687782825,1.0262443438914126,0.7823129251701002,0.6938775510204082,1.219864577628012,2021-08-06 04:00:00,109.856,108.67063245699435,111.63155131450847,2021-09-16 04:00:00,109.354,max_hold,180,1.1853675430056398,-0.42349733883139307,-0.4319335408001383,2021
