period,timeframe,method,events,win_rate_2r,sl_rate,avg_r_2r,total_r_2r,pf_2r,max_dd_r,max_losing_streak,avg_mfe_24,avg_mfe_48,avg_mfe_120,avg_mae_24,avg_mae_48,avg_mae_120,tp1_rate_120,tp2_rate_120,tp3_rate_120,avg_wave5_ext_wave1_120,median_wave5_ext_wave1_120
OOS_2025_2026,H1,W5_AI_SCORE_6,73,13.698630136986301,65.75342465753424,-0.31135168712882094,-22.72867316040393,0.5456634432916708,31.208464437699288,14,0.665342645924184,0.856065805334344,1.3314841953030905,0.692455886707141,0.9596086704631532,1.7209072361103082,38.35616438356164,13.698630136986301,6.8493150684931505,2.28774818400416,1.5301928548846082
OOS_2025_2026,H1,W5_CLASSIC,48,6.25,75.0,-0.5804445039167624,-27.861336188004593,0.2594841964094107,30.047771443554176,15,0.5983997892008571,0.7921943442793972,1.0839511302559346,0.7574439390402311,1.0594988127921001,1.5970034625199048,31.25,6.25,2.083333333333333,1.7235763007122997,1.5613735732540936
OOS_2025_2026,H1,W5_LOOSE,63,9.523809523809524,69.84126984126983,-0.45112777296960765,-28.421049697085284,0.37706235684622924,31.60748495263487,12,0.5975597044372595,0.8092410967477455,1.102960308548951,0.7167880550366259,0.9965877213099301,1.6866195301807119,36.507936507936506,9.523809523809524,3.1746031746031744,1.5793468501571777,1.4510907811400584
OOS_2025_2026,H1,W5_STRICT_NO_OVERLAP,27,0.0,77.77777777777779,-0.6707694092050583,-18.110774048536577,0.15804447560501328,18.297209304086156,10,0.5270003812965941,0.7060460163865723,0.9302653153397457,0.8288910368493424,1.1311452323370363,1.7743011864992846,25.925925925925924,0.0,0.0,1.5156720022893777,1.5095709570957085
OOS_2025_2026,H4,ALL_PIVOT_BREAKOUT,327,15.59633027522936,58.71559633027523,-0.1655086301543795,-54.1213220604821,0.725339316870719,60.039996206329015,15,0.7626835665611247,1.0961829239612144,1.8528994441611701,0.7723093284020655,1.0715088337040028,1.7452690084005158,41.284403669724774,15.59633027522936,7.339449541284404,3.1878823608250073,2.0856361149110776
OOS_2025_2026,H4,CONTROL_NOT_W5,272,14.338235294117647,57.720588235294116,-0.17939013150581806,-48.79411576958251,0.6982737620763088,56.69023837263464,14,0.792844196752832,1.1291248480017262,1.761511081722047,0.7309747265950739,1.044618510995079,1.719657145036367,41.544117647058826,14.338235294117647,6.61764705882353,3.0631312914922355,2.1759072191603535
OOS_2025_2026,H4,W5_AI_SCORE_5,52,19.230769230769234,65.38461538461539,-0.16013858251729973,-8.327206290899586,0.7574465335911248,11.540797757225144,7,0.5974251430406685,0.917850004236735,2.2612858301889385,1.013913794325058,1.2548201188814447,1.95203313731171,38.46153846153847,19.230769230769234,7.6923076923076925,3.8924513782553087,1.682321698956338
OOS_2025_2026,H4,W5_AI_SCORE_6,30,16.666666666666664,70.0,-0.29159172903387093,-8.747751871016128,0.5899124593530555,11.665089340796158,9,0.6295630123298784,0.914686763735643,2.8273277031154405,1.0673666055493491,1.2741116771432208,1.8615873757233128,33.33333333333333,16.666666666666664,6.666666666666667,5.212944410308428,1.6078801854567377
OOS_2025_2026,H4,W5_CLASSIC,22,18.181818181818183,54.54545454545454,-0.0401634032083621,-0.8835948705839662,0.9283460892674162,5.1358429995678385,4,0.7269339964672251,1.060312691422515,1.4691817679007038,0.8713533904996628,1.1884625385757122,1.7462648713448774,50.0,18.181818181818183,4.545454545454546,1.9555460075924316,1.705313678451731
OOS_2025_2026,H4,W5_LOOSE,30,23.333333333333332,53.333333333333336,0.07295593141786037,2.1886779425358114,1.1340163433037895,6.0,6,0.6750877270116,0.997297656354447,1.5748489262958525,0.8523529046743062,1.1074995601448379,1.5478826587756715,50.0,23.333333333333332,10.0,1.8554403918370355,1.5956490990587238
OOS_2025_2026,H4,W5_STRICT_NO_OVERLAP,15,26.666666666666668,53.333333333333336,0.0811384336991796,1.217076505487694,1.1460826227098457,5.0,5,0.9017117591180359,1.296581115615485,1.7355095626245116,0.8753887105157431,1.127140060474487,1.6558524270072745,53.333333333333336,26.666666666666668,6.666666666666667,2.02748317496959,1.7265900557515101
Research_2015_2024,D1,ALL_PIVOT_BREAKOUT,796,25.753768844221103,62.562814070351756,-0.06042689489465509,-48.09980833614545,0.9054964002038686,61.958155578977625,12,0.8878199620234708,1.2550920848390523,1.9766091208056134,0.934314338032059,1.342428957406707,2.1651444358722327,46.85929648241206,25.753768844221103,15.326633165829145,3.364882172439541,2.6661733039096767
Research_2015_2024,D1,CONTROL_NOT_W5,668,25.299401197604794,62.4251497005988,-0.06121019900595079,-40.888412935975126,0.904118783843786,49.18526704759205,11,0.8732479708643243,1.2443738717689516,1.9211729218380778,0.9257103227026984,1.3404677953168365,2.146071435645267,47.455089820359284,25.299401197604794,14.221556886227546,3.351260897147617,2.6661733039096767
Research_2015_2024,D1,W5_AI_SCORE_5,122,27.86885245901639,63.114754098360656,-0.059109798362051845,-7.211395400170325,0.9081639468002632,17.700730518337014,8,0.9489922186800275,1.3033878033024733,2.2771085978521493,0.9989152354730405,1.3683789861211946,2.1934113781056848,44.26229508196721,27.86885245901639,20.491803278688526,3.5093451886103093,2.9960008333664048
Research_2015_2024,D1,W5_AI_SCORE_6,58,27.586206896551722,63.793103448275865,-0.07206633308849159,-4.179847319132512,0.8891358496696947,11.756759823633768,5,0.8940203096019557,1.306462590766581,2.389834224979198,1.0219855305473953,1.3868987453185708,2.0023453663311357,43.103448275862064,27.586206896551722,22.413793103448278,2.787108977369622,2.3505840674071248
Research_2015_2024,D1,W5_CLASSIC,37,24.324324324324326,62.16216216216216,-0.06628116148843388,-2.4524029750720535,0.8936205587316622,8.452402975072054,4,0.9640419219238692,1.2782381871576425,2.045694551208863,0.9281368597322424,1.3249568283034863,2.413141384173289,43.24324324324324,24.324324324324326,18.91891891891892,2.77369967019987,2.299719887955194
Research_2015_2024,D1,W5_LOOSE,48,25.0,64.58333333333334,-0.0927583953140011,-4.452402975072053,0.8566208694239686,11.452402975072054,5,0.9949178880349104,1.3311107600809384,2.1599379789515885,0.9569203583838638,1.346952482803257,2.5655963799117885,39.58333333333333,25.0,20.833333333333336,2.5914783209608707,2.2875228275421198
Research_2015_2024,D1,W5_STRICT_NO_OVERLAP,24,20.833333333333336,66.66666666666666,-0.1865592609987846,-4.47742226397083,0.7201611085018231,10.47742226397083,5,0.9816557841901615,1.3041561342391272,2.0098101327299207,0.9435090022883913,1.416598554527465,2.2889906657792625,41.66666666666667,20.833333333333336,20.833333333333336,2.715037890892235,2.2372094019963527
Research_2015_2024,H1,ALL_PIVOT_BREAKOUT,6437,20.91036196986174,47.89498213453472,0.05734026035132284,369.0992558814651,1.111674189618568,44.189218114865355,14,0.6368828852611003,0.9047167023237466,1.4415765318464688,0.5619126108719081,0.8266597098276569,1.3271595535158778,45.083113251514675,20.91036196986174,9.989125368960696,2.5591398939925716,2.0689655172414656
Research_2015_2024,H1,CONTROL_NOT_W5,5242,20.164059519267454,47.36741701640595,0.051667106425738026,270.8389718837187,1.1012250429339971,39.13032961292167,14,0.630197815054121,0.8834350350283098,1.4114960623887323,0.5525765161412042,0.8160792364412611,1.3156417057574572,44.77298740938573,20.164059519267454,9.309423884013736,2.552139651683018,2.069331243469216
Research_2015_2024,H1,W5_AI_SCORE_5,1166,24.013722126929675,50.34305317324185,0.07993881650221375,93.20866004158124,1.151436292137319,29.32082691713966,13,0.6617523995622996,0.9922592427531994,1.5736932839632691,0.604512348067759,0.8778411114546709,1.3805126106834766,46.22641509433962,24.013722126929675,13.20754716981132,2.6130038625915484,2.092796092796077
Research_2015_2024,H1,W5_AI_SCORE_6,616,25.0,50.0,0.1059089184608338,65.23989377187362,1.2024485452202882,35.743273483286934,10,0.6656183206985468,1.0070528344183622,1.632363942834497,0.6062730973461588,0.8858894413677226,1.3285769336182045,47.72727272727273,25.0,14.44805194805195,2.3740842679626004,1.927751429313929
Research_2015_2024,H1,W5_CLASSIC,366,26.775956284153008,45.90163934426229,0.18397273022132393,67.33401926100456,1.3790287556067198,15.731738099326346,6,0.677767920645233,1.0279925496850313,1.65984386303803,0.5760408038359188,0.8329041700739221,1.2701242978196277,49.45355191256831,26.775956284153008,15.573770491803279,2.2459083469520524,1.8775866985630758
Research_2015_2024,H1,W5_LOOSE,463,27.861771058315334,46.868250539956804,0.18256896090982142,84.52942890124731,1.369966149113959,16.34789077787987,7,0.6905835447375953,1.044599169845097,1.6642096595167502,0.5879564528042973,0.8491667008765974,1.3159611558744722,49.46004319654428,27.861771058315334,15.118790496760258,2.0687694300351094,1.7102803738317716
Research_2015_2024,H1,W5_STRICT_NO_OVERLAP,243,25.514403292181072,47.325102880658434,0.12464911181720838,30.289734171581635,1.247841844571147,18.502511491124046,6,0.6682652094169318,1.0140001022642513,1.6467962928084006,0.6226527812908108,0.9102453812234657,1.3386029722048598,47.325102880658434,25.514403292181072,15.22633744855967,2.078956257286491,1.7361111111111238
Research_2015_2024,H4,ALL_PIVOT_BREAKOUT,2531,24.930857368629,54.52390359541683,0.03832623334795477,97.00369660367352,1.067395616119118,36.73194701321959,16,0.7514607425039608,1.061101181792472,1.7105901459582922,0.6782479751782028,0.9836231485695661,1.678166946897761,48.202291584354015,24.930857368629,13.51244567364678,3.006203373098303,2.299270072992697
Research_2015_2024,H4,CONTROL_NOT_W5,2062,25.606207565470417,52.376333656644036,0.07737769495202947,159.55280699108476,1.1411782102255739,26.980007691431155,16,0.7392676138544176,1.0428785895875219,1.6970384132028113,0.6554881903354233,0.9502863195662624,1.604471319188722,48.44810863239573,25.606207565470417,13.967022308438409,3.051362754857298,2.330677619143315
Research_2015_2024,H4,W5_AI_SCORE_5,448,22.321428571428573,63.16964285714286,-0.11626467628323768,-52.08657497489048,0.8217225535574353,63.054355565336735,17,0.7975846120632671,1.1136814974972602,1.7275755516511524,0.7592478267033256,1.1053945429784078,1.9563534824015993,47.767857142857146,22.321428571428573,11.383928571428571,2.832619364708369,2.262729785184879
Research_2015_2024,H4,W5_AI_SCORE_6,218,21.55963302752294,65.59633027522935,-0.15441729517355207,-33.66297034783435,0.770134298125004,48.52549245712548,11,0.8208196308939583,1.1450516549580396,1.6659863018373118,0.8090830642855414,1.1926259476918866,2.032282482152007,45.412844036697244,21.55963302752294,10.550458715596331,2.3227208150419822,1.8264559983672024
Research_2015_2024,H4,W5_CLASSIC,128,21.875,64.84375,-0.1359382850138855,-17.400100481777343,0.7956799850772414,24.913942969252133,22,0.8519435771132386,1.1730396039640674,1.6979814681723902,0.7452320363053122,1.119514455880942,1.8722095643161216,46.875,21.875,11.71875,2.329548382517972,1.8609387569878848
Research_2015_2024,H4,W5_LOOSE,177,20.903954802259886,68.36158192090396,-0.20333867814271164,-35.99094603125996,0.707773233797001,42.89545986622242,15,0.8330136277356851,1.1873337091136742,1.7310446691295538,0.8222387526725701,1.2342606879697298,2.1465751657823744,45.19774011299435,20.903954802259886,11.299435028248588,2.1234005377571092,1.5849834983498243
Research_2015_2024,H4,W5_STRICT_NO_OVERLAP,85,22.35294117647059,65.88235294117646,-0.12671632488096093,-10.77088761488168,0.8097652371295919,15.0,15,0.8483326665072229,1.1523071288334807,1.635515114654936,0.8104379293371577,1.2008566879917209,1.8508904828377926,47.05882352941176,22.35294117647059,10.588235294117647,2.132426467621773,1.6121580547112473
