period,symbol,method,events,win_rate_2r,sl_rate,avg_r_2r,total_r_2r,pf_2r,max_dd_r,max_losing_streak,avg_mfe_24,avg_mfe_48,avg_mfe_120,avg_mae_24,avg_mae_48,avg_mae_120,tp1_rate_120,tp2_rate_120,tp3_rate_120,avg_wave5_ext_wave1_120,median_wave5_ext_wave1_120
OOS_2025_2026,CHFJPY,ALL_PIVOT_BREAKOUT,236,20.33898305084746,48.30508474576271,0.03091301260184768,7.295470974036053,1.0599150923346683,18.955263620187633,12,0.6753611788336756,0.9190179025430171,1.4467317761889373,0.6565842378585445,0.9157292920401913,1.4327658387013937,44.49152542372881,20.33898305084746,8.898305084745763,2.50083776374914,2.1141642144515087
OOS_2025_2026,CHFJPY,CONTROL_NOT_W5,199,20.100502512562816,48.24120603015075,0.021263229470496643,4.231382664628832,1.0408238817576676,14.469881796673125,10,0.6756548807465211,0.9047518252503611,1.4173956335212665,0.6598562904895542,0.9363195937523918,1.437165690254176,44.221105527638194,20.100502512562816,8.040201005025125,2.4721726511344153,2.1162221012520392
OOS_2025_2026,CHFJPY,W5_AI_SCORE_5,34,20.588235294117645,50.0,0.05744983057174156,1.953294239439213,1.1141355945594924,6.0,6,0.6726809592996832,0.981619619720237,1.5710746199132801,0.6675413858816209,0.8368575095902258,1.417448264001028,44.11764705882353,20.588235294117645,11.76470588235294,2.715105292400169,2.118607338919396
OOS_2025_2026,CHFJPY,W5_AI_SCORE_6,14,14.285714285714285,78.57142857142857,-0.47405015447198245,-6.6367021626077545,0.3966634397629314,5.6367021626077545,5,0.7021740890138497,0.9432429631097522,1.1186990176950773,0.7746182549336144,0.8856129748353258,1.6168057933307722,35.714285714285715,14.285714285714285,0.0,1.5599376940535932,1.3523264358896503
OOS_2025_2026,CHFJPY,W5_CLASSIC,13,7.6923076923076925,69.23076923076923,-0.4440419355519687,-5.772545162175593,0.3586060930916008,4.772545162175593,4,0.6806104214212122,0.9585883324842815,1.2397886133730944,0.687787692234363,0.8387809762290602,1.4884684645326098,46.15384615384615,7.6923076923076925,0.0,1.834403802022069,2.0319934372436554
OOS_2025_2026,CHFJPY,W5_LOOSE,17,11.76470588235294,64.70588235294117,-0.3330441818945639,-5.661751092207586,0.4852953552538558,4.999999999999999,5,0.673806918974903,0.9692476971314593,1.330458265168855,0.6596313974517107,0.7977608047106783,1.4768168891821691,47.05882352941176,11.76470588235294,5.88235294117647,1.8014094444653046,1.6721929163526945
OOS_2025_2026,CHFJPY,W5_STRICT_NO_OVERLAP,5,0.0,100.0,-1.0,-5.0,0.0,4.0,5,0.5642583817129526,0.7207483192991085,0.7471156300237913,0.8766788397704912,1.0933628065867376,2.361170144138731,20.0,0.0,0.0,1.436474118325495,1.2627156125608117
OOS_2025_2026,EURJPY,ALL_PIVOT_BREAKOUT,233,15.879828326180256,54.077253218884124,-0.07975940048422869,-18.583940312825284,0.860003562792143,42.17699826674036,13,0.6055275984514918,0.8200619384474755,1.3297722912094345,0.742529737581058,0.9611454065325817,1.4400665978761644,39.91416309012876,15.879828326180256,6.437768240343347,2.488995967410841,2.07790368271954
OOS_2025_2026,EURJPY,CONTROL_NOT_W5,198,15.656565656565657,52.02020202020202,-0.053899630037921774,-10.67212674750851,0.902607806067377,28.26518470142358,12,0.5932050140056214,0.7922804104933185,1.3205238212663581,0.742850833758206,0.9471607562365788,1.3957476654096588,39.39393939393939,15.656565656565657,6.565656565656567,2.5232343827881007,2.0600535944551654
OOS_2025_2026,EURJPY,W5_AI_SCORE_5,33,18.181818181818183,66.66666666666666,-0.21566797958274148,-7.117043326230469,0.6789342924418759,15.396925044488887,10,0.6880726127216601,0.9902524930130943,1.4170647493795752,0.7437283083397891,1.0614278906121288,1.7414707673103575,42.42424242424242,18.181818181818183,6.0606060606060606,2.364127002489508,2.1322930800542896
OOS_2025_2026,EURJPY,W5_AI_SCORE_6,17,11.76470588235294,76.47058823529412,-0.4186213819477336,-7.116563493111471,0.45543036355095057,10.116563493111471,9,0.7032946371116394,0.9099554863245887,1.2354951312821691,0.7566339488382497,0.97063388200418,1.8377207454254876,35.294117647058826,11.76470588235294,0.0,1.6353033429891326,1.4417211328976076
OOS_2025_2026,EURJPY,W5_CLASSIC,13,15.384615384615385,76.92307692307693,-0.3114099532818856,-4.048329392664512,0.5951670607335487,8.048329392664513,8,0.8070756297562499,0.980527080503815,1.3538077762988032,0.7581584839289939,1.0498600740777617,1.7245516594211843,46.15384615384615,15.384615384615385,0.0,1.631157997791069,1.4417211328976076
OOS_2025_2026,EURJPY,W5_LOOSE,16,12.5,75.0,-0.36519372698442665,-5.843099631750826,0.5130750306874311,9.843099631750826,9,0.7206557281241375,0.898937323411714,1.2075724137689359,0.7463317726606032,1.013797110266125,1.5826455721253876,43.75,12.5,0.0,1.5094023454371512,1.4275079652927622
OOS_2025_2026,EURJPY,W5_STRICT_NO_OVERLAP,9,11.11111111111111,77.77777777777779,-0.3387032658516125,-3.0483293926645123,0.5645243724764982,4.048329392664512,5,0.827836273813327,1.0148051766300672,1.390001713724834,0.8319705372156468,1.020702971942433,1.575968120021143,44.44444444444444,11.11111111111111,0.0,1.5789934371450327,1.4417211328976076
OOS_2025_2026,GBPJPY,ALL_PIVOT_BREAKOUT,245,9.795918367346939,56.734693877551024,-0.2558809199402394,-62.690825385358664,0.5776425835620982,64.8935442101624,15,0.5261048116219595,0.7162659533482892,1.081054026762996,0.7126976248004838,1.0128179596654503,1.5198538619343782,37.142857142857146,9.795918367346939,1.6326530612244898,2.346700199490751,2.0341578327444014
OOS_2025_2026,GBPJPY,CONTROL_NOT_W5,209,9.569377990430622,53.110047846889955,-0.2135373055227166,-44.62929685424777,0.6278422493185538,48.83201567905151,14,0.5331216159346588,0.7204766891710603,1.067062127331413,0.6825380271210417,0.994939915033484,1.4646862432261183,37.32057416267943,9.569377990430622,1.9138755980861244,2.4400242733372006,2.1469802244788756
OOS_2025_2026,GBPJPY,W5_AI_SCORE_5,35,8.571428571428571,80.0,-0.5731865294603112,-20.06152853111089,0.2963427270965399,21.06152853111089,20,0.4755918351135319,0.6778449270024303,1.1369943881469737,0.8965219094986949,1.1318786943048764,1.876073364694214,34.285714285714285,8.571428571428571,0.0,1.7963401460182842,1.5170031880977703
OOS_2025_2026,GBPJPY,W5_AI_SCORE_6,19,0.0,84.21052631578947,-0.7965158602226667,-15.133801344230669,0.08337594976110868,14.133801344230669,11,0.5248399003432002,0.6591141019110944,1.0367274075764943,1.0431711854161758,1.3172560980241264,1.7366015661228105,31.57894736842105,0.0,0.0,1.5872544321598823,1.3196276183087452
OOS_2025_2026,GBPJPY,W5_CLASSIC,14,0.0,85.71428571428571,-0.7982470274995114,-11.17545838499316,0.10670433897575929,10.17545838499316,11,0.5658846097852644,0.7424728257384399,1.0996197894713151,1.052263514794099,1.2248562625419803,1.7435182055353056,35.714285714285715,0.0,0.0,1.8125310577804712,1.6005202446248612
